PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 23, filenames: A:[23]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[24]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,20,NaN,NaN,2
21,36,-0.05945563316,0.4115563631,1
21,52,-0.5349121094,0.2641299963,1
21,68,-1.159938097,0.31836465,1
21,84,-0.4295008779,0.08756636083,1
21,100,0.09628108144,0.03984971344,1
21,116,-0.005741611123,0.7701570392,1
21,132,0.09409469366,1.184943199,1
21,148,NaN,NaN,2
21,164,1.415434957,0.02622413635,1
21,180,NaN,NaN,2
21,196,-1.538673162,-4.696439266,1
21,212,-0.7892551422,-3.116029263,1
21,228,5.101812363,2.822629929,1
21,244,-14.4262886,7.321229935,1
21,260,NaN,NaN,2
21,276,NaN,NaN,2
21,292,-17.31783104,14.64947033,1
21,308,-6.017438889,16.11898994,1
21,324,5.086166382,10.10583496,1
21,340,-1.281743526,7.207499504,1
21,356,5.750437737,16.1970787,1
21,372,NaN,NaN,2
21,388,8.705596924,9.226590157,1
21,404,9.173174858,9.446201324,1
21,420,NaN,NaN,2
21,436,NaN,NaN,2
21,452,NaN,NaN,2
21,468,12.68457031,6.447264194,1
21,484,8.906858444,6.285634518,1
21,500,NaN,NaN,2
21,516,NaN,NaN,2
21,532,NaN,NaN,2
21,548,5.09333849,-1.781997204,1
21,564,3.542849064,-1.227083921,1
21,580,1.807830572,0.1132206321,1
21,596,NaN,NaN,2
21,612,0.9303504229,2.102556229,1
21,628,-1.360424519,-7.432035446,1
21,644,-1.152033806,-8.708709717,1
21,660,NaN,NaN,2
21,676,NaN,NaN,2
21,692,NaN,NaN,2
21,708,NaN,NaN,2
21,724,3.354651213,-5.530461788,1
21,740,3.837599754,-8.047585487,1
21,756,4.338313103,-7.450940132,1
21,772,3.890349388,-7.363273621,1
21,788,-6.114539146,-7.706007004,1
21,804,-5.763035774,-3.255419731,1
21,820,-8.041320801,-0.8577771187,1
21,836,-9.051839828,-0.6105823517,1
21,852,-0.9419291615,-6.586103916,1
21,868,0.2171263695,-8.012657166,1
21,884,NaN,NaN,2
21,900,NaN,NaN,2
21,916,NaN,NaN,2
21,932,NaN,NaN,2
21,948,-3.774796486,-5.419705391,1
21,964,-1.663055897,2.339812756,1
21,980,-0.5992250443,-4.952118397,1
21,996,-0.9102773666,-13.7216568,1
21,1012,NaN,NaN,2
21,1028,-0.7250218391,4.361300468,1
21,1044,NaN,NaN,2
21,1060,NaN,NaN,2
21,1076,NaN,NaN,2
21,1092,-2.754189491,-3.275362492,1
21,1108,NaN,NaN,2
21,1124,NaN,NaN,2
37,20,0.2596209049,0.2508896589,1
37,36,-0.2795137167,0.3368100226,1
37,52,-1.150031328,0.8166853189,1
37,68,NaN,NaN,2
37,84,-0.2714183331,-0.1008139178,1
37,100,-0.06532074511,0.20757249,1
37,116,0.04897455871,0.7226214409,1
37,132,0.3788789511,0.1970510781,1
37,148,1.077865362,-0.5221839547,1
37,164,0.5805312395,-0.1952950358,1
37,180,1.207998037,-1.837235212,1
37,196,-1.782141685,-0.8882445097,1
37,212,0.9906254411,8.479814529,1
37,228,-4.206020355,-0.1982126236,1
37,244,-4.787984848,2.781263828,1
37,260,NaN,NaN,2
37,276,-17.91820145,17.56303406,1
37,292,NaN,NaN,2
37,308,1.198339701,13.52293301,1
37,324,NaN,NaN,2
37,340,4.998169899,10.15088654,1
37,356,NaN,NaN,2
37,372,NaN,NaN,2
37,388,NaN,NaN,2
37,404,6.504776955,8.858633041,1
37,420,6.639113426,7.399604797,1
37,436,7.929703712,6.580778122,1
37,452,9.876984596,5.938245296,1
37,468,9.694953918,4.605497837,1
37,484,NaN,NaN,2
37,500,5.091731071,2.221274853,1
37,516,NaN,NaN,2
37,532,NaN,NaN,2
37,548,0.5888488293,-1.925626516,1
37,564,2.222336531,-2.865272045,1
37,580,4.128759861,-0.2238053679,1
37,596,1.875650644,1.067075372,1
37,612,0.9702284336,0.1817872524,1
37,628,0.05417460203,-8.558884621,1
37,644,-1.197366953,-9.471988678,1
37,660,-1.877026439,-10.35892105,1
37,676,NaN,NaN,2
37,692,2.850898743,-4.151859283,1
