PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 18, filenames: A:[18]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[19]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,20,NaN,NaN,2
21,36,NaN,NaN,2
21,52,-1.210387588,0.5801776052,1
21,68,-0.1867218018,0.3809072971,1
21,84,-0.5450279713,-0.0952501297,1
21,100,-0.2668091655,-2.061477661,1
21,116,0.09086331725,-1.559816837,1
21,132,-0.2091497183,-0.2462204695,1
21,148,0.06334584951,-0.1208707988,1
21,164,0.2931328416,-1.334603786,1
21,180,0.5038015246,-2.253697634,1
21,196,NaN,NaN,2
21,212,1.564768195,-3.373275042,1
21,228,NaN,NaN,2
21,244,NaN,NaN,2
21,260,-1.246105909,-1.197032928,1
21,276,-0.994330883,-3.875784636,1
21,292,NaN,NaN,2
21,308,NaN,NaN,2
21,324,-1.902185678,-1.391283512,1
21,340,-0.9300757647,0.1915478706,1
21,356,NaN,NaN,2
21,372,NaN,NaN,2
21,388,-1.243346691,-0.7273914814,1
21,404,-2.113244534,-1.953888893,1
21,420,NaN,NaN,2
21,436,-1.00972724,-2.10885191,1
21,452,NaN,NaN,2
21,468,2.096096039,-0.3204376698,1
21,484,-1.007013321,3.764830589,1
21,500,NaN,NaN,2
21,516,0.224827379,0.5913436413,1
21,532,-0.6858869195,-0.3341416419,1
21,548,NaN,NaN,2
21,564,-1.5003829,-0.8757879734,1
21,580,-2.689136982,-0.3616267443,1
21,596,-2.570618153,-0.5915198326,1
21,612,-1.679770708,-1.790358067,1
21,628,-0.6234719157,-1.984532356,1
21,644,NaN,NaN,2
21,660,-0.3042490482,1.09352231,1
21,676,-0.1699058414,0.08351540565,1
21,692,NaN,NaN,2
21,708,0.2969536781,-0.4439296424,1
21,724,-0.4399528503,-1.968058825,1
21,740,-0.2090189159,-1.513254166,1
21,756,-0.2986673117,0.5540604591,1
21,772,-1.717310905,0.8955236077,1
21,788,-2.191257238,0.1755267829,1
21,804,-1.621747255,-0.5814788342,1
21,820,-2.912779808,-0.7100769281,1
21,836,NaN,NaN,2
21,852,NaN,NaN,2
21,868,-6.021766663,3.276057243,1
21,884,-4.929470539,1.128289223,1
21,900,-3.414874792,-1.084636688,1
21,916,NaN,NaN,2
21,932,NaN,NaN,2
21,948,-2.054532528,0.3164430857,1
21,964,NaN,NaN,2
21,980,NaN,NaN,2
21,996,NaN,NaN,2
21,1012,-1.327233076,-0.414416194,1
21,1028,-0.07285634428,0.1185182929,1
21,1044,0.4345370233,0.4389836192,1
21,1060,-0.621009171,0.3819538355,1
21,1076,NaN,NaN,2
21,1092,-2.057279825,0.8052527905,1
21,1108,0.5640704632,1.418188334,1
21,1124,NaN,NaN,2
37,20,NaN,NaN,2
37,36,0.4355605841,-0.3405734897,1
37,52,-0.5709196925,-0.4206172824,1
37,68,-0.6173732281,-0.9841129184,1
37,84,NaN,NaN,2
37,100,-0.3375520706,0.2956572771,1
37,116,-0.4271863699,0.5250963569,1
37,132,-0.3291299939,-0.2154083252,1
37,148,-0.2474994808,-0.2305588126,1
37,164,-0.0913105309,-1.619495392,1
37,180,0.007861174643,-1.220570207,1
37,196,-0.04366524518,-2.285151482,1
37,212,0.09529939294,-4.020243645,1
37,228,NaN,NaN,2
37,244,-0.2852833271,-2.508767843,1
37,260,-0.9942383766,-2.760195971,1
37,276,-0.8267165422,-2.523517609,1
37,292,-0.7783817053,-2.912027359,1
37,308,-1.112388372,-2.280117273,1
37,324,-1.269421339,-1.420119047,1
37,340,-1.280587077,-0.7623901963,1
37,356,-1.165640712,-1.036041737,1
37,372,NaN,NaN,2
37,388,-1.202888846,-1.557946563,1
37,404,-0.5995426774,-1.585110068,1
37,420,-0.5943130255,-1.386185765,1
37,436,-0.2556070983,-0.6340693235,1
37,452,0.3909429312,0.8099407554,1
37,468,0.4395057559,1.163940668,1
37,484,-0.3720379174,3.101196766,1
37,500,0.6649886966,0.2107312977,1
37,516,0.2987577915,0.0374559164,1
37,532,-1.632602453,0.1737621725,1
37,548,-1.084112287,0.8421831131,1
37,564,NaN,NaN,2
37,580,-1.687492967,-0.9841599464,1
37,596,NaN,NaN,2
