PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 92, filenames: A:[92]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[93]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,20,NaN,NaN,2
21,36,NaN,NaN,2
21,52,NaN,NaN,2
21,68,0.2590239346,-0.1760663539,1
21,84,0.1989161968,0.06322261691,1
21,100,-0.1730996668,-0.8322318792,1
21,116,0.09006884694,-0.1482123584,1
21,132,-0.3455967605,0.1481125206,1
21,148,-0.3192766011,-0.05779516697,1
21,164,-0.1494146585,-0.2245413363,1
21,180,-0.6006032228,0.07702517509,1
21,196,-0.547994256,-0.04451286793,1
21,212,-0.0668348223,0.01969242096,1
21,228,0.2194217443,-0.01354683191,1
21,244,-0.003285855055,0.3462589979,1
21,260,-0.2933558524,0.4907399416,1
21,276,-0.1228143424,0.01460059732,1
21,292,-0.06629560888,-0.163612619,1
21,308,0.07906067371,-0.1994224638,1
21,324,-0.1672472358,-0.3131928444,1
21,340,-0.2487679571,-0.3434578478,1
21,356,0.02530291677,-0.04686254263,1
21,372,0.1612292677,0.08273027837,1
21,388,0.2219076306,0.47282058,1
21,404,0.006508588791,0.380505681,1
21,420,-0.1549758315,-0.5288136601,1
21,436,-0.2899675369,-0.2981603742,1
21,452,-0.1619490683,0.4249312282,1
21,468,0.07847484946,0.3823224902,1
21,484,-0.1738992929,0.3405758142,1
21,500,-0.4347795844,-0.2989474833,1
21,516,-0.4699671865,-0.5419993401,1
21,532,NaN,NaN,2
21,548,-0.1116013825,-0.01212093979,1
21,564,-0.5254802704,0.281583935,1
21,580,-0.8653020859,0.400726378,1
21,596,-0.6281710863,0.664034009,1
21,612,-0.5763265491,0.3663471341,1
21,628,-0.4473206997,0.2392723858,1
21,644,-0.2334649712,-0.02858912945,1
21,660,-0.05518549681,-0.01215091348,1
21,676,0.6532928944,0.2121910304,1
21,692,0.6865720153,0.1130433679,1
21,708,0.2378199697,-0.07099249959,1
21,724,0.218870163,-0.208363384,1
21,740,-0.0540035218,0.06713671982,1
21,756,-0.1306167841,-0.1035746485,1
21,772,0.09169702232,-0.1644186676,1
21,788,-0.04202137887,0.4161025882,1
21,804,-0.2258076072,0.5480625629,1
21,820,-0.340782851,-0.1295925677,1
21,836,-0.1152998582,-0.3018416166,1
21,852,0.3465952277,-0.1138021499,1
21,868,0.2265927792,0.007254585624,1
21,884,0.07679059356,-0.009596459568,1
21,900,0.2723021805,-0.5735276341,1
21,916,0.1446870565,-0.4644942284,1
21,932,-0.1539304852,-0.2577366531,1
21,948,-0.0199919939,-0.1543947756,1
21,964,0.1289645433,-0.1520467401,1
21,980,0.1111523882,-0.04590645432,1
21,996,0.002266459167,0.2811232805,1
21,1012,-0.03350350261,0.0277659297,1
21,1028,0.3487287462,-0.6320918798,1
21,1044,0.05042752624,-0.5316256881,1
21,1060,-0.2841008902,-0.3708994389,1
21,1076,0.1739304066,-0.08870819211,1
21,1092,0.3595563173,-0.00733679533,1
21,1108,0.4228724241,0.166178599,1
21,1124,0.4382789135,-0.002242803574,1
37,20,0.09146898985,-0.4413565993,1
37,36,NaN,NaN,2
37,52,0.4728047252,0.1409567595,1
37,68,0.06629778445,-0.1216659769,1
37,84,-0.2720208168,0.1335980296,1
37,100,-0.3032266498,-0.01309230179,1
37,116,0.04495798051,-0.06726710498,1
37,132,0.110887453,0.1253229976,1
37,148,0.1904090643,-0.001119673252,1
37,164,-0.07053527236,-0.07944366336,1
37,180,-0.3271757066,0.07658653706,1
37,196,0.05127778649,0.0671428144,1
37,212,0.1019442305,-0.08416259289,1
37,228,0.1695077568,-0.3859597445,1
37,244,0.3854252994,-0.4669701755,1
37,260,0.0007697492838,0.3042775691,1
37,276,-0.1331060529,-0.1749116182,1
37,292,-0.2918758988,-0.01834863424,1
37,308,-0.2108920068,0.2898208499,1
37,324,-0.1018580347,-0.04540453106,1
37,340,-0.05684827268,0.07766344398,1
37,356,0.07950583845,0.4099682868,1
37,372,0.1114982814,0.3169190288,1
37,388,-0.02111132443,0.1586118639,1
37,404,-0.2585747242,-0.04374601692,1
37,420,-0.5204633474,-0.5918658972,1
37,436,-0.5695729852,-0.633900404,1
