PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 9, filenames: A:[9]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[10]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
501,916,-0.459056735,-2.703348637,1
501,932,0.3109629154,-3.671234369,1
501,948,0.9352146387,-4.152414799,1
501,964,1.659944296,-3.791226387,1
501,980,2.984573841,-2.319584846,1
501,996,4.064553261,-2.458955288,1
501,1012,4.238176346,-2.563849449,1
501,1028,2.564580202,-2.863522291,1
501,1044,1.165822268,-1.254439354,1
501,1060,NaN,NaN,2
501,1076,0.7208867073,-1.032511234,1
501,1092,1.805119514,-0.5060569048,1
501,1108,2.172433853,-0.1949616671,1
501,1124,1.448707223,0.4908112884,1
517,20,-2.150986671,-2.284295082,1
517,36,-2.033200502,-6.928134918,1
517,52,-0.7543647289,-5.63616991,1
517,68,-0.468819797,-5.767949581,1
517,84,-0.405783236,-5.694687366,1
517,100,-0.2607258856,-5.144022942,1
517,116,-0.2291024923,-5.152050018,1
517,132,-0.1000280082,-5.495715141,1
517,148,-0.4273276031,-5.261043549,1
517,164,-0.2587837279,-4.904342651,1
517,180,0.1301333904,-4.862256527,1
517,196,NaN,NaN,2
517,212,0.446859777,-4.052915573,1
517,228,0.6438062787,-1.896164894,1
517,244,0.5390326381,-1.86958313,1
517,260,NaN,NaN,2
517,276,1.171602726,-1.619054794,1
517,292,-0.6142553687,-1.493494749,1
517,308,-0.166849643,-1.385269165,1
517,324,0.5243507624,-0.6381649971,1
517,340,NaN,NaN,2
517,356,-0.06497713923,-0.4153100252,1
517,372,-0.1655120999,-0.03699970245,1
517,388,0.03405955434,0.1772441268,1
517,404,0.2506583035,0.06808683276,1
517,420,-0.160427168,-0.6196295023,1
517,436,-0.05506464839,-1.165860415,1
517,452,0.06712427735,-1.12084341,1
517,468,0.1661067307,-0.5798738003,1
517,484,0.2115692794,-0.4987925291,1
517,500,NaN,NaN,2
517,516,NaN,NaN,2
517,532,-0.7201180458,-0.9318916798,1
517,548,-0.2027419209,-0.4743882418,1
517,564,NaN,NaN,2
517,580,NaN,NaN,2
517,596,0.2546101809,-1.901629925,1
517,612,0.5285649896,-1.578721523,1
517,628,1.318343401,-2.990637064,1
517,644,2.081300497,-2.393765688,1
517,660,2.388287544,-1.206162333,1
517,676,2.153491259,-1.54388392,1
517,692,1.471774697,-2.302233934,1
517,708,1.130759478,-1.743595362,1
517,724,1.067669511,-0.5249814391,1
517,740,1.158264875,-0.8441093564,1
517,756,0.9918366671,-1.190302849,1
517,772,NaN,NaN,2
517,788,NaN,NaN,2
517,804,NaN,NaN,2
517,820,-0.05727465451,-0.100720644,1
517,836,0.1717046052,-0.7303162813,1
517,852,NaN,NaN,2
517,868,-0.2203639746,-1.02699995,1
517,884,-0.7485611439,-0.9177165031,1
517,900,NaN,NaN,2
517,916,-0.2184423208,-2.494728565,1
517,932,NaN,NaN,2
517,948,1.015504122,-3.426464319,1
517,964,1.995064616,-3.581391096,1
517,980,NaN,NaN,2
517,996,3.083183765,-1.105527163,1
517,1012,3.589663744,-1.826668024,1
517,1028,NaN,NaN,2
517,1044,1.82992661,-1.87296021,1
517,1060,NaN,NaN,2
517,1076,2.248215675,-1.096810341,1
517,1092,NaN,NaN,2
517,1108,3.454390526,0.2042701393,1
517,1124,1.664457083,-0.2068797648,1
533,20,NaN,NaN,2
533,36,-1.832549334,-6.369005203,1
533,52,-0.6493695974,-5.483664989,1
533,68,0.01566317677,-4.677882671,1
533,84,-0.3811480999,-4.489849091,1
533,100,-0.3882136345,-4.365551472,1
533,116,0.01377555728,-4.758759022,1
533,132,NaN,NaN,2
533,148,0.2983562648,-6.018686771,1
533,164,0.4015287757,-5.650878429,1
533,180,0.7429987192,-5.448140144,1
533,196,0.7373783588,-4.75978899,1
533,212,-0.7416570187,-4.8369174,1
533,228,0.1839652658,-3.232929707,1
533,244,-0.1636364162,-2.310222149,1
533,260,-0.2442680895,-1.821643353,1
533,276,-0.03281077743,-2.133507967,1
533,292,-0.2764158249,-2.252271175,1
533,308,0.1128354892,-1.957493305,1
533,324,NaN,NaN,2
533,340,0.1258792281,0.05122572184,1
533,356,-0.3842774332,0.1068102419,1
533,372,-0.2092651427,0.07898773253,1
533,388,0.4226172864,0.08738517761,1
533,404,NaN,NaN,2
533,420,NaN,NaN,2
533,436,-0.6064245105,-0.9246599674,1
533,452,-0.4907662868,-1.351742506,1
533,468,-0.5418795943,-1.201781273,1
533,484,-0.04771782458,-0.7455003858,1
533,500,0.03302103281,-1.004767656,1
533,516,-0.1951895952,-0.586396575,1
533,532,-0.4655781388,-0.3396803737,1
533,548,-0.1953155398,-0.5038613677,1
533,564,0.3682503998,-0.1924296618,1
533,580,NaN,NaN,2
533,596,NaN,NaN,2
533,612,NaN,NaN,2
533,628,1.011134863,-2.251952171,1
533,644,2.265686274,-3.750812769,1
533,660,3.107091427,-2.783850431,1
533,676,2.164838791,-2.479652166,1
533,692,1.038554907,-3.985224485,1
533,708,NaN,NaN,2
533,724,NaN,NaN,2
533,740,0.8436672091,-0.7612102032,1
533,756,0.6923922896,-1.797486782,1
533,772,0.6092065573,-2.519042015,1
533,788,NaN,NaN,2
533,804,0.9266495109,-3.329958916,1
533,820,NaN,NaN,2
533,836,NaN,NaN,2
533,852,-0.188141793,-1.704669476,1
533,868,0.7931835651,-0.2996249199,1
533,884,-0.1546770781,-0.05195873976,1
533,900,-0.1354943514,-0.3647057116,1
533,916,0.7730199099,-1.757199287,1
533,932,1.430377841,-2.959612846,1
533,948,2.213244677,-3.286322355,1
533,964,2.286077499,-3.206210852,1
533,980,2.242823839,-2.520270348,1
533,996,2.68636179,-1.439611077,1
533,1012,3.32300806,-1.174528956,1
533,1028,3.58769393,-1.461292028,1
533,1044,3.924697876,-1.199331999,1
533,1060,NaN,NaN,2
533,1076,3.501725912,-0.6230130196,1
533,1092,2.863964081,-0.07447835803,1
533,1108,2.277382374,-0.1019016802,1
533,1124,1.349485636,0.0615875572,1
549,20,-0.9950652122,-7.111364365,1
549,36,-0.9355409145,-5.935301304,1
549,52,NaN,NaN,2
549,68,-1.05392015,-4.491176128,1
549,84,-0.5610628128,-4.579376221,1
549,100,-0.4571509957,-4.658967495,1
549,116,-0.2941548228,-6.328372002,1
549,132,NaN,NaN,2
549,148,NaN,NaN,2
549,164,-0.5721143484,-5.822891235,1
549,180,-0.400172621,-5.689804077,1
549,196,-0.1919269562,-4.831214905,1
549,212,NaN,NaN,2
549,228,-0.2219834924,-4.381901264,1
549,244,NaN,NaN,2
549,260,NaN,NaN,2
549,276,-0.2613753676,-3.464964867,1
549,292,-0.1330784708,-2.229137659,1
549,308,0.09768614173,-1.032557011,1
549,324,-0.8415966034,-0.9823687077,1
549,340,NaN,NaN,2
549,356,-0.8746604919,0.03214451671,1
549,372,-0.363919884,-0.03271663189,1
549,388,-0.3278223276,-0.01913223416,1
549,404,-0.3258711696,0.09517489374,1
549,420,NaN,NaN,2
549,436,-0.6871696115,-0.8470736146,1
549,452,-0.5705858469,-1.700487137,1
549,468,-0.5306090713,-1.547958612,1
549,484,-0.2632012367,-0.8964136839,1
549,500,-0.1920026839,-0.4832969606,1
549,516,NaN,NaN,2
549,532,0.4941619337,-0.7187644243,1
549,548,NaN,NaN,2
549,564,1.918657064,-0.8353326321,1
549,580,NaN,NaN,2
549,596,1.093560934,-2.551784992,1
549,612,0.8018724918,-1.919289947,1
549,628,1.972438335,-3.271037102,1
549,644,1.898765922,-2.93455863,1
549,660,2.766783237,-3.134907007,1
549,676,2.719668388,-3.094511986,1
549,692,NaN,NaN,2
549,708,NaN,NaN,2
549,724,NaN,NaN,2
549,740,-0.403191328,-1.122296095,1
549,756,1.787419796,-0.8208091259,1
549,772,1.347645879,-2.979207039,1
549,788,0.801874876,-5.564021111,1
549,804,1.160116196,-0.4868738651,1
549,820,0.1568434238,8.642316818,1
549,836,-0.2200029492,-0.1387642026,1
549,852,-0.4994800985,-0.2043604851,1
549,868,-0.4293706715,-0.06034260988,1
549,884,NaN,NaN,2
549,900,-0.1695696115,0.7277023196,1
549,916,1.029184341,-0.8796530962,1
549,932,2.131087065,-2.465343714,1
549,948,2.9868505,-3.030284405,1
549,964,2.60346055,-3.08315897,1
549,980,2.230012894,-2.921431303,1
549,996,1.756358385,-1.453428388,1
549,1012,2.065346241,-0.682066679,1
549,1028,2.849148035,-0.6015856862,1
549,1044,2.340441227,-0.6604588032,1
549,1060,2.719949245,-0.5427953005,1
549,1076,2.568001747,-0.4767727554,1
549,1092,1.994965792,-0.4611173272,1
549,1108,2.656206846,0.02529081702,1
549,1124,1.814635754,-0.2595626116,1
565,20,-0.5691621304,-7.707252026,1
565,36,-0.1286112666,-5.866080761,1
565,52,NaN,NaN,2
565,68,NaN,NaN,2
565,84,-0.2814441621,-5.910185814,1
565,100,0.14987351,-5.414015293,1
565,116,-0.3005623221,-7.526763439,1
565,132,-0.01339855045,-8.668165207,1
565,148,0.4242031574,-7.577954769,1
565,164,-0.6056280732,-6.366801739,1
565,180,-1.824203253,-5.7858634,1
565,196,-1.51835835,-5.650192738,1
565,212,-1.483767271,-4.436642647,1
565,228,-1.225529671,-4.140865326,1
565,244,-0.6907169819,-3.666330814,1
565,260,-0.9673479795,-3.770070076,1
565,276,-1.231466174,-4.143791676,1
565,292,-1.544917583,-3.752559423,1
565,308,-1.594573975,-1.333577394,1
565,324,-1.488874674,-0.964422226,1
565,340,NaN,NaN,2
565,356,NaN,NaN,2
565,372,-0.4138975441,-0.3747633994,1
565,388,-0.6087763309,0.1275970638,1
565,404,-0.5435808301,0.1173041016,1
565,420,-0.5825786591,0.05906160176,1
565,436,-0.6238285303,-0.6744412184,1
565,452,NaN,NaN,2
565,468,-0.3444140851,-1.240377903,1
565,484,-0.2320655137,-0.5774362087,1
565,500,-0.2783016562,-0.3707513511,1
565,516,NaN,NaN,2
565,532,0.7228512764,-0.6984485388,1
565,548,NaN,NaN,2
565,564,NaN,NaN,2
565,580,0.5462856293,-1.415923119,1
565,596,0.4122109115,-0.9790608287,1
565,612,0.6872099638,-1.04661119,1
565,628,NaN,NaN,2
565,644,-1.317168713,-1.749795914,1
565,660,1.169330359,-2.341351509,1
565,676,0.4423690438,-2.464259148,1
565,692,-0.07820892334,-2.118231773,1
565,708,NaN,NaN,2
565,724,-0.5004029274,0.1391292363,1
565,740,0.08235287666,-2.274978638,1
565,756,0.8064495325,-0.9467192292,1
565,772,0.4809567928,-2.615105629,1
565,788,-0.004348754883,-4.14700222,1
565,804,1.094622254,0.6771385074,1
565,820,-1.194777489,6.421854973,1
565,836,NaN,NaN,2
565,852,NaN,NaN,2
565,868,-0.5828328133,-0.7108350992,1
565,884,NaN,NaN,2
565,900,0.05720555782,1.12294054,1
565,916,0.4104174972,-0.8576520681,1
565,932,0.486738801,-1.906979799,1
565,948,1.592038155,-2.129490852,1
565,964,2.104458332,-2.463629246,1
565,980,2.575242043,-2.277084589,1
565,996,1.170910835,-1.358734369,1
565,1012,NaN,NaN,2
565,1028,1.706359148,-0.5079886913,1
565,1044,2.174184561,-0.3920662999,1
565,1060,2.66406703,-0.1972722113,1
565,1076,2.706520081,-0.3187099695,1
565,1092,2.554572582,-0.3305796683,1
565,1108,3.357452393,0.01794976741,1
565,1124,3.40585494,0.08614417911,1
581,20,NaN,NaN,2
581,36,-0.2882785797,-5.796740055,1
581,52,-0.04562494159,-4.851610661,1
581,68,-0.5757220984,-5.314021111,1
581,84,NaN,NaN,2
581,100,0.1091246232,-5.746468067,1
581,116,0.5167354941,-7.495181561,1
581,132,0.5267677903,-8.202159882,1
581,148,0.2103474438,-7.236493111,1
581,164,-0.6010869145,-6.118675232,1
581,180,-1.934917331,-5.950814247,1
581,196,-2.102842808,-6.15630722,1
581,212,-2.486591339,-4.652489185,1
581,228,-2.412584305,-4.300593376,1
581,244,NaN,NaN,2
581,260,-1.968746901,-4.152409077,1
581,276,-1.74543047,-4.341349602,1
581,292,-2.316869259,-3.661651134,1
581,308,-1.064539313,-2.536676407,1
581,324,-0.8230312467,-1.418725371,1
581,340,-0.6111251116,-1.797503471,1
581,356,-0.818864882,-1.717414618,1
581,372,-0.9675004482,-1.531330824,1
581,388,0.02536474168,-0.3293609619,1
581,404,NaN,NaN,2
581,420,NaN,NaN,2
581,436,NaN,NaN,2
581,452,NaN,NaN,2
581,468,-0.2634447217,-0.4671818018,1
581,484,-0.1917621791,-0.234128356,1
581,500,-0.3200951815,-0.2957887053,1
581,516,NaN,NaN,2
581,532,NaN,NaN,2
581,548,0.4557797909,-0.5051690936,1
581,564,1.044609547,-0.6018378735,1
581,580,NaN,NaN,2
581,596,NaN,NaN,2
581,612,NaN,NaN,2
581,628,NaN,NaN,2
581,644,NaN,NaN,2
581,660,NaN,NaN,2
581,676,0.3947169781,-1.021356463,1
581,692,-0.519821465,-1.918017507,1
581,708,NaN,NaN,2
581,724,-2.348380089,-1.999135733,1
581,740,NaN,NaN,2
581,756,NaN,NaN,2
581,772,0.503367722,-1.475062847,1
581,788,NaN,NaN,2
581,804,NaN,NaN,2
581,820,NaN,NaN,2
581,836,NaN,NaN,2
581,852,NaN,NaN,2
581,868,-0.6286827922,-1.943438649,1
581,884,NaN,NaN,2
581,900,0.07695150375,-2.420278072,1
581,916,-0.4284427166,-3.561277866,1
581,932,NaN,NaN,2
581,948,NaN,NaN,2
581,964,NaN,NaN,2
581,980,NaN,NaN,2
581,996,1.468460679,-1.703116179,1
581,1012,0.7507995367,-0.6584951282,1
581,1028,1.895601988,0.4765413404,1
581,1044,2.979585648,0.8275607824,1
581,1060,3.317712069,0.4563833773,1
581,1076,3.162817717,0.04261726141,1
581,1092,3.286625624,-0.8450591564,1
581,1108,NaN,NaN,2
581,1124,5.044358253,0.5126233101,1
597,20,0.9276072979,-2.506284714,1
597,36,-0.2488441169,-6.633993626,1
597,52,-0.2269800901,-5.097307682,1
597,68,-0.6777306795,-5.304204941,1
597,84,-1.232192874,-5.572191238,1
597,100,-0.3452992141,-5.968142986,1
597,116,0.01058331132,-7.25144577,1
597,132,NaN,NaN,2
597,148,-0.3572497666,-5.48378706,1
597,164,-0.6060780287,-5.628381252,1
597,180,-1.169210911,-5.140207767,1
597,196,-2.389731407,-4.823204994,1
597,212,-3.26386714,-4.897637844,1
597,228,-2.866765976,-4.49933815,1
597,244,-2.711500883,-4.117074013,1
597,260,NaN,NaN,2
597,276,-2.71101594,-3.919953823,1
597,292,-1.012119412,-3.345567703,1
597,308,NaN,NaN,2
597,324,NaN,NaN,2
597,340,NaN,NaN,2
597,356,NaN,NaN,2
597,372,-0.2038102448,-1.861970663,1
597,388,-0.23622334,-0.8489363194,1
597,404,-0.8227019906,-0.2642248571,1
597,420,-0.9416976571,-0.6591427326,1
597,436,-0.6001119018,-0.5763055086,1
597,452,-0.1892724037,-0.1964544505,1
597,468,0.03405277431,-0.2724458873,1
597,484,NaN,NaN,2
597,500,NaN,NaN,2
597,516,NaN,NaN,2
597,532,0.1678312421,-0.2555014491,1
597,548,0.361722827,-0.5315847397,1
597,564,0.2625499964,-0.2923496962,1
597,580,0.6345001459,-1.06294179,1
597,596,NaN,NaN,2
597,612,NaN,NaN,2
597,628,0.5533972979,-1.919285774,1
597,644,0.3873132467,-2.303543091,1
597,660,-0.01479451358,-4.678833485,1
597,676,-0.1561125815,-0.5053588152,1
597,692,NaN,NaN,2
597,708,NaN,NaN,2
597,724,NaN,NaN,2
597,740,NaN,NaN,2
597,756,NaN,NaN,2
597,772,0.9422703981,-0.09175276756,1
597,788,NaN,NaN,2
597,804,NaN,NaN,2
597,820,0.7725590467,-1.018186212,1
597,836,0.5831842422,-1.51509738,1
597,852,NaN,NaN,2
597,868,-1.090362549,-1.599928141,1
597,884,-0.3439059854,-1.374040127,1
597,900,2.001982689,-0.08987510204,1
597,916,NaN,NaN,2
597,932,NaN,NaN,2
597,948,NaN,NaN,2
597,964,NaN,NaN,2
597,980,0.7693063021,-0.9581768513,1
597,996,1.073665619,0.466740489,1
597,1012,1.705170035,0.8704044819,1
597,1028,NaN,NaN,2
597,1044,NaN,NaN,2
597,1060,3.618144512,1.974044204,1
597,1076,3.533642292,1.129248381,1
597,1092,2.535983324,0.5217939615,1
597,1108,4.99658823,1.454824686,1
597,1124,5.786286354,1.678919196,1
613,20,NaN,NaN,2
613,36,-1.68661952,-8.065364838,1
613,52,-0.2374913692,-6.006969929,1
613,68,0.3494144678,-6.003882885,1
613,84,NaN,NaN,2
613,100,-0.8327115774,-4.931610107,1
613,116,-0.6971689463,-6.878045559,1
613,132,-0.9001789093,-7.069791794,1
613,148,-1.260992765,-4.618911266,1
613,164,-0.6881084442,-6.503530025,1
613,180,-1.352491021,-5.735033035,1
613,196,-2.763021469,-4.914670467,1
613,212,-3.583277702,-5.015760422,1
613,228,-3.374051571,-5.107154846,1
613,244,-3.270068407,-5.630309582,1
613,260,NaN,NaN,2
613,276,-2.77923584,-4.617913723,1
613,292,-1.058525801,-4.002654076,1
613,308,-0.0478246212,-5.102782249,1
613,324,0.03967708349,-3.117408752,1
613,340,1.374560833,-2.491558075,1
613,356,1.489868641,-2.392823696,1
613,372,0.6345472336,-2.152636528,1
613,388,-0.5336117744,-1.589631438,1
613,404,-1.819274426,-1.119806886,1
613,420,NaN,NaN,2
613,436,-0.6287437081,-0.9250329733,1
613,452,-0.4801204205,-0.1522380412,1
613,468,-0.4115620553,-0.8651649952,1
613,484,NaN,NaN,2
613,500,-0.4565491676,-0.3995016217,1
613,516,0.009363353252,1.103936672,1
613,532,1.095233083,-0.2544329166,1
613,548,0.8324730396,0.1500104964,1
613,564,0.7259680033,0.2352006733,1
613,580,0.5682085156,-0.6473673582,1
613,596,0.3861119747,-2.152406931,1
613,612,0.3129640818,-3.223585844,1
613,628,0.2057189941,-2.710849285,1
613,644,0.0007612109184,-1.863607883,1
613,660,-0.4539679885,-3.064782619,1
613,676,NaN,NaN,2
613,692,NaN,NaN,2
613,708,NaN,NaN,2
613,724,NaN,NaN,2
613,740,NaN,NaN,2
613,756,0.3661298454,-0.2645254135,1
613,772,1.189821362,0.180958569,1
613,788,1.376628757,-0.2289684117,1
613,804,0.3958903551,-0.922894001,1
613,820,0.7544779778,-1.182155848,1
613,836,0.783249557,-1.876246691,1
613,852,NaN,NaN,2
613,868,0.4234243631,-1.05135262,1
613,884,0.5639026761,-0.7189009786,1
613,900,2.108218431,-0.9340733886,1
613,916,2.192759991,-0.8674458861,1
613,932,1.31258297,-1.615327358,1
613,948,1.200361252,-0.01332062483,1
613,964,1.377640247,0.8044669032,1
613,980,1.301484466,0.647804141,1
613,996,1.25042367,0.5575553179,1
613,1012,1.791562438,0.9477682114,1
613,1028,NaN,NaN,2
613,1044,3.037924528,1.956322193,1
613,1060,3.57570982,2.557852507,1
613,1076,4.623681545,1.942004442,1
613,1092,3.890094042,1.219966412,1
613,1108,4.045096397,1.795247793,1
613,1124,5.392381668,-1.669110298,1
629,20,NaN,NaN,2
629,36,-1.239772558,-8.56627655,1
629,52,-0.5295282006,-7.000991344,1
629,68,NaN,NaN,2
629,84,-0.8541782498,-5.948836327,1
629,100,NaN,NaN,2
629,116,-1.547740221,-6.248714447,1
629,132,-1.900802135,-6.041192055,1
629,148,NaN,NaN,2
629,164,-1.701296926,-7.473284245,1
629,180,-1.867840528,-6.39793396,1
629,196,-3.174943686,-5.474655628,1
629,212,-3.969529867,-5.296708107,1
629,228,-3.839685202,-5.777248383,1
629,244,NaN,NaN,2
629,260,-3.190543652,-6.75251627,1
629,276,-1.612905979,-4.798911572,1
629,292,-0.7137543559,-5.719531059,1
629,308,0.7355749011,-4.674404144,1
629,324,1.086589813,-3.465998888,1
629,340,1.788664222,-3.808407307,1
629,356,1.422658801,-3.591692924,1
629,372,0.5757701397,-2.830647945,1
629,388,-1.169339418,-2.658463001,1
629,404,NaN,NaN,2
629,420,NaN,NaN,2
629,436,-0.717651546,-1.23473835,1
629,452,NaN,NaN,2
629,468,NaN,NaN,2
629,484,NaN,NaN,2
629,500,0.2282161713,-0.884324789,1
629,516,NaN,NaN,2
629,532,NaN,NaN,2
629,548,0.8489527106,-0.7048732638,1
629,564,1.170366526,1.129830122,1
629,580,0.7292423248,0.2536126971,1
629,596,NaN,NaN,2
629,612,-0.3216567039,-2.674484253,1
629,628,0.3365105689,-1.180694103,1
629,644,NaN,NaN,2
629,660,-0.1408245414,-1.552643776,1
629,676,NaN,NaN,2
629,692,NaN,NaN,2
629,708,-1.329164743,-1.836975932,1
629,724,-1.03871727,-0.5913308859,1
629,740,-0.03498318791,-0.6086534262,1
629,756,1.39784348,-0.4308905602,1
629,772,NaN,NaN,2
629,788,2.043852329,-0.4038180709,1
629,804,0.9494031668,-1.619075894,1
629,820,1.195148826,-1.452961564,1
629,836,1.357798338,-2.092782974,1
629,852,1.115411162,-1.563594103,1
629,868,1.798365831,-0.8119722009,1
629,884,1.632381439,-0.6191150546,1
629,900,1.738665581,-0.4828714132,1
629,916,1.168492913,-0.5955543518,1
629,932,1.079609036,-0.7810013294,1
629,948,1.817962408,-0.6792322993,1
629,964,2.564781189,-0.4441999197,1
629,980,2.402355671,-0.210021317,1
629,996,1.905283809,-0.1642955691,1
629,1012,2.048746109,0.6202521324,1
629,1028,2.73605752,1.905464888,1
629,1044,2.984884501,2.299612284,1
629,1060,NaN,NaN,2
629,1076,4.614142418,2.186480999,1
629,1092,4.409383297,2.096315861,1
629,1108,4.238095284,2.185112476,1
629,1124,6.79027462,0.5415949821,1
645,20,NaN,NaN,2
645,36,-1.429417253,-9.522135735,1
645,52,-0.8557786942,-8.313352585,1
645,68,-0.5780276656,-7.948980331,1
645,84,-0.8813967705,-8.072388649,1
645,100,-1.433486462,-7.352300644,1
645,116,NaN,NaN,2
645,132,-3.235899925,-5.430310249,1
645,148,-3.334695101,-6.432107449,1
645,164,-2.188369036,-8.116895676,1
645,180,-2.591516972,-6.445820808,1
645,196,-3.725114822,-5.395380497,1
645,212,NaN,NaN,2
645,228,NaN,NaN,2
645,244,-3.670000792,-6.967081547,1
645,260,-3.346714258,-5.755587578,1
645,276,-2.49393177,-2.894687653,1
645,292,-0.2365643978,-3.905809641,1
645,308,1.49088335,-3.922661781,1
645,324,2.090441227,-4.023079395,1
645,340,1.410865784,-4.801182747,1
645,356,0.8610801101,-4.67143631,1
645,372,-0.8256430626,-3.911515713,1
645,388,-1.732276917,-3.503250122,1
645,404,-1.852368474,-2.466687202,1
645,420,-0.9940246344,-2.453736305,1
645,436,-1.042269707,-1.109539628,1
645,452,NaN,NaN,2
645,468,NaN,NaN,2
645,484,-0.07000670582,-1.532673717,1
645,500,0.1984818578,-1.010962963,1
645,516,0.6184812784,1.001310587,1
645,532,1.393195271,0.8619683385,1
645,548,1.131420493,-0.2733572125,1
645,564,0.6925023794,-0.5173120499,1
645,580,0.9851131439,-0.6450748444,1
645,596,-0.1021728516,-2.001170635,1
645,612,NaN,NaN,2
645,628,NaN,NaN,2
645,644,NaN,NaN,2
645,660,-0.4561668932,-2.048437357,1
645,676,NaN,NaN,2
645,692,-1.043965101,-6.192987442,1
645,708,-1.150917053,-2.706608534,1
645,724,-0.8175409436,-0.06567388773,1
645,740,-0.1220031381,-0.2184152901,1
645,756,0.9440665245,-0.3324385285,1
645,772,1.289610505,-0.2701853812,1
645,788,1.67116046,-0.4984672666,1
645,804,NaN,NaN,2
645,820,2.710199833,-1.495000601,1
645,836,2.18185401,-1.611929655,1
645,852,1.49473834,-1.61253643,1
645,868,1.118415594,-0.7819043398,1
645,884,1.362777591,-0.4597395062,1
645,900,1.197047949,-0.3642830849,1
645,916,0.5630104542,-0.2086018622,1
645,932,0.5646629333,-0.4543091357,1
645,948,0.9010440111,-1.254463077,1
645,964,1.572502494,-1.032936811,1
645,980,2.134589672,-0.5121409893,1
645,996,1.923318863,0.1997127533,1
645,1012,2.077716827,0.6876349449,1
645,1028,2.61269927,1.704821229,1
645,1044,3.107459545,2.169399738,1
645,1060,4.167674065,1.994956493,1
645,1076,NaN,NaN,2
645,1092,3.997950554,2.322894096,1
645,1108,NaN,NaN,2
645,1124,NaN,NaN,2
661,20,NaN,NaN,2
661,36,0.2975900769,-8.962833405,1
661,52,-0.4295427799,-8.374508858,1
661,68,-0.6797425747,-8.573853493,1
661,84,-0.9651361108,-8.669403076,1
661,100,-1.550324082,-7.701210976,1
661,116,-2.726966381,-6.973654747,1
661,132,-3.348368645,-6.106730938,1
661,148,-2.839281559,-5.474615097,1
661,164,NaN,NaN,2
661,180,-3.898851633,-5.687147617,1
661,196,-4.969820023,-5.50124073,1
661,212,NaN,NaN,2
661,228,NaN,NaN,2
661,244,-3.433736801,-6.592314243,1
661,260,-2.930473328,-4.603229046,1
661,276,-2.51848197,-3.435994625,1
661,292,-0.5836455822,-4.479691505,1
661,308,0.09819543362,-5.218547344,1
661,324,0.1670570672,-4.7689538,1
661,340,0.7836143374,-5.207710743,1
661,356,-0.9294461608,-4.504766464,1
661,372,-2.173874378,-3.549281836,1
661,388,-2.261125565,-2.647833347,1
661,404,-1.776995182,-2.027935028,1
661,420,-1.13733089,-1.24498713,1
661,436,-1.51631701,-0.7718590498,1
661,452,NaN,NaN,2
661,468,NaN,NaN,2
661,484,-0.05936765671,-0.8000043035,1
661,500,0.1469576955,-1.51774776,1
661,516,0.9090771675,0.04549707472,1
661,532,NaN,NaN,2
661,548,2.296474934,0.01410594583,1
661,564,NaN,NaN,2
661,580,NaN,NaN,2
661,596,1.070232749,-1.727857232,1
661,612,0.4988426566,-2.064046383,1
661,628,0.39512977,-2.052957535,1
661,644,NaN,NaN,2
661,660,-0.4568226039,-2.226070881,1
661,676,-0.9824185967,-1.095843792,1
661,692,NaN,NaN,2
661,708,-0.6030721664,-2.469993591,1
661,724,-0.2579957545,0.1548388898,1
661,740,-0.02520568669,-0.0373813957,1
661,756,0.636043191,-0.05643510818,1
661,772,1.122349858,-0.1886050701,1
661,788,1.06547451,-1.204356194,1
661,804,1.541111588,-1.897354364,1
661,820,2.351436853,-1.318605423,1
661,836,2.310989857,-0.9425704479,1
661,852,1.453386664,-1.032074571,1
661,868,0.5041098595,-0.3734766245,1
661,884,0.3161284924,0.03337913752,1
661,900,0.6584162712,-0.3993936777,1
661,916,0.9821270704,0.1948272735,1
661,932,0.9802440405,-0.09254318476,1
661,948,1.439403296,-1.038740158,1
661,964,3.350885153,-0.6681193113,1
661,980,3.110161543,-0.4988179207,1
661,996,2.27342844,0.04181739688,1
661,1012,1.828724146,0.4474125504,1
661,1028,1.803238869,1.623015285,1
661,1044,2.623243093,1.914814472,1
661,1060,4.566485405,1.587913752,1
661,1076,2.975922108,2.804868698,1
661,1092,4.211960316,1.439376354,1
661,1108,5.936990261,0.01841950417,1
661,1124,4.042983532,-0.3901743889,1
677,20,NaN,NaN,2
677,36,0.548610568,-8.494673729,1
677,52,-0.3315240741,-8.207717896,1
677,68,-0.3199637532,-7.571735382,1
677,84,-0.4343079925,-7.978258133,1
677,100,-0.6914812326,-7.751098633,1
677,116,-1.069677234,-7.52196312,1
677,132,-1.674759388,-5.167965412,1
677,148,NaN,NaN,2
677,164,-1.598065376,-6.266330242,1
677,180,-1.818318605,-7.420324326,1
677,196,-2.55393362,-7.721658707,1
677,212,-3.650541067,-6.26115799,1
677,228,-5.047042847,-7.317489147,1
677,244,-4.341237068,-7.54459095,1
677,260,-2.527779341,-5.478236198,1
677,276,-2.889754534,-5.291553497,1
677,292,-1.93526721,-5.021105766,1
677,308,-1.181883097,-4.813381672,1
677,324,-0.830775857,-5.479814529,1
677,340,-1.415107012,-5.399526119,1
677,356,-2.500038147,-4.192956924,1
