PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 7, filenames: A:[7]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[8]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
37,628,-5.154489994,-3.163050652,1
37,644,NaN,NaN,2
37,660,NaN,NaN,2
37,676,-2.712934732,-2.328120232,1
37,692,-3.35774684,-2.059648037,1
37,708,-2.10211134,-5.638119221,1
37,724,-5.084255219,-3.747637272,1
37,740,-5.458800793,-4.227677822,1
37,756,-4.724617958,-3.84651351,1
37,772,-4.904325485,-3.201331377,1
37,788,-4.966730118,-4.098090172,1
37,804,-4.380841732,-4.408342838,1
37,820,-4.257288933,-4.191892147,1
37,836,-4.215442657,-3.779447317,1
37,852,-3.795475483,-4.172949791,1
37,868,-3.296652555,-3.843827248,1
37,884,-2.329336643,-3.574221134,1
37,900,-1.585377812,-4.646595955,1
37,916,-0.2117652297,-5.529423714,1
37,932,0.2713327408,-4.968721867,1
37,948,0.6247404814,-4.47535944,1
37,964,0.8426807523,-4.970549107,1
37,980,0.805542171,-4.748302937,1
37,996,1.055715322,-2.746254921,1
37,1012,0.03700211644,-2.821102142,1
37,1028,-1.030034065,-2.15984726,1
37,1044,-1.908309221,-0.3792767525,1
37,1060,-1.700082779,-0.4389383495,1
37,1076,-1.018488765,-0.9081782103,1
37,1092,-0.4999821186,0.5680728555,1
37,1108,-1.497677803,0.3793424964,1
37,1124,NaN,NaN,2
53,20,-0.1458399296,0.1847401857,1
53,36,0.01436246186,0.2126956284,1
53,52,0.1008350253,0.1510211825,1
53,68,-0.0307417959,-0.04904204607,1
53,84,NaN,NaN,2
53,100,NaN,NaN,2
53,116,-0.7101191282,-0.1804608107,1
53,132,NaN,NaN,2
53,148,NaN,NaN,2
53,164,-0.4538829327,-4.519770145,1
53,180,-1.289916635,-6.405163288,1
53,196,-1.580198407,-7.477502823,1
53,212,-2.058754444,-8.236488342,1
53,228,NaN,NaN,2
53,244,NaN,NaN,2
53,260,-2.5462327,-8.364049911,1
53,276,-2.382498264,-8.247565269,1
53,292,-2.477152348,-8.155082703,1
53,308,-2.947647572,-8.061861038,1
53,324,-1.784111023,-7.532770157,1
53,340,NaN,NaN,2
53,356,-2.757671833,-6.468903065,1
53,372,-2.739034891,-8.024311066,1
53,388,-2.971538544,-8.435825348,1
53,404,-3.157701492,-6.640503407,1
53,420,-2.965664864,-6.667072296,1
53,436,-2.608785391,-6.667215824,1
53,452,-2.596983433,-7.068854809,1
53,468,-2.714980841,-6.072086334,1
53,484,-1.979719639,-5.496065617,1
53,500,-1.753299952,-5.467814445,1
53,516,-2.126433134,-5.792021751,1
53,532,-2.39628315,-4.778013706,1
53,548,-1.591219902,-4.158927441,1
53,564,-2.964931965,-3.836589575,1
53,580,-3.96700573,-3.817657709,1
53,596,-3.969393015,-3.302554607,1
53,612,-3.9327178,-2.881190538,1
53,628,-5.012766361,-3.329481602,1
53,644,-4.63980341,-3.470771074,1
53,660,-3.228582621,-3.119739294,1
53,676,-2.058301449,-2.125214338,1
53,692,-2.587077141,-2.392776012,1
53,708,NaN,NaN,2
53,724,-6.139906883,-3.825896978,1
53,740,-4.537403107,-4.711064339,1
53,756,-3.571897745,-4.004153252,1
53,772,-3.053333759,-3.482918739,1
53,788,-3.987859488,-3.613687515,1
53,804,NaN,NaN,2
53,820,NaN,NaN,2
53,836,NaN,NaN,2
53,852,-3.6217556,-5.101374149,1
53,868,-4.177683353,-5.847640514,1
53,884,-3.860476732,-5.279610157,1
53,900,-1.731687188,-5.303691864,1
53,916,-0.3849300146,-5.323161125,1
53,932,0.2189224064,-5.067364216,1
53,948,0.3235185146,-4.941895485,1
53,964,0.6199369431,-4.651637554,1
53,980,0.4458550811,-3.689255238,1
53,996,0.5159336329,-2.818435192,1
53,1012,0.3900319338,-2.474398136,1
53,1028,-1.117304802,-2.086071491,1
53,1044,-0.6244022846,-1.323796868,1
53,1060,0.03481519222,-0.9250189066,1
53,1076,0.4068747163,-0.03316927701,1
53,1092,-0.6588279009,1.029552221,1
53,1108,-1.726264834,0.7863717675,1
53,1124,NaN,NaN,2
69,20,0.3117168546,0.1891793013,1
69,36,0.220566541,-0.1515166163,1
69,52,-0.1406324208,-0.2323165387,1
69,68,-0.0983479023,-0.01583229005,1
69,84,-0.1724300534,0.00318133831,1
69,100,-0.2253976911,-0.302097559,1
69,116,-0.2199571729,-0.4389154911,1
69,132,NaN,NaN,2
69,148,NaN,NaN,2
69,164,-1.154657364,-6.417830467,1
69,180,-1.111017704,-6.676215649,1
69,196,-1.461308718,-7.349452972,1
69,212,-2.372225761,-7.011980057,1
69,228,-3.042002678,-8.448107719,1
69,244,-3.31143856,-8.527985573,1
69,260,-3.352735519,-8.448248863,1
69,276,-2.643734932,-8.544401169,1
69,292,-2.818963766,-8.409383774,1
69,308,-2.98786211,-8.242176056,1
69,324,-2.49687624,-7.964110374,1
69,340,-2.086954117,-7.537582397,1
69,356,-2.539717674,-6.939580917,1
69,372,-2.580739498,-8.078819275,1
69,388,-3.000690937,-6.960280418,1
69,404,-3.190335035,-6.71450901,1
69,420,-3.002323389,-6.392080307,1
69,436,-3.147782803,-5.931359291,1
69,452,-3.158330917,-5.216028214,1
69,468,-2.558602095,-4.245479584,1
69,484,-1.693336964,-4.209469795,1
69,500,-1.746659517,-4.726743221,1
69,516,-2.12610364,-4.884296417,1
69,532,-2.543976784,-4.497089863,1
69,548,-2.273076057,-3.711624146,1
69,564,-3.169376612,-3.636101007,1
69,580,-4.29929924,-4.039626598,1
69,596,-3.958478212,-3.526557446,1
69,612,-3.494770527,-3.393151045,1
69,628,-5.009338379,-2.89596796,1
69,644,-4.633381367,-3.007423878,1
69,660,-2.738280296,-2.46121645,1
69,676,-1.831777573,-1.882716656,1
69,692,-2.155628204,-2.522773266,1
69,708,-3.795462847,-2.580534935,1
69,724,NaN,NaN,2
69,740,-3.909624338,-4.66095829,1
69,756,-3.002254009,-3.804883242,1
69,772,-2.897097349,-3.568151951,1
69,788,-3.259091377,-3.472149372,1
69,804,NaN,NaN,2
69,820,-4.554178238,-5.572388649,1
69,836,-4.78249836,-6.772941589,1
69,852,-3.505468369,-6.80486393,1
69,868,-3.864310503,-6.530183315,1
69,884,NaN,NaN,2
69,900,-2.19961977,-5.514621735,1
69,916,-0.8023689985,-5.297161102,1
69,932,0.3415962756,-6.252216339,1
69,948,1.493368864,-6.047009945,1
69,964,1.799372911,-5.607541084,1
69,980,2.327656269,-6.020838261,1
69,996,2.327865839,-3.391374588,1
69,1012,1.123074532,-2.696655035,1
69,1028,-0.2019488811,-1.974051952,1
69,1044,0.2846050858,-1.741570592,1
69,1060,NaN,NaN,2
69,1076,1.922038794,-0.6652014852,1
69,1092,0.09198391438,0.4126686454,1
69,1108,-0.6858891845,0.8648358583,1
69,1124,-1.132911205,-1.015951991,1
85,20,NaN,NaN,2
85,36,NaN,NaN,2
85,52,0.2128760368,0.2966226041,1
85,68,0.01843801141,0.4383776188,1
85,84,0.07814010978,-0.2950657904,1
85,100,-0.1464345604,-1.347755909,1
85,116,NaN,NaN,2
85,132,NaN,NaN,2
85,148,-0.6186615229,-8.172651291,1
85,164,-0.8219187856,-6.764261246,1
85,180,-1.4724617,-7.478236198,1
85,196,-2.048977137,-7.838849068,1
85,212,-2.621116877,-7.528576851,1
85,228,-3.305778742,-8.105566025,1
85,244,-3.954393864,-8.790302277,1
85,260,-4.151921749,-8.627520561,1
85,276,-3.872572899,-8.670362473,1
85,292,-3.661731243,-8.755648613,1
85,308,-3.773032904,-8.46423912,1
85,324,NaN,NaN,2
85,340,-2.488434076,-8.711164474,1
85,356,-2.66082859,-8.058073044,1
85,372,-2.982672691,-8.47803688,1
85,388,-3.476876736,-7.310345173,1
85,404,-3.234529257,-7.143355846,1
85,420,-2.545873165,-6.846302509,1
85,436,-2.607894421,-5.759050369,1
85,452,-3.126408577,-4.3719697,1
85,468,-2.771838188,-3.350399017,1
85,484,-2.879161358,-3.217562914,1
85,500,-2.823646307,-3.889716387,1
85,516,-2.782618761,-3.985247135,1
85,532,-4.104765892,-3.735229969,1
85,548,-3.44609046,-3.450686455,1
85,564,-3.337141037,-3.632810354,1
85,580,-5.075942993,-3.520465374,1
85,596,-5.771772861,-3.679616213,1
85,612,-3.223951817,-3.406317472,1
85,628,-2.052994728,-3.202116013,1
85,644,-2.70731616,-3.377771378,1
85,660,-1.851213813,-2.406900883,1
85,676,NaN,NaN,2
85,692,-1.740322113,-1.695960522,1
85,708,-1.562672853,-2.534448147,1
85,724,NaN,NaN,2
85,740,NaN,NaN,2
85,756,-2.897764921,-3.081341743,1
85,772,-3.627228737,-3.035863876,1
85,788,-4.754418373,-3.522428274,1
85,804,-4.245622635,-4.239825249,1
85,820,-4.49944067,-4.825740337,1
85,836,-4.93662405,-6.549126625,1
85,852,-4.690704346,-8.033699989,1
85,868,NaN,NaN,2
85,884,-4.166237831,-5.626441956,1
85,900,-2.142686844,-5.298034668,1
85,916,-1.372538567,-5.191857815,1
85,932,0.2648966312,-5.975520134,1
85,948,1.492443085,-6.403573513,1
85,964,1.368497252,-6.87871933,1
85,980,2.768817902,-7.118813992,1
85,996,NaN,NaN,2
85,1012,0.5144619942,-3.364156246,1
85,1028,0.07754293084,-1.861303091,1
85,1044,0.2786364853,-1.780481219,1
85,1060,1.666743755,-1.729958415,1
85,1076,2.42087698,-1.001279354,1
85,1092,1.62839222,-0.5893296003,1
85,1108,-0.09691494703,0.2307208329,1
85,1124,-1.597088337,0.1423179507,1
101,20,NaN,NaN,2
101,36,0.8900539279,-0.6717119217,1
101,52,-0.2653286159,1.195079803,1
101,68,-0.08753082156,1.027740836,1
101,84,0.2192210853,0.4112602472,1
101,100,0.2995645702,-1.750659943,1
101,116,1.289440632,-4.035364151,1
101,132,NaN,NaN,2
101,148,-0.2004303932,-8.459411621,1
101,164,-0.7870931029,-7.750957966,1
101,180,-1.219694257,-8.349185944,1
101,196,-2.162974834,-8.423688889,1
101,212,-3.199708939,-7.958127022,1
101,228,-3.25534749,-8.180027008,1
101,244,-3.4423244,-8.879629135,1
101,260,-3.904524803,-8.801645279,1
101,276,-4.910507679,-8.784345627,1
101,292,-4.416707039,-8.543248177,1
101,308,NaN,NaN,2
101,324,-2.933333635,-9.56487751,1
101,340,-2.362000465,-9.210212708,1
101,356,-2.87176013,-9.467569351,1
101,372,-3.545759201,-8.27302742,1
101,388,NaN,NaN,2
101,404,NaN,NaN,2
101,420,-2.793440819,-7.494580269,1
101,436,-1.612319946,-6.024046421,1
101,452,-3.774106741,-4.138839722,1
101,468,-3.900363684,-2.874560356,1
101,484,-3.433818817,-3.069081306,1
101,500,-3.566032171,-3.129504204,1
101,516,-4.003325462,-3.124432087,1
101,532,-4.32864666,-3.102740526,1
101,548,-3.119108438,-2.96359849,1
101,564,-2.92254591,-3.652976036,1
101,580,-4.204453468,-3.987392664,1
101,596,-4.95497179,-3.516829729,1
101,612,-2.72332263,-3.376018047,1
101,628,NaN,NaN,2
101,644,-0.8593890667,-3.479517937,1
101,660,-0.7147456408,-2.895399809,1
101,676,-1.801711321,-1.575438023,1
101,692,-2.414783001,-1.923456311,1
101,708,-2.598259211,-2.334066391,1
101,724,-3.569577694,-2.973333836,1
101,740,-4.06308651,-3.22172904,1
101,756,-4.350558758,-2.860771179,1
101,772,-4.889948368,-2.959693432,1
101,788,-5.144638538,-3.725432634,1
101,804,-5.228989124,-3.663068533,1
101,820,-5.107306004,-3.997241974,1
101,836,-4.895465374,-4.979417801,1
101,852,-4.643315792,-8.159845352,1
101,868,-4.858093739,-8.012483597,1
101,884,-2.881359816,-8.187684059,1
101,900,-3.524114132,-5.184093475,1
101,916,-2.666329861,-5.278243542,1
101,932,-1.417391181,-5.532884598,1
101,948,-0.9899288416,-6.039567947,1
101,964,-0.6469996572,-7.312710285,1
101,980,1.741868138,-6.484954834,1
101,996,2.298228741,-6.442127228,1
101,1012,0.8293881416,-4.125446796,1
101,1028,0.2386971712,-2.030397177,1
101,1044,0.5194704533,-1.855435371,1
101,1060,1.89081943,-1.514148474,1
101,1076,1.364135265,-1.07273531,1
101,1092,1.360518098,-0.5727335215,1
101,1108,0.3518052697,0.1278432608,1
101,1124,-1.580489993,0.2329438329,1
117,20,1.651709795,1.348696947,1
117,36,0.2304233462,0.4949561357,1
117,52,-0.1662349552,0.7432796359,1
117,68,0.02045227587,0.2486807108,1
117,84,0.7673811913,-0.03412795067,1
117,100,NaN,NaN,2
117,116,1.320775032,-4.657834053,1
117,132,0.4513878822,-6.006144047,1
117,148,-0.1415349394,-7.598936558,1
117,164,-0.7644931078,-8.13607502,1
117,180,-0.8177003264,-8.628808022,1
117,196,-1.160237312,-8.638062477,1
117,212,-2.081045628,-8.587974548,1
117,228,-3.029854298,-8.845620155,1
117,244,-3.514700651,-8.895672798,1
117,260,-3.774865866,-8.928721428,1
117,276,-3.83672142,-8.816964149,1
117,292,NaN,NaN,2
117,308,-3.66766119,-9.175541878,1
117,324,-2.641168833,-9.477173805,1
117,340,-1.918286324,-9.684926987,1
117,356,-2.349282265,-10.49421215,1
117,372,-3.604588509,-9.409903526,1
117,388,NaN,NaN,2
117,404,-3.529007912,-8.541631699,1
117,420,-2.400984049,-8.546405792,1
117,436,-2.14350462,-6.929372787,1
117,452,-3.321218729,-5.184268951,1
117,468,-3.73687315,-3.107611656,1
117,484,-3.563587427,-1.626123905,1
117,500,-3.852771044,-2.498578548,1
117,516,-4.220488548,-2.962130547,1
117,532,-4.187317371,-2.618228674,1
117,548,NaN,NaN,2
117,564,-3.87436533,-3.235867262,1
117,580,NaN,NaN,2
117,596,-2.426164389,-2.989288092,1
117,612,-1.129386902,-2.560724974,1
117,628,0.3526317477,-4.350082397,1
117,644,0.03430920839,-3.248341322,1
117,660,0.04752078652,-2.943270683,1
117,676,-1.149015665,-3.259374857,1
117,692,-1.930102825,-2.508141279,1
117,708,-2.273689032,-2.510228395,1
117,724,-3.50278163,-2.875922441,1
117,740,-5.060889721,-3.23378396,1
117,756,-5.10146904,-4.00698185,1
117,772,-5.536773205,-3.680737019,1
117,788,-4.921280384,-3.436477184,1
117,804,-5.322369576,-3.460969687,1
117,820,-5.499707222,-3.363566637,1
117,836,-4.967827797,-3.260531425,1
117,852,NaN,NaN,2
117,868,NaN,NaN,2
117,884,-2.72221303,-9.027531624,1
117,900,NaN,NaN,2
117,916,NaN,NaN,2
117,932,NaN,NaN,2
117,948,-1.269210577,-6.026542187,1
117,964,-0.5801451206,-6.784318447,1
117,980,NaN,NaN,2
117,996,1.097606182,-6.607727528,1
117,1012,0.8202437758,-5.139885902,1
117,1028,-0.01607321203,-2.565646172,1
117,1044,NaN,NaN,2
117,1060,1.455088139,-1.750507593,1
117,1076,1.218309879,-1.242807269,1
117,1092,0.1541746259,-0.9052741528,1
117,1108,-0.1950102746,-0.296980828,1
117,1124,-0.4733427763,0.07887405157,1
133,20,0.6343539357,2.016006947,1
133,36,-0.3004902601,0.9634803534,1
133,52,0.2307144403,-0.07671970129,1
133,68,0.2356173694,-0.5124568939,1
133,84,NaN,NaN,2
133,100,0.1583256721,-3.623222351,1
133,116,NaN,NaN,2
133,132,-0.5750280619,-5.703210831,1
133,148,0.4887443483,-7.39196682,1
133,164,-0.1918767691,-7.883089066,1
133,180,-0.5853223801,-8.563789368,1
133,196,-0.49409163,-9.457312584,1
133,212,-0.9897933006,-9.653327942,1
133,228,-2.443835258,-9.283190727,1
133,244,-3.073220253,-9.106515884,1
133,260,-3.268501043,-9.209646225,1
133,276,-2.124326706,-9.264883995,1
133,292,-2.170095921,-9.262014389,1
133,308,-2.562351704,-9.537034035,1
133,324,-2.260694027,-9.570731163,1
133,340,-1.672194958,-10.02222443,1
133,356,-1.955525875,-10.82097244,1
133,372,-2.391791582,-10.73809528,1
133,388,-3.021437645,-9.814463615,1
133,404,-2.757686615,-9.253178596,1
133,420,-1.265421987,-8.584609985,1
133,436,-1.496588707,-7.496184349,1
133,452,-4.782408714,-6.725369453,1
133,468,-4.605610847,-4.161488056,1
133,484,NaN,NaN,2
133,500,-4.027311802,-2.279564142,1
133,516,-5.416524887,-2.972358704,1
133,532,-5.985471249,-3.091850281,1
133,548,-5.083059311,-2.75902915,1
133,564,-4.28347683,-3.163297653,1
133,580,-2.97486639,-3.31661725,1
133,596,-0.823982954,-2.486913204,1
133,612,-0.3020967245,-2.012044191,1
133,628,0.185259521,-2.237622261,1
133,644,1.046774149,-2.262824059,1
133,660,1.130998373,-2.195897102,1
133,676,-0.5188442469,-2.265470028,1
133,692,-3.783708096,-2.904444456,1
133,708,NaN,NaN,2
133,724,-2.844814062,-3.618831635,1
133,740,-2.867198467,-3.747591257,1
133,756,-2.831265926,-4.737384796,1
133,772,-3.112683058,-4.869211197,1
133,788,-3.811463833,-3.5596385,1
133,804,-4.032381058,-4.37909317,1
133,820,-5.237082005,-3.229193687,1
133,836,NaN,NaN,2
133,852,-3.597029209,-3.478752851,1
133,868,NaN,NaN,2
133,884,-2.436833858,-9.131637573,1
133,900,-1.768141389,-4.082078457,1
133,916,-2.507258415,-5.010445118,1
133,932,NaN,NaN,2
133,948,-1.007350445,-5.621365547,1
133,964,-1.009950399,-6.065229416,1
133,980,-1.14738822,-5.920334816,1
133,996,-0.5977420211,-5.319111347,1
133,1012,0.08445364237,-5.676629543,1
133,1028,NaN,NaN,2
133,1044,0.5269600153,-1.424884439,1
133,1060,0.7046362162,-0.2549967766,1
133,1076,0.4114509523,-0.3300743103,1
133,1092,-0.4386677742,-0.6891291142,1
133,1108,-0.6929631233,-0.7483822107,1
133,1124,-0.4115863442,-0.9287312031,1
149,20,0.8587814569,1.632839203,1
149,36,0.3396353722,-0.1914001703,1
149,52,-0.1886899471,0.2050276995,1
149,68,NaN,NaN,2
149,84,1.443840027,-4.041355133,1
149,100,0.131616354,-4.218136311,1
149,116,-0.0666270256,-4.293666363,1
149,132,-0.120829165,-5.856276989,1
149,148,0.7345758677,-7.148592472,1
149,164,0.5789175034,-8.173230171,1
149,180,0.07014045119,-8.851694107,1
149,196,0.1598944068,-10.1655159,1
149,212,-0.04732623696,-10.26285172,1
149,228,-0.6688773632,-9.817696571,1
149,244,-1.67876327,-9.648825645,1
149,260,-1.901165485,-9.437894821,1
149,276,-1.535455704,-9.30191803,1
149,292,-1.860455751,-9.855956078,1
149,308,NaN,NaN,2
149,324,-1.870990276,-9.379517555,1
149,340,-1.648306489,-10.35566044,1
149,356,-1.741301894,-11.53625202,1
149,372,NaN,NaN,2
149,388,-1.737622976,-10.99488926,1
149,404,-2.875337839,-8.76692009,1
149,420,-1.272688866,-8.492693901,1
149,436,-1.234242201,-8.052171707,1
149,452,-3.849634886,-7.091508389,1
149,468,NaN,NaN,2
149,484,-3.864490271,-3.026600599,1
149,500,-3.732728243,-2.563638687,1
149,516,-5.217654705,-2.989465952,1
149,532,-6.623869419,-3.71024847,1
149,548,NaN,NaN,2
149,564,-5.365757465,-2.960971594,1
149,580,-3.346993446,-2.183986902,1
149,596,-1.285613775,-2.357817888,1
149,612,0.01992338896,-2.025275946,1
149,628,0.7714675665,-1.82307744,1
149,644,1.447805643,-1.992181063,1
149,660,1.760299444,-1.686876059,1
149,676,-0.8193591833,-1.630649686,1
149,692,-3.316339254,-2.826947689,1
149,708,-2.85325551,-2.696636677,1
149,724,-3.129405022,-3.590516567,1
149,740,-2.380784512,-3.643033981,1
149,756,NaN,NaN,2
149,772,-1.91541481,-3.372478485,1
149,788,-2.74725318,-3.531382561,1
149,804,-4.16305542,-4.68245697,1
149,820,-6.167233944,-3.961425543,1
149,836,-5.296508789,-3.229099751,1
149,852,-3.425217628,-2.638676405,1
149,868,NaN,NaN,2
149,884,-2.423518181,-7.160592079,1
149,900,-0.7305762768,-2.823797464,1
149,916,-0.7592445612,-3.742130518,1
149,932,-0.7782660127,-4.103577614,1
149,948,-0.8546444178,-4.663265228,1
149,964,-1.069961905,-5.313271046,1
149,980,-1.489309072,-5.409051418,1
149,996,-1.750221491,-4.720170498,1
149,1012,-0.6045678854,-4.048129082,1
149,1028,NaN,NaN,2
149,1044,1.657986999,-1.6239568,1
149,1060,1.391985774,-0.6335036755,1
149,1076,0.4739513993,0.1300031394,1
149,1092,0.5446337461,0.02460286021,1
149,1108,0.7834655046,-0.3605387807,1
149,1124,NaN,NaN,2
165,20,NaN,NaN,2
165,36,NaN,NaN,2
165,52,-0.3066521585,0.3106002808,1
165,68,NaN,NaN,2
165,84,0.2273772657,-3.905834198,1
165,100,0.01963099837,-4.269690514,1
165,116,-0.02013832331,-4.868676186,1
165,132,-0.05585724115,-5.699812889,1
165,148,-0.5504244566,-6.683720112,1
165,164,-0.07495063543,-8.158782959,1
165,180,0.6224901676,-8.806771278,1
165,196,1.337241292,-9.558520317,1
165,212,2.151072502,-10.00241661,1
165,228,0.9312796593,-10.06062698,1
165,244,-0.1841669083,-9.470333099,1
165,260,-0.2034446001,-9.384440422,1
165,276,-0.9672493935,-9.38719368,1
165,292,-2.238888741,-9.490010262,1
165,308,-2.492921591,-9.900129318,1
165,324,-2.253471375,-9.677471161,1
165,340,-1.898094773,-10.49647999,1
165,356,NaN,NaN,2
165,372,-1.933925152,-12.14202785,1
165,388,-2.676091671,-9.969916344,1
165,404,-3.162471294,-8.603460312,1
165,420,-1.779636383,-9.067646027,1
165,436,-1.626795292,-8.725541115,1
165,452,-2.769377708,-7.77188158,1
165,468,-3.421934605,-5.673121452,1
165,484,-3.467899799,-3.704372883,1
165,500,-4.53817606,-3.569342136,1
165,516,NaN,NaN,2
165,532,-3.707023621,-3.898692608,1
165,548,NaN,NaN,2
165,564,-5.411151409,-2.42228508,1
165,580,-3.638301134,-1.846101999,1
165,596,-2.515194654,-2.79339385,1
165,612,0.05967235565,-2.99153614,1
165,628,1.998948932,-3.226739883,1
165,644,NaN,NaN,2
165,660,0.4741756916,-2.686736584,1
165,676,-2.051983833,-0.9131407738,1
165,692,-3.101937771,-1.390007734,1
165,708,-2.817685127,-2.000119209,1
165,724,NaN,NaN,2
165,740,-2.278681517,-4.359238625,1
165,756,-1.63451314,-3.374918699,1
165,772,-1.558055162,-2.964548826,1
165,788,-2.264144897,-2.626666307,1
165,804,NaN,NaN,2
165,820,-5.711267471,-4.316307545,1
165,836,NaN,NaN,2
165,852,NaN,NaN,2
165,868,NaN,NaN,2
165,884,NaN,NaN,2
165,900,-1.404066563,-2.515217304,1
165,916,-0.9130767584,-3.96229887,1
165,932,-1.504829168,-4.01665926,1
165,948,-0.8898704052,-4.844194412,1
165,964,-0.707865715,-4.828112602,1
165,980,-1.194442511,-4.666450977,1
165,996,-0.8283597231,-4.130892754,1
165,1012,-0.5064048767,-3.316770554,1
165,1028,0.03485399485,-2.883961678,1
165,1044,0.8641104102,-1.783121347,1
165,1060,0.4751588106,-1.701679587,1
165,1076,-0.3419075608,-0.03113856912,1
165,1092,0.04375329614,0.1970795691,1
165,1108,1.060018539,-0.2098744512,1
165,1124,0.4972111583,-1.664708853,1
181,20,-0.3184493184,-1.570199728,1
181,36,-0.7692966461,-2.15740037,1
181,52,-1.122815609,-1.63222456,1
181,68,NaN,NaN,2
181,84,-0.5824148059,-4.15864563,1
181,100,-0.4637517333,-4.395905495,1
181,116,-0.5040803552,-5.307521343,1
181,132,-0.45808056,-6.346889019,1
