PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 5, filenames: A:[5]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[6]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
37,644,-12.19607162,-3.494503021,1
37,660,-13.74374485,-4.50062561,1
37,676,-14.30266857,-3.889222622,1
37,692,-12.7118206,-7.613077164,1
37,708,-9.520467758,-2.246012449,1
37,724,-8.406765938,-3.543496132,1
37,740,-10.20292854,-3.620711327,1
37,756,-11.00625992,-3.485220909,1
37,772,-8.99326992,-3.169985771,1
37,788,-8.598087311,-2.71061492,1
37,804,-9.569206238,-3.345287323,1
37,820,-9.664141655,-5.307241917,1
37,836,-9.43037796,-5.287644863,1
37,852,-8.735756874,-2.867480278,1
37,868,-7.435459614,-2.809084415,1
37,884,-6.1726408,-2.508105993,1
37,900,-4.924229622,-3.716695309,1
37,916,-4.654927731,-5.641756058,1
37,932,-4.48014164,-6.248297691,1
37,948,NaN,NaN,2
37,964,-5.861569405,-2.881135464,1
37,980,-5.957522392,-1.561409473,1
37,996,-5.370643616,-1.308127642,1
37,1012,-4.824293137,-1.839708567,1
37,1028,-4.899730206,-2.092611313,1
37,1044,-4.989317894,-2.56222558,1
37,1060,-4.43794632,-2.471166134,1
37,1076,-3.7295928,-2.502214193,1
37,1092,-3.785826445,-2.716204643,1
37,1108,-4.193577766,-1.992995262,1
37,1124,-2.669475555,-0.4592905045,1
53,20,0.6439502835,0.1064629555,1
53,36,NaN,NaN,2
53,52,0.08391821384,-0.4389899969,1
53,68,-0.0003332942724,-1.029080868,1
53,84,-0.08096009493,-0.9610500336,1
53,100,NaN,NaN,2
53,116,0.2301350236,0.18078655,1
53,132,0.0786062479,-0.1750527024,1
53,148,NaN,NaN,2
53,164,NaN,NaN,2
53,180,NaN,NaN,2
53,196,-6.394606113,-11.23149204,1
53,212,-7.004189968,-12.59769821,1
53,228,-7.555450916,-15.2217598,1
53,244,-8.855871201,-12.8055706,1
53,260,-10.25679016,-12.24430943,1
53,276,-11.09842014,-12.34763145,1
53,292,-11.1988554,-12.72620583,1
53,308,-9.801475525,-14.35398769,1
53,324,-9.556025505,-11.96660519,1
53,340,-9.9836483,-9.387229919,1
53,356,-9.90646553,-8.993478775,1
53,372,-10.33300209,-8.459151268,1
53,388,-11.86740589,-8.053655624,1
53,404,-11.90781689,-6.904360771,1
53,420,-10.51120186,-7.551170349,1
53,436,-9.914962769,-7.60483551,1
53,452,-10.21322155,-8.314729691,1
53,468,-11.65538025,-9.042709351,1
53,484,NaN,NaN,2
53,500,-10.68098068,-9.003809929,1
53,516,-10.3522253,-7.135010719,1
53,532,-9.495396614,-8.388957977,1
53,548,-9.99506855,-8.149490356,1
53,564,-10.04562092,-6.920926571,1
53,580,-10.17838573,-5.932287216,1
53,596,-11.38996506,-4.68460083,1
53,612,-11.64791107,-3.414203405,1
53,628,-12.20916462,-2.333030224,1
53,644,-13.06760502,-2.131514311,1
53,660,-13.26987553,-2.687557697,1
53,676,-12.75303173,-3.34291482,1
53,692,NaN,NaN,2
53,708,-10.4241581,-4.228600979,1
53,724,NaN,NaN,2
53,740,-9.324682236,-3.349397421,1
53,756,-9.466529846,-3.025557995,1
53,772,-10.01961613,-2.717716932,1
53,788,-10.29173756,-2.88341403,1
53,804,-9.382045746,-4.434191227,1
53,820,-7.492930412,-4.449986458,1
53,836,-7.689592361,-4.358401299,1
53,852,-8.128727913,-3.79876852,1
53,868,-8.179384232,-3.725142241,1
53,884,-8.026762009,-4.057012081,1
53,900,-6.36385107,-4.391581535,1
53,916,-7.071662903,-5.932091713,1
53,932,-4.282678604,-5.998542309,1
53,948,-3.929169655,-5.334665775,1
53,964,-4.959180355,-3.769889355,1
53,980,-6.390348434,-1.938989401,1
53,996,-5.644632339,-1.247387767,1
53,1012,-4.998116016,-1.397918224,1
53,1028,-4.824387074,-1.765624046,1
53,1044,NaN,NaN,2
53,1060,NaN,NaN,2
53,1076,-3.890497208,-4.138065338,1
53,1092,-3.956739902,-3.53965354,1
53,1108,-3.458865166,-2.244607925,1
53,1124,-1.982659578,-0.6676080227,1
69,20,NaN,NaN,2
69,36,-0.01388758421,-0.2562820315,1
69,52,0.08894716203,-0.01156292856,1
69,68,0.04390795529,-0.5600243211,1
69,84,NaN,NaN,2
69,100,0.6883180737,0.4125742912,1
69,116,-0.01237130165,-1.697865486,1
69,132,NaN,NaN,2
69,148,NaN,NaN,2
69,164,NaN,NaN,2
69,180,-5.487919807,-12.64554214,1
69,196,-7.125839233,-12.2850914,1
69,212,-8.116593361,-13.65310478,1
69,228,NaN,NaN,2
69,244,-7.882736206,-13.33573627,1
69,260,-9.398382187,-12.94907284,1
69,276,-10.84199715,-12.33885479,1
69,292,-10.72951412,-13.57000256,1
69,308,NaN,NaN,2
69,324,-9.117260933,-13.28031349,1
69,340,-9.785032272,-9.556635857,1
69,356,-9.91560173,-9.799494743,1
69,372,-9.588844299,-8.497766495,1
69,388,NaN,NaN,2
69,404,-11.06356239,-7.889688492,1
69,420,-11.41039467,-8.844605446,1
69,436,-12.85052872,-9.181996346,1
69,452,-11.77843666,-8.944462776,1
69,468,-9.660417557,-11.06934166,1
69,484,-9.472537994,-10.33212185,1
69,500,-9.204784393,-9.371636391,1
69,516,-8.827920914,-8.25617981,1
69,532,-8.905532837,-8.658553123,1
69,548,NaN,NaN,2
69,564,-9.621007919,-8.009523392,1
69,580,-9.45552063,-6.214354515,1
69,596,-11.56336308,-5.560754299,1
69,612,-11.63597679,-3.552092552,1
69,628,-11.67102718,-2.652864218,1
69,644,-12.17642403,-2.467908859,1
69,660,-12.20420456,-2.235714912,1
69,676,-11.75106049,-3.162343979,1
69,692,-10.83230019,-5.800383091,1
69,708,-11.13311291,-4.054499149,1
69,724,-12.2515583,-3.228376865,1
69,740,-10.48503113,-3.193967819,1
69,756,-8.89563942,-3.020836592,1
69,772,NaN,NaN,2
69,788,-9.981088638,-3.465128422,1
69,804,-7.698027611,-3.524032116,1
69,820,-7.038919449,-3.351318836,1
69,836,-7.32363987,-4.221100807,1
69,852,-7.942562103,-4.744072914,1
69,868,-8.747260094,-4.986607552,1
69,884,NaN,NaN,2
69,900,NaN,NaN,2
69,916,-6.555447102,-6.164188385,1
69,932,-4.415017128,-6.19900322,1
69,948,-4.068449974,-4.589510441,1
69,964,NaN,NaN,2
69,980,NaN,NaN,2
69,996,-4.446885586,-1.283397079,1
69,1012,-4.322493553,-1.336953402,1
69,1028,-4.723105431,-1.436518908,1
69,1044,-4.446810722,-2.000986814,1
69,1060,-2.430015564,-3.315211296,1
69,1076,-2.708917141,-4.095907211,1
69,1092,-3.648927927,-2.896093845,1
69,1108,-2.462901115,-2.809530258,1
69,1124,-1.235918045,0.8428604603,1
85,20,NaN,NaN,2
85,36,NaN,NaN,2
85,52,-0.3271307647,0.1424576044,1
85,68,-0.1515398026,0.1905777454,1
85,84,-0.2479290068,0.9732428789,1
85,100,0.2670633793,-0.3388781548,1
85,116,NaN,NaN,2
85,132,-3.534777164,-8.750900269,1
85,148,NaN,NaN,2
85,164,NaN,NaN,2
85,180,-5.721699238,-11.16840935,1
85,196,-6.196989536,-12.55269814,1
85,212,-6.871972084,-13.49124146,1
85,228,NaN,NaN,2
85,244,-7.929834366,-14.18527794,1
85,260,-8.990861893,-13.24468231,1
85,276,-10.60525608,-12.8275404,1
85,292,NaN,NaN,2
85,308,NaN,NaN,2
85,324,NaN,NaN,2
85,340,NaN,NaN,2
85,356,NaN,NaN,2
85,372,NaN,NaN,2
85,388,-8.936190605,-8.881511688,1
85,404,-10.71149445,-9.968029976,1
85,420,-11.98763084,-9.542740822,1
85,436,-13.30961514,-8.846590996,1
85,452,-12.75715828,-8.68514061,1
85,468,NaN,NaN,2
85,484,-8.483201027,-8.776145935,1
85,500,-7.81324482,-8.132831573,1
85,516,-7.925897598,-7.774645805,1
85,532,-8.9336586,-8.044034958,1
85,548,-9.210999489,-8.35517025,1
85,564,-9.50292778,-8.354528427,1
85,580,-9.781694412,-6.663814545,1
85,596,-10.40383148,-6.140861988,1
85,612,-11.05840302,-4.343933105,1
85,628,-11.03277779,-3.204023838,1
85,644,-11.29831696,-2.7241714,1
85,660,-11.17247009,-1.938690186,1
85,676,NaN,NaN,2
85,692,NaN,NaN,2
85,708,-10.72909927,-4.616192818,1
85,724,-10.86022282,-3.62280798,1
85,740,-9.76749897,-3.535167694,1
85,756,-9.509615898,-3.657109499,1
85,772,-9.559132576,-2.60456419,1
85,788,-9.451853752,-2.478927851,1
85,804,-7.85036993,-2.853965759,1
85,820,-7.163756847,-4.142190456,1
85,836,-6.927411556,-5.270913124,1
85,852,-6.319149494,-6.081663132,1
85,868,NaN,NaN,2
85,884,-4.931022644,-5.092393875,1
85,900,-6.37925148,-5.879397392,1
85,916,-4.515213013,-6.757996559,1
85,932,-2.971431732,-6.871009827,1
85,948,-2.804344416,-5.112757206,1
85,964,-1.816894531,-2.754948139,1
85,980,-2.74491477,-2.177218437,1
85,996,-2.523888111,-1.964172602,1
85,1012,-2.799262047,-1.273123145,1
85,1028,-3.496849775,-1.079353452,1
85,1044,-4.276965141,-1.535490513,1
85,1060,-4.832175732,-2.028258801,1
85,1076,-4.341024399,-2.341068745,1
85,1092,-3.484888315,0.5734615326,1
85,1108,-3.026008368,-2.471529484,1
85,1124,-0.8924674392,-0.3061028719,1
101,20,NaN,NaN,2
101,36,-0.6812058687,-1.288200855,1
101,52,0.08756056428,-0.1219034195,1
101,68,-0.1267923117,0.5623744726,1
101,84,-0.7698739171,0.3385014534,1
101,100,NaN,NaN,2
101,116,-2.830905914,-7.179961205,1
101,132,-5.003845692,-10.76115227,1
101,148,-6.144899368,-11.74165154,1
101,164,-5.624774933,-12.08541012,1
101,180,-5.477297783,-11.59786987,1
101,196,-5.92021513,-12.26471138,1
101,212,-6.306676388,-13.14553165,1
101,228,NaN,NaN,2
101,244,-7.570501804,-14.15946388,1
101,260,-8.517935753,-13.21800613,1
101,276,NaN,NaN,2
101,292,NaN,NaN,2
101,308,-10.20150757,-11.23497868,1
101,324,-8.681455612,-11.56252289,1
101,340,-8.72790432,-10.21839142,1
101,356,-8.563967705,-9.775446892,1
101,372,-8.574023247,-9.699446678,1
101,388,-8.967751503,-9.746892929,1
101,404,-10.10174179,-10.6321373,1
101,420,-12.45331669,-9.164507866,1
101,436,NaN,NaN,2
101,452,-11.69202995,-8.448334694,1
101,468,-9.745951653,-8.228652,1
101,484,-8.182515144,-7.021436214,1
101,500,-6.928201675,-6.485293388,1
101,516,-7.319734573,-6.554187775,1
101,532,-8.140975952,-7.606347561,1
101,548,-8.540659904,-7.518692017,1
101,564,-9.45333004,-7.273207188,1
101,580,-9.959968567,-6.650218964,1
101,596,-10.4567852,-5.679483414,1
101,612,-10.77936363,-4.102319717,1
101,628,-10.65273666,-2.979604244,1
101,644,-11.74000072,-2.28973484,1
101,660,-11.66460037,-2.119035006,1
101,676,-9.951848984,-1.080503464,1
101,692,-10.52933025,-2.413558006,1
101,708,NaN,NaN,2
101,724,-10.97482586,-3.666217327,1
101,740,-9.708405495,-4.391078472,1
101,756,-10.15575504,-4.507937908,1
101,772,-9.197107315,-4.025884628,1
101,788,-8.588085175,-3.660486698,1
101,804,-8.387945175,-3.572305202,1
101,820,-7.556572914,-5.194057465,1
101,836,NaN,NaN,2
101,852,-6.164267063,-6.714365005,1
101,868,-4.27645874,-5.361345768,1
101,884,-4.752849579,-5.714220524,1
101,900,-5.01941967,-5.863401413,1
101,916,-3.865666151,-7.104827881,1
101,932,-2.496905804,-8.241336823,1
101,948,-1.768820524,-6.790880203,1
101,964,-2.802643776,-3.163853168,1
101,980,NaN,NaN,2
101,996,-1.805554152,-1.609059572,1
101,1012,NaN,NaN,2
101,1028,-1.695376873,-1.445842147,1
101,1044,-3.228447437,-2.659209728,1
101,1060,-3.986748457,-1.825088263,1
101,1076,-3.51258111,-1.550021648,1
101,1092,-2.82984066,-0.1048415899,1
101,1108,-2.480480194,-1.33297646,1
101,1124,0.4352357388,-1.391802907,1
117,20,NaN,NaN,2
117,36,-0.3003088236,-0.7736907005,1
117,52,0.3018954396,0.5400774479,1
117,68,0.007571220398,0.1331561804,1
117,84,NaN,NaN,2
117,100,NaN,NaN,2
117,116,-4.707472801,-9.431272507,1
117,132,-6.187180519,-11.47533131,1
117,148,-6.68082428,-11.97293472,1
117,164,-5.82955265,-12.11311436,1
117,180,-5.659757137,-12.05062294,1
117,196,-5.581390381,-12.24195957,1
117,212,-5.788410664,-12.55996418,1
117,228,-6.495449066,-12.49799442,1
117,244,-7.412498951,-12.54711628,1
117,260,-8.145311356,-12.94211006,1
117,276,-8.454779625,-12.86859035,1
117,292,-9.131187439,-12.09286785,1
117,308,-8.926760674,-11.33323669,1
117,324,-8.31083107,-11.53154087,1
117,340,-8.151468277,-10.51323318,1
117,356,-8.555690765,-10.29319477,1
117,372,-8.764038086,-10.57091808,1
117,388,-8.81063652,-9.949098587,1
117,404,-9.610313416,-10.60379314,1
117,420,-10.49222374,-9.419672966,1
117,436,-11.24567223,-8.644450188,1
117,452,-10.79604149,-8.486394882,1
117,468,-9.529577255,-7.825780869,1
117,484,-8.715869904,-6.179021835,1
117,500,-7.616057396,-5.48253727,1
117,516,-7.186145782,-6.13985014,1
117,532,-7.262388229,-7.295630455,1
117,548,-8.648935318,-7.613774776,1
117,564,-10.29575443,-8.035398483,1
117,580,-9.771821976,-6.846138,1
117,596,-10.40978622,-5.735656261,1
117,612,-9.161962509,-4.350640297,1
117,628,-8.951774597,-3.108933687,1
117,644,-10.40832901,-3.086822033,1
117,660,-10.02322769,-3.512319088,1
117,676,-10.47708988,-3.172420025,1
117,692,-12.18652439,-4.062212467,1
117,708,NaN,NaN,2
117,724,NaN,NaN,2
117,740,-9.26816082,-4.878087521,1
117,756,-9.266165733,-5.07247448,1
117,772,-8.377995491,-4.374067307,1
117,788,-7.406357288,-4.143014908,1
117,804,-9.060007095,-3.438530445,1
117,820,-9.114797592,-5.034636974,1
117,836,NaN,NaN,2
117,852,-7.276127815,-6.272434235,1
117,868,-3.798753262,-6.168667316,1
117,884,-4.388260841,-6.255795479,1
117,900,-5.020525932,-6.499041557,1
117,916,-4.114387989,-7.301301479,1
117,932,-2.674207687,-9.088100433,1
117,948,-1.651160717,-8.29580307,1
117,964,-1.33527565,-5.801869869,1
117,980,-2.066687584,-3.769968748,1
117,996,-2.617491245,-2.769693851,1
117,1012,-2.636393785,-2.037151337,1
117,1028,NaN,NaN,2
117,1044,NaN,NaN,2
117,1060,-4.06735611,-2.758959532,1
117,1076,-2.651228189,-1.815481424,1
117,1092,-1.73213625,-1.363408327,1
117,1108,-0.6591903567,-1.23489511,1
117,1124,0.9808111191,-1.07997489,1
133,20,NaN,NaN,2
133,36,0.138263464,-0.2053291798,1
133,52,NaN,NaN,2
133,68,NaN,NaN,2
133,84,NaN,NaN,2
133,100,-6.541169167,-8.395679474,1
133,116,-5.773162842,-11.11057281,1
133,132,-6.091639996,-12.38605404,1
133,148,-6.269058704,-11.8747654,1
133,164,-6.358281612,-10.89788437,1
133,180,-5.937295914,-11.85749626,1
133,196,-5.630304813,-12.76286316,1
133,212,-5.20986557,-12.08790874,1
133,228,-5.670040131,-11.39595222,1
133,244,-7.08384037,-11.15914822,1
133,260,-8.00466156,-12.45615292,1
133,276,-7.859577656,-13.25699043,1
133,292,-8.429543495,-12.78222275,1
133,308,NaN,NaN,2
133,324,-9.061541557,-11.36772537,1
133,340,-8.334770203,-10.62554169,1
133,356,-8.71385479,-10.3005867,1
133,372,NaN,NaN,2
133,388,-8.70544529,-9.865225792,1
133,404,-9.202233315,-10.59762859,1
133,420,-8.665807724,-9.989239693,1
133,436,-8.141944885,-8.988964081,1
133,452,-8.767895699,-8.556278229,1
133,468,-9.606323242,-8.155487061,1
133,484,-8.969305992,-6.561731815,1
133,500,-7.59808445,-5.80788517,1
133,516,-6.229138374,-6.151219368,1
133,532,-5.624962807,-6.996598244,1
133,548,NaN,NaN,2
133,564,NaN,NaN,2
133,580,NaN,NaN,2
133,596,-9.247754097,-6.232080936,1
133,612,-7.909864902,-5.073554993,1
133,628,-7.267069817,-4.161784172,1
133,644,-7.423741341,-3.996664047,1
133,660,-8.749052048,-4.676702499,1
133,676,-9.323358536,-4.596089363,1
133,692,-5.623459339,-5.5443573,1
133,708,NaN,NaN,2
133,724,NaN,NaN,2
133,740,NaN,NaN,2
133,756,-7.725650787,-4.810806751,1
133,772,-7.248067379,-4.659683228,1
133,788,-6.885835648,-3.991998196,1
133,804,-9.396997452,-4.122178078,1
133,820,-8.795207977,-5.481402874,1
133,836,-7.901616573,-5.470154762,1
133,852,NaN,NaN,2
133,868,-3.82057476,-6.588566303,1
133,884,-3.82266283,-6.757526398,1
133,900,-4.597900867,-7.891345978,1
133,916,-4.075922966,-7.378692627,1
133,932,-2.845536232,-8.176632881,1
133,948,-1.989084482,-7.594573021,1
133,964,-2.713435173,-5.914514542,1
133,980,-3.202916145,-5.712508678,1
133,996,-3.755794048,-4.889703751,1
133,1012,-3.174972057,-3.414492846,1
133,1028,-2.687555313,-2.913903713,1
133,1044,-3.32969141,-4.238173962,1
133,1060,-3.039323807,-3.673511028,1
133,1076,-2.400562763,-2.746483326,1
133,1092,-1.690939784,-1.728530169,1
133,1108,0.07916176319,-1.328960657,1
133,1124,-0.1384174824,-1.698866844,1
149,20,NaN,NaN,2
149,36,NaN,NaN,2
149,52,0.552900672,1.156440735,1
149,68,NaN,NaN,2
149,84,NaN,NaN,2
149,100,-7.533625603,-8.933403015,1
149,116,-6.221876144,-11.84379959,1
149,132,-5.761399269,-12.32757759,1
149,148,-5.548013687,-11.68188,1
149,164,NaN,NaN,2
149,180,-6.321074486,-11.30261421,1
149,196,-5.263466358,-12.22114754,1
149,212,-4.570445538,-11.90621948,1
149,228,-4.613902092,-10.95312881,1
149,244,-6.778645515,-10.3078413,1
149,260,-7.393692017,-11.76223755,1
149,276,NaN,NaN,2
149,292,-7.667809963,-12.2401619,1
149,308,-8.166780472,-11.40431881,1
149,324,-8.433357239,-11.14565372,1
149,340,-8.160910606,-10.52826405,1
149,356,-8.169944763,-10.31991959,1
149,372,-7.974036217,-11.03480434,1
149,388,-8.246265411,-9.386820793,1
149,404,-8.976461411,-8.970668793,1
149,420,-7.031231403,-8.435860634,1
149,436,-6.776520252,-8.409729004,1
149,452,-8.166782379,-8.810976982,1
149,468,-8.894382477,-8.64832592,1
149,484,-8.392432213,-6.998374939,1
149,500,-5.990860939,-6.279745102,1
149,516,-4.000245094,-6.742016792,1
149,532,NaN,NaN,2
149,548,NaN,NaN,2
149,564,NaN,NaN,2
149,580,NaN,NaN,2
149,596,-8.044281006,-7.283939838,1
149,612,-6.504744053,-5.725331783,1
149,628,-5.085919857,-4.972806931,1
149,644,-4.983949184,-5.269967079,1
149,660,-6.749042034,-6.25703001,1
149,676,-7.745223999,-5.527993679,1
149,692,-6.219724178,-5.377967834,1
149,708,-4.559009075,-5.097100735,1
149,724,-4.967373848,-4.836200237,1
149,740,-6.122956753,-3.588303566,1
149,756,-6.613404274,-4.444622517,1
149,772,-6.380625248,-5.539371967,1
149,788,NaN,NaN,2
149,804,-4.850094795,-4.27824688,1
149,820,-7.146884918,-4.067211151,1
149,836,-7.35203886,-4.41481638,1
149,852,NaN,NaN,2
149,868,-3.533498526,-6.490904331,1
149,884,-3.406420708,-7.004436493,1
149,900,NaN,NaN,2
149,916,-4.02923584,-6.853269577,1
149,932,-3.44236064,-6.621161461,1
149,948,-3.322645903,-5.714994907,1
149,964,-3.678750515,-4.904930592,1
149,980,-3.912068367,-5.424055576,1
149,996,-4.326560974,-4.803930283,1
149,1012,-3.909928322,-4.298732758,1
149,1028,-3.22838521,-3.457223654,1
149,1044,-2.730336905,-4.341625214,1
149,1060,-2.142172337,-3.50419426,1
149,1076,-0.9794921875,-3.203969002,1
149,1092,-1.068040371,-1.990441918,1
149,1108,0.2962824106,-2.025265217,1
149,1124,-0.2218174934,-1.519015908,1
165,20,-0.08881235123,0.462864399,1
165,36,0.296908021,1.809773684,1
165,52,-0.1702511311,1.44116497,1
165,68,NaN,NaN,2
165,84,-3.995269299,-11.17156029,1
165,100,NaN,NaN,2
165,116,-6.243405342,-11.70635033,1
165,132,-5.41131258,-12.20672703,1
165,148,-4.562116146,-11.71787453,1
165,164,-4.62883091,-10.58184814,1
165,180,-4.54917717,-10.71590614,1
165,196,-4.530982494,-11.36450005,1
165,212,-4.66715765,-11.12298584,1
165,228,-4.922461987,-10.15509319,1
165,244,-5.940471649,-9.834321976,1
165,260,-6.654878616,-11.10023212,1
165,276,-6.605968475,-12.54850101,1
165,292,-6.898015499,-11.98025322,1
165,308,-7.653244495,-11.60404873,1
165,324,-8.133411407,-11.22782898,1
165,340,-8.696201324,-10.34863186,1
165,356,-7.36519289,-9.678983688,1
165,372,-7.18444252,-9.34346962,1
165,388,-7.533789158,-8.16186142,1
165,404,-7.766119957,-6.820046425,1
165,420,-7.050585747,-6.821331978,1
165,436,-6.063774109,-7.730860233,1
165,452,-6.614666939,-8.855217934,1
165,468,NaN,NaN,2
165,484,NaN,NaN,2
165,500,-3.448049545,-6.418205738,1
165,516,-3.091869831,-7.059066296,1
165,532,-2.888395309,-7.609869957,1
165,548,-3.532698154,-7.327561378,1
165,564,NaN,NaN,2
165,580,-5.849787712,-7.633083344,1
165,596,-5.813731194,-8.433279991,1
165,612,-5.652283669,-6.95584774,1
165,628,-4.725924969,-6.465181351,1
165,644,-4.487828255,-7.189469337,1
165,660,-5.920197964,-6.583287239,1
165,676,-6.598701477,-5.62361908,1
165,692,-6.730379581,-5.077669621,1
165,708,-5.326745033,-5.116539955,1
165,724,-5.052421093,-5.233086109,1
165,740,NaN,NaN,2
165,756,NaN,NaN,2
165,772,-6.882621765,-5.413516521,1
165,788,NaN,NaN,2
165,804,-4.383929253,-4.077694893,1
165,820,-5.332768917,-2.114250898,1
165,836,-8.13760376,-4.843492985,1
165,852,NaN,NaN,2
165,868,NaN,NaN,2
165,884,-2.496417522,-6.544594288,1
165,900,-3.064261436,-5.940570831,1
165,916,-3.524907112,-5.888261795,1
165,932,-3.634461403,-5.869864464,1
165,948,-3.507149935,-4.869977951,1
165,964,-2.813719273,-4.068993568,1
165,980,-2.930848837,-3.91822052,1
165,996,-4.022904396,-3.765337944,1
165,1012,NaN,NaN,2
165,1028,NaN,NaN,2
165,1044,-2.986296177,-5.249099255,1
165,1060,-0.443498373,-4.28964138,1
165,1076,-0.9953761101,-1.398914576,1
165,1092,1.093731403,-1.595822811,1
165,1108,1.31853056,-1.339220405,1
165,1124,1.926948786,-0.8537566662,1
181,20,-0.2759685516,0.1619787216,1
181,36,0.1178197265,1.232960224,1
181,52,-0.5862271786,1.276911974,1
181,68,-1.527773619,-0.3858823776,1
181,84,-2.96761775,-7.501386642,1
181,100,-5.787702084,-10.27138996,1
181,116,-6.435660362,-11.59874535,1
181,132,-5.199212074,-11.84177017,1
181,148,-3.987121105,-11.29707146,1
181,164,-4.050382614,-10.16990089,1
181,180,-3.724748611,-10.2701807,1
181,196,-3.817280293,-11.15516186,1
181,212,-3.466897488,-11.15277672,1
181,228,-4.337860107,-9.010972023,1
181,244,-5.391417503,-8.631174088,1
