PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 70, filenames: A:[70]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[71]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,20,NaN,NaN,2
21,36,0.3306390047,0.5271540284,1
21,52,0.3391453028,0.1262018681,1
21,68,-0.2243253589,0.07916431129,1
21,84,-0.2569831908,0.2137893438,1
21,100,0.1698363721,0.232660085,1
21,116,0.1595051289,0.3272026181,1
21,132,-0.1035033762,0.4963745475,1
21,148,-0.3236960471,0.4464987516,1
21,164,-0.3610868454,0.4042474329,1
21,180,-0.2514751554,0.4230849445,1
21,196,0.06191914901,0.1087584198,1
21,212,0.04625996202,-0.1128283739,1
21,228,-0.0255792141,-0.09546202421,1
21,244,-0.0880663991,-0.2413303852,1
21,260,-0.2361486852,-0.3352928162,1
21,276,-0.07797832787,-0.6255594492,1
21,292,0.2082622647,-0.4990254343,1
21,308,0.2687594891,-0.4597650766,1
21,324,0.217518568,-0.1596283317,1
21,340,-0.5941048861,0.619173646,1
21,356,-0.7599496245,-0.7678918839,1
21,372,-0.9529744387,-1.337868452,1
21,388,-0.8951227069,-0.2648289204,1
21,404,-1.440721035,-1.214724779,1
21,420,-0.2303925753,-0.5369896293,1
21,436,0.4505367279,0.1664951593,1
21,452,0.1197334528,0.3932861686,1
21,468,NaN,NaN,2
21,484,-0.940562129,0.4788464308,1
21,500,-1.37213397,-0.1246495023,1
21,516,-1.76703465,0.3597937822,1
21,532,-2.08171463,1.061146498,1
21,548,-2.047442436,-0.05877792835,1
21,564,-3.05677557,-1.545395851,1
21,580,NaN,NaN,2
21,596,NaN,NaN,2
21,612,2.923268557,-0.8238589764,1
21,628,0.7780622244,1.048108339,1
21,644,-0.4014798403,-0.7696683407,1
21,660,-1.26258564,-0.6665604711,1
21,676,-1.897402525,-0.1434402466,1
21,692,-1.153223515,1.32340157,1
21,708,-2.6264534,1.871735573,1
21,724,-2.940789938,0.1573378146,1
21,740,-2.892011642,-0.956433773,1
21,756,-3.3926301,-0.5100371838,1
21,772,NaN,NaN,2
21,788,-2.906973839,0.07345658541,1
21,804,NaN,NaN,2
21,820,1.076387167,0.6755151749,1
21,836,NaN,NaN,2
21,852,-1.029352307,0.7341015339,1
21,868,NaN,NaN,2
21,884,NaN,NaN,2
21,900,-2.770316362,-0.5905823708,1
21,916,0.3655461669,-1.078900576,1
21,932,1.310830951,-0.586098671,1
21,948,1.076596022,0.5847923756,1
21,964,-0.1763649583,1.860155106,1
21,980,-1.470849276,1.44617033,1
21,996,NaN,NaN,2
21,1012,NaN,NaN,2
21,1028,NaN,NaN,2
21,1044,-1.999496818,-0.04527941346,1
21,1060,NaN,NaN,2
21,1076,-0.9700386524,-0.4509344697,1
21,1092,0.4768694341,0.1516726613,1
21,1108,NaN,NaN,2
21,1124,0.9741287231,-0.8492846489,1
37,20,NaN,NaN,2
37,36,NaN,NaN,2
37,52,0.2581632733,0.1153659895,1
37,68,0.2578856647,0.2323353887,1
37,84,-0.2627528906,0.3905075192,1
37,100,-0.1962685883,0.1641118526,1
37,116,-0.04361436516,-0.1173000187,1
37,132,-0.4869095683,-0.4940117896,1
37,148,-0.4206994772,-0.2454929501,1
37,164,-0.2918424606,-0.02445355058,1
37,180,-0.2767746449,0.2770092487,1
37,196,-0.141169101,0.292170763,1
37,212,0.1697441638,0.05937956274,1
37,228,0.1257658005,0.1141562313,1
37,244,NaN,NaN,2
37,260,NaN,NaN,2
37,276,-0.4383257627,-0.7003591061,1
37,292,-0.1856033057,-0.4541125596,1
37,308,-0.1883082688,-0.184122175,1
37,324,-0.1565587372,0.05505441129,1
37,340,-0.6637644768,0.06481257081,1
37,356,-0.9098562002,-0.1745327711,1
37,372,NaN,NaN,2
37,388,0.0689561367,-0.3799518347,1
37,404,-1.275887251,-0.2780785859,1
37,420,-0.6977415085,0.1149077863,1
37,436,-0.05023393035,0.7549372315,1
37,452,NaN,NaN,2
37,468,NaN,NaN,2
37,484,NaN,NaN,2
37,500,-0.586900413,-0.1752248704,1
37,516,NaN,NaN,2
37,532,NaN,NaN,2
37,548,NaN,NaN,2
37,564,-2.244586945,1.471393585,1
