PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 41, filenames: A:[41]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[42]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,20,NaN,NaN,2
21,36,NaN,NaN,2
21,52,0.8202195168,-0.4979066849,1
21,68,-0.0489384234,0.3237725794,1
21,84,0.03678077459,1.528128266,1
21,100,NaN,NaN,2
21,116,-0.2985238135,0.9052540064,1
21,132,0.5386419296,-0.1572146416,1
21,148,NaN,NaN,2
21,164,0.3382379413,-1.422938824,1
21,180,0.00564789772,-0.6258580685,1
21,196,NaN,NaN,2
21,212,-2.126181126,-5.454502583,1
21,228,-2.280924082,-4.515063286,1
21,244,-1.932854652,-3.835379601,1
21,260,-1.759301186,-4.074384689,1
21,276,-1.383591652,-2.320347548,1
21,292,NaN,NaN,2
21,308,-0.9752291441,-4.225545883,1
21,324,-1.736101627,-3.334042072,1
21,340,-1.920163155,-2.004939079,1
21,356,-1.30655241,-2.507094622,1
21,372,-1.636440754,-4.196748257,1
21,388,NaN,NaN,2
21,404,NaN,NaN,2
21,420,-2.63822031,-0.9912654161,1
21,436,NaN,NaN,2
21,452,NaN,NaN,2
21,468,-1.953311443,-1.924549103,1
21,484,-1.846148968,-4.335544586,1
21,500,-3.460813046,-4.547329903,1
21,516,NaN,NaN,2
21,532,-1.959731102,-2.070326328,1
21,548,-1.569876194,0.1349577904,1
21,564,-0.6989223361,-0.3532466888,1
21,580,NaN,NaN,2
21,596,1.202949762,0.2460976839,1
21,612,-0.2765290737,-0.4580821991,1
21,628,-0.7241604328,0.05737647414,1
21,644,0.8133947849,0.5963653326,1
21,660,0.6956756115,-1.829210281,1
21,676,-2.112507343,-2.239840746,1
21,692,NaN,NaN,2
21,708,-1.340906501,-2.894580364,1
21,724,-0.5310225487,-1.790174484,1
21,740,-1.610706091,-1.437827587,1
21,756,-0.3503450155,-1.241957664,1
21,772,-1.230482221,-3.221525192,1
21,788,-2.660930634,-3.780322075,1
21,804,-1.751365662,-3.670561314,1
21,820,-1.229397297,-0.005390167236,1
21,836,NaN,NaN,2
21,852,NaN,NaN,2
21,868,NaN,NaN,2
21,884,NaN,NaN,2
21,900,-0.7964848876,-1.500206232,1
21,916,0.1556668282,-1.420004845,1
21,932,NaN,NaN,2
21,948,NaN,NaN,2
21,964,NaN,NaN,2
21,980,0.6712274551,-1.761496663,1
21,996,0.6100227833,-0.6642419696,1
21,1012,2.040929556,-0.1302484274,1
21,1028,2.56456852,-0.1531182528,1
21,1044,2.85029459,-0.122444123,1
21,1060,2.563746929,0.02548851818,1
21,1076,1.925143719,0.1313069463,1
21,1092,2.225763321,-0.508548975,1
21,1108,0.5130927563,-0.189943552,1
21,1124,NaN,NaN,2
37,20,NaN,NaN,2
37,36,-1.883652568,0.7468543053,1
37,52,-0.5315707922,0.4509180188,1
37,68,-0.2397642434,0.5874947309,1
37,84,-0.01831114292,0.4035761356,1
37,100,0.03676661849,0.06354099512,1
37,116,-0.2779709697,-0.541580677,1
37,132,0.1560859233,-0.059073627,1
37,148,0.4658527374,-0.3515110016,1
37,164,0.1964408755,-0.8904702663,1
37,180,-0.5942004919,-2.892943144,1
37,196,NaN,NaN,2
37,212,-2.062211037,-4.080858231,1
37,228,-1.904297709,-3.874052286,1
37,244,-1.574851394,-3.104629755,1
37,260,-1.429215908,-4.338534832,1
37,276,-0.7507612705,-2.675611496,1
37,292,NaN,NaN,2
37,308,-0.2837778926,-3.150954008,1
37,324,-1.071949124,-2.850075722,1
37,340,-1.633116961,-3.411230326,1
37,356,-1.579594731,-4.437067986,1
37,372,-2.091747284,-2.951953888,1
37,388,-2.454327583,-3.223753214,1
37,404,-1.745428801,-2.299376011,1
37,420,-0.6938514709,-1.402200818,1
37,436,-0.5424957275,-2.359050274,1
37,452,-1.24887538,-2.470334053,1
37,468,-0.86328125,-3.79076004,1
37,484,-1.062364459,-4.492794991,1
37,500,NaN,NaN,2
37,516,-1.40656364,-4.043925285,1
37,532,-1.448508263,-3.788638592,1
37,548,-0.9733022451,-1.988761425,1
37,564,NaN,NaN,2
37,580,NaN,NaN,2
37,596,0.8468927145,0.8079310656,1
