PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 26, filenames: A:[26]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[27]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,20,0.6922104359,0.4666638374,1
21,36,NaN,NaN,2
21,52,0.643858552,0.1685524583,1
21,68,0.1408545971,-0.2938843966,1
21,84,-0.03906178474,-0.6520034075,1
21,100,0.5013260245,-0.5719303489,1
21,116,0.5940112472,-0.1247733533,1
21,132,0.5524232984,0.2888327837,1
21,148,0.659653306,0.2773888409,1
21,164,-0.6068720818,0.2644701004,1
21,180,-0.1820603609,0.5560581684,1
21,196,NaN,NaN,2
21,212,NaN,NaN,2
21,228,NaN,NaN,2
21,244,-0.70621562,-0.7774534225,1
21,260,NaN,NaN,2
21,276,-0.6444830894,0.520655632,1
21,292,NaN,NaN,2
21,308,NaN,NaN,2
21,324,1.172105312,-0.05870389938,1
21,340,NaN,NaN,2
21,356,NaN,NaN,2
21,372,NaN,NaN,2
21,388,NaN,NaN,2
21,404,-1.376770496,-2.547203779,1
21,420,-2.243979692,-2.000409603,1
21,436,-2.71626091,-2.064882755,1
21,452,-2.774830818,-2.186004639,1
21,468,-3.401201725,-4.351305008,1
21,484,-2.456279755,-3.097653151,1
21,500,-2.282015324,-3.362715006,1
21,516,-3.149707794,-5.700710297,1
21,532,-3.257099152,-6.790026665,1
21,548,-3.712119102,-5.133568764,1
21,564,NaN,NaN,2
21,580,-3.212953568,-6.554672241,1
21,596,-2.465696812,-4.124448776,1
21,612,NaN,NaN,2
21,628,2.087303162,-4.606123447,1
21,644,1.743505239,-6.266839027,1
21,660,2.893217564,-2.533873081,1
21,676,3.618819237,-2.752039671,1
21,692,NaN,NaN,2
21,708,2.022361755,-2.353455782,1
21,724,-2.676314116,-2.402854204,1
21,740,-3.618723154,-2.133845806,1
21,756,-4.06709528,-2.148599386,1
21,772,-3.270300865,-1.639160275,1
21,788,-3.043350458,-1.239196301,1
21,804,-3.794424057,-0.07817900181,1
21,820,NaN,NaN,2
21,836,-3.500314236,-2.88120985,1
21,852,-3.648314238,-0.05215144157,1
21,868,NaN,NaN,2
21,884,NaN,NaN,2
21,900,-1.869350433,-3.727981567,1
21,916,-0.5874534845,-5.449556351,1
21,932,-0.9615731239,-4.852183819,1
21,948,-0.3417165279,-4.343009949,1
21,964,0.6357107162,-1.901245117,1
21,980,0.2902600765,0.4994051456,1
21,996,-0.9819340706,1.714440465,1
21,1012,-1.089826345,1.435803175,1
21,1028,0.8924677372,1.403134227,1
21,1044,1.631430149,0.2140322924,1
21,1060,0.386246264,-0.6449431777,1
21,1076,-0.7888711691,0.01246899366,1
21,1092,-1.509697437,-0.0331017375,1
21,1108,-3.78667593,0.741253376,1
21,1124,0.4188046455,1.750938654,1
37,20,NaN,NaN,2
37,36,-0.2587691545,0.3665299416,1
37,52,0.1363908201,-0.02469608188,1
37,68,0.2504396439,-0.2284235209,1
37,84,0.1330884397,-0.4223093688,1
37,100,0.5144684315,0.1023150086,1
37,116,0.850828886,0.7328891158,1
37,132,0.6238369942,0.3754687309,1
37,148,0.7399640083,0.2302898765,1
37,164,0.1206900179,0.0395334661,1
37,180,0.07704371214,-0.111877203,1
37,196,0.03487476707,-0.1172220707,1
37,212,-0.05684841797,-0.5474873781,1
37,228,0.4509087801,-1.218674898,1
37,244,-0.2932946682,-1.140678763,1
37,260,0.3299874067,0.2641193867,1
