PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 19, filenames: A:[19]MAX_TimeSrs018_TgUtrmcherry_Controll.avi & B:[20]MAX_TimeSrs018_TgUtrmcherry_Controll.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,12.31752586,-0.3795852661,1
47,65,-1.249356389,-7.200740814,1
47,97,-2.263165712,-5.201415539,1
47,129,-2.397936106,-4.478607178,1
47,161,-1.355012655,-3.776279926,1
47,193,-0.4507602453,-3.775234222,1
47,225,-0.7479114532,-5.403582573,1
47,257,-0.9255475998,-3.83582449,1
47,289,-0.9338747859,-3.071436405,1
47,321,-0.9301174879,-3.271786213,1
47,353,-1.580891609,-4.220433235,1
47,385,-1.156369805,-4.492542744,1
47,417,-0.08942437172,-2.295311451,1
47,449,0.8618283272,-0.5762350559,1
47,481,-0.03142648935,-1.367694378,1
47,513,-1.022054434,-3.925768852,1
47,545,-0.5236231089,-4.77022934,1
47,577,-0.6553299427,-4.545674324,1
47,609,-0.0006062984467,-4.766859531,1
47,641,0.508150816,-5.618533134,1
47,673,0.3402518034,-6.728344917,1
47,705,-0.9291537404,-4.671185493,1
47,737,-1.21404326,-5.910470009,1
47,769,-0.6352787018,-4.37188673,1
47,801,-0.975631237,-3.830228329,1
47,833,0.2194985151,-3.458947659,1
47,865,0.4421627223,-4.134455681,1
47,897,0.5002405047,-4.325779915,1
47,929,-0.1942711771,-5.570012569,1
47,961,-1.029922843,-5.762835979,1
47,993,-0.1487874985,-6.298496246,1
47,1025,-0.8934936523,-5.808525562,1
47,1057,-0.7994506359,-4.623629093,1
47,1089,-1.864786386,-3.854170322,1
47,1121,-2.746201992,-3.401754379,1
47,1153,-2.243010283,-3.90463686,1
47,1185,-0.1708037853,-5.244868279,1
47,1217,1.552556157,-4.596560478,1
47,1249,0.5453189015,-4.091980934,1
47,1281,-0.5316382051,-3.767362833,1
47,1313,-1.938149929,-2.634831905,1
47,1345,-1.109533191,-2.652203083,1
47,1377,-0.7472637892,-3.716370344,1
47,1409,-1.08111763,-3.714088917,1
47,1441,-0.005820155144,-3.517215967,1
47,1473,1.534303188,-2.936905146,1
47,1505,1.543924093,-2.769673824,1
47,1537,-0.1675786376,-3.56456852,1
47,1569,-0.914270401,-1.93966186,1
47,1601,-1.836138248,-0.6768620014,1
47,1633,-1.961688042,-2.01022768,1
47,1665,-1.488502502,-2.604529858,1
47,1697,-2.204101086,-2.784206867,1
47,1729,-2.825070381,-1.759349346,1
47,1761,-1.899071693,0.6002700925,1
47,1793,-1.387026548,0.3092427552,1
47,1825,-1.259996414,-1.720185041,1
47,1857,-1.217014194,-1.512738466,1
47,1889,-1.279716969,-1.011672616,1
47,1921,-1.102057934,-0.5773658156,1
47,1953,-0.9370324612,0.09467303753,1
47,1985,-1.224805593,0.0927021727,1
47,2017,-2.05307126,-0.7948976159,1
79,33,-2.167958736,2.817543983,1
79,65,-0.5687509179,-2.351500034,1
79,97,-1.108737469,-4.04559803,1
79,129,-1.105828047,-4.042515755,1
79,161,-0.8959618807,-2.783731461,1
79,193,-1.025711179,-3.090521574,1
79,225,-1.185866356,-4.367936611,1
79,257,-1.191967249,-3.686266899,1
79,289,-1.145552874,-3.232844591,1
79,321,-1.432396173,-3.079301357,1
79,353,-1.970503688,-1.451169252,1
79,385,-1.253020525,-3.382733822,1
79,417,-0.7947564721,-2.900710821,1
79,449,-1.816243291,-2.273430347,1
79,481,-1.43179369,-1.617751598,1
79,513,-1.11377418,-1.267083168,1
79,545,-0.8320399523,-1.242550135,1
79,577,-1.41732657,-0.6486446857,1
79,609,-1.627854109,-3.064350605,1
79,641,-0.7729457021,-3.919721127,1
79,673,-0.5681769252,-3.94696331,1
79,705,-0.866627574,-3.232872009,1
79,737,-0.8366945982,-3.388879299,1
79,769,0.1093054414,-3.621707439,1
79,801,0.2504504919,-4.141241074,1
79,833,-0.05489164591,-4.327116966,1
79,865,0.2407962084,-4.424708843,1
79,897,0.4933109879,-4.69712162,1
79,929,-0.1203913987,-4.871242523,1
79,961,-1.09087348,-4.828416824,1
79,993,-1.598481655,-4.724385262,1
79,1025,-2.795676231,-5.123133183,1
79,1057,-2.083156109,-5.213499069,1
79,1089,-2.099686623,-4.894355774,1
79,1121,-2.66011858,-4.586146832,1
79,1153,-1.703908205,-4.218318939,1
79,1185,0.1139918268,-2.97600174,1
79,1217,1.257093668,-3.389527082,1
79,1249,1.235075235,-4.357927322,1
79,1281,0.7903131247,-3.01701045,1
79,1313,-0.4920476079,-2.209062099,1
79,1345,0.3249644339,-1.308393717,1
79,1377,1.22434485,-2.891642809,1
79,1409,0.9863396883,-3.151141882,1
79,1441,0.9689516425,-2.884567976,1
79,1473,0.6666439772,-2.953591108,1
79,1505,0.2525956035,-2.701929808,1
79,1537,-0.9833673239,-1.580792189,1
79,1569,-0.4881578684,-1.498087645,1
79,1601,0.9385073185,-1.597157478,1
79,1633,0.2621725798,-1.737780333,1
79,1665,-0.9186728001,-1.014896631,1
79,1697,-1.988607049,-1.606054783,1
79,1729,-1.867701769,-2.121305466,1
79,1761,-1.215283155,0.2553411424,1
79,1793,-2.469087362,0.433134675,1
79,1825,-1.385717154,-0.2284924984,1
79,1857,-0.7989752293,-0.7187409401,1
79,1889,-0.6219542027,-0.9022177458,1
79,1921,-0.211531356,-1.118376136,1
79,1953,-0.673009634,-1.232304931,1
79,1985,-0.640455246,-0.1655811667,1
79,2017,-0.8488903046,-0.03197777271,1
111,33,-4.804181099,7.610196114,1
111,65,0.5410314798,-2.746300459,1
111,97,-0.1978309155,-4.193505287,1
111,129,-0.1459010839,-3.96203804,1
111,161,-0.5042473674,-3.625981808,1
111,193,-0.8651276827,-3.109155893,1
111,225,-1.348145843,-3.403131008,1
111,257,-1.40513134,-3.375321388,1
111,289,-0.9661238194,-3.502158165,1
111,321,-1.342158556,-3.298421383,1
111,353,-2.162882805,-3.708452463,1
111,385,-2.563547611,-4.140393257,1
111,417,-0.1280953288,-3.958362103,1
111,449,-0.9924868345,-3.614811182,1
111,481,-1.473635912,-2.517242193,1
111,513,-0.9833364487,-0.4524888992,1
111,545,-0.9072158337,1.070246696,1
111,577,-1.696420908,-0.1977515221,1
111,609,-1.990804315,-2.287819386,1
111,641,-1.369274378,-3.004462004,1
111,673,-1.178349972,-1.822081566,1
111,705,-1.065984249,-2.15324831,1
111,737,-0.7529456019,-2.653695583,1
111,769,0.2954189777,-2.194867611,1
111,801,0.6898514628,-3.799789429,1
111,833,0.2126237154,-5.313044548,1
111,865,0.5344427824,-4.672018528,1
111,897,0.1899632812,-4.784953117,1
111,929,-0.2958687544,-4.199344635,1
111,961,-1.056057692,-4.177332878,1
111,993,-2.235925913,-3.639537811,1
111,1025,-3.029848337,-4.353147507,1
111,1057,-2.789542913,-5.711483479,1
111,1089,-3.508927584,-6.352647781,1
111,1121,-2.515141964,-5.081300259,1
111,1153,-1.327064633,-4.197022915,1
111,1185,-0.6076384783,-3.985894918,1
111,1217,-0.1184429526,-3.585180521,1
111,1249,0.8806195855,-5.264650822,1
111,1281,1.169616461,-3.661945343,1
111,1313,-0.5064784288,-2.01944685,1
111,1345,0.1979578882,-1.592020988,1
111,1377,0.8150256276,-2.78570962,1
111,1409,1.253373623,-2.953894377,1
111,1441,1.225891948,-2.651768208,1
111,1473,0.2104492188,-2.281079769,1
111,1505,-0.4391121268,-2.544698715,1
111,1537,-1.183744788,-1.904893875,1
111,1569,-0.7851589918,-2.437784672,1
111,1601,0.4263309836,-2.909939051,1
111,1633,0.02188706398,-2.179172516,1
111,1665,-0.1882388592,-1.622080088,1
111,1697,-1.289466977,-0.4497326016,1
111,1729,-1.93164444,-0.4824280441,1
111,1761,-0.7989595532,0.1930249184,1
111,1793,-1.406032562,1.734055638,1
111,1825,-1.323636055,0.6660405397,1
111,1857,-0.2458394766,-0.4343476593,1
111,1889,0.3197615147,-0.9377243519,1
111,1921,0.5749322176,-1.025521755,1
111,1953,0.09219656885,-0.869314909,1
111,1985,-0.6019952297,-0.3803905547,1
111,2017,-0.914809823,-0.05310797691,1
143,33,-13.88451767,7.336709023,1
143,65,-0.7681732774,-4.116537094,1
143,97,-0.8010142446,-4.613436699,1
143,129,-1.157177567,-4.479137421,1
143,161,-0.8819098473,-4.215524197,1
143,193,-0.7054668665,-2.878015518,1
143,225,-1.446131587,-3.231010437,1
143,257,-1.438712597,-3.647646666,1
143,289,-1.196237087,-3.621026039,1
143,321,-0.9577120543,-3.387681484,1
143,353,0.06200945377,-3.994670391,1
143,385,0.07764828205,-5.226222992,1
143,417,-0.184320569,-4.831228733,1
143,449,-1.15721941,-5.474584579,1
143,481,-1.307975531,-4.956261635,1
143,513,-1.313992858,-2.082685947,1
143,545,-1.200038671,0.1030049324,1
143,577,-2.767735243,-2.049836159,1
143,609,-2.494804382,-2.892754316,1
143,641,-1.629644513,-3.060103893,1
143,673,-1.304284811,-2.898746014,1
143,705,-1.019185781,-2.528967619,1
143,737,-0.8681070805,-3.313984871,1
143,769,-0.7136468887,-2.727484226,1
143,801,-0.3912495971,-3.800097942,1
143,833,-0.2058880925,-4.826664925,1
143,865,0.3028770089,-4.525037289,1
143,897,0.2616742253,-4.082626343,1
143,929,-0.7644635439,-3.588611603,1
143,961,-1.680337667,-3.930979967,1
143,993,-2.944471598,-4.345746994,1
143,1025,-3.201697826,-4.413432121,1
143,1057,-3.035701513,-5.779412746,1
143,1089,-3.037508011,-5.469267845,1
143,1121,-1.995999813,-4.537939072,1
143,1153,-1.663602233,-4.029217243,1
143,1185,-1.51777792,-3.95556283,1
143,1217,-1.162554741,-3.22540164,1
143,1249,-0.4901884198,-2.745074749,1
143,1281,0.4421511292,-2.690263033,1
143,1313,-0.3050637543,-2.684776783,1
143,1345,-0.1442518234,-2.183466196,1
143,1377,0.1410211921,-2.817659855,1
143,1409,0.4940273464,-2.783041716,1
143,1441,0.09142351151,-1.784766197,1
143,1473,-1.042428613,-1.613614559,1
143,1505,-3.137612581,-2.659046173,1
143,1537,-2.59732604,-2.819448709,1
