PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 6, filenames: A:[6]MAX_TimeSrs018_TgUtrmcherry_Controll.avi & B:[7]MAX_TimeSrs018_TgUtrmcherry_Controll.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-2.816899776,-6.931459427,1
47,65,-9.980035782,-20.15470886,1
47,97,-7.674039841,-18.20676041,1
47,129,-5.781476021,-18.52397919,1
47,161,-3.288632393,-17.15187263,1
47,193,-3.425704956,-16.28898239,1
47,225,-3.626962662,-16.18568802,1
47,257,-4.621986866,-16.22462082,1
47,289,-4.756000996,-16.13142014,1
47,321,-5.001378059,-17.85964966,1
47,353,-6.071372032,-19.05830383,1
47,385,-6.817899704,-17.31125641,1
47,417,-6.47987175,-14.40908337,1
47,449,-5.492200375,-15.47625351,1
47,481,-1.700298429,-10.32634449,1
47,513,-1.884527922,-9.531565666,1
47,545,-11.43712425,-25.10445023,1
47,577,-5.142753601,-14.83584976,1
47,609,-4.322566986,-15.90552902,1
47,641,-2.809267998,-12.63604641,1
47,673,-4.68532896,-10.22283936,1
47,705,-6.854056358,-10.33197403,1
47,737,-2.45191431,-11.95877457,1
47,769,-2.092334509,-10.22405052,1
47,801,-1.662411928,-10.30635071,1
47,833,-0.4963862896,-14.15984726,1
47,865,-0.4014964104,-12.84529781,1
47,897,-1.751605511,-11.17487621,1
47,929,-0.30768013,-11.59708118,1
47,961,1.293913364,-12.35478497,1
47,993,1.89662075,-12.78757095,1
47,1025,-0.9751410484,-10.95524597,1
47,1057,1.412156343,-11.39296055,1
47,1089,-1.903482914,-10.29121971,1
47,1121,-1.746298075,-9.961838722,1
47,1153,-1.444120407,-9.975530624,1
47,1185,0.08495664597,-10.30844307,1
47,1217,2.919780016,-10.1387949,1
47,1249,3.027618408,-10.6928978,1
47,1281,3.40204978,-10.85149479,1
47,1313,3.716621637,-10.79503441,1
47,1345,0.3927125931,-10.46731377,1
47,1377,0.6290543079,-10.85945415,1
47,1409,1.19231081,-11.00325012,1
47,1441,1.584848285,-9.608827591,1
47,1473,0.3782613277,-8.282681465,1
47,1505,0.4133777618,-8.019611359,1
47,1537,-1.080264807,-8.37686348,1
47,1569,-0.2902948856,-9.851224899,1
47,1601,1.139941931,-8.926446915,1
47,1633,2.036232948,-9.041648865,1
47,1665,1.177240849,-8.298524857,1
47,1697,-0.4658163786,-7.932765961,1
47,1729,-1.08609879,-8.108091354,1
47,1761,0.2583634853,-7.834722519,1
47,1793,3.264963865,-7.428670406,1
47,1825,3.373349428,-5.430707932,1
47,1857,1.911498785,-4.629723549,1
47,1889,0.511547327,-3.96095705,1
47,1921,-0.3677606583,-4.567818642,1
47,1953,-0.6814968586,-4.828312874,1
47,1985,-0.1877169609,-3.019818306,1
47,2017,1.444441795,-6.542333603,1
79,33,-9.321617126,3.105014801,1
79,65,-6.024336815,-16.39572906,1
79,97,-5.637265682,-15.3990345,1
79,129,-5.522056103,-17.23866653,1
79,161,-5.424340248,-16.71876907,1
79,193,-4.184380054,-15.34055519,1
79,225,-4.318302631,-14.84350586,1
79,257,-4.910645962,-14.97644997,1
79,289,-4.962417603,-15.42888069,1
79,321,-4.894921303,-16.43704224,1
79,353,-4.618544102,-16.53982353,1
79,385,-3.59335947,-15.25615692,1
79,417,-4.681783676,-13.55020332,1
79,449,-4.30390501,-12.24787235,1
79,481,-3.847122908,-11.56880665,1
79,513,-3.416744232,-12.76564217,1
79,545,8.197869301,-1.052602768,1
79,577,-12.9642868,2.954880714,1
79,609,-3.40271616,-14.67782784,1
79,641,-2.15092802,-13.55787849,1
79,673,-2.783825636,-11.11780357,1
79,705,-3.586029291,-9.727023125,1
79,737,-2.434883118,-11.00459957,1
79,769,-1.633254051,-10.73430824,1
79,801,-1.764550805,-11.3912344,1
79,833,-0.271946013,-11.19052696,1
79,865,0.7290236354,-11.08376789,1
79,897,-0.2018139362,-10.76961899,1
79,929,-0.7846884727,-10.41451073,1
79,961,1.392580509,-11.73282814,1
79,993,2.04971385,-11.9059639,1
79,1025,1.545396328,-10.34568024,1
79,1057,-0.1810660362,-11.55299664,1
79,1089,0.1433624029,-11.54568386,1
79,1121,4.882016659,9.033855438,1
