PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 59, filenames: A:[59]MAX_TimeSrs018_TgUtrmcherry_Controll.avi & B:[60]MAX_TimeSrs018_TgUtrmcherry_Controll.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.4480193853,0.06731081009,1
47,65,-0.9565321803,-5.513453484,1
47,97,-1.316543102,-5.497550011,1
47,129,-1.770750761,-5.385624886,1
47,161,-2.953076839,-5.015285015,1
47,193,-4.373713017,-4.876084328,1
47,225,-3.506483078,-6.748652458,1
47,257,-1.044282198,-7.703364372,1
47,289,-0.8030687571,-5.172935486,1
47,321,-0.8621175289,-6.695455074,1
47,353,-0.4324335754,-7.613651276,1
47,385,0.7178939581,-6.538197517,1
47,417,0.3764768541,-7.202742577,1
47,449,-0.744381547,-7.070228577,1
47,481,-0.3764118254,-5.491791725,1
47,513,0.3024360836,-4.324769497,1
47,545,0.388356626,-5.176547527,1
47,577,0.2056913376,-5.203825951,1
47,609,0.05420482159,-6.787128448,1
47,641,0.4199631214,-8.016633034,1
47,673,-0.03250646591,-7.418427944,1
47,705,-0.3458644152,-5.523827553,1
47,737,-0.1501135826,-4.515267849,1
47,769,-1.213649392,-2.893402338,1
47,801,-2.00378108,-2.280433178,1
47,833,-1.012119651,-1.975320339,1
47,865,-0.6383166313,-2.38755703,1
47,897,-1.493402839,-3.056595802,1
47,929,-1.85588944,-3.768741369,1
47,961,-2.056630611,-4.662963867,1
47,993,-0.6961753368,-4.236661911,1
47,1025,-0.3989597559,-2.335013866,1
47,1057,-0.27352947,-1.979024172,1
47,1089,-0.01316797733,-3.375389099,1
47,1121,-0.09522467852,-4.353015423,1
47,1153,0.2397246361,-3.608778,1
47,1185,0.04555493593,-2.673705101,1
47,1217,-0.6117802858,-2.431364059,1
47,1249,-0.7327402234,-3.630926609,1
47,1281,-0.7601716518,-3.537446737,1
47,1313,-0.894977808,-3.024755001,1
47,1345,-0.8565474153,-2.801741123,1
47,1377,-2.082086802,-2.227312565,1
47,1409,-0.8130879402,-1.774372578,1
47,1441,-0.6221029758,-1.979823828,1
47,1473,-1.861068964,-3.811857224,1
47,1505,-2.314690351,-4.673122406,1
47,1537,-1.298042059,-4.530135632,1
47,1569,-0.9963002205,-2.614765167,1
47,1601,-0.7613813877,-1.4017241,1
47,1633,-0.5575208664,-1.133860707,1
47,1665,-0.1797609925,-2.126343012,1
47,1697,0.188077569,-2.698576689,1
47,1729,-0.512199223,-1.74240315,1
47,1761,-0.3368168473,-0.4228490591,1
47,1793,0.2024599314,-0.1813699603,1
47,1825,0.6410360336,0.3757970333,1
47,1857,0.9901274443,1.858368874,1
47,1889,0.5391715765,1.567149639,1
47,1921,0.5792716742,-0.1464765072,1
47,1953,0.558601737,-1.051415205,1
47,1985,2.495354414,0.5013636351,1
47,2017,7.635663986,-0.1155301332,1
79,33,0.8091735244,-0.3415598869,1
79,65,-0.05124986172,-6.676836967,1
79,97,-0.3448992968,-6.745820522,1
79,129,-1.288428783,-6.724155426,1
79,161,-2.500267506,-6.411105633,1
79,193,-4.645715237,-7.709697723,1
79,225,-2.305033922,-6.738695145,1
79,257,-2.255624294,-9.211057663,1
79,289,-1.144883871,-6.651831627,1
79,321,-0.1210974455,-6.395859718,1
79,353,-0.7050316334,-6.407099724,1
79,385,-0.9796122313,-6.03318882,1
79,417,0.7160941958,-6.040861607,1
79,449,0.03276255727,-6.061379433,1
79,481,0.2517605722,-5.52509737,1
79,513,1.065939903,-5.384792328,1
79,545,0.4026748836,-5.479887486,1
79,577,-0.1217726618,-4.992046356,1
79,609,-0.1926069856,-5.44288826,1
79,641,-0.4355432391,-6.948111534,1
79,673,-0.653952539,-7.78131628,1
79,705,-0.6161341667,-6.04343605,1
79,737,-0.7386877537,-5.548745155,1
79,769,-0.8488330841,-4.594324112,1
79,801,-1.314090252,-3.918087244,1
79,833,-0.8071556091,-3.476910591,1
79,865,-1.202683449,-3.31984663,1
79,897,-1.675982833,-1.75541091,1
79,929,-1.924131155,-3.17734766,1
79,961,-1.74313128,-3.279105186,1
79,993,-1.308896303,-3.025882483,1
79,1025,-1.136618018,-3.154377222,1
79,1057,-0.7653287649,-2.083300829,1
79,1089,0.4174860716,-1.488428593,1
79,1121,0.6194908619,-1.555143833,1
79,1153,0.2419517636,-1.712878704,1
79,1185,-0.1961565018,-0.7733054161,1
79,1217,-0.7311665416,-1.536450148,1
79,1249,-1.000498414,-2.427583456,1
79,1281,-0.8998957276,-2.491845369,1
79,1313,-0.7587918043,-3.922498226,1
79,1345,-0.5938615799,-3.686521769,1
79,1377,-0.8507311344,-2.802932262,1
79,1409,-1.412846565,-2.417827129,1
79,1441,-1.656479716,-3.426536322,1
79,1473,-1.427637696,-4.234632492,1
79,1505,-1.869949341,-4.729194641,1
79,1537,-2.338583231,-4.332705975,1
79,1569,-2.84629178,-3.004799843,1
79,1601,-1.417363644,-3.427301168,1
79,1633,0.4340929389,-2.002952576,1
79,1665,1.690500498,-2.123912334,1
79,1697,1.475060463,-2.143371105,1
79,1729,0.402381897,-1.716161966,1
79,1761,-0.0273989439,-1.007687211,1
79,1793,0.9290412068,0.1344544888,1
79,1825,1.131182671,-0.1468029618,1
79,1857,1.456889629,-0.6211111546,1
79,1889,1.614875913,-0.6421214342,1
79,1921,0.3965880871,-0.7695794106,1
79,1953,-0.07564377785,-0.8959522843,1
79,1985,0.654968679,0.4170342684,1
79,2017,2.438021183,-0.3375430703,1
111,33,0.3065699935,-5.189074993,1
111,65,0.4292985797,-7.539889812,1
111,97,0.0011754632,-7.886098862,1
111,129,-0.7851128578,-7.68797493,1
111,161,-1.252752781,-6.903141022,1
111,193,-1.08554554,-6.020335197,1
111,225,-0.9521961212,-6.339910507,1
111,257,-1.103670835,-8.236948967,1
111,289,-1.378204465,-7.25371027,1
111,321,-0.3257342577,-6.706612587,1
111,353,0.6273605824,-5.688180923,1
111,385,2.248106956,-5.186503887,1
111,417,0.8594805002,-6.011202812,1
111,449,0.5650442839,-3.91322422,1
111,481,0.3029843569,-4.51162672,1
111,513,0.1247236133,-5.292532444,1
111,545,-0.2809248269,-4.693421364,1
111,577,-0.6267154217,-4.179743767,1
