PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 42, filenames: A:[42]MAX_TimeSrs018_TgUtrmcherry_Controll.avi & B:[43]MAX_TimeSrs018_TgUtrmcherry_Controll.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,3.703520536,11.65475845,1
47,65,0.8290852308,-0.7364227772,1
47,97,0.7858498693,-2.282178402,1
47,129,0.3300571442,-4.607890129,1
47,161,-0.3487632275,-5.266712189,1
47,193,-0.09092432261,-4.26322937,1
47,225,-1.466299176,-4.137850285,1
47,257,-3.529111385,-3.02708602,1
47,289,-0.9526703358,-0.197999239,1
47,321,-1.325739384,0.3829898834,1
47,353,-4.245196342,-0.6029138565,1
47,385,-4.663958549,-1.704910278,1
47,417,-5.421081543,-1.896562934,1
47,449,-6.127096176,-1.627243757,1
47,481,-4.230305672,-2.361173868,1
47,513,-3.224293709,-1.598037004,1
47,545,-3.84846735,-0.4279689789,1
47,577,-3.654388428,-1.315719604,1
47,609,-2.802762508,-2.38254571,1
47,641,-2.671571016,-4.609965324,1
47,673,-2.166036129,-4.549991608,1
47,705,-3.23289299,-2.181731701,1
47,737,-4.722565174,-2.111645222,1
47,769,-5.254612923,-1.280477285,1
47,801,-5.151680946,-2.31730628,1
47,833,-4.907746792,-3.900421619,1
47,865,-4.374641418,-3.789025784,1
47,897,-3.150281429,-2.616452217,1
47,929,-1.7041682,-2.465321064,1
47,961,-1.730107784,-2.774760246,1
47,993,-2.31526351,-3.011207104,1
47,1025,-1.775596857,-3.012458324,1
47,1057,-1.628932476,-1.689304829,1
47,1089,-1.361041307,-1.875129938,1
47,1121,-2.146359921,-2.166250229,1
47,1153,-2.418261051,-1.75548768,1
47,1185,-1.127012849,-0.1934306622,1
47,1217,-1.585734606,-0.9342832565,1
47,1249,-0.456343323,-0.8670327663,1
47,1281,-0.9184111357,-1.329521656,1
47,1313,-1.04855895,-1.533318043,1
47,1345,-0.4571382403,-0.7509549856,1
47,1377,-0.5172283053,-0.3480873704,1
47,1409,-0.8236917257,-0.7659169436,1
47,1441,-0.8922683001,-1.148133636,1
47,1473,0.05305603147,-1.339192152,1
47,1505,1.745936036,-2.312228203,1
47,1537,0.7446151376,-1.235997677,1
47,1569,-0.7132575512,-0.7711650133,1
47,1601,-1.484064817,0.1813256741,1
47,1633,-0.8605363369,-0.9923540354,1
47,1665,-0.5247453451,-3.115398884,1
47,1697,-0.8062185049,-4.081275463,1
47,1729,-0.177796483,-4.263016701,1
47,1761,0.4254587889,-4.091784477,1
47,1793,-0.4324923754,-2.611052513,1
47,1825,0.07530710101,-0.6503424644,1
47,1857,0.1900863349,0.2227827013,1
47,1889,0.3437412381,0.428045094,1
47,1921,0.8871824145,0.3819798231,1
47,1953,0.6925750971,0.1852915287,1
47,1985,-0.3765869141,-0.04135933518,1
47,2017,-1.308759212,-0.09458374977,1
79,33,-1.673479557,5.799491405,1
79,65,0.833766818,-1.784153938,1
79,97,0.6867907047,-3.490735531,1
79,129,0.3475187421,-4.593927383,1
79,161,-0.1693105251,-5.67603159,1
79,193,-0.6390404105,-5.287753105,1
79,225,-1.265124917,-4.119505405,1
79,257,-2.659105301,-2.61587739,1
79,289,-0.06848156452,-0.2313559055,1
79,321,-0.1976727247,-0.05559033155,1
79,353,-2.619455814,-0.588753283,1
79,385,-4.5155797,-1.870665431,1
79,417,-3.576976776,-2.501585484,1
79,449,-4.152735233,-2.135551214,1
79,481,-4.54931736,-2.615969658,1
79,513,-4.314672947,-2.443909883,1
79,545,-4.202178955,-2.20508647,1
79,577,-3.808383226,-3.304039001,1
79,609,-3.169984341,-3.968214035,1
79,641,-3.293823481,-3.733895302,1
79,673,-3.730247259,-4.022174835,1
79,705,-3.616953373,-3.520932674,1
79,737,-4.638586044,-3.35981369,1
79,769,-4.913371086,-2.509319305,1
79,801,-5.214335442,-2.519982338,1
79,833,-5.202346802,-3.374456406,1
79,865,-4.744091034,-3.163204193,1
79,897,-3.928315639,-1.966188669,1
79,929,-2.628996611,-1.427606106,1
79,961,-3.321439505,-0.9437179565,1
79,993,-2.985877037,-2.373965263,1
79,1025,-0.9815636873,-2.243747234,1
79,1057,-0.6477752924,-1.712451458,1
79,1089,-0.686927557,-1.42464304,1
79,1121,-0.9309866428,-0.4968988895,1
79,1153,-0.5170617104,-0.1602232456,1
79,1185,-0.5422777534,-0.04746866226,1
79,1217,-0.4537726045,-0.3171328306,1
79,1249,-0.09452229738,-0.591386199,1
79,1281,-0.9113777876,-1.243298888,1
79,1313,-1.226187944,-1.537153602,1
79,1345,-0.5639861822,-1.401858091,1
79,1377,-0.7207464576,-0.6639177799,1
79,1409,-1.028398871,-0.4314546287,1
79,1441,-0.3441301584,-0.5182861686,1
79,1473,1.067048907,-1.281739712,1
79,1505,1.643205166,-1.740134358,1
79,1537,1.451797009,-1.975763559,1
79,1569,0.1201124191,-0.9235396385,1
79,1601,-2.286540031,-0.0873144865,1
79,1633,-3.802942753,-1.275197029,1
79,1665,-1.706001878,-2.050934792,1
79,1697,-0.5942983031,-2.712282658,1
79,1729,0.5628749132,-3.009348869,1
79,1761,1.087322712,-3.248280048,1
79,1793,0.3178571463,-0.01916253567,1
79,1825,0.4637752771,0.4077772498,1
79,1857,0.5225185752,-0.1361068934,1
79,1889,0.261736989,-0.2586418986,1
79,1921,-0.7204301357,-0.2754367292,1
79,1953,-0.9328173995,-0.278106302,1
79,1985,-0.4342652857,-0.7433710098,1
79,2017,-0.3047224283,-0.2904221416,1
111,33,-0.729740262,3.182514429,1
111,65,0.4761271477,-2.490782261,1
111,97,0.7855538726,-4.249796867,1
111,129,0.6465700269,-4.749736309,1
111,161,-0.03637365252,-5.612445831,1
111,193,-0.8311544061,-5.374193668,1
111,225,-1.20489645,-4.059336662,1
111,257,-1.253490329,-3.085030079,1
111,289,0.208257556,-0.604111433,1
111,321,0.06326317787,-0.7031128407,1
111,353,-1.887864351,-1.381427288,1
111,385,-2.167265892,-1.952598929,1
111,417,-2.490789652,-2.568523407,1
111,449,-3.422273159,-3.28950882,1
111,481,-3.600159407,-2.658202887,1
111,513,-4.107195854,-2.845571756,1
111,545,-3.665636063,-3.824893475,1
111,577,-3.505353212,-3.587430954,1
111,609,-3.367632866,-3.696677923,1
111,641,-3.144061804,-3.59791851,1
111,673,-3.150479317,-3.428785086,1
111,705,-3.646150351,-3.173087597,1
111,737,-4.432046413,-3.047911406,1
111,769,-4.530366421,-2.862435102,1
111,801,-4.735290527,-2.884883165,1
111,833,-4.832264423,-3.522592545,1
111,865,-4.866230011,-3.099321365,1
111,897,-3.793885708,-2.713124037,1
111,929,-1.781561375,-1.824555635,1
111,961,-3.106792212,-1.961568356,1
111,993,-1.865356445,-2.224122286,1
111,1025,-1.146760225,-2.382688522,1
111,1057,-0.8419882059,-1.861296654,1
111,1089,-0.9389915466,-1.356519461,1
111,1121,-0.8883237839,0.1904579401,1
111,1153,-0.6720135212,0.6124105453,1
111,1185,-1.040217876,0.3151625097,1
111,1217,-0.4346456528,0.08419811726,1
111,1249,-0.3275496364,0.01203468442,1
111,1281,-0.6824413538,-0.2455217838,1
111,1313,-0.451764524,-0.8615568876,1
111,1345,-0.3083891273,-1.487273812,1
111,1377,-1.978021622,-0.4831859171,1
111,1409,-1.640655398,0.7073373795,1
111,1441,0.6616936922,0.09590288997,1
111,1473,0.7408643961,-0.7351276875,1
111,1505,0.9215168953,-1.177448273,1
111,1537,0.7716978788,-0.9722985029,1
111,1569,-0.1759735644,-1.064312577,1
111,1601,-2.689628363,-2.03823328,1
111,1633,-1.281295538,-1.051821947,1
111,1665,-1.437049031,-0.8440927267,1
111,1697,-1.358803034,-1.17567122,1
111,1729,-0.7214101553,-1.440189242,1
111,1761,-0.05600631237,-1.254099607,1
111,1793,0.645413518,0.002804934978,1
111,1825,0.2633205652,0.718745172,1
111,1857,-0.02954941988,-0.4948979616,1
111,1889,-0.7350708842,-1.294277787,1
111,1921,-1.782827377,-1.250733614,1
111,1953,-1.823581934,-0.459774971,1
111,1985,-0.585616529,-0.4957277775,1
111,2017,0.1227896363,-0.1496658027,1
143,33,-0.6962323189,1.400171995,1
143,65,0.03900772333,-3.632495165,1
143,97,0.6004964113,-4.944849968,1
143,129,0.4995930195,-4.797647476,1
143,161,-0.02442662418,-4.338281631,1
143,193,-0.6001108289,-4.498518467,1
143,225,-1.20255959,-4.035042763,1
143,257,-1.390579224,-3.242295742,1
143,289,-0.9921796322,-1.647341013,1
143,321,-0.9703087807,-0.06578159332,1
143,353,-0.685338974,-0.7271213531,1
143,385,-1.631528616,-1.707012177,1
143,417,-1.088874817,-1.903876543,1
143,449,-0.1676909924,-2.260545492,1
143,481,-0.7341685295,-1.487813711,1
143,513,-2.85824585,-2.96645546,1
143,545,-3.082873106,-5.367524624,1
143,577,-2.968646049,-3.578109264,1
143,609,-3.176277399,-3.296116829,1
143,641,-2.824237108,-3.446411133,1
143,673,-2.699952841,-3.192830324,1
143,705,-3.510982275,-2.893983126,1
143,737,-4.785088062,-2.511873722,1
143,769,-4.795867443,-2.677063227,1
143,801,-4.554981709,-4.014630318,1
143,833,-4.762569904,-4.095450878,1
143,865,-5.075340271,-3.090950966,1
143,897,-4.241186619,-2.46596694,1
143,929,-3.442276001,-1.652314186,1
143,961,-2.662463188,-1.389161825,1
143,993,-1.422366142,-1.147429943,1
143,1025,-1.396541834,-1.207132339,1
143,1057,-1.373321891,-0.917524457,1
143,1089,-1.174121618,-0.2667984366,1
143,1121,-1.084236622,0.1343218088,1
143,1153,-1.117517114,-0.2432207465,1
143,1185,-0.6896231174,-0.6109530926,1
143,1217,-0.2579575181,-0.03775388002,1
143,1249,-0.5142354965,0.9146740437,1
143,1281,-0.7749102116,0.02512151003,1
143,1313,-0.1691516042,-0.6376958489,1
143,1345,0.1386556029,-1.194042921,1
143,1377,-1.003810048,-0.478399992,1
143,1409,-2.190057039,0.9483019114,1
143,1441,-0.06505958736,0.1640329957,1
143,1473,0.1157523096,-0.06122118235,1
143,1505,0.4649987221,-0.5780934691,1
143,1537,1.014328957,-0.4813124537,1
143,1569,-0.264849782,-1.403855681,1
143,1601,-0.7157953382,-0.7724892497,1
143,1633,-0.5751007795,0.5430980325,1
143,1665,-1.963468313,-0.6055396199,1
143,1697,-2.674254656,-1.291295767,1
143,1729,-0.9599103928,-1.022659302,1
143,1761,-0.1256040335,-0.06928420067,1
143,1793,-0.07334327698,0.4935823083,1
143,1825,-0.4100788832,0.376942277,1
143,1857,-0.5953606963,-0.567065537,1
143,1889,-1.062917233,-1.279983044,1
143,1921,-1.669215083,-1.684069991,1
143,1953,-1.336839676,-0.7404302359,1
143,1985,-0.2596936822,-0.5250317454,1
143,2017,0.3983120322,-0.07933863252,1
175,33,-1.500349522,0.8221235275,1
175,65,-0.7021618485,-4.243091583,1
175,97,-0.2829049826,-5.611607075,1
175,129,0.4901840389,-4.743418217,1
175,161,0.5746837854,-4.205114841,1
175,193,-0.8072361946,-4.193946838,1
175,225,-1.476428509,-3.588691235,1
175,257,-1.717038393,-3.221315861,1
175,289,-1.848445296,-2.952126026,1
175,321,-0.9315115213,-1.47066474,1
175,353,-0.3740986586,-2.049202204,1
175,385,-1.955997586,-2.131451845,1
175,417,-1.858774185,-2.134919167,1
175,449,-0.6626303196,-1.61597538,1
175,481,-0.717228651,-1.623559713,1
175,513,-1.953230143,-1.979970813,1
175,545,-2.779006958,-2.122468472,1
175,577,-3.002267361,-2.465344191,1
175,609,-3.100505829,-2.216237545,1
175,641,-2.912164211,-2.313534737,1
175,673,-3.033591747,-3.017578363,1
175,705,-3.384429693,-3.049100637,1
175,737,-3.778717756,-2.600098848,1
175,769,-4.181463242,-2.670431376,1
175,801,-4.173913002,-2.808160543,1
175,833,-4.706217289,-2.914178371,1
175,865,-4.801987171,-2.20538497,1
175,897,-4.255646229,-1.86205554,1
175,929,-4.123029709,-1.716501474,1
175,961,-3.322642803,-1.23608315,1
175,993,-2.384723902,-0.8897730112,1
175,1025,-1.715402603,-0.4591459632,1
175,1057,-1.170460343,-0.4175255299,1
175,1089,-0.6898601055,0.05307677388,1
175,1121,-0.6592406034,0.2318630815,1
175,1153,-0.6303769946,-0.3100914359,1
175,1185,-0.4658305645,-0.4200792909,1
175,1217,0.005667328835,0.2424845845,1
175,1249,0.006175398827,0.6214919686,1
175,1281,-1.192324638,-0.420852989,1
175,1313,-0.9401164055,-0.482745856,1
175,1345,-0.2610902786,-0.8787566423,1
175,1377,-0.2515648007,-0.9947823286,1
175,1409,-0.3020434678,-0.3105100393,1
175,1441,-0.2512090504,-0.06102462113,1
175,1473,-0.4080248773,-0.002626419067,1
175,1505,0.05071844161,-0.05836871266,1
175,1537,1.05704248,0.3107213378,1
175,1569,0.8722287416,-0.5193014741,1
175,1601,-0.03485725075,-0.3088462353,1
175,1633,-0.9471793771,0.760879755,1
175,1665,-2.604054928,-0.2445305586,1
175,1697,-2.771272898,-1.5024755,1
175,1729,-1.934252262,-1.570433974,1
175,1761,-1.3192904,0.0192514807,1
175,1793,-0.8890880942,0.379494369,1
175,1825,-0.8221206665,0.3051185608,1
175,1857,-0.5256739855,-0.8231683373,1
175,1889,-0.5418191552,-1.356646299,1
175,1921,-0.5374953747,-1.452772379,1
175,1953,-0.3608011603,-1.11213541,1
175,1985,-0.2298071384,-0.9665765166,1
175,2017,0.222911045,-0.04833891988,1
207,33,-2.882122278,-0.5911531448,1
207,65,-2.103494406,-3.804489613,1
207,97,-1.217337608,-5.139712334,1
207,129,-0.7230290771,-4.984424114,1
207,161,-1.06826961,-4.647068024,1
207,193,-1.036173582,-4.186137199,1
207,225,-1.417832971,-2.330637932,1
207,257,-1.957130671,-2.464843512,1
207,289,-3.145404339,-3.400513411,1
207,321,-1.535899758,-4.558936119,1
207,353,-1.483869433,-2.54774332,1
207,385,-2.054273129,-2.128364086,1
207,417,-2.206838131,-2.128800869,1
207,449,-1.266364813,-1.984857559,1
207,481,-1.741215467,-0.5087208748,1
207,513,-1.569773674,0.1386529207,1
207,545,-2.486190796,0.1118049622,1
207,577,-3.844321489,-1.313718081,1
207,609,-3.041306019,-1.090076923,1
207,641,-2.758157969,-1.8056283,1
207,673,-2.929991961,-2.524852514,1
207,705,-3.121498823,-2.774093866,1
207,737,-3.342754126,-2.678559065,1
207,769,-3.746301889,-2.48897028,1
207,801,-3.994265079,-2.187564135,1
207,833,-4.391013145,-2.109675646,1
207,865,-4.34281683,-1.816816092,1
207,897,-3.764957905,-1.960411906,1
207,929,-3.144767523,-2.351912022,1
207,961,-3.001399994,-2.064922333,1
207,993,-2.996899128,-1.005687475,1
207,1025,-2.429392815,-0.473272562,1
207,1057,-1.460095525,-0.3490575552,1
207,1089,-0.6141287088,-0.4231126308,1
207,1121,-0.5992375016,-0.1590090096,1
207,1153,-0.581266284,0.07742398977,1
207,1185,0.1640697122,-0.2578070164,1
207,1217,-0.1755619049,0.03331327066,1
207,1249,-0.8532727957,0.07754276693,1
207,1281,-1.725070953,-0.09783147275,1
207,1313,-1.42870605,0.06399846077,1
207,1345,-0.2734841406,-0.8107105494,1
207,1377,0.135086745,-0.6548802257,1
207,1409,0.0550802052,-0.1888047457,1
207,1441,-0.3701177239,-0.1562098116,1
207,1473,-0.6912445426,-0.02698639035,1
207,1505,0.09045612812,0.4315957129,1
207,1537,0.6200940013,1.054156184,1
207,1569,0.2728860974,0.1300805807,1
207,1601,-0.02276313305,-1.140143514,1
207,1633,-0.654607296,-1.858612299,1
207,1665,-2.659522057,0.1250779033,1
207,1697,-2.488829613,-0.03701877594,1
207,1729,-1.799089909,0.07129839063,1
207,1761,-1.439995646,0.2641510069,1
207,1793,-1.165952921,-0.118673861,1
207,1825,-0.7691039443,0.4818712473,1
207,1857,-0.7910027504,-0.5988698006,1
207,1889,-0.6584916711,-1.444361448,1
207,1921,-0.1171534061,-1.222672701,1
207,1953,-0.03038913012,-1.294507623,1
207,1985,0.5474860668,-1.302632928,1
207,2017,0.8131827116,-0.1757724881,1
239,33,-3.393109322,-0.5931811333,1
239,65,-3.450484276,-3.264954329,1
239,97,-2.007481098,-4.58739996,1
239,129,-1.704734325,-5.066873074,1
239,161,-2.463031769,-4.86155653,1
239,193,-1.557571173,-4.677597046,1
239,225,-1.351687431,-3.240294933,1
239,257,-1.711017489,-2.735494375,1
239,289,-1.838305831,-2.923643112,1
239,321,-2.268166065,-2.857544899,1
239,353,-3.115972042,-2.682840109,1
239,385,-3.080626249,-1.330723047,1
239,417,-2.604207516,-0.6990505457,1
239,449,-3.071801901,2.2585392,1
239,481,-2.670339584,0.2916077077,1
239,513,-0.5975270271,0.007762342691,1
239,545,-1.300736189,-0.6060978174,1
239,577,-2.29390955,-1.095115066,1
239,609,-2.397630215,-1.242021322,1
239,641,-2.715441465,-1.754320621,1
239,673,-3.127352715,-1.796339035,1
239,705,-3.6359272,-1.419270992,1
239,737,-3.725295782,-2.027932882,1
239,769,-3.567704439,-1.702967882,1
239,801,-3.954406023,-1.881852388,1
239,833,-4.266809464,-2.001666069,1
239,865,-3.751035213,-2.11539197,1
239,897,-2.792413473,-2.731701851,1
239,929,-1.728141308,-3.050603151,1
239,961,-1.708717108,-2.523049355,1
239,993,-2.038599491,-2.068958759,1
239,1025,-3.065809965,-0.8281378746,1
239,1057,-2.035891533,-0.2389273643,1
239,1089,-0.6849876642,-0.4058503509,1
239,1121,-0.460365653,-0.1211211979,1
239,1153,-0.5291755795,-0.1038984954,1
239,1185,0.7764313221,-0.2292154878,1
239,1217,0.369895339,0.3041084111,1
239,1249,-0.7442545891,0.6595188379,1
239,1281,-1.217438579,0.3696202338,1
239,1313,-0.6755968332,0.08660542965,1
239,1345,0.2634118199,0.009674176574,1
239,1377,0.509142518,0.3972244561,1
239,1409,-0.4245921373,0.007163014263,1
239,1441,-0.8472530246,-0.2808735669,1
239,1473,-0.5312298536,0.4913828075,1
239,1505,0.02755501866,1.608759522,1
239,1537,0.2254022062,1.677534699,1
239,1569,0.02056853473,0.4533756375,1
239,1601,0.2333619893,-2.029958963,1
239,1633,-0.1116636395,-2.27992487,1
239,1665,-1.470096111,-0.2486394942,1
239,1697,-1.619066834,0.359326303,1
239,1729,-0.8189475536,1.351005793,1
239,1761,-0.3383353353,0.2990034223,1
239,1793,-0.4738222957,-1.532369971,1
239,1825,-1.00265789,-0.6337320209,1
239,1857,-1.443090916,-0.085036695,1
239,1889,-1.223219395,-0.9488618374,1
239,1921,-0.3208528757,-0.518597126,1
239,1953,0.1721454561,-1.241841078,1
239,1985,0.3549793065,-1.460025549,1
239,2017,0.3018661141,-0.3640425801,1
271,33,-3.209689379,4.851933002,1
271,65,-3.42928648,-2.068377018,1
271,97,-4.123774529,-3.445818186,1
271,129,-4.136349678,-4.462113857,1
271,161,-3.14115715,-5.260181427,1
271,193,-2.964705467,-4.565034866,1
271,225,-1.706749678,-3.34402442,1
271,257,-1.273153543,-2.780227423,1
271,289,-1.438918591,-2.203964949,1
271,321,-1.724493504,-2.264514446,1
271,353,-2.18153429,-3.552658796,1
271,385,-2.179258823,-1.947921991,1
271,417,-1.855573773,-0.08061480522,1
271,449,-1.917851806,1.768767595,1
271,481,-1.576797605,-0.3618683219,1
271,513,-0.6600883007,-0.5349205732,1
271,545,-0.8797243237,-0.861553371,1
271,577,-1.458398581,-1.707855225,1
271,609,-1.833670855,-1.870965362,1
271,641,-2.809844732,-1.935549259,1
271,673,-2.844431877,-1.792107701,1
271,705,-2.714156866,-0.7862489223,1
271,737,-2.582029104,-2.301843166,1
271,769,-2.531342745,-1.717241883,1
271,801,-3.108422041,-0.7252469063,1
271,833,-3.842824936,-1.325993061,1
271,865,-3.034665823,-1.522416592,1
271,897,-2.599606514,-2.232088089,1
271,929,-2.320789814,-2.532687902,1
