PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 1, filenames: A:[1]MAX_TimeSrs018_TgUtrmcherry_Controll.avi & B:[2]MAX_TimeSrs018_TgUtrmcherry_Controll.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
47,2017,-56.15146255,8.160560608,1
79,33,61.22437286,66.06724548,1
79,65,52.76070023,97.29653931,1
79,97,52.78695679,86.79078674,1
79,129,62.24081802,102.8355255,1
79,161,69.13856506,85.01324463,1
79,193,42.47306061,67.4230957,1
79,225,48.68932724,61.77337646,1
79,257,74.68063354,78.88577271,1
79,289,76.08021545,78.89726257,1
79,321,76.18951416,82.4834137,1
79,353,72.83332825,81.76316071,1
79,385,55.59089661,92.94541168,1
79,417,74.68584442,78.30688477,1
79,449,70.00747681,85.19387817,1
79,481,60.19788742,61.38747406,1
79,513,70.6672821,81.30973816,1
79,545,68.11495972,45.91364288,1
79,577,59.04180908,42.93026733,1
79,609,65.17889404,40.69439316,1
79,641,66.07271576,61.7063446,1
79,673,67.23739624,74.14574432,1
79,705,67.67948914,63.22149658,1
79,737,79.73477173,56.70676041,1
79,769,63.0240097,48.56900024,1
79,801,87.46511841,50.7873764,1
79,833,77.21269989,58.41107941,1
79,865,85.74809265,51.92383957,1
79,897,79.26674652,46.13271332,1
79,929,69.10292053,33.24027634,1
79,961,57.92325592,18.86327171,1
79,993,89.7210083,17.47078896,1
79,1025,91.87324524,8.739906311,1
79,1057,97.92093658,11.25365257,1
79,1089,98.3686142,7.145168304,1
79,1121,93.63913727,7.285577774,1
79,1153,72.15522766,-3.974814415,1
79,1185,95.47190857,-1.496265411,1
79,1217,75.14331818,18.76710892,1
79,1249,78.36487579,10.59687328,1
79,1281,47.80041885,9.076150894,1
79,1313,51.88483047,-12.94634533,1
79,1345,65.25952148,21.31487656,1
79,1377,50.41555786,-17.751894,1
79,1409,39.14156342,-15.85895729,1
79,1441,51.93635178,-8.543456078,1
79,1473,22.07867813,-2.34196353,1
79,1505,40.37114334,-14.46197128,1
79,1537,36.40727615,-5.036705971,1
79,1569,16.59095764,0.1890919209,1
79,1601,10.78469658,-0.6275620461,1
79,1633,24.68662262,15.78150272,1
79,1665,17.30844879,17.08185577,1
79,1697,9.974315643,-19.25803375,1
79,1729,23.11717415,2.605799198,1
79,1761,6.616418839,-10.24999905,1
79,1793,16.67456818,-11.51698399,1
79,1825,40.03896332,-33.3680687,1
79,1857,40.8354454,-8.038825989,1
79,1889,50.05495834,-11.05507469,1
79,1921,72.36064148,-43.94636154,1
79,1953,66.86965942,-39.8351326,1
79,1985,27.83972359,-24.60503769,1
79,2017,32.92990112,-1.560646057,1
111,33,49.80323792,96.09915161,1
111,65,47.69774628,69.13005066,1
111,97,57.77169037,71.70675659,1
111,129,45.15679932,68.63948059,1
111,161,55.98057175,103.0920181,1
111,193,54.28837585,62.52861786,1
111,225,55.00342941,63.51531982,1
111,257,53.48484421,64.80976868,1
111,289,47.71502686,78.22291565,1
111,321,49.97216797,76.21717072,1
111,353,48.83594513,52.3613205,1
111,385,55.58956528,91.09602356,1
111,417,66.44631958,59.45756531,1
111,449,69.52792358,80.3966217,1
111,481,52.36975861,86.83595276,1
111,513,59.28709412,57.79203033,1
111,545,54.5348587,55.91489792,1
111,577,73.49929047,75.3302002,1
111,609,77.75283813,51.25337982,1
111,641,81.96203613,58.00587845,1
111,673,84.74285889,56.73950958,1
111,705,85.75479126,52.97647858,1
111,737,63.42356873,67.94636536,1
111,769,74.02276611,45.1814537,1
111,801,87.71528625,50.6835289,1
111,833,82.43221283,26.25238419,1
111,865,54.28499603,49.02286148,1
111,897,76.20704651,17.03643608,1
111,929,72.53263855,37.10643768,1
111,961,56.62044525,23.49953461,1
111,993,79.73462677,30.23655319,1
111,1025,69.89560699,6.395792007,1
111,1057,97.08479309,10.18443489,1
111,1089,73.3111496,6.393066406,1
111,1121,82.79008484,33.31682587,1
111,1153,92.74835205,10.97361088,1
111,1185,64.27932739,5.784397125,1
111,1217,97.20262146,6.49135685,1
111,1249,91.78857422,3.638486862,1
111,1281,67.91390991,4.696683884,1
111,1313,72.1532135,10.69552517,1
111,1345,40.742836,-6.851155281,1
111,1377,69.55952454,-10.92947578,1
111,1409,62.47753143,11.86449528,1
111,1441,60.51793289,12.64914131,1
111,1473,47.41227722,-13.623806,1
111,1505,29.94205475,4.77069664,1
111,1537,44.64185715,-18.4118557,1
111,1569,47.2387619,-4.034466743,1
111,1601,43.84844971,4.357628822,1
111,1633,19.15072632,-7.647231579,1
111,1665,-2.618800163,6.699763298,1
111,1697,2.718803406,-17.36500168,1
111,1729,4.856315613,-15.69157028,1
111,1761,10.51697731,-21.53351021,1
111,1793,35.332901,-1.823953629,1
111,1825,38.14229965,-32.19837189,1
111,1857,49.78578949,-1.152305603,1
111,1889,34.99481583,-3.85161972,1
111,1921,61.28450012,-41.05305099,1
111,1953,52.54440308,-14.93675804,1
111,1985,68.37036133,0.9728298187,1
111,2017,71.7147522,0.8121099472,1
143,33,47.94245911,102.7637482,1
143,65,46.82855988,101.7384338,1
143,97,48.44231415,68.69017792,1
143,129,72.12844849,94.79769897,1
143,161,57.79115295,76.22858429,1
143,193,43.70183563,68.51912689,1
143,225,55.63681793,64.56135559,1
143,257,60.001297,91.33631897,1
143,289,49.65835571,77.27354431,1
143,321,47.74173355,72.78610229,1
143,353,50.8285675,71.36912537,1
143,385,62.32040024,90.39415741,1
143,417,64.30854797,89.77593994,1
143,449,61.76433945,67.6866684,1
143,481,71.64923859,74.69681549,1
143,513,73.93740082,72.70439911,1
143,545,54.46998215,52.37239075,1
143,577,74.34716797,47.08034134,1
143,609,71.06316376,43.00586319,1
143,641,58.07976151,56.36447144,1
143,673,63.82944489,36.185112,1
143,705,63.18579102,39.106884,1
143,737,67.08386993,66.47817993,1
143,769,87.83056641,45.15892029,1
143,801,51.42300034,50.84967422,1
143,833,72.09909058,21.66962051,1
143,865,50.95095825,35.46783447,1
143,897,76.01971436,17.828722,1
143,929,71.63618469,39.95676422,1
143,961,79.46307373,32.01818085,1
143,993,96.10884094,23.56806755,1
143,1025,94.06103516,12.22332191,1
143,1057,95.60451508,12.62672997,1
143,1089,97.465271,12.80412674,1
143,1121,78.95141602,3.151697159,1
143,1153,111.5729904,3.213887215,1
143,1185,106.3137436,7.376411438,1
143,1217,98.13630676,5.487749577,1
143,1249,54.4989357,15.26472759,1
143,1281,75.16497803,4.884418488,1
143,1313,80.17494202,12.1449194,1
143,1345,61.27319336,-10.97514725,1
143,1377,56.58841324,-12.34196854,1
143,1409,54.44244766,7.835920811,1
143,1441,65.37700653,-1.2533499,1
143,1473,43.68981934,-0.305409193,1
143,1505,37.46272278,-0.4591650963,1
143,1537,23.78570557,-18.98960876,1
143,1569,42.58274841,-1.492168427,1
143,1601,25.55975151,-3.331672668,1
143,1633,18.08289719,-6.27585125,1
143,1665,29.54732895,-7.650038719,1
143,1697,30.76392365,1.733090401,1
143,1729,30.67719269,10.81397057,1
143,1761,32.53697968,-7.919268608,1
143,1793,37.43959427,-18.48667908,1
143,1825,35.23586273,-31.80376434,1
143,1857,35.59337234,-33.67488861,1
143,1889,32.95262909,2.549621582,1
143,1921,36.11793518,-23.04619789,1
143,1953,70.74401093,-9.143003464,1
143,1985,77.80580139,-2.110836029,1
143,2017,52.11635971,-0.3687419891,1
175,33,46.83150864,102.9143982,1
175,65,39.60638046,83.42668152,1
175,97,68.84387207,77.52552795,1
175,129,71.44688416,70.88217926,1
175,161,62.05334854,69.2330246,1
175,193,72.50273132,74.24185944,1
175,225,68.90196228,83.18348694,1
175,257,40.44630814,87.26817322,1
175,289,68.02594757,87.15132141,1
175,321,47.5300827,70.34687042,1
175,353,51.31604385,74.59068298,1
175,385,54.98855209,72.7933197,1
175,417,53.38246155,64.58171082,1
175,449,41.998806,81.28219604,1
175,481,46.0068512,54.552948,1
175,513,75.58068848,74.07033539,1
175,545,73.34244537,70.66918945,1
175,577,66.36400604,60.16512299,1
175,609,64.03326416,58.98301697,1
175,641,65.80086517,57.67173767,1
175,673,75.59439087,51.983078,1
175,705,74.37293243,53.91078568,1
175,737,49.26170349,44.59635162,1
175,769,85.63581085,47.30794525,1
175,801,87.14125061,44.6964798,1
175,833,84.87223053,29.05197716,1
175,865,89.57594299,34.49085999,1
175,897,74.81069946,17.66840553,1
175,929,82.25174713,40.79584122,1
175,961,91.07178497,29.0959034,1
175,993,59.46109009,33.96078491,1
175,1025,92.1139679,14.19986153,1
175,1057,95.32138062,13.01304626,1
175,1089,80.31335449,36.70103455,1
175,1121,94.0413208,15.55334663,1
175,1153,97.7195282,12.68448448,1
175,1185,90.52298737,11.44885826,1
175,1217,94.39128113,2.659245491,1
175,1249,64.86444855,-3.079976082,1
175,1281,79.91455078,-7.337157726,1
175,1313,79.53912354,-5.505540371,1
175,1345,43.81806183,-12.43255138,1
175,1377,39.62044144,-13.45476532,1
175,1409,35.27997208,-0.7231606245,1
175,1441,34.31812668,10.02741432,1
175,1473,36.05086517,8.668158531,1
175,1505,38.30597305,-5.046055317,1
175,1537,28.62097359,-21.3167057,1
175,1569,33.3000412,-1.388011932,1
175,1601,23.85311699,-4.684987068,1
175,1633,19.90198135,-8.534814835,1
175,1665,39.60037994,6.947757721,1
175,1697,10.34712219,-13.692976,1
175,1729,11.69681168,7.627276421,1
175,1761,6.523710251,-8.487566948,1
175,1793,25.3635006,8.34885025,1
175,1825,46.14541245,-21.82528877,1
175,1857,31.00566483,-31.62782669,1
175,1889,39.83102798,-0.7755241394,1
175,1921,42.3690033,3.587885857,1
175,1953,50.46567154,9.185628891,1
175,1985,65.86799622,-7.37904644,1
175,2017,37.31739426,-2.084897995,1
207,33,55.67540359,106.5640945,1
207,65,42.14229965,97.86788177,1
207,97,65.19930267,80.0428009,1
207,129,61.26698303,75.2467804,1
207,161,60.16379166,69.1233902,1
207,193,67.22143555,73.48394775,1
207,225,59.46624374,70.85292053,1
207,257,72.13237,75.7865448,1
207,289,47.58740234,61.420784,1
207,321,52.05942535,86.38874817,1
207,353,55.71984863,81.22070313,1
207,385,49.29550934,74.40112305,1
207,417,53.95868683,66.77656555,1
207,449,55.35774231,66.24676514,1
207,481,43.2240448,59.10219574,1
207,513,79.16336823,73.04463959,1
207,545,61.70088196,85.71879578,1
207,577,62.6525383,83.60323334,1
207,609,68.23188782,60.63575745,1
207,641,68.38124847,59.05437851,1
207,673,67.15606689,55.27052307,1
207,705,67.87263489,54.69854736,1
207,737,71.51422119,62.14541626,1
207,769,57.37352753,30.94237709,1
207,801,48.48161316,46.48272705,1
207,833,59.89224243,23.28778458,1
207,865,81.64254761,37.4446373,1
207,897,85.90135956,47.84477234,1
207,929,73.51255035,33.28540421,1
207,961,74.26976013,34.11651611,1
207,993,78.18112183,32.68655396,1
207,1025,83.65386963,36.17366791,1
207,1057,83.47409821,22.09267616,1
207,1089,94.31341553,13.47632027,1
207,1121,82.186409,-4.313199997,1
207,1153,98.53382874,11.1796217,1
207,1185,93.63682556,9.536810875,1
207,1217,72.98908234,10.68556976,1
207,1249,89.36440277,4.631004333,1
207,1281,84.68962097,2.417553902,1
207,1313,64.48890686,16.74226379,1
207,1345,53.75318146,-17.84239578,1
207,1377,54.19602585,-17.45521545,1
207,1409,66.46911621,8.787236214,1
207,1441,35.29628754,-1.795581341,1
207,1473,58.48165512,8.725476265,1
207,1505,35.78766632,-13.12596035,1
207,1537,21.18624306,10.84137726,1
207,1569,30.38485527,-11.10287189,1
207,1601,27.20044327,-10.27663136,1
207,1633,16.65290642,-13.87449551,1
207,1665,36.50459671,10.96902847,1
207,1697,9.186929703,-17.75752449,1
207,1729,17.40067291,5.146100521,1
207,1761,16.18770599,-11.59800148,1
207,1793,13.57165337,5.426841736,1
207,1825,17.66641998,-27.80913162,1
207,1857,42.99008942,-16.37664986,1
207,1889,42.75177765,1.500549316,1
207,1921,38.06226349,-26.13732529,1
207,1953,38.22013474,11.0321846,1
207,1985,10.96166992,-0.8596420288,1
207,2017,49.19687653,-1.88271904,1
239,33,62.21818542,74.01483154,1
239,65,62.28162003,89.63121796,1
239,97,61.57964325,89.58088684,1
239,129,64.57048035,79.21273804,1
239,161,39.84308624,94.73946381,1
239,193,77.21220398,88.21979523,1
239,225,48.903862,92.33270264,1
239,257,36.983284,86.57564545,1
239,289,36.65655518,84.62994385,1
239,321,56.61698151,92.82510376,1
239,353,60.17393112,59.12785339,1
239,385,51.95627594,73.22990417,1
239,417,61.46718597,72.86485291,1
239,449,60.27479172,73.70462036,1
239,481,76.52984619,60.50297546,1
239,513,77.36340332,72.50901794,1
239,545,77.39372253,71.52216339,1
239,577,73.7140274,67.81347656,1
239,609,63.79070663,62.13217926,1
239,641,65.33746338,60.9720459,1
239,673,66.28797913,56.77388763,1
239,705,67.38646698,54.60980225,1
239,737,70.14421082,51.34209442,1
239,769,67.99770355,40.2546463,1
239,801,83.92670441,31.12072945,1
239,833,82.18255615,26.14248085,1
239,865,61.46408844,20.06363869,1
239,897,78.51408386,35.79500198,1
239,929,76.03814697,33.96930695,1
239,961,73.70342255,35.54192352,1
239,993,76.03308105,32.68184662,1
239,1025,83.10580444,43.19458771,1
239,1057,87.52449036,19.85322189,1
239,1089,78.32940674,17.78299713,1
239,1121,85.76121521,13.22173977,1
239,1153,96.64852905,10.45525074,1
239,1185,71.11230469,16.12110329,1
239,1217,62.9929924,23.06871796,1
239,1249,56.63165283,21.62162018,1
239,1281,81.91703033,-2.763741732,1
239,1313,71.73268127,17.12584305,1
239,1345,39.48509216,-10.50132465,1
239,1377,54.37127304,-19.39554596,1
239,1409,55.77822876,7.286077499,1
239,1441,39.89949036,13.83180237,1
239,1473,54.62474442,10.63319111,1
239,1505,29.78927231,-20.94625854,1
239,1537,29.21213722,14.76653671,1
239,1569,32.94727707,-10.93994141,1
239,1601,17.7630825,-12.05333138,1
239,1633,11.91253281,-16.54167938,1
239,1665,36.62409973,10.36523819,1
239,1697,7.778968811,-11.24496078,1
239,1729,6.693828583,-13.48126221,1
239,1761,6.295780182,-2.295576096,1
239,1793,16.48492432,-5.929989815,1
239,1825,25.32852364,-28.93618393,1
239,1857,35.89901733,-25.03999138,1
239,1889,6.787891388,-20.24712563,1
239,1921,25.62457848,-26.84709167,1
239,1953,18.29854202,8.790948868,1
239,1985,25.58525276,-10.81806755,1
239,2017,17.13447571,-1.366814852,1
271,33,64.35237122,93.31971741,1
271,65,76.19110107,107.6785431,1
271,97,43.31959915,98.07383728,1
271,129,48.58786774,106.1225433,1
271,161,60.2206459,96.15047455,1
271,193,49.43377686,82.3162384,1
271,225,49.45449448,98.52948761,1
271,257,76.70623779,85.01167297,1
271,289,44.98399734,97.75766754,1
271,321,78.63602448,76.2264328,1
271,353,83.18623352,72.61265564,1
271,385,74.58699036,73.06951904,1
271,417,70.56346893,73.63789368,1
271,449,68.65158844,74.42054749,1
271,481,71.34178925,73.13925171,1
271,513,75.60861206,79.20970154,1
271,545,64.521698,67.66361237,1
271,577,63.02615356,65.5194397,1
271,609,62.39871597,67.03019714,1
271,641,63.20902252,64.44869995,1
271,673,64.23918152,61.90911865,1
271,705,65.12088013,62.6566124,1
271,737,66.13504028,58.58766174,1
271,769,57.34574127,30.16020393,1
271,801,69.77537537,40.86514282,1
271,833,64.26731873,34.17908478,1
271,865,51.49898911,32.29761124,1
271,897,66.06852722,36.08576965,1
271,929,70.02519226,38.56221771,1
271,961,72.36982727,33.27452469,1
271,993,64.12898254,26.43304062,1
271,1025,63.71908569,27.43699265,1
271,1057,86.56086731,18.82572556,1
271,1089,73.85286713,20.09514999,1
271,1121,78.37501526,14.24129295,1
271,1153,82.695961,10.40062904,1
271,1185,78.46624756,7.898586273,1
271,1217,57.8493309,-10.60161018,1
271,1249,72.69940186,-9.350465775,1
271,1281,72.56037903,18.28178024,1
271,1313,57.47400665,11.75993061,1
271,1345,48.29218674,-11.12707329,1
271,1377,56.17938232,-18.94482994,1
271,1409,61.71110535,6.578287601,1
271,1441,62.39221191,-6.823675156,1
271,1473,21.91534042,-6.622942924,1
271,1505,23.40740585,-14.81417656,1
271,1537,25.87531662,-4.168517113,1
271,1569,24.59133339,-7.321959972,1
271,1601,40.22000122,-12.52005672,1
271,1633,36.76626587,-9.74973774,1
271,1665,38.34976196,9.706520081,1
271,1697,27.55966949,12.13529968,1
271,1729,10.40637016,-14.01720524,1
271,1761,9.7602005,-5.490948677,1
271,1793,11.1118412,-6.428668976,1
271,1825,19.22628784,-3.767949104,1
271,1857,24.52020645,-28.3094368,1
271,1889,31.69314194,-9.407453537,1
271,1921,28.94782639,-0.3757257462,1
271,1953,23.83549118,4.812570095,1
271,1985,19.88898468,-7.285743237,1
271,2017,9.337890625,-0.4517025948,1
303,33,63.65520477,95.213974,1
303,65,58.98140335,110.1048203,1
303,97,78.56741333,96.08294678,1
303,129,68.32850647,97.81074524,1
303,161,65.44654846,103.9462585,1
303,193,69.0150528,90.82246399,1
303,225,69.77354431,88.30446625,1
303,257,73.12902069,86.58942413,1
303,289,40.96105957,96.50354004,1
303,321,62.85633087,102.4055786,1
303,353,53.18550873,68.21572876,1
303,385,73.64901733,77.95084381,1
303,417,71.79331207,76.23387909,1
303,449,66.40290833,81.94436646,1
303,481,64.89672852,76.25674438,1
303,513,65.10133362,72.3841629,1
303,545,68.11878204,59.92834473,1
303,577,62.86133194,66.54296112,1
303,609,62.67589188,66.94319916,1
303,641,62.11614609,66.28405762,1
303,673,64.46021271,64.47418213,1
303,705,64.05039215,61.85616684,1
303,737,64.72172546,58.76528168,1
303,769,65.41506958,49.26210403,1
303,801,65.86062622,41.59703064,1
303,833,64.66479492,33.73649979,1
303,865,66.07868958,35.72906876,1
303,897,60.21801376,34.40800095,1
303,929,61.14345551,31.86533546,1
303,961,60.8398819,21.55311203,1
303,993,60.9607811,22.1251564,1
303,1025,60.54432678,22.89173698,1
303,1057,58.90591812,8.191364288,1
303,1089,67.72151947,23.69963264,1
303,1121,77.7832489,14.0391016,1
303,1153,73.76136017,12.223773,1
303,1185,73.15176392,7.125661373,1
303,1217,73.85801697,5.06929493,1
303,1249,60.94578934,-1.923223019,1
303,1281,58.44641876,16.43294525,1
303,1313,66.4803772,9.109375,1
303,1345,65.5045929,14.04784107,1
303,1377,55.62588882,-12.12506866,1
303,1409,29.86081314,-9.733695984,1
303,1441,58.227108,-8.113469124,1
303,1473,23.09715652,-11.70607281,1
303,1505,53.98993683,-16.97150803,1
303,1537,35.89358521,9.89691925,1
303,1569,53.27642822,-4.685629368,1
303,1601,27.85172462,-7.041291714,1
303,1633,12.39347458,-11.24230194,1
303,1665,23.78162193,-6.77898407,1
303,1697,20.74253273,-5.094781876,1
303,1729,23.76622963,-16.26711655,1
303,1761,37.18659973,4.12446022,1
303,1793,4.207923889,-5.197346687,1
303,1825,18.4228344,-3.759375572,1
303,1857,19.20354462,-28.53476906,1
303,1889,11.04534149,10.6805954,1
303,1921,10.89255047,-16.32424355,1
303,1953,4.613651752,-4.43124342,1
303,1985,-8.988904953,5.042502403,1
303,2017,-10.41024017,-1.054312468,1
335,33,68.66139221,100.25383,1
335,65,57.54270554,114.5871124,1
335,97,62.28409195,115.359787,1
335,129,69.36706543,107.0128403,1
335,161,71.34762573,95.3217392,1
335,193,70.10993958,92.12828064,1
335,225,70.13115692,89.79627228,1
335,257,71.56825256,87.26447296,1
335,289,73.33004761,81.75202942,1
335,321,62.04024887,73.27244568,1
335,353,68.00613403,101.3244019,1
335,385,67.46899414,89.265625,1
335,417,59.84223557,96.45785522,1
335,449,57.74576187,81.58952332,1
335,481,59.80429077,78.23895264,1
335,513,64.53604126,70.23039246,1
335,545,62.82355118,67.21185303,1
335,577,62.77586746,67.04931641,1
335,609,63.00163269,68.58695984,1
335,641,62.93528748,68.94262695,1
335,673,63.7454071,65.50489807,1
335,705,63.3862381,61.33063126,1
335,737,64.74751282,58.24390411,1
335,769,65.31142426,49.7399025,1
335,801,61.83502579,41.0832901,1
335,833,59.85866928,32.40871048,1
335,865,59.57356644,34.8947525,1
335,897,57.51291656,33.95246887,1
335,929,55.24047089,30.88715935,1
335,961,46.70790482,35.75677109,1
335,993,63.98768997,10.39143372,1
335,1025,57.41120911,18.27942657,1
335,1057,60.46492767,11.88022614,1
335,1089,68.36364746,20.37804413,1
335,1121,67.06001282,17.60586166,1
335,1153,66.41636658,16.03022003,1
335,1185,73.1708374,11.02130318,1
335,1217,69.94073486,3.913311958,1
335,1249,65.85186768,-2.187325478,1
335,1281,64.64096069,1.091827035,1
335,1313,55.96282578,19.65226364,1
335,1345,60.46077728,-17.54133415,1
335,1377,29.61366653,-4.49905777,1
335,1409,50.6269455,-4.635844707,1
335,1441,49.69067383,-8.36852932,1
335,1473,20.91193199,-6.531219006,1
335,1505,18.52923203,-8.50774765,1
335,1537,18.41324234,-14.60073471,1
335,1569,32.96479034,11.59813023,1
335,1601,17.7501812,-0.4336585999,1
335,1633,26.57084656,-9.928769112,1
335,1665,26.65763092,-12.01096249,1
335,1697,14.26428604,-16.66477776,1
335,1729,24.26623344,-16.80449295,1
335,1761,22.93684959,-18.00416565,1
335,1793,10.12871742,7.168442726,1
335,1825,9.852622986,-26.90906143,1
335,1857,1.267221451,-17.04688072,1
335,1889,-3.724798203,-18.59625435,1
335,1921,-6.894237518,-18.82277298,1
335,1953,3.216365814,-1.574137211,1
335,1985,-18.3570118,-15.84775925,1
335,2017,-18.86985779,-1.973690271,1
367,33,69.38218689,97.51594543,1
367,65,60.30243683,120.2069702,1
367,97,51.06463623,115.5140305,1
367,129,69.0802536,100.7307892,1
367,161,64.88656616,114.695282,1
367,193,46.2828598,84.49838257,1
367,225,64.32103729,101.3016815,1
367,257,39.19085312,98.4630127,1
367,289,60.54455185,94.05448914,1
367,321,58.28662872,105.9004517,1
367,353,60.15745544,100.0434952,1
367,385,49.0453949,75.33108521,1
367,417,52.56616211,70.76457214,1
367,449,61.23112106,92.73536682,1
367,481,59.76159286,85.43255615,1
367,513,61.20101929,73.51792145,1
367,545,61.61207962,69.70370483,1
367,577,67.90536499,66.49282074,1
367,609,62.67695618,73.30020905,1
367,641,45.3615799,61.40069199,1
367,673,66.85609436,64.5953064,1
367,705,65.22861481,63.54696655,1
367,737,61.04511642,54.21470261,1
367,769,60.59465408,45.97369385,1
367,801,57.67345428,40.41504288,1
367,833,55.93622208,33.83022308,1
367,865,46.6395874,35.63494873,1
367,897,52.96796799,33.7357254,1
367,929,58.40424347,32.90567398,1
367,961,58.76651001,29.91515541,1
367,993,65.3476181,16.09411049,1
367,1025,63.47524261,17.24298477,1
367,1057,62.95895767,14.79169846,1
367,1089,64.66033936,13.6551857,1
367,1121,63.84627151,14.67702198,1
367,1153,67.76663208,15.93220711,1
367,1185,59.01660919,22.06957626,1
367,1217,49.95388794,-2.817996979,1
367,1249,54.27807236,-11.53529739,1
367,1281,51.96377945,-3.738089085,1
367,1313,54.38447952,-18.23874092,1
367,1345,48.1631012,-1.817605853,1
367,1377,26.42482758,-4.885985374,1
367,1409,24.38191223,-5.579736233,1
367,1441,26.7118969,8.871710777,1
367,1473,37.24875641,-20.39596748,1
367,1505,54.6324234,-15.93520927,1
367,1537,20.9331913,-19.81884956,1
367,1569,21.27708817,-12.18668365,1
367,1601,48.31998062,2.656859398,1
367,1633,33.69963455,-28.05008316,1
367,1665,10.47694588,-0.2012729645,1
367,1697,35.22727203,-14.03311729,1
367,1729,20.18526268,9.7648983,1
367,1761,41.21572113,-9.066505432,1
367,1793,31.62558937,5.708489418,1
367,1825,13.08503151,-2.636793137,1
367,1857,14.98382473,-29.21625519,1
367,1889,1.046569824,-25.07750893,1
367,1921,7.195472717,12.15977097,1
367,1953,2.45946455,-15.14435959,1
367,1985,-5.535006523,-22.42387581,1
367,2017,-20.15610123,-1.319647551,1
399,33,72.88395691,104.8200912,1
399,65,65.32287598,109.6584473,1
399,97,69.9870224,88.23330688,1
399,129,52.23052979,118.5627213,1
399,161,44.39562607,88.05526733,1
399,193,45.37843323,84.64058685,1
399,225,51.4130249,108.2914581,1
399,257,59.95687866,95.13830566,1
399,289,61.22826004,96.06401825,1
399,321,53.95062256,106.7776337,1
399,353,52.91444397,99.84580994,1
399,385,50.14785385,97.50035095,1
399,417,41.42404938,80.83083344,1
399,449,52.62788773,95.26623535,1
399,481,54.24951553,86.92721558,1
399,513,59.46865082,75.70244598,1
399,545,62.61221695,70.49501038,1
399,577,66.353302,68.83330536,1
399,609,68.97663116,65.71878052,1
399,641,69.50416565,61.62889481,1
399,673,39.96826553,56.10470581,1
399,705,57.80677795,53.21006012,1
399,737,56.8555603,48.1288147,1
399,769,55.04980469,43.82135391,1
399,801,50.54999542,39.92241287,1
399,833,48.74406433,37.39041519,1
399,865,46.04447174,39.71834946,1
399,897,52.33366394,33.5251236,1
399,929,54.63990021,32.71610641,1
399,961,54.92845917,30.62869263,1
399,993,63.86221313,21.45923233,1
399,1025,64.78962708,15.83455086,1
399,1057,65.23527527,14.40758896,1
399,1089,64.07487488,10.5383606,1
399,1121,51.08430481,2.345018387,1
399,1153,50.71214294,-3.032699108,1
