PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 32, filenames: A:[32]MAX_TimeSrs018_TgUtrmcherry_Controll.avi & B:[33]MAX_TimeSrs018_TgUtrmcherry_Controll.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,1.528982162,2.89304781,1
47,65,-0.08424174786,-1.920103073,1
47,97,0.2001082897,-2.321698189,1
47,129,1.344893813,-2.992327929,1
47,161,1.494719744,-3.068769932,1
47,193,0.9312132001,-2.651391029,1
47,225,-0.03552868962,-2.715404272,1
47,257,-0.7874225974,-2.771761656,1
47,289,-0.9978574514,-2.241259098,1
47,321,-0.7449768782,-1.240022898,1
47,353,3.363882542,16.14068985,1
47,385,-0.9569573402,-3.664550304,1
47,417,-0.6945381165,-2.616658211,1
47,449,-0.5137178898,-4.856826305,1
47,481,0.3708485365,-6.545901299,1
47,513,-1.248840094,-4.268712521,1
47,545,-0.7125504017,-3.057275295,1
47,577,0.5295473337,-2.387014866,1
47,609,-0.03101408482,-2.220015526,1
47,641,-0.1273906827,-2.627587557,1
47,673,-0.2387081385,-3.405012131,1
47,705,-0.2698004842,-4.016448975,1
47,737,-0.430577457,-3.344892979,1
47,769,-0.1819944382,-2.296664715,1
47,801,-0.1583714485,-2.78995657,1
47,833,-0.2995913029,-2.677541733,1
47,865,-0.9591314793,-3.145335197,1
47,897,-2.379883289,-3.997731686,1
47,929,-4.020362377,-4.499678135,1
47,961,-5.53042984,-4.258419037,1
47,993,-4.983187675,-4.21549654,1
47,1025,-4.003606796,-3.747986555,1
47,1057,-2.154766321,-1.919872284,1
47,1089,-0.7000718117,-0.7082709074,1
47,1121,-0.1093848944,-0.407915473,1
47,1153,-0.779827714,-1.223853469,1
47,1185,-0.2972681522,-1.891048193,1
47,1217,-0.4891955853,-2.525066614,1
47,1249,-0.6509313583,-2.721755028,1
47,1281,0.6975637674,-1.839504719,1
47,1313,-0.03772890568,-0.5847332478,1
47,1345,-1.490619898,-2.87071085,1
47,1377,-3.414518833,-3.541648388,1
47,1409,-3.636629581,-2.542460918,1
47,1441,-3.113971233,-2.055065393,1
47,1473,-4.645704746,-1.916666269,1
47,1505,-0.8147472143,-0.3192290068,1
47,1537,0.02158886194,-0.6496639252,1
47,1569,-0.6698393822,-0.5388605595,1
47,1601,-2.533526421,-0.5550577641,1
47,1633,-3.75057745,-0.2450097799,1
47,1665,-3.954498291,0.558134079,1
47,1697,-3.568248749,-0.1576634645,1
47,1729,-2.375683784,-1.040005207,1
47,1761,-1.731697321,-1.675247669,1
47,1793,-3.465007305,-1.146126032,1
47,1825,-1.538024664,-0.6503474712,1
47,1857,-1.133712292,1.868468404,1
47,1889,-1.645679951,2.369059563,1
47,1921,-1.53446269,1.681685448,1
47,1953,-0.1756290197,1.134926796,1
47,1985,0.4601736069,0.2299092412,1
47,2017,0.7290266752,-3.643010855,1
79,33,-1.303861022,1.416107655,1
79,65,-0.4584724903,-2.548546314,1
79,97,0.5507243872,-2.336454868,1
79,129,1.511379957,-3.353628874,1
79,161,1.062902927,-3.100145102,1
79,193,0.4754456282,-2.929029942,1
79,225,-0.1616940796,-2.562073946,1
79,257,-0.354601413,-2.167577267,1
79,289,-0.06259833276,-2.186783075,1
79,321,-0.003258064389,-1.342496395,1
79,353,-0.3087289035,-0.1838071346,1
79,385,-0.01187723875,-2.153606892,1
79,417,-0.1456523538,-3.300173044,1
79,449,-0.1151168346,-4.016825199,1
79,481,0.2710679173,-5.058460236,1
79,513,-0.4209897518,-3.374269485,1
79,545,-0.2459056377,-2.716601133,1
79,577,0.06409913301,-2.951287746,1
79,609,0.1107403636,-3.820304632,1
79,641,-0.5223059654,-3.932537317,1
79,673,-1.450932145,-4.076794147,1
79,705,-1.616743684,-4.317220688,1
