PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 3, filenames: A:[3]MAX_TimeSrs018_TgUtrmcherry_Controll.avi & B:[4]MAX_TimeSrs018_TgUtrmcherry_Controll.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
79,33,-44.59233475,5.516778946,1
79,65,-24.3837738,10.50453472,1
79,97,-15.81055164,-18.07070541,1
79,129,-15.48932457,-12.10426044,1
79,161,-13.67674732,-13.02401543,1
79,193,-12.60182095,-12.19872379,1
79,225,-10.20504189,-10.97776794,1
79,257,-8.016014099,-10.3039999,1
79,289,-8.760267258,-10.98325157,1
79,321,-9.305137634,-10.53774548,1
79,353,-9.699632645,-10.29034233,1
79,385,-8.838340759,-10.34937,1
79,417,-6.963796616,-10.51124382,1
79,449,-4.387432098,-4.84470892,1
79,481,-2.74614954,-11.63152885,1
79,513,-4.842759132,-4.379135132,1
79,545,-1.862921476,-3.565983295,1
79,577,2.03340435,-4.506166458,1
79,609,1.330920696,17.07836342,1
79,641,4.690000534,-0.5450093746,1
79,673,9.848083496,23.20026016,1
79,705,2.923991203,0.2450609207,1
79,737,6.940088272,5.53310585,1
79,769,8.079170227,4.071614742,1
79,801,9.404493332,2.237895966,1
79,833,6.654090881,8.065706253,1
79,865,10.84776211,5.285189629,1
79,897,13.06634903,3.74527359,1
79,929,-2.687916756,5.704589844,1
79,961,3.594273567,4.819824696,1
79,993,12.17190647,4.914818287,1
79,1025,7.701305389,4.409682274,1
79,1057,9.57790947,-15.83855247,1
79,1089,5.2215271,-9.082994461,1
79,1121,15.40000343,1.084192514,1
79,1153,16.43157387,3.806584835,1
79,1185,17.34227753,3.711809874,1
79,1217,17.08559608,1.941485405,1
79,1249,6.781669617,0.03348386288,1
79,1281,19.55296135,-20.7208786,1
79,1313,21.64105034,-4.291680813,1
79,1345,15.81096077,-4.674305916,1
79,1377,11.84061241,-5.180523872,1
79,1409,9.749885559,-8.299466133,1
79,1441,11.34965992,-11.94477367,1
79,1473,9.662560463,-12.98576355,1
79,1505,9.622306824,-13.7171545,1
79,1537,9.575593948,-13.14964867,1
79,1569,7.263669968,-11.62082481,1
79,1601,6.882513046,-13.6104517,1
79,1633,11.83699512,-14.13499928,1
79,1665,10.76875687,-13.77616215,1
79,1697,9.353336334,-18.43769455,1
79,1729,4.971553802,-32.48189926,1
79,1761,7.105874062,-26.09112549,1
79,1793,10.17775536,-7.322878838,1
79,1825,2.867516518,-9.63569355,1
79,1857,0.7135000229,-10.03629017,1
79,1889,-0.6258504391,-5.890738487,1
79,1921,-0.8162274361,-4.913885117,1
79,1953,-1.565588713,-3.908695221,1
79,1985,-6.469964981,-2.103024006,1
79,2017,-14.98900223,-1.455204606,1
111,33,-29.49021912,14.5905447,1
111,65,-16.78291321,-12.99453926,1
111,97,-12.50816441,-20.0712471,1
111,129,-14.68840218,-13.64600849,1
111,161,-13.39898682,-13.23936653,1
111,193,-11.92886448,-12.34498501,1
111,225,-10.49295616,-11.3443079,1
111,257,-9.944378853,-10.64811039,1
111,289,-9.933019638,-11.15205765,1
111,321,-8.907897949,-10.22323036,1
111,353,-8.28645134,-9.638273239,1
111,385,-8.029271126,-9.567687988,1
111,417,-6.39238739,-8.313541412,1
111,449,-5.320979595,-5.213335514,1
111,481,18.55433273,-8.131049156,1
111,513,-2.225342274,-0.5170066357,1
111,545,0.1514434814,-1.322061419,1
111,577,2.900399685,0.1725842357,1
111,609,1.556361675,0.8318548203,1
111,641,4.045952797,-3.167525053,1
111,673,7.693235397,-0.9503130913,1
111,705,6.269654274,1.278337479,1
111,737,6.233612061,5.375192165,1
111,769,6.797216415,5.756176472,1
111,801,9.23835659,4.35739851,1
111,833,8.167174339,6.264360905,1
111,865,9.66569519,5.199261189,1
111,897,10.19343948,4.61664629,1
111,929,10.58120441,5.103768826,1
111,961,12.25377655,6.079077721,1
111,993,13.99774837,5.025310516,1
111,1025,14.84173965,4.643752098,1
111,1057,15.42426682,4.766433239,1
111,1089,17.5874176,5.884562492,1
111,1121,17.51625633,3.465070486,1
111,1153,19.47153664,2.661418915,1
111,1185,19.7354908,2.397701025,1
111,1217,18.9516983,2.072987556,1
111,1249,14.39452362,0.9997622967,1
111,1281,37.76371765,-10.34274006,1
111,1313,25.55599594,-6.5640769,1
111,1345,22.3098011,-6.074324131,1
111,1377,16.1689167,-6.592409134,1
111,1409,16.04873848,-10.17668247,1
111,1441,15.7254715,-13.00444984,1
111,1473,14.00433159,-13.63031578,1
111,1505,15.17173958,-14.31304073,1
111,1537,14.20170975,-14.60494995,1
111,1569,9.75220108,-15.16400242,1
111,1601,13.18909836,-15.45844746,1
111,1633,11.94869995,-14.44164658,1
111,1665,10.90574169,-12.24230576,1
111,1697,9.801575661,-10.86836815,1
111,1729,7.350099564,-12.07123184,1
111,1761,5.389415264,-12.75981712,1
111,1793,4.42218399,-10.82415104,1
111,1825,3.267150879,-11.35994148,1
111,1857,2.851860046,-10.29906464,1
111,1889,2.759023666,-7.927199364,1
111,1921,1.878231525,-5.918457031,1
111,1953,-0.1031036377,-5.842547894,1
111,1985,-2.615264654,-4.851356983,1
111,2017,-4.133109093,-3.618230343,1
143,33,-32.65133667,8.352935791,1
143,65,-13.18906593,-15.13674355,1
143,97,-11.66044712,-20.14255905,1
143,129,-11.36397171,-14.68723488,1
143,161,-11.30033493,-13.80402946,1
143,193,-11.61219025,-12.38457203,1
143,225,-9.658039093,-11.5515728,1
143,257,-8.802763939,-10.61919308,1
143,289,-7.805203915,-9.813721657,1
143,321,-6.359392643,-8.922444344,1
143,353,-7.190646172,-8.748838425,1
143,385,-5.784777164,-8.427961349,1
143,417,-1.086832047,-6.693236351,1
143,449,19.9905262,-8.949445724,1
143,481,-12.47377396,-13.74042988,1
143,513,1.147723198,-3.703598261,1
143,545,1.874252796,0.4373278618,1
143,577,1.55602026,0.705896616,1
143,609,12.19694328,0.707054615,1
143,641,6.471757889,-6.427947044,1
143,673,11.38098621,-3.47943306,1
143,705,15.54062462,-4.993185997,1
143,737,-0.7380828857,6.37901783,1
143,769,13.06250381,6.854027748,1
143,801,13.12890816,6.57041502,1
143,833,12.88047886,3.882546902,1
143,865,13.4395771,5.166679382,1
143,897,13.65107822,4.856218815,1
143,929,13.42389202,4.885874748,1
143,961,13.59693813,5.878322124,1
143,993,15.68327999,5.514614582,1
143,1025,18.13776779,5.410880089,1
143,1057,19.25102997,5.721580505,1
143,1089,20.10072517,7.087737083,1
143,1121,22.24344063,7.613356113,1
143,1153,26.39960098,6.357032776,1
143,1185,24.61063766,0.6553509235,1
143,1217,21.97708702,0.7542829514,1
143,1249,19.09406471,-0.0470020771,1
143,1281,21.56701851,-3.570502758,1
143,1313,25.33229828,-6.08652401,1
143,1345,18.33332062,-5.586127758,1
143,1377,17.49436188,-7.300795555,1
143,1409,18.00185394,-11.15305328,1
143,1441,16.4930439,-15.19572926,1
143,1473,17.80356789,-14.57377243,1
143,1505,17.72387695,-15.26157761,1
143,1537,16.88199615,-15.7024231,1
143,1569,15.0765686,-15.98980904,1
143,1601,14.43188858,-15.64009857,1
143,1633,12.71480274,-15.46040154,1
143,1665,10.89024448,-8.545942307,1
143,1697,9.597350121,-11.15391541,1
143,1729,6.097640991,-12.93003941,1
143,1761,5.679715157,-14.47797871,1
143,1793,5.05809927,-14.56864548,1
143,1825,5.101062298,-15.06006145,1
143,1857,8.26259613,-13.13999081,1
143,1889,5.860757828,-8.592269897,1
143,1921,3.233407021,-6.123104095,1
143,1953,0.9237647057,-7.557888031,1
143,1985,-0.7936604023,-6.926618576,1
143,2017,-2.071755409,-5.680680752,1
175,33,-27.06385803,3.055042982,1
175,65,-12.71544647,-12.74288177,1
175,97,-11.97253323,-14.43447018,1
175,129,-11.18455696,-12.32660484,1
175,161,-11.15450573,-11.2313242,1
175,193,-14.89534092,-4.439971924,1
175,225,-14.06006908,-4.565128326,1
175,257,7.378404617,-9.156270981,1
175,289,-4.378707409,-9.34071064,1
175,321,-3.031897783,-8.73421669,1
175,353,-3.942318201,-7.879636288,1
175,385,-3.188784122,-6.676825523,1
175,417,0.8958200216,-5.342335701,1
175,449,2.280041933,-4.148796558,1
175,481,0.5266704559,-6.69918251,1
175,513,-6.08554554,-12.38858604,1
175,545,-0.1680927277,-0.01739022136,1
175,577,-0.1242761612,1.138400674,1
175,609,15.69993305,-3.974170685,1
175,641,1.950712204,-11.49735641,1
175,673,11.96846104,-0.2124185562,1
175,705,14.64707375,-6.274383545,1
175,737,14.01741028,8.295936584,1
175,769,14.16460323,10.24849224,1
175,801,4.532081604,-1.415686131,1
175,833,15.55016041,6.82125473,1
175,865,15.09049511,5.784767151,1
175,897,18.07298851,2.880093098,1
175,929,17.62197876,2.36913681,1
175,961,18.52829552,2.297284603,1
175,993,17.8302269,6.157768726,1
175,1025,21.86721992,6.844184399,1
175,1057,23.02010727,7.533800125,1
175,1089,22.15180779,7.466974258,1
175,1121,23.59101295,5.017621517,1
175,1153,24.98318863,0.9365558624,1
175,1185,24.82464409,-2.782950401,1
175,1217,26.5575943,-4.639073372,1
175,1249,25.89669991,-4.265697479,1
175,1281,24.61118889,-3.085677147,1
175,1313,23.42321777,-2.564493656,1
175,1345,20.22421074,-6.625761032,1
175,1377,24.45669556,-9.502636909,1
175,1409,24.09337234,-11.55615997,1
175,1441,19.67091751,-13.55712318,1
175,1473,18.54577446,-14.74573708,1
175,1505,19.23206711,-15.79734898,1
175,1537,18.76101112,-16.72444534,1
175,1569,17.37107277,-17.4256382,1
175,1601,15.74999142,-16.73057938,1
175,1633,13.34885693,-16.25382614,1
175,1665,9.554893494,-12.79132175,1
175,1697,8.239067078,-14.92421818,1
175,1729,7.925216675,-16.19597244,1
175,1761,6.601732254,-16.0941124,1
175,1793,16.62791824,-9.170366287,1
175,1825,7.71599102,-14.15041256,1
175,1857,8.573937416,-13.14727974,1
175,1889,7.313210964,-10.70944023,1
175,1921,3.863863945,-4.025609016,1
175,1953,11.706954,-7.321515083,1
175,1985,-16.97043228,-5.401642799,1
175,2017,6.456478119,-8.434750557,1
207,33,-9.284955978,-0.05820274353,1
207,65,-13.3569746,-11.92334747,1
207,97,-12.53472233,-11.68238449,1
207,129,-9.079524994,-10.4573307,1
207,161,-9.687074661,-9.295848846,1
207,193,9.717155457,-2.962526321,1
207,225,-2.802648067,-10.44771004,1
207,257,-1.849790096,-8.7670784,1
207,289,-0.5842342377,-8.979401588,1
207,321,0.4789428711,-9.000463486,1
207,353,1.614616156,-6.717583179,1
207,385,2.523333311,-4.579977989,1
207,417,3.213214636,-4.266077995,1
207,449,3.979584694,-3.836206436,1
207,481,4.31888485,-2.553486347,1
207,513,1.987117767,-1.80606389,1
207,545,18.06355667,-16.17766571,1
207,577,14.00007248,11.16594791,1
207,609,-5.974813461,-3.992487192,1
207,641,-6.236577988,-1.214627266,1
207,673,13.47719765,-12.54917908,1
207,705,12.64049721,-1.720667839,1
207,737,13.95208549,9.635462761,1
207,769,12.72975636,10.5941782,1
207,801,13.48208427,-5.227730751,1
207,833,14.08499908,9.769861221,1
207,865,13.0735054,6.826172829,1
207,897,14.64040565,3.333522797,1
207,929,19.25785065,0.607401371,1
207,961,20.61815453,0.01657962799,1
207,993,20.26774788,6.171999931,1
207,1025,23.40279579,6.685513496,1
207,1057,19.37306786,7.345790863,1
207,1089,21.42430687,6.469179153,1
207,1121,24.43413734,3.810681343,1
207,1153,26.32868004,1.104694843,1
207,1185,28.8928051,-2.110908508,1
207,1217,30.54697418,-5.611673832,1
207,1249,29.70138168,-5.899677753,1
207,1281,28.25936699,-0.4976963997,1
207,1313,26.87247086,-2.730090141,1
207,1345,25.36627579,-8.814687729,1
207,1377,25.67660904,-9.728931427,1
207,1409,25.85076714,-12.14659405,1
207,1441,22.43910599,-13.3666563,1
207,1473,20.48766136,-14.87868977,1
207,1505,20.62206268,-16.7199707,1
207,1537,19.79410744,-17.94293785,1
207,1569,18.65815353,-19.07176781,1
207,1601,16.71235085,-18.99028015,1
207,1633,32.13867569,-17.77096558,1
207,1665,10.04872608,-11.92923355,1
207,1697,8.169822693,-14.33300877,1
207,1729,8.378658295,-17.58930206,1
207,1761,0.7334470749,-17.31074905,1
207,1793,20.31376266,1.919754982,1
207,1825,11.36750031,-14.59238243,1
207,1857,9.385141373,-12.93612194,1
207,1889,7.877651215,-11.76549435,1
207,1921,14.48746777,-3.235445023,1
207,1953,15.51482201,-5.035589218,1
207,1985,13.28977013,-3.811022758,1
207,2017,-18.26426125,-9.595211029,1
239,33,-6.074616432,0.194573164,1
239,65,-12.64161777,-13.68740273,1
239,97,-11.95874214,-8.86049366,1
239,129,-11.114851,-10.47479057,1
239,161,-11.82782364,-9.878265381,1
239,193,-9.034524918,-12.00594521,1
239,225,11.3180542,7.096680164,1
239,257,-2.616061687,-7.432209015,1
239,289,2.396130323,-8.735233307,1
239,321,4.080882549,-8.460831642,1
239,353,7.027593613,-7.569959164,1
239,385,7.996445179,-5.397132397,1
239,417,5.769644737,-4.084524632,1
239,449,5.137882233,-4.254594803,1
239,481,5.079987049,-3.208114147,1
239,513,2.587933064,-1.804952383,1
239,545,-0.1876983643,-12.05205441,1
239,577,7.235922813,17.88203812,1
239,609,-6.230174065,-2.276679993,1
239,641,-4.03635788,-2.133583546,1
239,673,17.3840332,19.47359848,1
239,705,14.34706974,9.006822586,1
239,737,13.95735931,9.708333969,1
239,769,14.3312645,9.450516701,1
239,801,14.9389286,13.67345142,1
239,833,12.84682274,13.67533875,1
239,865,9.921689987,7.645206451,1
239,897,14.89330292,8.200107574,1
239,929,15.54693031,9.391422272,1
239,961,26.19518089,18.01551247,1
239,993,21.6109066,6.112815857,1
239,1025,23.35602188,5.619220734,1
239,1057,21.93702698,5.568637848,1
239,1089,23.28085327,2.982265949,1
239,1121,25.23320007,3.74928236,1
239,1153,27.18315125,2.666339397,1
239,1185,29.2453289,0.233392477,1
239,1217,30.4378376,-4.676729202,1
239,1249,31.5381031,-5.610454559,1
239,1281,30.73311234,-2.301003456,1
239,1313,29.49791336,-6.430314541,1
239,1345,28.49059868,-10.52779388,1
239,1377,27.21261024,-10.54239273,1
239,1409,25.80519485,-12.30121899,1
239,1441,24.12663651,-13.5188818,1
239,1473,22.29270363,-15.83334827,1
239,1505,21.6936779,-18.0747757,1
239,1537,21.0722084,-19.22284889,1
239,1569,19.93459702,-20.72031021,1
239,1601,18.90336037,-20.77171707,1
239,1633,17.73244858,-18.45109367,1
239,1665,12.40887642,-11.74032974,1
239,1697,10.39922619,-14.19277382,1
239,1729,19.18688202,-20.11619568,1
239,1761,-3.054465294,-16.42830849,1
239,1793,10.92547512,-15.50723648,1
239,1825,13.68508911,-14.60046387,1
239,1857,11.54390049,-13.21227455,1
239,1889,16.7274704,-16.58654785,1
239,1921,-0.8664665222,-10.83520126,1
239,1953,1.469130516,-12.09775639,1
239,1985,1.400972366,-10.64333057,1
239,2017,-18.10309601,-9.969137192,1
271,33,-7.796857357,2.55314374,1
271,65,-6.713792801,1.447237253,1
271,97,-9.766080856,-7.578221321,1
271,129,-10.36612511,-9.011131287,1
271,161,-8.890791893,-9.818031311,1
271,193,-7.980742931,-10.74045563,1
271,225,-3.664448977,-6.603535652,1
271,257,-3.020036221,-5.906832218,1
271,289,0.3320112228,-6.765902519,1
271,321,3.537512779,-7.947798252,1
271,353,4.155260086,-7.836610317,1
271,385,5.040047646,-5.833488464,1
271,417,6.915756226,-5.981006145,1
271,449,6.20323658,-5.678847313,1
271,481,6.535093784,-4.257730484,1
271,513,7.440019608,-4.077081203,1
271,545,6.556927681,0.09869787097,1
271,577,12.47990227,-16.21820831,1
271,609,21.08891869,2.125850677,1
271,641,28.76426315,-7.853803158,1
271,673,16.37077904,8.648382187,1
271,705,17.52960205,9.531956673,1
271,737,18.10370636,12.5883522,1
271,769,17.12787437,10.87659359,1
271,801,19.21248055,11.90268421,1
271,833,18.77174377,10.79048347,1
271,865,15.93203926,9.293336868,1
271,897,22.30824852,27.0463562,1
271,929,22.26289558,19.24361229,1
271,961,18.93656349,-1.184605598,1
271,993,25.70178223,5.754799843,1
271,1025,47.87718201,6.136668205,1
271,1057,48.5991478,4.978058338,1
271,1089,26.38348389,3.320698261,1
271,1121,27.0857811,2.139959335,1
271,1153,27.71850777,1.090388298,1
271,1185,28.45805168,-0.05953741074,1
271,1217,29.51913452,-2.194127798,1
271,1249,30.04213524,-5.108441353,1
271,1281,29.7830143,-4.886863708,1
271,1313,29.89166832,-7.830856323,1
271,1345,30.44564438,-12.21147823,1
271,1377,30.61623573,-12.00315189,1
271,1409,27.5996666,-10.83540249,1
271,1441,15.28510857,-12.00008392,1
271,1473,22.92076874,-17.61060715,1
271,1505,22.32121086,-19.73056793,1
271,1537,22.28505707,-20.41541862,1
271,1569,21.33015251,-21.49051666,1
271,1601,20.01496124,-20.68193626,1
271,1633,18.86553001,-19.30732918,1
271,1665,16.99972725,-18.33353043,1
271,1697,18.56290436,-18.95295715,1
271,1729,22.44505692,-22.22134781,1
271,1761,21.49303818,-34.78301239,1
271,1793,13.91395664,-15.50382423,1
271,1825,14.19927597,-13.46375656,1
271,1857,12.78179359,-13.47393608,1
271,1889,8.27163887,-5.310930252,1
271,1921,23.76537514,-0.2989778519,1
271,1953,1.217402458,-10.53913784,1
271,1985,1.506454468,-10.60599041,1
271,2017,1.881579876,-10.97389793,1
303,33,-10.68160915,2.301080227,1
303,65,-5.999770164,-4.784961224,1
303,97,-5.58093214,-8.342420578,1
303,129,-4.965185165,-8.875375748,1
303,161,-3.541038275,-6.367600918,1
303,193,-2.655691385,-4.988298893,1
303,225,-1.281800747,-5.114810467,1
303,257,-0.1802471876,-4.206173897,1
303,289,2.69814539,-4.144705772,1
303,321,6.3852911,-0.6087470055,1
303,353,2.016539097,0.7415599823,1
303,385,1.145927906,-6.34830761,1
303,417,4.174078941,-8.330194473,1
303,449,7.44932127,-7.127267838,1
303,481,7.847917557,-4.542805672,1
303,513,9.049041748,-2.529348373,1
303,545,10.96303749,1.906251431,1
303,577,18.22131348,16.65366936,1
303,609,16.84644699,18.79673195,1
303,641,19.62796974,8.368900299,1
303,673,19.90164375,10.25828743,1
303,705,21.34414482,10.49573231,1
303,737,21.4533062,12.12011528,1
303,769,20.8920269,10.812953,1
303,801,21.16603851,9.920657158,1
303,833,21.51951981,10.20920277,1
303,865,21.68677521,8.99439621,1
303,897,21.78215981,6.992764473,1
303,929,28.89317703,17.09766769,1
303,961,20.92080116,2.911004066,1
303,993,28.85925674,6.719067574,1
303,1025,31.15244675,6.710075378,1
303,1057,31.47717285,4.549954891,1
303,1089,29.95265961,2.692991734,1
303,1121,29.53115082,0.2450697422,1
303,1153,29.23560524,-0.727145195,1
303,1185,28.84045792,-2.844841957,1
303,1217,30.0334301,-5.422798634,1
303,1249,30.91328049,-5.975133419,1
303,1281,30.60355949,-6.530254364,1
303,1313,32.55147171,-7.656031609,1
303,1345,33.26445007,-13.1200695,1
303,1377,31.86472702,-14.72006321,1
303,1409,29.66807938,-13.62407494,1
303,1441,17.58802414,-12.70302486,1
303,1473,23.59497452,-18.41487694,1
303,1505,23.11513138,-19.98659897,1
303,1537,24.83945847,-21.38068581,1
303,1569,24.20147896,-22.1269455,1
303,1601,13.33350182,-4.292411804,1
303,1633,19.37732506,-18.94692039,1
303,1665,18.67033195,-19.58947182,1
303,1697,17.69996834,-21.13568878,1
303,1729,18.22142792,-23.15595055,1
303,1761,16.26085091,-21.06363869,1
303,1793,13.88042355,-15.56493855,1
303,1825,14.49505424,-15.12182522,1
303,1857,13.76940346,-13.79675961,1
303,1889,15.61794758,-28.96898079,1
303,1921,5.030961037,-11.60525322,1
303,1953,3.305644035,-9.347751617,1
303,1985,3.642477989,-8.365748405,1
303,2017,-10.44301605,-12.20479107,1
335,33,-13.86106777,0.08256149292,1
335,65,-5.517943859,-5.636805058,1
335,97,-3.953476429,-8.404167175,1
335,129,-3.323011875,-4.840763092,1
335,161,-2.31229353,-5.63750124,1
335,193,-1.045674682,-5.293525219,1
335,225,0.1142687798,-3.633693695,1
335,257,1.332644582,-1.313228369,1
335,289,4.646027565,0.1807570457,1
335,321,2.810137749,-1.370757103,1
335,353,0.9634385109,-0.09976100922,1
335,385,-2.588476181,-18.9858284,1
335,417,4.901639462,-2.753553391,1
335,449,7.969018936,-5.062063694,1
335,481,9.633541107,-3.127537727,1
335,513,11.86065865,-0.2998690605,1
335,545,14.56075764,4.463336945,1
335,577,16.72348785,9.471420288,1
335,609,19.08852196,11.30827045,1
335,641,22.0268116,13.58699799,1
335,673,22.17230415,14.63661861,1
335,705,23.19689751,13.7001009,1
335,737,24.94221497,11.8851862,1
335,769,24.271698,9.865556717,1
335,801,23.40895653,8.78464222,1
335,833,23.86292648,8.977024078,1
335,865,24.46833229,8.896270752,1
335,897,23.58799171,6.276361465,1
335,929,24.55253029,5.220972061,1
335,961,27.3633461,7.253553391,1
335,993,31.70636368,8.106477737,1
335,1025,32.49473953,8.959848404,1
335,1057,32.33298111,4.895935059,1
335,1089,31.94655228,4.377605438,1
335,1121,31.16281509,0.6040672064,1
335,1153,31.18768501,-1.72971487,1
335,1185,30.49091148,-4.001563072,1
335,1217,32.24601746,-7.30389452,1
335,1249,32.84505844,-8.49461937,1
335,1281,33.27843475,-7.568806171,1
335,1313,35.82576752,-8.154114723,1
335,1345,35.40643692,-13.56422806,1
335,1377,34.0803299,-14.91220665,1
335,1409,30.56188011,-14.54803181,1
335,1441,26.97015572,-16.22154236,1
335,1473,23.57935333,-19.28468323,1
335,1505,23.94132614,-22.96561432,1
335,1537,25.45933533,-23.13513565,1
335,1569,26.06199455,-23.37380791,1
335,1601,30.99410629,-20.91591835,1
335,1633,21.26071167,-22.30331993,1
335,1665,21.0317955,-21.47958374,1
335,1697,19.83214951,-19.63202477,1
335,1729,16.67142677,-20.40112114,1
335,1761,14.5265913,-6.588428497,1
335,1793,-0.3081951141,-15.63391209,1
335,1825,15.15309238,-14.80430412,1
335,1857,14.58975315,-13.93329811,1
335,1889,13.86897469,-12.18507576,1
335,1921,11.79559708,-11.6739006,1
335,1953,9.314212799,-7.640726089,1
335,1985,10.0116291,-6.092312813,1
335,2017,10.82542229,-13.04174614,1
367,33,9.946697235,-0.4812716246,1
367,65,-7.607619762,-8.295215607,1
367,97,-3.406640053,-8.58650589,1
367,129,-1.656458735,-1.371488571,1
367,161,-0.7739746571,-3.862912655,1
367,193,0.8532024622,-3.699923515,1
367,225,1.980777502,-2.002847195,1
367,257,3.062730551,1.150870681,1
367,289,16.17202568,-7.428628922,1
367,321,-0.09707403183,0.2198324203,1
367,353,-1.174366474,2.789643526,1
367,385,14.33150291,13.28568268,1
367,417,16.70982361,17.87641525,1
367,449,9.290336609,-2.879472017,1
367,481,12.02653408,-0.214081049,1
367,513,14.67624283,3.602153301,1
367,545,17.5887413,6.949311733,1
367,577,19.92726898,9.255272865,1
367,609,21.4186554,11.3517046,1
367,641,22.97468948,15.09273338,1
367,673,27.60132217,15.1600275,1
367,705,27.64758301,13.44720745,1
367,737,9.607566833,23.09065628,1
367,769,28.25504112,9.283557892,1
367,801,25.72544861,7.491893768,1
367,833,26.25181389,9.52507782,1
367,865,26.8809185,9.927989006,1
367,897,28.2523365,9.103731155,1
367,929,27.18326569,6.050484657,1
367,961,30.28066063,9.971261978,1
367,993,33.76586914,11.00796032,1
367,1025,34.17860794,9.667490005,1
367,1057,34.00867462,6.800553322,1
367,1089,33.92325974,4.00228405,1
367,1121,34.47789001,1.064589024,1
367,1153,34.5301857,-1.157003522,1
367,1185,34.73371887,-3.401811123,1
367,1217,35.06660843,-6.536304951,1
367,1249,35.74239731,-9.108695984,1
367,1281,37.83428574,-7.78467083,1
367,1313,39.25645828,-8.241321564,1
367,1345,39.10998154,-11.96098042,1
367,1377,36.56221008,-13.46051407,1
367,1409,31.82776642,-14.93082809,1
367,1441,27.86657906,-17.65902901,1
367,1473,26.98841286,-20.99425125,1
367,1505,47.24409103,-21.21711731,1
367,1537,6.298871994,-20.90426254,1
367,1569,5.722904205,-22.0444088,1
367,1601,26.26618958,-22.67621613,1
367,1633,23.17289162,-23.55155754,1
367,1665,19.40954971,-24.36367226,1
367,1697,20.06116676,-22.35466003,1
367,1729,16.96304703,-20.98978806,1
367,1761,1.46711731,-30.13523483,1
367,1793,-2.002456665,-25.33652496,1
367,1825,15.02535057,-15.16027832,1
367,1857,14.00140572,-14.6153574,1
367,1889,13.23794842,-13.28624916,1
367,1921,12.45876026,-11.91604328,1
367,1953,10.99402809,-7.014021873,1
367,1985,9.820595741,-6.217437744,1
367,2017,8.482980728,-11.81412697,1
399,33,-2.023747444,0.3371926546,1
399,65,-3.981029034,-6.158558846,1
399,97,-3.973269939,-6.083722115,1
399,129,-0.6091501713,-1.275099874,1
399,161,1.745671988,-1.858788252,1
399,193,3.460705757,-0.4224755764,1
399,225,4.16478157,0.4435210228,1
399,257,2.617796898,1.360189915,1
399,289,0.9045317173,1.275014877,1
