PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 23, filenames: A:[23]MAX_TimeSrs018_TgUtrmcherry_Controll.avi & B:[24]MAX_TimeSrs018_TgUtrmcherry_Controll.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,22.48544502,0.02700042725,1
47,65,-1.448259115,-6.218666077,1
47,97,-2.586243629,-5.601385117,1
47,129,-3.441994667,-5.695816994,1
47,161,-3.68180418,-5.070388317,1
47,193,-2.899384499,-4.813575268,1
47,225,-2.913622618,-3.421550274,1
47,257,-2.872636557,-3.025422573,1
47,289,-2.620818853,-3.709120274,1
47,321,-2.24395442,-3.477425098,1
47,353,-1.09280324,-5.023450851,1
47,385,-1.887150764,-3.980219603,1
47,417,-2.555950642,-2.859681129,1
47,449,-2.700452805,-2.768445015,1
47,481,-2.484673977,-4.83837986,1
47,513,-1.813715219,-5.576109886,1
47,545,-1.084361076,-4.92058754,1
47,577,-2.160573959,-4.338600636,1
47,609,-3.079985857,-3.694613934,1
47,641,-3.777168274,-3.887846708,1
47,673,-3.422945976,-4.165647507,1
47,705,-2.471830368,-4.352348804,1
47,737,-0.7491021156,-4.426265717,1
47,769,-0.9604618549,-2.934968948,1
47,801,-1.705281734,-2.246369362,1
47,833,-1.258402109,-1.501031041,1
47,865,-1.634988546,-1.660691261,1
47,897,-1.177367449,-2.876905203,1
47,929,-0.970700264,-3.094943285,1
47,961,-0.3724752665,-2.801996469,1
47,993,0.05469226837,-2.484550476,1
47,1025,-0.01278609037,-2.588719845,1
47,1057,-0.616576314,-3.188004971,1
47,1089,-1.017427564,-2.930860996,1
47,1121,-1.751472712,-3.4822855,1
47,1153,-1.883639336,-2.352776766,1
47,1185,-1.047492862,-1.658815742,1
47,1217,-0.3031064272,-1.001419544,1
47,1249,0.226552248,-0.03060948849,1
47,1281,0.917091012,-0.7619261742,1
47,1313,-0.9514253139,-4.808971405,1
47,1345,-3.382432938,-3.161318541,1
47,1377,-2.944927692,-4.084858894,1
47,1409,-1.502086163,-3.045804501,1
47,1441,-1.089534402,-2.235001564,1
47,1473,-2.196427345,-4.110895157,1
47,1505,-2.695003986,-3.475475311,1
47,1537,-1.894459486,-2.275197983,1
47,1569,-2.278376579,-0.9935100079,1
47,1601,-2.862996578,-0.8992240429,1
47,1633,-3.294264317,-0.4519873261,1
47,1665,-3.652347326,-0.2088528872,1
47,1697,-2.964398861,-1.546882272,1
47,1729,-2.663897991,-1.624242783,1
47,1761,-4.288299561,-1.30860877,1
47,1793,-4.479067802,0.08259056509,1
47,1825,-2.341727495,0.5606207848,1
47,1857,-0.490160346,-0.01723468304,1
47,1889,-0.8349888921,1.094122171,1
47,1921,-1.255544901,0.2029966712,1
47,1953,-0.6877787113,-0.4423037767,1
47,1985,-0.917150259,-0.2434313744,1
47,2017,-1.337816238,-0.1028065681,1
79,33,-0.07977628708,3.053640842,1
79,65,-1.913785934,-1.618906021,1
79,97,-2.605915308,-4.810990334,1
79,129,-2.933685303,-5.43770504,1
79,161,-3.127332926,-4.367770672,1
79,193,-2.996804476,-4.601492405,1
79,225,-3.011918545,-4.097425938,1
79,257,-2.557194233,-3.391845226,1
79,289,-2.37359333,-3.89477253,1
79,321,-2.171112061,-3.558951378,1
79,353,-1.882883668,-2.996816397,1
79,385,-2.47527194,-3.251206875,1
79,417,-1.024267673,-2.541774988,1
79,449,-1.263510227,-2.618246078,1
79,481,-1.794889688,-3.507520676,1
79,513,-1.719540119,-4.306566238,1
79,545,-1.557981968,-3.957034111,1
79,577,-0.7322642803,-2.758274078,1
79,609,-1.52210331,-2.837987185,1
79,641,-2.1357584,-3.398155689,1
79,673,-2.329316616,-3.971516609,1
79,705,-1.416440368,-4.712232113,1
79,737,0.3371016979,-3.945542336,1
79,769,0.06620109081,-2.760864735,1
79,801,-0.5381554365,-3.11770606,1
79,833,-0.440715313,-2.471541882,1
79,865,-1.219828844,-1.684720516,1
79,897,-1.44059813,-2.465824604,1
79,929,-1.489348173,-3.06514287,1
79,961,-1.403325081,-2.971565247,1
79,993,-0.6030392647,-2.744993687,1
79,1025,-1.374027491,-2.89069581,1
79,1057,-2.017324924,-3.514661312,1
79,1089,-2.737257957,-3.356456995,1
79,1121,-2.119913816,-3.482365608,1
