PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 17, filenames: A:[17]MAX_TimeSrs018_TgUtrmcherry_Controll.avi & B:[18]MAX_TimeSrs018_TgUtrmcherry_Controll.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.01737681031,3.525876045,1
47,65,1.236262083,-2.568994761,1
47,97,1.571674228,-1.878693819,1
47,129,1.207617521,-2.321371317,1
47,161,0.9805282354,-2.550221443,1
47,193,0.6925581694,-1.929940701,1
47,225,0.1364400387,-1.416897774,1
47,257,0.9535238743,-2.583665848,1
47,289,1.590638518,-2.639424324,1
47,321,1.7683599,-2.211458921,1
47,353,1.509197712,-1.833041787,1
47,385,1.307346582,-0.8978672028,1
47,417,0.9960759878,-1.911947966,1
47,449,-0.7464368343,-0.6763153076,1
47,481,-0.7017378807,-0.7053821087,1
47,513,-0.2101734877,-0.511731863,1
47,545,1.441011429,-1.519045591,1
47,577,2.40094471,-2.17568326,1
47,609,3.902901649,-2.626060963,1
47,641,3.80493021,-2.382252216,1
47,673,3.233533859,-5.127782822,1
47,705,3.388879538,-4.985078335,1
47,737,4.038647652,-4.336419106,1
47,769,5.655218124,-3.806704521,1
47,801,6.401920319,-4.52341938,1
47,833,4.458115101,-4.29383707,1
47,865,2.548834562,-3.260509968,1
47,897,2.998694897,-2.755886555,1
47,929,3.678970098,-2.536175966,1
47,961,3.584795237,-2.389752626,1
47,993,3.101625681,-2.553446054,1
47,1025,3.899087429,-3.441184759,1
47,1057,3.122946739,-4.638534069,1
47,1089,3.793858528,-4.780263901,1
47,1121,4.78559494,-5.079422951,1
47,1153,4.815681458,-4.48179245,1
47,1185,4.817909241,-3.093707561,1
47,1217,4.593427181,-3.207778931,1
47,1249,3.04303503,-2.381416798,1
47,1281,3.957290173,-2.222892761,1
47,1313,3.95041585,-2.839102507,1
47,1345,0.8849112988,-4.639380455,1
47,1377,2.406822681,-1.690793991,1
47,1409,2.162266731,-1.120947599,1
47,1441,1.447222114,-1.381100535,1
47,1473,1.55498004,-1.506468773,1
47,1505,2.781411886,-1.105321884,1
47,1537,1.827574492,-1.389690399,1
47,1569,-0.536904335,-1.562051773,1
47,1601,1.151097775,-2.161117554,1
47,1633,2.546504736,-3.01455307,1
47,1665,2.450413227,-2.36551404,1
47,1697,2.835698605,-0.8420383334,1
47,1729,3.518220663,1.213140965,1
47,1761,4.416631699,2.658085823,1
47,1793,4.129430294,0.6262862086,1
47,1825,2.65838623,0.4300605059,1
47,1857,1.378578186,0.8110816479,1
47,1889,1.255479574,0.1648397446,1
47,1921,1.640080929,-0.5542542934,1
47,1953,1.612586737,-1.511211038,1
47,1985,1.650167704,-1.637444496,1
47,2017,0.6607968807,-0.3826109171,1
79,33,-0.2761579156,1.438854933,1
79,65,0.6119670272,-1.595617652,1
79,97,1.35051012,-1.933256507,1
79,129,1.192091584,-2.570826769,1
79,161,1.017181396,-2.960793495,1
79,193,0.7489397526,-2.940814257,1
79,225,0.4462200403,-2.767008066,1
79,257,0.9487348795,-2.447970152,1
79,289,1.144125104,-2.432566166,1
79,321,1.467231989,-2.319583178,1
79,353,2.29777503,-2.799058437,1
79,385,0.7170997858,-2.969812155,1
79,417,1.078293562,-1.463827729,1
79,449,0.4812613726,-3.745125532,1
79,481,0.7204532027,-4.010977745,1
79,513,-0.3428208828,-1.551865578,1
79,545,-0.8221058846,-1.539790869,1
79,577,0.2618913651,-2.650636911,1
79,609,2.650113106,-3.629243851,1
79,641,3.426885605,-3.400254726,1
79,673,3.384758234,-3.738292933,1
79,705,3.471419096,-4.113064289,1
79,737,4.167385578,-4.122644424,1
79,769,5.530272484,-3.825733423,1
79,801,5.753096581,-3.642523527,1
79,833,4.131149769,-3.742680311,1
79,865,2.731169939,-3.624624014,1
79,897,2.752590656,-3.161900759,1
79,929,3.18018508,-3.140818834,1
79,961,3.796070099,-3.257111311,1
79,993,3.054627657,-2.309926748,1
79,1025,2.144517183,-1.747816563,1
79,1057,3.976694584,-3.550210476,1
79,1089,4.56492424,-3.937641621,1
79,1121,4.696418762,-4.542433262,1
79,1153,4.690951824,-4.336805344,1
79,1185,4.422314644,-3.57329464,1
79,1217,4.327005863,-4.869841099,1
79,1249,3.389389515,-4.904358864,1
79,1281,4.203906536,-3.227624416,1
79,1313,4.609267235,-2.424366236,1
79,1345,2.951770306,-2.348556042,1
79,1377,2.456264019,-1.857511997,1
79,1409,2.221236229,-1.661788225,1
79,1441,1.990340233,-1.231640577,1
79,1473,1.742592335,-1.443320274,1
79,1505,1.589292765,-0.5161219835,1
79,1537,1.650680065,-0.7767765522,1
79,1569,1.124100208,-2.323769093,1
79,1601,1.81590426,-2.571695566,1
79,1633,1.995198131,-2.708747864,1
79,1665,1.449604392,-2.378392458,1
79,1697,0.7233452797,-1.217951775,1
79,1729,1.352584839,0.9704346657,1
79,1761,1.758637428,2.027233601,1
79,1793,1.778990507,0.119271636,1
79,1825,0.9268620014,0.01362791657,1
79,1857,1.314692616,0.6657363772,1
79,1889,1.875105143,-0.3885326982,1
79,1921,1.810566187,-1.018736601,1
79,1953,1.540591955,-2.533318996,1
79,1985,1.026935697,-5.869599342,1
79,2017,1.069896817,-1.018333316,1
111,33,-0.5467036366,1.036893129,1
111,65,0.3446333408,-1.031345367,1
111,97,0.9569000006,-1.705659509,1
111,129,0.9048551321,-2.388322115,1
111,161,1.67087996,-3.138024807,1
111,193,1.042367339,-3.285568476,1
111,225,0.7159943581,-3.578466654,1
111,257,1.01435113,-3.061794758,1
111,289,0.9664082527,-2.809924364,1
111,321,1.100285292,-2.636191845,1
111,353,1.222963214,-2.061662674,1
111,385,0.9714146852,-3.636196375,1
111,417,0.7455140352,-1.611043453,1
111,449,0.7377945185,-2.983882189,1
111,481,1.576326847,-3.236196041,1
111,513,1.012076139,-2.068323612,1
111,545,0.2242124081,-1.357244253,1
111,577,-0.6489577293,-2.683162212,1
111,609,1.77570653,-4.364243507,1
111,641,4.042619705,-4.144255638,1
111,673,3.546813011,-3.022301435,1
111,705,3.41529274,-3.425232172,1
111,737,4.054359436,-4.03903532,1
111,769,4.407371521,-4.305874825,1
111,801,3.995493889,-4.4073596,1
111,833,3.140886784,-3.360399246,1
111,865,1.638231277,-3.14539957,1
111,897,2.163092375,-3.244622231,1
111,929,2.954298496,-3.30713892,1
111,961,3.465261459,-3.345569372,1
111,993,3.678133011,-2.012915373,1
111,1025,2.656696558,-1.931969166,1
111,1057,4.003270149,-3.718601704,1
111,1089,5.710213184,-4.16079092,1
111,1121,4.890025616,-3.947369814,1
111,1153,4.40021801,-3.963844061,1
111,1185,4.277710438,-4.082012177,1
111,1217,4.175938606,-4.939241886,1
111,1249,4.094047546,-3.876660347,1
111,1281,4.680357456,-2.066865921,1
111,1313,5.317443371,-1.797483444,1
111,1345,4.516372204,-1.944490194,1
111,1377,3.481749773,-2.468797922,1
111,1409,2.92141223,-2.612702608,1
111,1441,2.780507565,-2.32612896,1
111,1473,2.06464839,-1.656314135,1
111,1505,2.715355158,-2.27965498,1
111,1537,2.388717175,-2.540097952,1
111,1569,2.222498894,-2.519810915,1
111,1601,2.430917978,-2.611877918,1
111,1633,2.059517384,-2.642492771,1
111,1665,1.195497274,-2.527024269,1
111,1697,0.7004354,-1.590768814,1
111,1729,0.1246355176,0.002860546112,1
111,1761,-0.3834674358,0.1928272843,1
111,1793,0.4765212536,-0.8198668361,1
111,1825,1.243558764,-0.9346911907,1
111,1857,1.594594717,-0.8892848492,1
111,1889,1.925612807,-1.377692461,1
111,1921,2.153248549,-2.352993488,1
111,1953,2.026122332,-2.228414059,1
111,1985,2.311915874,-1.491410613,1
111,2017,1.97125864,-1.202849388,1
143,33,0.1041933894,1.469860792,1
143,65,0.4867153764,-1.743096352,1
143,97,0.3236580491,-1.444662809,1
143,129,-0.6156582832,-1.966738939,1
143,161,0.2816230059,-2.805315018,1
143,193,0.3572404981,-3.577213764,1
143,225,0.4012109041,-3.39511776,1
143,257,1.195470572,-3.214641094,1
143,289,0.9480361342,-2.759513617,1
143,321,1.086971283,-2.809908152,1
143,353,1.569504619,-3.845476627,1
143,385,2.132924557,-2.604627132,1
143,417,1.964158058,-2.005444527,1
143,449,2.765406132,-3.61097002,1
143,481,3.217382908,-3.0896101,1
143,513,2.581696987,-2.302584648,1
143,545,1.763981342,-0.9753441811,1
143,577,0.1656472683,-1.320691586,1
143,609,1.970569372,-4.656525612,1
143,641,3.213298559,-6.169321537,1
143,673,3.343494415,-3.460740805,1
143,705,3.263456106,-3.643499851,1
143,737,3.645977497,-3.992420912,1
143,769,4.342643738,-4.379925728,1
143,801,4.188493252,-4.529325962,1
143,833,3.840177774,-2.790051699,1
143,865,3.380311489,-2.516508818,1
143,897,3.098947763,-2.805424452,1
143,929,3.001966238,-3.039275408,1
143,961,2.88950634,-3.120410442,1
143,993,2.511049986,-2.962400675,1
143,1025,2.508045912,-3.278270245,1
143,1057,3.877849579,-4.020290852,1
143,1089,4.38248539,-3.832631826,1
143,1121,4.507383823,-3.71320796,1
143,1153,4.718953133,-3.604280949,1
143,1185,4.730090141,-3.60627389,1
143,1217,4.157408714,-5.888075829,1
143,1249,5.049151421,-1.041197062,1
143,1281,5.10262537,-0.7874863148,1
143,1313,5.855683327,-1.650408268,1
143,1345,5.63074255,-2.325104713,1
143,1377,4.582030296,-2.718549013,1
143,1409,3.729486227,-2.74805212,1
143,1441,2.900876045,-2.507713795,1
143,1473,3.187355042,-2.046780586,1
143,1505,3.819525957,-3.076473951,1
143,1537,3.16303134,-3.400636673,1
143,1569,2.588318825,-3.050611496,1
143,1601,2.545524359,-2.806495905,1
143,1633,2.50743413,-2.393994808,1
143,1665,0.8458788395,-1.654223204,1
143,1697,0.04997265339,-0.5127708912,1
143,1729,1.070874572,-1.262828588,1
143,1761,-0.007765352726,-1.415936112,1
143,1793,-0.06955319643,-1.355559945,1
143,1825,0.134670496,-1.557184696,1
143,1857,0.6095290184,-1.713531733,1
143,1889,1.785496593,-1.643476009,1
143,1921,3.17792511,-2.474796057,1
143,1953,3.715791941,-2.464233875,1
143,1985,2.579719067,-1.161476016,1
143,2017,1.754531145,-1.276992202,1
175,33,-0.4652410746,1.988604069,1
175,65,0.1253698021,-1.834254503,1
175,97,0.07439798117,-1.81362319,1
175,129,-0.5361236334,-2.006774187,1
175,161,-0.8163563013,-2.046079636,1
175,193,-0.4844208062,-2.388146162,1
175,225,0.2132264376,-2.379247904,1
175,257,1.072007537,-2.556937456,1
175,289,1.021487832,-2.724053144,1
175,321,0.8227318525,-2.622151613,1
175,353,1.010534763,-3.087994576,1
175,385,1.50691247,-3.31624341,1
175,417,1.645715117,-4.090601921,1
175,449,2.25619936,-3.727744341,1
175,481,3.296008825,-3.522910833,1
175,513,3.070920467,-3.06622982,1
175,545,3.32763648,-3.256198168,1
175,577,3.260966539,-2.471837044,1
175,609,3.425380707,-4.939524651,1
175,641,2.628308296,-6.008490562,1
175,673,2.963211536,-4.794664383,1
175,705,3.476032972,-3.703151941,1
175,737,3.617440224,-3.64963603,1
175,769,3.850492239,-3.666616917,1
175,801,3.920552254,-3.611323595,1
175,833,3.915310144,-2.993291855,1
175,865,4.117482185,-1.765505075,1
175,897,3.655879021,-1.820455074,1
175,929,3.44644475,-2.530376911,1
175,961,3.773126364,-3.271218538,1
175,993,3.15316534,-2.930188179,1
175,1025,3.1112535,-3.174755812,1
175,1057,3.389494896,-3.562813997,1
175,1089,4.093075752,-3.126286507,1
175,1121,4.655067921,-3.257583618,1
175,1153,4.646634102,-3.796630621,1
175,1185,4.673885822,-3.946229696,1
175,1217,4.39246273,-2.903079033,1
175,1249,5.053851128,-1.092175722,1
175,1281,5.402541161,-0.1537877321,1
175,1313,5.051255703,-1.4899261,1
175,1345,5.142649651,-2.349169493,1
175,1377,5.099184036,-2.678046703,1
175,1409,4.634683132,-2.742352486,1
175,1441,4.251331806,-2.894872665,1
175,1473,4.984377384,-3.607533932,1
