PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 4, filenames: A:[4]MAX_TimeSrs018_TgUtrmcherry_Controll.avi & B:[5]MAX_TimeSrs018_TgUtrmcherry_Controll.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-10.48264217,42.97702408,1
47,65,-17.3171463,14.53195477,1
47,97,-21.56746674,-17.89364243,1
47,129,-21.00084686,-26.11659622,1
47,161,-17.1530056,-23.60019875,1
47,193,-17.9042511,-24.47984314,1
47,225,-16.37812042,-21.55545235,1
47,257,-16.1266861,-25.42240143,1
47,289,-16.06083298,-23.16870499,1
47,321,-15.27490044,-25.40288353,1
47,353,-14.76586628,-24.20090485,1
47,385,-15.39642048,-21.9420681,1
47,417,-8.505833626,-23.3406868,1
47,449,-8.470639229,-23.06722069,1
47,481,-8.207208633,-19.58526993,1
47,513,-8.138660431,3.644293785,1
47,545,-24.85694313,-15.99458885,1
47,577,-9.968519211,-21.82872581,1
47,609,-0.8026032448,0.02412605286,1
47,641,-14.84827042,-16.10284996,1
47,673,-18.76323891,-15.8142519,1
47,705,-15.26328087,-13.44592476,1
47,737,-11.46069431,-15.32723904,1
47,769,-9.277915001,-15.50278378,1
47,801,-12.48142242,-14.97079659,1
47,833,-13.95916462,-11.95177746,1
47,865,-11.25059891,-13.68944931,1
47,897,-1.390764713,-27.99774933,1
47,929,-5.525339127,-5.759239197,1
47,961,-4.549996376,-16.35092926,1
47,993,-0.3461894989,-16.63742828,1
47,1025,15.44547272,-18.55205536,1
47,1057,-2.340323925,-10.04413509,1
47,1089,-4.372823715,-9.034292221,1
47,1121,-5.15328455,-11.00999165,1
47,1153,-4.688623428,-12.15848541,1
47,1185,-0.9669828415,-10.13916588,1
47,1217,3.532689095,-6.60210228,1
47,1249,2.785118103,-10.60686398,1
47,1281,2.841460228,-14.63971519,1
47,1313,4.337647915,-14.32739258,1
47,1345,4.595042229,-12.97373486,1
47,1377,2.278244495,-10.57762623,1
47,1409,-0.6372697353,-7.799035549,1
47,1441,-1.902781963,-7.72842598,1
47,1473,-1.20095849,-9.701704025,1
47,1505,-0.8128094077,-13.60769272,1
47,1537,-1.501788855,-12.56594086,1
47,1569,-9.223320007,4.503585815,1
47,1601,-3.395092487,-10.41081238,1
47,1633,-2.685476065,-9.568437576,1
47,1665,-0.3240243196,-7.930466652,1
47,1697,1.490815401,-3.203100204,1
47,1729,1.35157156,-2.676698685,1
47,1761,-0.8549842238,-4.882282257,1
47,1793,-2.9064641,-4.929304123,1
47,1825,-2.895257473,-0.4942927361,1
47,1857,-5.77377224,-3.625703812,1
47,1889,-5.49887991,0.6071643829,1
47,1921,-0.07885074615,-2.133383036,1
47,1953,-2.733188152,1.989530563,1
47,1985,-1.735518456,4.727488518,1
47,2017,-5.191962242,0.3406829834,1
79,33,-6.205366135,8.745176315,1
79,65,4.043869019,-21.23317719,1
79,97,-12.1388073,-10.95509148,1
79,129,-18.35449982,-29.99423981,1
79,161,-17.80801201,-27.80427361,1
79,193,-17.61119461,-25.71746445,1
79,225,-16.49506187,-23.07389832,1
79,257,-16.04451942,-26.21584511,1
79,289,-14.82246494,-27.45481491,1
79,321,-14.94096851,-25.73595428,1
79,353,-18.25730896,-24.91986847,1
79,385,-17.05062103,-23.7632103,1
79,417,-15.30055237,-22.76353073,1
79,449,-8.716256142,-19.35077477,1
79,481,-7.809607506,-17.06603241,1
79,513,-6.383217812,-16.21081543,1
79,545,-2.992294788,-16.18582153,1
79,577,-3.766552925,-15.87509537,1
