PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 21, filenames: A:[21]MAX_TimeSrs018_TgUtrmcherry_Controll.avi & B:[22]MAX_TimeSrs018_TgUtrmcherry_Controll.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.7510795593,-0.3464269638,1
47,65,-1.500065804,-7.374186516,1
47,97,0.9787675142,-5.873893738,1
47,129,0.5458443165,-4.310076237,1
47,161,-0.2177498341,-2.97074461,1
47,193,-0.01355183125,-3.224120617,1
47,225,-0.2456319332,-4.370337486,1
47,257,-0.594627142,-5.375884056,1
47,289,-0.7685222626,-4.690560818,1
47,321,-0.8164476752,-3.978385448,1
47,353,-0.2425189018,-4.049188137,1
47,385,-1.046351552,-7.04791975,1
47,417,-1.547991633,-6.479344368,1
47,449,-1.70317018,-4.824953079,1
47,481,-2.036008358,-4.547263622,1
47,513,-1.286245346,-5.330304146,1
47,545,-0.7062628269,-5.608917236,1
47,577,-1.283037663,-4.896382332,1
47,609,-2.753288507,-3.829386473,1
47,641,-5.23674345,-2.872922421,1
47,673,-2.893486023,-2.033855438,1
47,705,-3.584093094,-2.592163563,1
47,737,-2.235939026,-2.095440626,1
47,769,-0.2656564713,-1.963559628,1
47,801,0.9065032005,-3.611787081,1
47,833,0.7366538048,-3.999639034,1
47,865,-2.055095673,-4.486210346,1
47,897,-2.68244648,-4.798881054,1
47,929,-2.931288719,-5.001036167,1
47,961,-2.857439041,-5.966076851,1
47,993,-2.749172926,-6.081812859,1
47,1025,-2.402175426,-5.616569042,1
47,1057,-1.948403835,-4.183677197,1
47,1089,-2.194082975,-2.925783634,1
47,1121,-1.833733797,-2.92430687,1
47,1153,-1.387092829,-2.983261108,1
47,1185,-3.425352097,-2.313399792,1
47,1217,-5.23089838,-2.745871067,1
47,1249,-4.228786945,-4.20670557,1
47,1281,-3.223278046,-4.57133007,1
47,1313,-1.535661697,-5.583679199,1
47,1345,-1.188205719,-1.884430051,1
47,1377,-3.364786386,-0.1295268536,1
47,1409,-3.853565216,-0.2771923542,1
47,1441,-2.61251688,0.1751689911,1
47,1473,-2.115980625,-1.111643434,1
47,1505,-2.807253599,-2.175750017,1
47,1537,-3.605447531,-2.537932873,1
47,1569,-2.824006319,-3.194099188,1
47,1601,-1.809582233,-2.959667206,1
47,1633,-2.318499088,-1.835254669,1
47,1665,-2.744988441,-0.5144323111,1
47,1697,-0.7738488913,-0.2466324568,1
47,1729,0.01111090183,-0.3985689282,1
47,1761,0.3611624241,0.4071185589,1
47,1793,0.6474096775,0.4289382696,1
47,1825,0.315527916,1.504639626,1
47,1857,-0.06348991394,2.174186945,1
47,1889,0.993964076,2.038907528,1
47,1921,1.259664059,2.128937244,1
47,1953,1.25667119,0.5925399661,1
47,1985,0.6590980887,-1.222244501,1
47,2017,-0.6686745882,-0.9276763201,1
79,33,20.29833412,3.937434196,1
79,65,-1.498105407,-5.590616703,1
79,97,-1.388576746,-5.164168835,1
79,129,-1.41115737,-4.489664078,1
79,161,-1.513642788,-4.159658432,1
79,193,-1.34313488,-3.975391388,1
79,225,-0.9096004963,-4.851541042,1
79,257,-0.8021286726,-5.539857388,1
79,289,-0.5527278185,-4.440120697,1
79,321,-0.9245071411,-4.276381016,1
79,353,-3.177321672,-5.923756599,1
79,385,-2.191301107,-5.652226448,1
79,417,-2.136881351,-5.70353508,1
79,449,-3.248292923,-4.34973526,1
79,481,-2.673625946,-4.209904194,1
79,513,-0.4588432312,-4.24339962,1
79,545,-1.176482201,-3.818870068,1
79,577,-2.192602634,-3.609742165,1
79,609,-2.946620703,-3.800320864,1
79,641,-2.57895565,-3.342132568,1
79,673,-2.168289423,-1.850433826,1
79,705,-1.816860914,-2.026783705,1
79,737,-1.068505764,-2.702494383,1
79,769,-0.9374828339,-2.136549473,1
79,801,-1.232027292,-3.747834682,1
79,833,-1.321156979,-5.115325928,1
79,865,-1.896497488,-5.629328728,1
79,897,-2.012127876,-4.905540466,1
79,929,-1.183934212,-4.306079865,1
79,961,-0.5681443214,-4.686800003,1
79,993,-2.46987915,-4.654791355,1
