PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 33, filenames: A:[33]MAX_TimeSrs018_TgUtrmcherry_Controll.avi & B:[34]MAX_TimeSrs018_TgUtrmcherry_Controll.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.5018234253,-0.1405726671,1
47,65,-0.03234928846,-3.417143822,1
47,97,-0.01183781028,-2.917555809,1
47,129,0.04499298334,-1.561162114,1
47,161,-0.03429013491,-1.758396506,1
47,193,0.4022014737,-1.434456229,1
47,225,0.6561429501,-1.930854201,1
47,257,0.7971562147,-1.864213467,1
47,289,0.8978848457,-1.645639658,1
47,321,1.130229712,-1.287747145,1
47,353,-0.3008589745,-2.500582218,1
47,385,-1.932208538,-3.760993481,1
47,417,-1.382443428,-3.585897684,1
47,449,-0.6321476698,-2.459196329,1
47,481,-0.3509891033,-3.568265915,1
47,513,-0.163387537,-4.56118536,1
47,545,0.1504602283,-2.465407133,1
47,577,-0.04871612787,-0.6933550835,1
47,609,0.1404656768,-1.9424088,1
47,641,0.7633290291,-2.354883194,1
47,673,0.6219401956,-1.613692284,1
47,705,1.391391516,-1.211631298,1
47,737,2.354880095,-2.832704544,1
47,769,1.5801332,-4.3467803,1
47,801,0.8400144577,-4.306203842,1
47,833,0.7513699532,-3.699350357,1
47,865,0.8789366484,-2.636198997,1
47,897,0.8066946864,-1.797575951,1
47,929,0.5880790949,-2.904574394,1
47,961,1.015199423,-2.11139369,1
47,993,1.042952776,-2.421703577,1
47,1025,-0.6395851374,-2.419313431,1
47,1057,-1.706944823,-3.835006952,1
47,1089,-1.311621428,-5.295444965,1
47,1121,-0.5331937075,-5.8117342,1
47,1153,1.319018841,-5.651579857,1
47,1185,3.250609875,-5.50615406,1
47,1217,2.803955078,-4.045959473,1
47,1249,0.9325689077,-4.011323452,1
47,1281,-0.74206388,-1.324590087,1
47,1313,-1.345606565,-0.713267684,1
47,1345,-0.6671388149,-1.285777688,1
47,1377,-2.418299913,-2.891284227,1
47,1409,-3.418341637,-3.508407116,1
47,1441,-2.861757517,-2.668154955,1
47,1473,-2.555868864,-2.020251274,1
47,1505,-0.6079849005,-0.5092167854,1
47,1537,0.4524952173,0.01157844067,1
47,1569,0.7015361786,-2.409224033,1
47,1601,2.938035488,-2.724634647,1
47,1633,1.741295338,-2.369201899,1
47,1665,-0.4782471657,-1.852209926,1
47,1697,-0.4818754196,-2.067721367,1
47,1729,-0.6248993874,-3.764062643,1
47,1761,0.2318624258,-7.42943573,1
47,1793,1.223198771,-5.538717747,1
47,1825,1.762201309,-1.251050711,1
47,1857,3.567291737,1.256062508,1
47,1889,2.649764776,-0.08076572418,1
47,1921,1.458644986,-3.545683384,1
47,1953,-0.0796880722,-3.386354685,1
47,1985,0.7542473078,-1.83176434,1
47,2017,2.007018328,0.09465837479,1
79,33,1.076996088,0.8897103071,1
79,65,0.3367481232,-2.674373627,1
79,97,-0.1701028049,-1.765678167,1
79,129,-0.1588095874,-1.567656517,1
79,161,0.1129370034,-2.348210812,1
79,193,0.5108929873,-3.762227535,1
79,225,0.9949805737,-3.294033289,1
79,257,1.203177571,-2.761913061,1
79,289,0.4910535812,-1.756119251,1
79,321,0.5919323564,-0.8803145885,1
79,353,0.1258998066,-3.065878153,1
79,385,-0.9217481613,-4.7651577,1
79,417,-0.2753452361,-4.557530403,1
79,449,0.06091935933,-2.29942441,1
79,481,-0.1831246167,-0.9153122902,1
79,513,-0.2488232404,-1.558680058,1
79,545,-0.1938368976,-1.705111265,1
79,577,-0.3471750021,-1.182017684,1
79,609,0.166095823,-1.594683647,1
79,641,0.4163344502,-2.077187538,1
79,673,-0.412781924,-1.984021902,1
79,705,0.0192065835,-2.143588066,1
79,737,1.142839551,-3.147651672,1
79,769,1.507202148,-4.130349159,1
79,801,1.55420804,-4.869747162,1
79,833,2.501540422,-2.642571449,1
79,865,2.497731924,-1.701612234,1
79,897,0.8141956329,-2.072668552,1
79,929,-0.1144512892,-2.037459612,1
79,961,1.651801229,-0.9757857323,1
79,993,2.348857403,-1.621708632,1
79,1025,2.518630266,-2.521894455,1
79,1057,0.03388613462,-3.871483088,1
79,1089,0.1648957133,-5.895953178,1
79,1121,0.2690493166,-4.396560192,1
79,1153,0.7559227943,-3.980905533,1
79,1185,2.245873928,-4.868520737,1
79,1217,2.034634352,-4.30752182,1
79,1249,0.4427865744,-3.336069107,1
79,1281,0.202232182,-2.524674416,1
79,1313,0.6767184138,-2.26386857,1
79,1345,1.7520082,-1.191502094,1
79,1377,-0.5137993693,-1.007126451,1
79,1409,-2.038883686,-0.4312962294,1
79,1441,-1.03377974,-2.091806173,1
79,1473,-0.9664466977,-2.800406456,1
79,1505,-0.554199934,-2.304967642,1
79,1537,0.1698931307,-1.705387712,1
79,1569,0.1094612479,-1.771357536,1
79,1601,0.2196640968,-1.689912558,1
79,1633,0.4605689049,-1.320471048,1
79,1665,0.5548586845,-1.145936728,1
79,1697,1.68569994,-1.662091732,1
79,1729,1.099223375,-3.083367586,1
79,1761,0.5516438484,-5.173158646,1
79,1793,2.338271141,-3.908126593,1
79,1825,3.288393497,-2.453188419,1
79,1857,2.44523716,-1.385080576,1
79,1889,1.533247828,-2.044090748,1
79,1921,2.196424484,-2.613501549,1
79,1953,2.634418964,-1.64305675,1
79,1985,2.900299311,-2.364393234,1
79,2017,3.179717541,-0.3193919361,1
111,33,0.6596928239,1.431990385,1
111,65,0.3603868484,-2.488922119,1
111,97,-0.3834634423,-1.746702909,1
111,129,-0.3935094476,-2.37241292,1
111,161,0.05635333061,-2.833479881,1
111,193,0.3343350291,-3.45441556,1
111,225,0.5925862193,-3.341091156,1
111,257,1.061385155,-2.926018238,1
111,289,0.1213210821,-2.656927109,1
111,321,-0.5378419161,-2.793510199,1
111,353,0.1022856534,-3.690196991,1
111,385,0.3323510289,-4.910100937,1
111,417,2.142026186,-4.718274117,1
111,449,0.9540436864,-2.06501317,1
111,481,0.748660028,-0.1475708485,1
111,513,-0.1853830963,-0.7804365158,1
111,545,-0.4656147361,-1.512993455,1
111,577,-0.7596849799,-1.956507444,1
111,609,0.1651622057,-1.801201105,1
111,641,1.074138165,-2.577851772,1
111,673,-0.0948356688,-2.560082912,1
111,705,-0.2926047444,-2.566902637,1
111,737,0.7273907661,-3.594300747,1
111,769,1.11744678,-3.507992744,1
111,801,2.084810495,-3.545612812,1
111,833,3.512938023,-2.564256191,1
111,865,2.428435802,-1.59683466,1
111,897,0.957205534,-2.182288885,1
111,929,0.6410250664,-1.795267344,1
111,961,1.883078694,-1.547858715,1
111,993,2.549953222,-0.8753426075,1
111,1025,1.8115803,-2.43041873,1
111,1057,1.010209799,-4.147092342,1
111,1089,0.5341289043,-5.046156883,1
111,1121,-0.08520358801,-3.702425957,1
111,1153,0.2316141129,-3.620699406,1
111,1185,1.573563337,-3.697401047,1
111,1217,1.902809024,-3.463413239,1
111,1249,1.725825667,-3.702569246,1
111,1281,0.9998425245,-3.096458673,1
111,1313,1.144411802,-3.644670248,1
111,1345,1.477005124,-1.913499355,1
111,1377,0.7035929561,-0.5744997263,1
111,1409,-0.05032116175,0.5851632357,1
111,1441,-0.1624076664,-2.058982849,1
111,1473,-0.419636786,-3.558511257,1
111,1505,-0.7630758882,-2.825214386,1
111,1537,-0.799916923,-2.704347372,1
111,1569,-1.100367308,-1.638762951,1
111,1601,-1.038796067,-1.214614391,1
111,1633,0.1326450408,-1.386117339,1
111,1665,1.557049394,-1.542020679,1
111,1697,1.565187693,-1.99519372,1
111,1729,1.312453985,-2.921126604,1
111,1761,1.492182136,-3.517056942,1
111,1793,3.298971176,-3.41536665,1
111,1825,3.182440281,-3.352566719,1
111,1857,1.687960029,-3.472025633,1
111,1889,1.44614327,-3.023575068,1
111,1921,2.81805706,-2.10417366,1
111,1953,3.10061574,-1.772719383,1
111,1985,1.744165063,-1.301560163,1
111,2017,1.747977972,-0.5260903239,1
143,33,-0.05144119263,1.531664491,1
143,65,0.2196807265,-2.774685383,1
143,97,0.5053036213,-1.816438079,1
143,129,0.9060490727,-2.685594559,1
143,161,0.7333728075,-2.715237379,1
143,193,0.6763327122,-3.034860134,1
143,225,0.7163136005,-3.077881336,1
143,257,0.6007739902,-2.996670961,1
143,289,0.8134641647,-3.330666542,1
143,321,0.8586025238,-3.957317114,1
143,353,1.38239646,-4.034260273,1
143,385,2.112408161,-4.972175598,1
143,417,1.414317012,-4.080537796,1
143,449,1.21503675,-2.199780464,1
143,481,0.5114931464,-0.652125597,1
143,513,-0.8116737008,-1.048863292,1
143,545,-0.7843821049,-1.948100328,1
143,577,-0.7316108346,-2.511939526,1
143,609,0.5560870767,-2.348628521,1
143,641,1.457791567,-2.897476673,1
143,673,0.8401345015,-2.789066792,1
143,705,0.1833121777,-2.449189901,1
143,737,1.02453351,-3.414959669,1
143,769,1.409779072,-3.156993389,1
143,801,1.400094151,-2.925635815,1
143,833,1.379191041,-2.52090168,1
143,865,1.449746966,-2.296655655,1
143,897,1.653118968,-2.307012081,1
143,929,2.269397974,-1.887845993,1
143,961,2.298946619,-1.805697203,1
143,993,1.855463505,-1.758577824,1
143,1025,1.78176105,-2.345184326,1
143,1057,1.840926051,-3.13781333,1
143,1089,0.9668032527,-3.298333168,1
143,1121,-0.1464599371,-2.702198505,1
143,1153,0.1985176206,-3.846867085,1
143,1185,1.984668136,-3.235329151,1
143,1217,1.901354313,-2.329549789,1
143,1249,2.156966686,-3.51264143,1
143,1281,1.869246364,-2.456456661,1
143,1313,1.295697927,-2.719049454,1
143,1345,1.687562943,-1.938294053,1
143,1377,2.308964968,-1.387731314,1
143,1409,1.567800999,-0.801633358,1
143,1441,0.5381228924,-1.983548641,1
143,1473,0.4789764285,-2.631690741,1
143,1505,0.04890596867,-2.843356371,1
143,1537,-0.9919850826,-2.470403671,1
143,1569,-1.084750652,-1.421562672,1
143,1601,-0.6201210022,-0.7487092018,1
143,1633,0.2396188974,-1.150492668,1
143,1665,1.147256374,-1.684382915,1
143,1697,0.8975841403,-2.520787477,1
143,1729,0.7494747043,-2.896373987,1
143,1761,0.6178409457,-4.028306007,1
143,1793,1.509806037,-4.513138771,1
143,1825,1.723463774,-3.547204733,1
143,1857,0.8648996353,-3.927609921,1
143,1889,1.166496992,-2.997214317,1
143,1921,1.785374641,-2.7154181,1
143,1953,2.191344738,-2.501806259,1
143,1985,1.41790998,-1.367144942,1
143,2017,0.9059406519,-0.4188351035,1
175,33,0.2997289896,1.574812055,1
175,65,0.06556919217,-1.223058701,1
175,97,0.4821876287,-1.647115469,1
175,129,1.15127039,-2.184181213,1
175,161,1.712661624,-2.017199993,1
175,193,0.9520305395,-2.528453827,1
175,225,0.7904757261,-2.670207262,1
175,257,0.5932546854,-3.067385674,1
175,289,0.27159217,-3.919700146,1
175,321,0.2034273446,-4.769342422,1
175,353,1.148220539,-4.007985115,1
175,385,1.108090401,-4.231964111,1
175,417,1.296492457,-3.331971169,1
175,449,2.180975914,-1.935061693,1
175,481,1.763857603,-1.784479141,1
175,513,0.7693247795,-1.874089718,1
175,545,-0.9128991365,-2.347803116,1
