PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 9, filenames: A:[9]MAX_TimeSrs018_TgUtrmcherry_Controll.avi & B:[10]MAX_TimeSrs018_TgUtrmcherry_Controll.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
751,289,-0.4076680839,-0.6320953369,1
751,321,0.272562623,-1.268017054,1
751,353,1.435244799,-0.736995101,1
751,385,1.945451856,1.539996624,1
751,417,2.153065205,1.448787808,1
751,449,2.420406818,1.647316813,1
751,481,3.344237566,1.588423848,1
751,513,4.186722755,1.750788212,1
751,545,4.553385258,2.359484673,1
751,577,4.471197128,2.287146568,1
751,609,8.199363708,1.629132748,1
751,641,8.773900032,1.504464507,1
751,673,7.374074459,0.920619607,1
751,705,7.911367893,0.810736835,1
751,737,8.630407333,0.6824703217,1
751,769,7.891907215,-0.2142359018,1
751,801,7.695982933,-2.078786135,1
751,833,7.601602554,-3.373828173,1
751,865,7.560354233,-4.661289692,1
751,897,8.838092804,-6.681910515,1
751,929,10.06878185,-8.433418274,1
751,961,11.08350086,-7.387712002,1
751,993,12.36135101,-7.290332794,1
751,1025,10.14137173,-0.8244924545,1
751,1057,15.43316364,-8.45975399,1
751,1089,16.82330704,-11.0129652,1
751,1121,18.04974937,-11.80702877,1
751,1153,20.38225746,-13.13189411,1
751,1185,18.05033684,-13.54670429,1
751,1217,17.15099716,-13.96667767,1
751,1249,16.80012321,-14.17968655,1
751,1281,16.48962784,-15.45554924,1
751,1313,18.4486866,-18.78301239,1
751,1345,20.85282135,-20.28138733,1
751,1377,22.64426422,-24.08742142,1
751,1409,19.83023262,-23.18015289,1
751,1441,19.39881516,-21.16753387,1
751,1473,17.54209518,-20.53632164,1
751,1505,16.64316559,-20.58787346,1
751,1537,12.42040539,-19.15531158,1
751,1569,9.512739182,-18.83884811,1
751,1601,8.513669968,-18.86884117,1
751,1633,8.586437225,-16.65141296,1
751,1665,7.765841961,-13.93994236,1
751,1697,7.18863821,-13.18400383,1
751,1729,6.571751118,-12.25272179,1
751,1761,5.504858017,-11.35177994,1
751,1793,5.774309635,-12.3418951,1
751,1825,6.995866299,-10.91506386,1
751,1857,6.442037582,-9.233795166,1
751,1889,3.587985277,-7.185000896,1
751,1921,2.668413639,-5.28834486,1
751,1953,2.069377422,-5.732726574,1
751,1985,1.437756538,-7.473437786,1
751,2017,2.201552153,-11.1209774,1
783,33,-0.2353155017,0.3105610609,1
783,65,-0.9460599422,-0.7843365669,1
783,97,-1.851272345,-1.357330799,1
783,129,-1.800497293,-0.7576916218,1
783,161,-1.592627525,-0.5648140311,1
783,193,-1.293051481,-1.007133484,1
783,225,-0.5093925595,-1.137123346,1
783,257,-0.4569880068,-0.3136513829,1
783,289,-0.429528147,0.3245025277,1
783,321,0.9364689589,-1.6191746,1
783,353,2.886766911,0.4074979424,1
783,385,3.238963366,0.821605444,1
783,417,2.457490683,1.135335207,1
783,449,1.96642375,1.96449852,1
783,481,2.600465298,2.883618832,1
783,513,3.976849079,2.888390779,1
783,545,4.001072407,3.391568899,1
783,577,4.142174244,3.389335394,1
783,609,5.881598949,3.543271542,1
783,641,6.689754486,2.67731452,1
783,673,6.377011776,2.13348484,1
783,705,6.697880268,2.013593197,1
783,737,6.64277935,3.488522053,1
783,769,7.107195377,1.71742487,1
783,801,6.411568642,-1.819340229,1
783,833,6.454963684,-2.734217644,1
783,865,6.559277534,-4.344923019,1
783,897,7.469235897,-6.995851994,1
783,929,9.100806236,-8.034543991,1
783,961,12.71652317,-8.882762909,1
783,993,13.27824211,-4.467543125,1
783,1025,13.14074898,-1.399582386,1
783,1057,15.02087212,-8.335181236,1
783,1089,10.85436058,-14.39218903,1
783,1121,22.72591209,-11.30179501,1
783,1153,20.75545883,-13.06795692,1
783,1185,16.52907753,-15.90464973,1
783,1217,15.92098045,-14.39403439,1
783,1249,15.42453098,-14.52925014,1
783,1281,15.10263252,-15.30587769,1
783,1313,14.46038818,-15.59766102,1
783,1345,19.66754913,-21.85040474,1
783,1377,12.07247162,1.933387756,1
783,1409,17.57412338,-22.29247665,1
783,1441,16.66677475,-21.98701859,1
783,1473,12.94088459,-19.19837189,1
783,1505,11.06418991,-18.78720856,1
783,1537,9.774661064,-18.72827911,1
783,1569,7.979799271,-17.85751724,1
783,1601,6.784326553,-17.23868752,1
783,1633,6.22993803,-15.47930622,1
783,1665,5.179048538,-12.38567066,1
783,1697,4.931638718,-11.2010603,1
783,1729,5.338755131,-10.24303436,1
783,1761,4.62486124,-8.947728157,1
783,1793,5.188848972,-9.797142029,1
783,1825,5.312199593,-9.901549339,1
783,1857,4.18360281,-8.816432953,1
783,1889,2.682494879,-7.046675205,1
783,1921,2.742125034,-5.593747139,1
783,1953,2.254721165,-6.171000004,1
783,1985,0.7809027433,-7.40048027,1
783,2017,1.555671453,-9.103956223,1
815,33,-1.354730368,0.5445709825,1
815,65,-2.088103533,0.017380476,1
815,97,-2.4033494,-1.155907393,1
815,129,-2.483115673,-0.2955840826,1
815,161,-4.281140804,0.4925323427,1
815,193,-2.853314877,-0.07815843821,1
815,225,-0.9181509018,-0.03986915946,1
815,257,-0.6667102575,0.5748958588,1
815,289,-0.1868947893,1.616237879,1
815,321,1.456807971,0.8375368118,1
815,353,1.962443829,0.7620079517,1
815,385,1.954080939,2.127556324,1
815,417,2.732666731,2.13606739,1
815,449,2.299685478,3.0785501,1
815,481,2.819811344,4.404241562,1
815,513,4.242933273,3.314071655,1
815,545,3.540850401,4.514708996,1
815,577,3.945485115,4.84915638,1
815,609,5.021736145,4.331608772,1
815,641,5.012816429,3.750736475,1
815,673,4.431357384,2.999169588,1
815,705,4.588114262,2.377581358,1
815,737,4.525966644,1.777117491,1
815,769,4.755792618,1.712972164,1
815,801,5.162065029,-1.597177386,1
815,833,5.301067829,-2.876563072,1
815,865,5.593322277,-4.38368082,1
815,897,6.426654339,-6.395820141,1
815,929,8.923694611,-8.621456146,1
815,961,9.255753517,-13.66246891,1
815,993,11.2962532,-9.216838837,1
815,1025,13.48281765,-6.474079609,1
815,1057,-0.4125328064,-8.779486656,1
815,1089,18.5364933,-10.9567194,1
815,1121,21.90433884,-11.10045242,1
815,1153,16.53528214,-11.72651768,1
815,1185,15.47280693,-13.46701336,1
815,1217,16.75198174,-14.78410244,1
815,1249,16.7134285,-15.40339851,1
815,1281,16.8307724,-15.45676517,1
815,1313,14.70170689,-15.20385551,1
815,1345,14.84999084,-11.80391216,1
815,1377,14.71640682,-19.75241852,1
815,1409,14.11179066,-17.63168335,1
815,1441,13.13026428,-18.64984512,1
815,1473,11.46625233,-18.78152084,1
815,1505,8.72536087,-17.79743385,1
815,1537,6.941888809,-16.65808296,1
815,1569,6.47247982,-15.79627609,1
815,1601,2.858575821,-9.540977478,1
815,1633,3.401343822,-12.44302368,1
815,1665,3.550711155,-10.1207571,1
815,1697,3.305878401,-8.876564026,1
815,1729,2.789021492,-8.94760704,1
815,1761,1.949727058,-8.230190277,1
815,1793,2.848971128,-8.543498993,1
815,1825,2.782236576,-8.774543762,1
815,1857,2.92988348,-8.760873795,1
815,1889,2.621704578,-7.901134014,1
815,1921,2.491868973,-6.366057873,1
815,1953,2.176626921,-5.997720718,1
815,1985,1.801916599,-7.132899284,1
815,2017,2.330851316,-9.229120255,1
847,33,-1.738406658,0.6947738528,1
847,65,-17.04397011,12.1208725,1
847,97,-4.162857056,-0.6940634251,1
847,129,-4.317025185,-0.6591662765,1
847,161,-4.730718613,0.5482561588,1
847,193,-3.889768124,0.2537222803,1
847,225,-1.505353451,0.8109617233,1
847,257,-0.571100533,1.489577532,1
847,289,-0.1477780342,2.198532104,1
847,321,0.03524783254,2.286880016,1
847,353,0.4498333931,1.925485134,1
847,385,3.682402134,2.636627674,1
847,417,5.932870388,3.27347517,1
847,449,4.717015266,4.125527382,1
847,481,3.874289989,2.836197376,1
847,513,3.610096931,3.451453209,1
847,545,3.32331562,4.86733532,1
847,577,3.649889231,5.094315529,1
847,609,4.382697582,4.508966446,1
847,641,4.180931091,4.142944336,1
847,673,3.245680809,3.167919636,1
847,705,3.258198977,2.103782654,1
847,737,2.901298523,1.141268611,1
847,769,1.414927959,-0.1743924618,1
847,801,2.876853704,-1.130995631,1
847,833,4.194447041,-2.542850971,1
847,865,5.284805298,-3.826387405,1
847,897,6.38100481,-5.511237144,1
847,929,7.272247791,-6.739809036,1
847,961,17.06905174,10.16698551,1
847,993,12.13918877,-9.713401794,1
847,1025,15.77736664,-7.583031178,1
847,1057,15.34378242,-8.262678146,1
847,1089,13.15055656,-7.971431732,1
847,1121,13.33944988,-9.545351028,1
847,1153,29.89682388,-21.80443001,1
847,1185,14.43991566,-13.53258228,1
847,1217,13.92649078,-15.34032345,1
847,1249,14.43173409,-16.10947418,1
847,1281,16.92921448,-17.85792542,1
847,1313,15.92470646,-14.93307781,1
847,1345,16.69574928,-8.061126709,1
847,1377,15.44489098,-18.00437737,1
847,1409,14.73455906,-16.69071579,1
847,1441,12.03287029,-17.07336617,1
847,1473,9.495711327,-18.08077621,1
847,1505,7.075813293,-16.76485443,1
847,1537,4.2514925,-15.31848049,1
847,1569,4.323590755,-13.65813637,1
847,1601,2.987254143,-11.19486904,1
847,1633,2.388245106,-10.00405502,1
847,1665,3.119880676,-9.025856972,1
847,1697,2.43378377,-8.710810661,1
847,1729,1.25269413,-8.896431923,1
847,1761,0.397611618,-8.167894363,1
847,1793,1.155739069,-8.107217789,1
847,1825,1.709922075,-8.357504845,1
847,1857,2.6829319,-8.618686676,1
847,1889,2.823241949,-8.322682381,1
847,1921,2.374947071,-6.655355453,1
847,1953,2.080733299,-5.997862816,1
847,1985,2.191454887,-6.759981155,1
847,2017,2.57912755,-8.876237869,1
879,33,-4.653292179,0.1009371281,1
879,65,-16.0043869,12.31400108,1
879,97,-2.51397109,-1.587219238,1
879,129,-2.31247139,-1.983667612,1
879,161,-3.344591856,0.2893967032,1
879,193,-3.474010944,0.8162705898,1
879,225,-1.331475019,1.626125216,1
879,257,-0.4994829297,3.146647692,1
879,289,-0.3864708543,3.874203444,1
879,321,-1.025008678,3.635001659,1
879,353,-1.209125638,3.357764959,1
879,385,0.4105370045,3.285148621,1
879,417,3.1795156,4.786371708,1
879,449,2.585965395,5.758867264,1
879,481,2.234212637,5.71040678,1
879,513,1.897824764,5.251253128,1
879,545,1.598482609,5.548438072,1
879,577,3.542907715,5.987932682,1
879,609,3.785443068,5.155276775,1
879,641,3.686027765,4.336652279,1
879,673,3.835049391,2.367099285,1
879,705,3.459777832,1.202739358,1
879,737,2.322262764,1.787894011,1
879,769,1.751946449,1.760414004,1
879,801,1.077471256,-0.9175293446,1
879,833,2.870589733,-1.795922041,1
879,865,4.737878799,-3.159871101,1
879,897,7.159545898,-3.286012173,1
879,929,5.999064922,-5.166880608,1
879,961,6.358572006,-6.591612339,1
879,993,7.470212936,-8.666055679,1
879,1025,8.883576393,-7.135770321,1
879,1057,12.04376698,-8.328550339,1
879,1089,12.11915493,-8.044928551,1
879,1121,12.22762108,-9.196722984,1
879,1153,17.35473633,8.254729271,1
879,1185,12.25274467,-13.24100018,1
879,1217,12.09280586,-14.8619318,1
879,1249,11.84401417,-17.12179756,1
879,1281,11.49623299,-18.06651115,1
879,1313,11.155797,-14.52071285,1
879,1345,12.77571106,-19.13095474,1
879,1377,13.41673565,-17.05141258,1
879,1409,12.89990902,-15.44993496,1
879,1441,11.06061935,-15.26745987,1
879,1473,8.524188042,-15.74918461,1
879,1505,3.950850487,-14.34711456,1
879,1537,2.122664452,-13.08309364,1
879,1569,3.065329075,-10.70301151,1
879,1601,4.410928249,-8.358611107,1
879,1633,4.471346855,-7.956954956,1
879,1665,3.282282591,-8.279762268,1
879,1697,2.449347258,-8.772066116,1
879,1729,1.685177565,-8.750906944,1
879,1761,1.957502484,-8.123149872,1
879,1793,2.158362389,-8.567128181,1
879,1825,1.991388798,-7.873735428,1
879,1857,2.216559172,-7.143769741,1
879,1889,2.29730916,-7.345311165,1
879,1921,2.748470545,-6.195303917,1
879,1953,2.759077787,-5.985202312,1
879,1985,2.4803617,-4.734116077,1
879,2017,1.991398096,-8.015976906,1
911,33,-4.343690395,-0.4528427124,1
911,65,-2.900231838,-2.675220013,1
911,97,-1.851151228,-1.08600831,1
911,129,-1.138906479,-0.2506017387,1
911,161,-0.8464283943,0.3870658576,1
911,193,-1.282080412,1.126867175,1
911,225,-1.052354217,1.812772751,1
911,257,-0.08844268322,3.946657181,1
911,289,-0.4453562498,5.486538887,1
911,321,-1.041545868,5.324388504,1
911,353,-1.259088516,4.15232563,1
911,385,-1.540455818,4.694623947,1
911,417,-0.1127384901,5.860877514,1
911,449,2.269315481,6.828111172,1
911,481,2.505374193,7.505000114,1
911,513,1.113568068,6.322255135,1
911,545,0.4386036396,5.609334946,1
911,577,2.023483992,6.850411892,1
911,609,3.635248899,5.564712524,1
911,641,3.836572409,4.508709431,1
911,673,4.093744278,2.657747984,1
911,705,5.653664589,1.053062201,1
911,737,4.83452034,0.2998319268,1
911,769,2.276159286,0.819719553,1
911,801,0.6722607613,-0.7172302604,1
911,833,1.508475065,-1.50683403,1
911,865,4.765096664,-1.483672142,1
911,897,5.143378258,-3.276319265,1
911,929,5.194320679,-4.091553211,1
911,961,2.62134409,-5.279005051,1
911,993,5.96273613,-7.267127037,1
911,1025,8.287143707,-6.716377258,1
911,1057,9.303096771,-6.923200607,1
911,1089,9.92492485,-7.392866135,1
911,1121,10.55660725,-8.559085846,1
911,1153,18.15763283,-9.323825836,1
911,1185,14.57119751,-11.6915493,1
911,1217,10.12924862,-13.39274693,1
911,1249,9.768461227,-17.12911034,1
911,1281,9.208425522,-17.64618683,1
911,1313,8.975399971,-14.88540649,1
911,1345,7.302236557,-15.60456753,1
911,1377,10.60157299,-13.51549625,1
911,1409,11.50070381,-13.12712097,1
911,1441,12.57046604,-13.6433773,1
911,1473,9.885871887,-14.22062683,1
911,1505,5.498928547,-12.27958107,1
911,1537,3.486880302,-9.102136612,1
911,1569,3.618604183,-7.603071213,1
911,1601,4.295751095,-5.089940071,1
911,1633,5.029073238,-5.889721394,1
911,1665,4.246351242,-8.581507683,1
911,1697,1.852682114,-9.413319588,1
911,1729,1.51637435,-9.089837074,1
911,1761,2.691970825,-8.498015404,1
911,1793,3.00008297,-9.986689568,1
911,1825,1.520448565,-8.271585464,1
911,1857,-0.0218603611,-5.449965477,1
911,1889,0.08664619923,-5.066731453,1
911,1921,4.254578114,-5.714215279,1
911,1953,4.387003899,-5.552446365,1
911,1985,3.026377201,-4.240626335,1
911,2017,3.307379007,-8.409192085,1
943,33,-3.726668596,0.2255019248,1
943,65,-3.140253782,-1.050356984,1
943,97,-2.365067959,-1.274758101,1
943,129,-1.46726501,-0.4960183203,1
943,161,-0.9024330378,0.5575491786,1
943,193,-0.9678081274,1.444786191,1
943,225,-1.747287869,1.712630033,1
943,257,-1.467104912,2.435971737,1
943,289,-1.86427176,5.056655884,1
943,321,-2.227678776,5.778241158,1
943,353,-2.479728222,5.397177219,1
943,385,-2.629792452,5.490264893,1
943,417,-1.082508445,6.504496098,1
943,449,0.5787832737,7.425616264,1
943,481,1.243703604,7.695700645,1
943,513,1.720820665,6.460827351,1
943,545,1.721338153,3.631445408,1
943,577,-0.8423326015,5.308997631,1
943,609,2.428032398,5.47947979,1
943,641,3.115664482,4.336265087,1
943,673,3.401601315,2.776300907,1
943,705,3.328380346,0.2924660444,1
943,737,4.952904701,-2.626272678,1
943,769,3.238711357,-1.286853433,1
943,801,-1.452122211,-1.390091538,1
943,833,-0.3460769653,-2.495527267,1
943,865,1.506621361,-3.229564905,1
943,897,4.328094482,-2.524590969,1
943,929,4.406995296,-3.307124615,1
943,961,4.464227676,-4.371547699,1
943,993,5.526557922,-6.151363373,1
943,1025,6.784293652,-5.910247803,1
943,1057,-0.2292971611,-0.636882782,1
943,1089,-0.3165397644,-0.4338121414,1
943,1121,-0.1408996582,0.3662204742,1
943,1153,14.91786957,-8.800008774,1
943,1185,12.97194958,-10.11375904,1
943,1217,8.783967972,-12.84018517,1
943,1249,8.278009415,-15.13779736,1
943,1281,7.666525841,-13.16567612,1
943,1313,7.156245232,-12.10263443,1
943,1345,7.2811203,-11.8253727,1
943,1377,8.387774467,-10.29110432,1
943,1409,12.73585415,-9.335529327,1
943,1441,-4.096406937,-26.75393295,1
943,1473,8.143168449,-14.30108452,1
943,1505,5.602464676,-12.17413616,1
943,1537,4.287563801,-8.590579987,1
943,1569,3.957740307,-6.415174007,1
943,1601,3.685673237,-3.600380421,1
943,1633,3.828918695,-4.360357761,1
943,1665,2.112012863,-8.628284454,1
943,1697,0.9964762926,-9.646803856,1
943,1729,0.73183465,-9.260042191,1
943,1761,2.856009245,-9.348814964,1
943,1793,1.862755537,-10.4225893,1
943,1825,1.603272557,-9.603717804,1
943,1857,0.8494822979,-8.297805786,1
943,1889,1.581407189,-6.353309155,1
943,1921,3.307579756,-5.505542278,1
943,1953,3.498961926,-4.248960972,1
943,1985,2.71981883,-3.557915211,1
943,2017,5.383193493,-9.209831238,1
975,33,-1.921845675,1.819252729,1
975,65,-3.121134043,0.3959681988,1
975,97,-2.959621429,-0.9454466105,1
975,129,-2.037077188,-0.4011032283,1
975,161,0.1381335258,0.859670043,1
975,193,-1.114358902,1.54792738,1
975,225,-1.91547215,2.00570035,1
975,257,-1.776696563,2.587415934,1
975,289,-2.482356071,4.21641922,1
975,321,-2.660826206,4.952269554,1
975,353,-2.671975136,5.611480236,1
975,385,-2.682964325,5.728295803,1
975,417,-1.87762785,6.676246643,1
975,449,-0.279553622,7.468677998,1
975,481,0.8306484222,7.565555573,1
975,513,1.841144323,5.845726013,1
975,545,3.002242088,4.850579262,1
975,577,3.152276039,5.369559288,1
975,609,2.461760044,5.318689823,1
975,641,1.864315629,4.185111046,1
975,673,2.062589169,2.62405777,1
975,705,2.574472427,-0.1117797494,1
975,737,2.201104879,-3.3144238,1
975,769,2.083714008,-2.449222565,1
975,801,-9.689901352,-17.00152016,1
975,833,-12.24782372,-15.3571558,1
975,865,3.013412237,-3.391091347,1
975,897,4.142862797,-2.479940176,1
975,929,-13.21204567,3.850243568,1
975,961,11.17158604,15.31696796,1
975,993,4.61917305,-3.730390787,1
975,1025,5.279696465,-4.575636864,1
975,1057,0.2760877609,0.6341204643,1
975,1089,0.6695075035,-0.2389569283,1
975,1121,0.2785797119,0.02525091171,1
975,1153,0.2025017738,-0.2200241089,1
975,1185,12.36454678,-8.927342415,1
975,1217,9.286035538,-12.15376759,1
975,1249,8.995323181,-12.78922844,1
975,1281,8.802865028,-8.334661484,1
975,1313,7.901136398,-9.438270569,1
975,1345,7.205231667,-8.620594025,1
975,1377,7.906561375,-8.874729156,1
975,1409,-7.082183838,-16.49300766,1
975,1441,12.16339588,-10.28406715,1
975,1473,9.044600487,-14.67668438,1
975,1505,5.889201164,-11.15284538,1
975,1537,4.759807587,-8.769211769,1
975,1569,4.410450935,-7.972089767,1
975,1601,3.373542786,-8.242821693,1
975,1633,2.322305202,-7.853900909,1
975,1665,0.7158694267,-8.007743835,1
975,1697,-0.3914273977,-7.995326996,1
975,1729,-0.5337483883,-7.689925671,1
975,1761,-0.108455658,-7.740498066,1
975,1793,-0.05062496662,-8.605751038,1
975,1825,0.4308843613,-9.227416992,1
975,1857,0.3231263161,-8.27941227,1
975,1889,1.079351306,-5.263233185,1
975,1921,1.956044197,-4.962445736,1
975,1953,2.511222363,-4.233240128,1
975,1985,4.288941383,-2.160917759,1
975,2017,3.693300247,-9.611812592,1
1007,33,-0.9499435425,2.1787889,1
1007,65,-2.811435223,0.8208711147,1
1007,97,-3.237051249,0.1892670393,1
1007,129,-2.354034901,0.8527573943,1
1007,161,-0.4350881577,1.201858282,1
1007,193,-1.578454852,1.198939323,1
1007,225,-1.075072289,1.473529339,1
1007,257,-0.2289340496,1.888256788,1
1007,289,-1.69501543,2.932478905,1
1007,321,-2.382165194,3.810305119,1
1007,353,-2.900036812,4.467466354,1
1007,385,-3.028075218,5.389921188,1
1007,417,-2.165750027,7.303023338,1
1007,449,-0.746912837,7.544283867,1
1007,481,0.6576735973,6.457058907,1
1007,513,2.041279793,5.582840919,1
1007,545,2.972637653,4.787652493,1
1007,577,3.91334033,4.633265972,1
1007,609,3.457292795,4.548225403,1
1007,641,1.807148099,1.052495003,1
1007,673,0.7976423502,2.090175152,1
1007,705,1.380444527,-0.2324360013,1
1007,737,1.935229421,-2.344830513,1
1007,769,3.184406281,-0.9507585764,1
1007,801,1.746610522,-3.392325878,1
1007,833,1.822559595,-2.599778652,1
1007,865,2.863277197,-2.495283604,1
1007,897,4.279620647,-1.801073313,1
1007,929,5.095044136,-2.077889681,1
1007,961,0.4381685257,-12.75292397,1
1007,993,0.3383789063,-10.58105755,1
1007,1025,0.005828380585,0.143362999,1
1007,1057,-0.5822007656,0.6966044903,1
1007,1089,-0.144765377,0.3375997543,1
1007,1121,-0.01202201843,0.4066200256,1
1007,1153,-0.3416581154,0.6465606689,1
1007,1185,8.068138123,-8.026247025,1
1007,1217,6.718659401,-8.995269775,1
1007,1249,7.744979858,-8.748620987,1
1007,1281,8.789558411,-8.075456619,1
1007,1313,6.476472378,-8.241995811,1
1007,1345,5.865249634,-7.85296154,1
1007,1377,6.359782219,-7.628998756,1
1007,1409,7.324459553,-7.559128761,1
1007,1441,8.671163559,-7.927491188,1
1007,1473,7.038478374,-11.26684666,1
1007,1505,6.620302677,-12.162323,1
1007,1537,6.475265026,-10.46332073,1
1007,1569,5.438598633,-8.849881172,1
1007,1601,2.704191208,-8.796577454,1
1007,1633,1.663253784,-8.033541679,1
1007,1665,1.448837876,-8.090633392,1
1007,1697,0.895739913,-8.073302269,1
1007,1729,-0.0899400115,-7.242911339,1
1007,1761,-0.7865123153,-6.36429739,1
1007,1793,-0.5804278851,-6.693076134,1
1007,1825,0.0158354193,-7.17003727,1
1007,1857,-0.2277081013,-6.781572819,1
1007,1889,-0.02007079124,-19.39737701,1
1007,1921,0.04407548904,-5.158592224,1
1007,1953,-0.02417075634,-4.838503361,1
1007,1985,1.094447613,-1.058325291,1
1007,2017,1.700957775,-8.109199524,1
1039,33,-1.564125657,1.666060328,1
1039,65,-3.067563772,1.145058393,1
1039,97,-4.174507618,1.067737699,1
1039,129,-4.02426815,1.381946683,1
1039,161,-2.937460899,1.040747881,1
1039,193,-2.443014145,0.6790857315,1
1039,225,-2.087865591,1.852781057,1
1039,257,-2.516610861,2.818388462,1
1039,289,-2.783149481,2.975890875,1
1039,321,-2.788153648,3.323091507,1
1039,353,-3.03904748,3.706537247,1
1039,385,-2.732918739,5.228722572,1
1039,417,-1.139246941,8.921930313,1
1039,449,-0.9225358963,8.607889175,1
1039,481,0.3494826555,6.072528362,1
1039,513,1.266072273,5.19780302,1
1039,545,1.86871171,4.787298679,1
1039,577,1.799263239,4.512477875,1
1039,609,1.302591324,4.271735191,1
1039,641,1.051852345,3.014899731,1
1039,673,-0.1138679981,1.526796699,1
1039,705,0.06713330746,-0.2860715091,1
1039,737,0.3586597443,-2.430049181,1
1039,769,2.381826401,-0.4403856993,1
1039,801,0.9352892637,-3.691791058,1
1039,833,1.398004293,-1.662296534,1
1039,865,2.594375134,-1.522363067,1
1039,897,3.552191496,-0.9226715565,1
1039,929,3.718266964,-1.662310004,1
1039,961,1.334981918,-11.71119881,1
1039,993,-0.2887487411,-8.141758919,1
1039,1025,-0.0248336792,0.1439268589,1
1039,1057,-0.7152533531,0.6669421196,1
1039,1089,0.3490669727,-0.1153473854,1
1039,1121,0.02853059769,0.297700882,1
1039,1153,0.09077358246,0.3822984695,1
1039,1185,8.269872665,-7.230574608,1
1039,1217,8.29766655,-7.480259418,1
1039,1249,5.64349699,-7.624422073,1
1039,1281,-4.131080151,-6.496829987,1
1039,1313,-2.554748535,-7.058744431,1
1039,1345,4.1741786,-7.399206638,1
1039,1377,4.545030594,-5.277444363,1
1039,1409,4.609712124,-5.229351997,1
1039,1441,4.967743874,-5.709322453,1
1039,1473,4.917714119,-7.225551605,1
1039,1505,4.78742981,-8.571561813,1
1039,1537,4.482511044,-9.109783173,1
1039,1569,3.608335733,-8.457576752,1
1039,1601,2.606245756,-8.192219734,1
1039,1633,1.958130121,-7.835501194,1
1039,1665,2.18135643,-7.828573227,1
1039,1697,1.961946726,-7.956243992,1
1039,1729,1.083604097,-7.19238472,1
1039,1761,0.6244373322,-6.565968513,1
1039,1793,0.3995069861,-6.403459072,1
1039,1825,0.2883915901,-6.339354992,1
1039,1857,0.03951597214,-6.999884605,1
1039,1889,-0.8788852692,-6.317716122,1
1039,1921,-1.179583907,-4.305867672,1
1039,1953,0.5133934617,-3.199538708,1
1039,1985,-2.553774834,-3.247849464,1
1039,2017,-2.344516039,-5.14352417,1
1071,33,-1.768009782,1.170457125,1
1071,65,-2.858610153,1.728232503,1
1071,97,-4.505515099,1.862102151,1
1071,129,-4.830765724,1.931936622,1
1071,161,-4.192715168,2.132231951,1
1071,193,-4.298674107,2.201212168,1
1071,225,-4.383530617,2.464074135,1
1071,257,-2.981835604,3.457238913,1
1071,289,-2.861740828,3.087825298,1
1071,321,-2.773694277,3.086928368,1
1071,353,-2.503016472,3.949612617,1
1071,385,-2.495563269,5.196751118,1
1071,417,-2.054912567,6.727639198,1
1071,449,-1.25939703,6.01128912,1
1071,481,-0.05763995647,4.622564316,1
1071,513,-0.1032840908,4.023993492,1
1071,545,0.2826933265,4.494478703,1
1071,577,0.4054722786,4.766286373,1
1071,609,0.5508978367,4.375977516,1
1071,641,0.2697868347,3.488051176,1
1071,673,-0.946762681,2.179435253,1
1071,705,-1.18198812,0.7801733017,1
1071,737,-1.229180455,-0.5043129921,1
1071,769,0.1474993229,0.1393485665,1
1071,801,0.6698405147,-2.738690615,1
1071,833,0.6680403948,-0.2708655,1
1071,865,0.6686941385,-0.1314759851,1
1071,897,0.8653744459,-0.621937573,1
1071,929,1.260639429,-1.238379478,1
1071,961,0.2855719328,-0.8301796913,1
1071,993,-0.1065154672,-0.1100844145,1
1071,1025,-0.498426199,0.7170659304,1
1071,1057,0.000717997551,0.5548573732,1
1071,1089,0.03298687935,0.347363472,1
1071,1121,-0.2612226009,-0.4073328972,1
1071,1153,12.46587276,4.408581257,1
1071,1185,3.709695816,-7.040576935,1
1071,1217,5.229539871,-8.270975113,1
1071,1249,9.876835823,-7.747811794,1
1071,1281,3.164356232,-7.726135731,1
1071,1313,1.363434076,-9.026151657,1
1071,1345,-2.270183563,-7.025348663,1
1071,1377,-2.871157646,-5.964449406,1
1071,1409,-0.7458138466,-4.477560997,1
1071,1441,2.980895042,-4.000328541,1
1071,1473,3.342166662,-6.557151318,1
1071,1505,3.329202414,-6.354909897,1
1071,1537,2.793177605,-8.049077034,1
1071,1569,2.632717371,-7.884471893,1
1071,1601,2.506655693,-7.976707458,1
1071,1633,2.156160355,-7.413481236,1
1071,1665,2.742113829,-6.929804325,1
1071,1697,3.097447395,-7.673475742,1
1071,1729,2.453460455,-7.610099792,1
1071,1761,3.04936862,-7.678747177,1
1071,1793,2.44885087,-7.691596985,1
1071,1825,1.546553135,-6.195140839,1
1071,1857,0.8569854498,-5.882848263,1
1071,1889,-0.1089993119,-4.338769913,1
1071,1921,0.2191355228,-2.094125271,1
1071,1953,0.7292518616,-1.488146782,1
1071,1985,0.04520016909,-2.027192831,1
1071,2017,-1.189076781,-2.480799675,1
1103,33,-2.337844849,0.7165089846,1
1103,65,-2.144821405,0.8287606239,1
1103,97,-3.11677146,0.9430043697,1
1103,129,-4.508310318,2.34171772,1
1103,161,-4.413903236,2.631600857,1
1103,193,-4.036972046,0.4992947578,1
1103,225,-4.355418205,3.054749489,1
1103,257,-3.665797234,3.739321232,1
1103,289,-3.277245998,2.833388805,1
