PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 2, filenames: A:[2]MAX_TimeSrs018_TgUtrmcherry_Controll.avi & B:[3]MAX_TimeSrs018_TgUtrmcherry_Controll.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,17.10410309,22.90163803,1
47,65,20.80023766,19.36130333,1
47,97,12.52548599,13.0322628,1
47,129,22.51495743,34.01825714,1
47,161,19.57116127,30.17927551,1
47,193,18.10760689,28.70909882,1
47,225,19.96283913,31.52481651,1
47,257,18.87413216,34.21147537,1
47,289,17.54276848,32.59874725,1
47,321,16.06082535,29.09472466,1
47,353,18.02755928,29.92469406,1
47,385,18.60071945,31.94800949,1
47,417,15.9281044,31.12963676,1
47,449,18.63791847,25.76334,1
47,481,21.16498947,45.59317398,1
47,513,24.21771812,45.50891113,1
47,545,27.31501961,45.92071533,1
47,577,51.13240051,44.38997269,1
47,609,31.67344856,37.94764709,1
47,641,33.16083145,49.99597168,1
47,673,24.63212395,30.57263947,1
47,705,16.80889893,8.105190277,1
47,737,13.9754715,16.58309174,1
47,769,15.20876598,14.37030506,1
47,801,18.86803436,17.58973122,1
47,833,21.98267555,13.99445534,1
47,865,23.82632637,13.33443642,1
47,897,22.60405159,16.74482536,1
47,929,20.86656189,5.027832031,1
47,961,26.7144928,16.61737061,1
47,993,23.36637115,16.67145538,1
47,1025,22.15207291,16.73258781,1
47,1057,22.08047104,14.3138504,1
47,1089,23.00094223,12.52056503,1
47,1121,25.13910103,16.4845295,1
47,1153,25.38710403,14.81108952,1
47,1185,22.05952835,19.20730209,1
47,1217,41.80428314,15.40103912,1
47,1249,8.72533226,16.8962326,1
47,1281,6.907310486,14.79909801,1
47,1313,36.04595184,9.125386238,1
47,1345,16.17513084,6.432752609,1
47,1377,11.62064362,4.728450775,1
47,1409,9.21199131,6.28040123,1
47,1441,4.103691101,21.80380058,1
47,1473,11.4340992,2.892520905,1
47,1505,12.90058327,-1.980279684,1
47,1537,10.84851265,-4.959402084,1
47,1569,10.93858433,-4.00044775,1
47,1601,9.745285034,-7.627145767,1
47,1633,11.52866745,-7.584458351,1
47,1665,8.769249916,-5.646461487,1
47,1697,9.63190937,-5.851418495,1
47,1729,10.38925743,-7.187140465,1
47,1761,4.196486473,-7.0201931,1
47,1793,-1.601502895,-4.201141357,1
47,1825,1.219106436,-0.1594772339,1
47,1857,9.312273979,2.065065384,1
47,1889,9.941373825,-5.87045002,1
47,1921,2.819931984,-24.59188271,1
47,1953,11.46422005,-12.76563072,1
47,1985,5.877576351,-8.541152954,1
47,2017,8.215291023,0.3155136108,1
79,33,34.89413071,20.30849838,1
79,65,25.86822128,17.55305862,1
79,97,16.62451935,14.9975338,1
79,129,28.28470993,22.71559906,1
79,161,21.74675179,31.58659554,1
79,193,19.32184601,29.57595253,1
79,225,16.28383446,28.15017509,1
79,257,16.79016495,30.44133568,1
79,289,17.06932449,30.66983795,1
79,321,17.98800659,28.84383965,1
79,353,18.59819794,28.53710556,1
79,385,19.53483963,29.61476326,1
79,417,21.00355339,29.53290939,1
79,449,11.69146538,17.25931168,1
79,481,30.49989319,41.53412628,1
79,513,33.47891235,40.68645477,1
79,545,29.9743309,46.1473732,1
79,577,9.76590538,38.59249878,1
79,609,16.03438759,38.39205933,1
79,641,29.90102577,43.10710144,1
79,673,28.07316399,31.81624794,1
79,705,25.65610695,23.47219849,1
79,737,26.84325218,17.34076881,1
79,769,20.73454475,17.25689316,1
79,801,17.6043148,15.31881714,1
79,833,18.71714783,14.96161652,1
79,865,19.87619972,16.38832664,1
79,897,22.86942291,19.01273346,1
79,929,25.29494667,18.2393837,1
79,961,25.66043091,18.27874184,1
79,993,25.22471046,18.12973022,1
79,1025,24.7998333,16.20267868,1
79,1057,24.74513054,15.04514027,1
79,1089,25.08731842,14.53533554,1
79,1121,25.95102882,14.86601162,1
79,1153,25.61367607,13.95513058,1
79,1185,19.26677895,18.3431015,1
79,1217,17.35086823,15.62290096,1
79,1249,23.28953362,11.90111065,1
79,1281,22.37021637,10.17512798,1
79,1313,20.36789322,7.546216965,1
79,1345,19.0551033,4.509616375,1
79,1377,17.29614639,4.530505657,1
79,1409,15.04802895,3.457713127,1
79,1441,16.15600204,1.107987285,1
79,1473,14.66805077,-0.0853126049,1
79,1505,14.51934624,-2.265774488,1
79,1537,14.38684845,-3.111798286,1
79,1569,13.4596386,-4.501151562,1
79,1601,13.30214119,-6.02389431,1
79,1633,13.36981201,-7.983917236,1
79,1665,10.95464516,-8.965999603,1
79,1697,7.526411057,-7.398570538,1
79,1729,4.53811264,-5.944395065,1
79,1761,7.96372509,-5.707537174,1
79,1793,3.084830761,-4.77533102,1
79,1825,3.347410679,-2.968457937,1
79,1857,5.639505863,-2.63805294,1
79,1889,7.208124638,-5.976003647,1
79,1921,8.186759949,-9.455805779,1
79,1953,9.87983036,-9.598532677,1
79,1985,8.001493454,-7.753214359,1
79,2017,4.401058674,-3.023635864,1
111,33,17.28394699,17.73739815,1
111,65,21.67931175,10.43660545,1
111,97,20.94984245,17.29206848,1
111,129,18.0528698,23.47830772,1
111,161,18.16151428,25.39919662,1
111,193,17.02533722,26.85273933,1
111,225,16.90398598,27.57038116,1
111,257,17.24496078,29.2355938,1
111,289,17.73547363,30.61652756,1
111,321,18.49582672,28.53386116,1
111,353,18.16886711,27.73197174,1
111,385,17.27867508,27.86356163,1
111,417,17.69451904,28.30684471,1
111,449,38.36806107,25.77111435,1
111,481,36.58069611,40.75325012,1
111,513,17.81176567,36.34762955,1
111,545,14.04650688,32.97838593,1
111,577,26.1253109,34.57743073,1
111,609,26.97846603,36.66433334,1
111,641,20.65226555,34.21764374,1
111,673,25.46095848,22.2564373,1
111,705,24.27114868,23.44414139,1
111,737,23.07199097,21.06267548,1
111,769,21.39843559,18.43142128,1
111,801,21.6475296,18.03709602,1
111,833,21.63710213,16.4377346,1
111,865,22.2258358,19.51113129,1
111,897,23.26718712,19.4480629,1
111,929,24.69195938,19.43803024,1
111,961,25.10683632,18.79848862,1
111,993,26.10888672,17.58059883,1
111,1025,26.60980988,16.07203865,1
111,1057,26.19395065,14.90819454,1
111,1089,26.07236671,13.97829628,1
111,1121,26.4296875,13.51253414,1
111,1153,25.64665031,25.81551743,1
111,1185,24.64816666,20.3983345,1
111,1217,20.94801903,13.67919064,1
111,1249,21.41636658,14.06286144,1
111,1281,22.70137596,10.06275749,1
111,1313,22.53727722,6.130684853,1
111,1345,22.71306229,3.873269081,1
111,1377,21.40656281,2.799720287,1
111,1409,17.78931236,-0.07664000988,1
111,1441,17.0255394,-2.074587345,1
111,1473,17.71781921,-2.378952026,1
111,1505,15.6082325,-2.284212589,1
111,1537,16.20138741,-1.882208347,1
111,1569,16.38155556,-4.921281815,1
111,1601,15.90588951,-5.923038006,1
111,1633,15.01150608,-7.556930542,1
111,1665,12.06102943,-10.61761093,1
111,1697,6.134749413,-7.59071064,1
111,1729,7.213731289,-4.088922501,1
111,1761,11.3562479,-5.583669186,1
111,1793,9.269846916,-2.946121693,1
111,1825,4.433855534,-3.45030117,1
111,1857,4.109149456,-4.424460411,1
111,1889,4.675197601,-7.165974617,1
111,1921,5.834254265,-9.114591599,1
111,1953,7.095103741,-7.664347172,1
111,1985,7.315824509,-8.170301437,1
111,2017,5.730416298,-5.429628372,1
143,33,23.53147697,10.45039177,1
143,65,19.09650612,24.45174408,1
143,97,18.26727104,25.55002975,1
143,129,16.76311111,23.0627594,1
143,161,15.05195332,21.99324989,1
143,193,13.83118725,23.01114273,1
143,225,13.77677631,24.62526894,1
143,257,14.71521187,26.33042145,1
143,289,18.010952,31.00767326,1
143,321,18.19533348,27.91355515,1
143,353,15.94578934,28.29455566,1
143,385,15.68733883,27.8184166,1
143,417,-2.735952377,27.99319649,1
143,449,2.448760986,25.3119545,1
143,481,14.18732071,17.55719376,1
143,513,24.09690857,30.71526337,1
