PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 27, filenames: A:[27]MAX_TimeSrs018_TgUtrmcherry_Controll.avi & B:[28]MAX_TimeSrs018_TgUtrmcherry_Controll.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.04599905014,-2.022047043,1
47,65,-0.702624917,-5.006873608,1
47,97,-1.57908535,-3.575157166,1
47,129,-1.759425998,-2.899692535,1
47,161,-2.171015263,-3.552542448,1
47,193,-2.279207468,-3.543138027,1
47,225,-1.785736084,-3.977735043,1
47,257,-1.405166388,-4.708344936,1
47,289,-1.198182344,-4.438856602,1
47,321,-0.5662357807,-4.064479351,1
47,353,-0.104565382,-6.160545826,1
47,385,-0.5821011066,-5.903625011,1
47,417,-2.962097883,-6.157548904,1
47,449,-4.758095264,-4.85012722,1
47,481,-4.466184616,-2.558949232,1
47,513,-4.400299549,-1.260024548,1
47,545,-2.904406786,-4.952709675,1
47,577,-1.470620871,-4.801077843,1
47,609,-2.079087734,-2.875872135,1
47,641,-2.621114731,-1.85149622,1
47,673,-1.92977047,-2.396480799,1
47,705,-2.187883854,-3.895455837,1
47,737,-3.622452259,-4.761213779,1
47,769,-3.531466722,-5.752803802,1
47,801,-3.030035973,-5.200634956,1
47,833,-1.511454105,-2.448816776,1
47,865,-0.5143990517,0.2178770304,1
47,897,-1.852474332,-1.21825254,1
47,929,-3.937612534,-2.656282425,1
47,961,-4.84169817,-2.539739132,1
47,993,-3.462312698,-1.882594585,1
47,1025,-1.444863319,-1.927317381,1
47,1057,-0.835084796,-1.512193084,1
47,1089,-1.235417366,-1.393358707,1
47,1121,-2.202040195,-0.7841553688,1
47,1153,-2.009433985,-2.239072323,1
47,1185,-0.6651805639,-5.791804314,1
47,1217,1.682149649,-4.574812889,1
47,1249,1.331279635,-3.256640434,1
47,1281,-0.6914899349,-2.814404011,1
47,1313,-2.887202263,-3.950439453,1
47,1345,-2.468604565,-4.714289665,1
47,1377,-2.096935987,-4.315964699,1
47,1409,-1.614126444,-3.490505219,1
47,1441,-1.926198244,-0.9567480087,1
47,1473,-2.096123695,-1.726561666,1
47,1505,-1.915579319,-1.61754787,1
47,1537,-3.194486618,-2.551823616,1
47,1569,-3.625759602,-2.633517265,1
47,1601,-2.862534285,-2.01362896,1
47,1633,-2.457082272,-0.937312007,1
47,1665,-2.968874454,-0.6923284531,1
47,1697,-3.257696629,-2.031273127,1
47,1729,-3.242616177,-2.83987999,1
47,1761,-3.938049078,-1.971473932,1
47,1793,-2.775231361,-2.05300045,1
47,1825,-1.307007313,1.597452998,1
47,1857,-5.361316681,3.944915771,1
47,1889,-6.211309433,1.671132803,1
47,1921,-3.328495264,-0.8465625048,1
47,1953,0.02098858356,-0.7490924597,1
47,1985,-0.06799894571,-0.6446211338,1
47,2017,-3.462499142,0.2103800774,1
79,33,-0.218223244,3.122922897,1
79,65,-0.3775554299,-2.606048107,1
79,97,-0.5462144017,-2.893942833,1
79,129,-0.7013092041,-3.214418411,1
79,161,-1.012549281,-3.461828232,1
79,193,-1.08763957,-3.583587408,1
79,225,-0.8162486553,-3.700714111,1
79,257,-0.7022095919,-4.110798836,1
79,289,-1.045542836,-4.192385197,1
79,321,-0.9092927575,-4.603545666,1
79,353,-0.136677146,-6.133993149,1
79,385,-1.210845232,-5.896379471,1
79,417,-2.342905521,-5.228461742,1
79,449,-3.205168962,-4.786982059,1
79,481,-3.287451506,-3.510169029,1
79,513,-1.025169849,-1.047558069,1
79,545,-2.344647884,-4.305055618,1
79,577,-2.360780716,-5.116930962,1
79,609,-2.461430311,-3.888987303,1
79,641,-2.349826336,-3.45532012,1
79,673,-2.195343256,-3.543540239,1
79,705,-2.361881018,-3.181297064,1
79,737,-1.441925287,-3.106613874,1
79,769,-2.336365938,-5.314855576,1
79,801,-2.997217417,-3.944135666,1
79,833,-2.746378899,-1.057751894,1
79,865,-2.315159559,-1.041335583,1
79,897,-2.739055872,-1.443595886,1
79,929,-3.554630756,-1.862764835,1
79,961,-3.906982422,-2.285736799,1
79,993,-3.40230751,-1.873277903,1
79,1025,-2.424983025,-2.499961853,1
79,1057,-1.515277505,-2.482988596,1
79,1089,-1.329248309,-2.082196474,1
79,1121,-2.011332035,-1.573733091,1
79,1153,-2.140716791,-1.898723364,1
