PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 13, filenames: A:[13]MAX_TimeSrs018_TgUtrmcherry_Controll.avi & B:[14]MAX_TimeSrs018_TgUtrmcherry_Controll.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-2.601228237,0.5048424006,1
47,65,-2.032545567,-2.319725513,1
47,97,-1.889732122,-2.147973776,1
47,129,-1.089998603,-2.947309256,1
47,161,-1.059212685,-2.731803417,1
47,193,-0.3231453896,-2.336447716,1
47,225,0.1622819304,-1.501832962,1
47,257,0.5530000925,-1.013456464,1
47,289,0.4967645705,-1.482259035,1
47,321,0.6241883039,-1.778792143,1
47,353,1.187656879,-1.837777257,1
47,385,0.4746517837,-2.335374355,1
47,417,-1.006798267,-1.123524547,1
47,449,-2.498835802,-0.7575216293,1
47,481,-1.967633963,-0.4112138152,1
47,513,-1.046906471,-0.9744178057,1
47,545,1.159862518,-1.249413013,1
47,577,2.795755386,-1.126633883,1
47,609,3.062327385,-1.507950544,1
47,641,3.324781179,-2.034388065,1
47,673,1.469231129,-2.650588036,1
47,705,0.904779911,-2.301764011,1
47,737,1.523881197,-1.767045736,1
47,769,2.381305933,-1.519965172,1
47,801,2.901449919,-2.496521473,1
47,833,1.518184662,-2.356878042,1
47,865,4.315545559,-1.868100166,1
47,897,6.385647774,-2.619292498,1
47,929,6.287774563,-3.997170925,1
47,961,5.304072857,-4.899957657,1
47,993,5.621753216,-5.388037682,1
47,1025,4.484339237,-4.475250721,1
47,1057,0.6481199265,-1.770405293,1
47,1089,2.753348351,-3.381506443,1
47,1121,4.024075985,-4.222655296,1
47,1153,5.115822315,-3.849193573,1
47,1185,6.639252186,-4.152430058,1
47,1217,6.539147854,-4.989545345,1
47,1249,6.725241661,-4.936863422,1
47,1281,7.202161789,-4.711541176,1
47,1313,8.349565506,-4.468537331,1
47,1345,9.493243217,-4.859973431,1
47,1377,8.91673851,-5.332471371,1
47,1409,7.983922005,-4.85485363,1
47,1441,8.421772957,-3.730725765,1
47,1473,9.781015396,-3.202462196,1
47,1505,9.492771149,-3.764876842,1
47,1537,8.977303505,-4.953965187,1
47,1569,9.554933548,-4.32527113,1
47,1601,6.927838802,-2.980856895,1
47,1633,5.872380733,-0.7022469044,1
47,1665,5.303145885,-1.097363472,1
47,1697,6.141943455,-2.934483051,1
47,1729,7.387498379,-5.178958893,1
47,1761,6.41868782,-6.84803915,1
47,1793,5.044933319,-6.083812714,1
47,1825,5.74186945,-4.655595779,1
47,1857,5.906627655,-3.434387207,1
47,1889,5.231932163,-2.232098818,1
47,1921,4.247446537,-2.757025957,1
47,1953,2.403862953,-4.67969799,1
47,1985,2.428893328,-4.153536797,1
47,2017,6.03572607,-2.471663713,1
79,33,1.545164824,1.618130565,1
79,65,-0.06935977936,-3.239109039,1
79,97,-1.05578649,-1.767732263,1
79,129,0.004450500011,-1.478745699,1
79,161,-0.2185575068,-1.887707472,1
79,193,-0.5960246325,-1.819890738,1
79,225,0.02969061583,-1.280692935,1
79,257,0.7254493833,-1.467587948,1
79,289,0.8907650709,-1.856837392,1
79,321,0.8316984773,-1.821701646,1
79,353,0.5206035972,-1.524642229,1
79,385,0.9341896772,-2.110432863,1
79,417,1.104955673,-0.851868391,1
79,449,0.1687321663,0.2487432361,1
79,481,0.1630221605,-0.1061307192,1
79,513,0.9114159346,-1.012637138,1
79,545,1.124712348,-1.478987098,1
79,577,1.154176235,-1.294975042,1
79,609,1.39368844,-0.8570661545,1
79,641,0.8129211664,-1.164848447,1
79,673,0.4462246895,-1.996373177,1
79,705,2.304780483,-1.753659964,1
79,737,3.88121891,-1.662204742,1
79,769,4.086280823,-1.841953039,1
79,801,4.428567886,-2.44044137,1
79,833,3.137263775,-1.919543028,1
