PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 62, filenames: A:[62]MAX_TimeSrs018_TgUtrmcherry_Controll.avi & B:[63]MAX_TimeSrs018_TgUtrmcherry_Controll.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.08347427845,-0.444978714,1
47,65,-1.028950691,-7.158880234,1
47,97,-0.1189470291,-6.434031487,1
47,129,0.1570869982,-6.109463692,1
47,161,0.3166398704,-6.494900227,1
47,193,0.4114515781,-6.775898933,1
47,225,-0.1343173981,-6.610448837,1
47,257,-1.688521385,-6.118026733,1
47,289,-3.152035952,-6.680952072,1
47,321,-3.436565399,-8.624377251,1
47,353,-1.356236696,-5.496037483,1
47,385,1.854047298,-1.488303661,1
47,417,2.098541498,-0.9187040329,1
47,449,1.132900476,-1.410921097,1
47,481,0.07946074009,-3.600030899,1
47,513,-0.232193768,-3.3788414,1
47,545,-0.368729949,-4.545947075,1
47,577,0.9487390518,-3.028556585,1
47,609,4.394350529,-5.94464016,1
47,641,1.517604351,-2.254073143,1
47,673,3.053499699,-3.924437523,1
47,705,-0.6701267958,-4.193022728,1
47,737,-0.8113090396,-3.681619406,1
47,769,-0.5362497568,-3.181741953,1
47,801,-0.2620093226,-2.38170433,1
47,833,0.1714021564,-0.8484859467,1
47,865,-0.4682292938,-1.735362768,1
47,897,-0.5965516567,-2.667034149,1
47,929,0.4239476919,-2.335607052,1
47,961,0.08261907101,-3.416017532,1
47,993,-0.6048425436,-3.394690037,1
47,1025,-0.3243694305,-3.869388103,1
47,1057,0.1565992236,-2.917841434,1
47,1089,-0.255589813,-2.519707441,1
47,1121,-2.446003199,-2.151624441,1
47,1153,-1.841616869,-1.327173233,1
47,1185,-0.8778734207,-0.299384594,1
47,1217,-1.087333798,0.3778421879,1
47,1249,-1.167173266,-0.5582019091,1
47,1281,-2.141152859,-2.970004797,1
47,1313,-1.699875832,-3.799356461,1
47,1345,-0.5592471361,-3.108184576,1
47,1377,0.1025607586,-1.663906097,1
47,1409,0.2514062524,-2.157935619,1
47,1441,-1.365984082,-4.024306774,1
47,1473,-1.400199771,-3.539669037,1
47,1505,-0.9952820539,-3.63761878,1
47,1537,-0.3395613432,-3.088518858,1
47,1569,0.3035556674,-2.249370337,1
47,1601,0.1318068355,0.4266526103,1
47,1633,-0.525363028,0.003649294376,1
47,1665,-0.4271533489,-0.9407637119,1
47,1697,-1.002182484,-2.198152781,1
47,1729,-1.398496389,-2.695862293,1
47,1761,-1.7402457,-1.702573538,1
47,1793,-2.482345343,-2.096574545,1
47,1825,0.5719418526,-3.308862209,1
47,1857,1.758541822,-2.445208073,1
47,1889,1.09482336,-1.232127309,1
47,1921,0.1830206811,-0.5722651482,1
47,1953,-1.241914392,1.051831126,1
47,1985,-1.688863039,2.363321781,1
47,2017,0.3677334785,-1.265235186,1
79,33,-0.287629962,-0.4784803391,1
79,65,-0.6485159993,-6.277878284,1
79,97,-0.2442656159,-5.862626076,1
79,129,0.1438747644,-5.063275337,1
79,161,-0.003740653396,-5.089297295,1
79,193,0.2158153355,-4.719220638,1
79,225,0.99173522,-4.715209961,1
79,257,-0.01700472832,-5.502940655,1
79,289,-1.789197922,-6.028886318,1
79,321,-2.945568085,-5.660180569,1
79,353,-1.17068553,-4.062364101,1
79,385,0.08120709658,-3.261240959,1
79,417,0.8631463051,-4.480382442,1
79,449,0.7218215466,-4.209036827,1
79,481,0.04872656614,-4.767840862,1
79,513,0.03073871881,-4.234350204,1
79,545,-0.1102107987,-4.174482822,1
79,577,-0.05690357089,-3.747833252,1
79,609,0.8860408068,-4.851284504,1
79,641,1.143095374,-1.312780857,1
79,673,1.140938163,-1.104857206,1
79,705,0.3025117517,-1.428692579,1
79,737,-1.37088263,-3.335149765,1
79,769,-1.732768059,-3.153838634,1
79,801,-0.8468904495,-2.810923576,1
79,833,-0.6473242044,-1.505745888,1
79,865,-0.735432446,-2.95070076,1
79,897,-0.7661907077,-3.371991158,1
79,929,-1.001340866,-2.520628214,1
79,961,-1.085004091,-3.820361137,1
79,993,-1.009310603,-4.141682625,1
79,1025,-0.04522949457,-4.105162144,1
79,1057,-0.06580492854,-3.708763599,1
79,1089,-0.1361476779,-2.859605789,1
79,1121,-0.8005537987,-2.611049891,1
79,1153,-2.11682272,-2.548857927,1
79,1185,-1.01031971,-1.757076979,1
79,1217,-0.7909868956,-2.155312538,1
79,1249,-0.802929163,-1.93710351,1
79,1281,-1.273949504,-2.538648605,1
79,1313,-1.667438149,-2.727830172,1
79,1345,-0.9927105904,-2.706838846,1
79,1377,0.2154346704,-2.394052505,1
79,1409,-0.1347045898,-2.103191853,1
79,1441,-0.504930079,-2.847654104,1
79,1473,-0.9431937933,-2.916932821,1
79,1505,-0.8574781418,-2.300108433,1
79,1537,-0.4291344881,-1.902395248,1
79,1569,9.786157608,15.80043316,1
79,1601,0.5750952363,0.6739681959,1
79,1633,0.0474974215,-0.4097688198,1
79,1665,-0.14791587,-1.484700441,1
79,1697,-0.8894782662,-1.504757285,1
79,1729,-1.575918436,-1.757672191,1
79,1761,-1.214844227,-0.9154462814,1
79,1793,-1.108917713,-1.3484056,1
79,1825,-0.5758799314,-2.182574987,1
79,1857,-0.7277533412,-1.770900249,1
79,1889,0.2997725606,-1.938676357,1
79,1921,-0.2055082917,-1.542876244,1
79,1953,-0.5606889129,-0.6404063106,1
79,1985,-1.363996506,0.9288223982,1
79,2017,-1.143669724,-0.1766120195,1
111,33,-0.3092123866,0.1231703758,1
111,65,-0.29668504,-5.244743824,1
111,97,-0.2072076201,-5.380897522,1
111,129,-0.1918339878,-5.186100483,1
111,161,-1.018559694,-4.569574833,1
111,193,-1.386253953,-3.95059371,1
111,225,0.8031668067,-3.582679272,1
111,257,-0.1507301927,-5.509056568,1
111,289,-2.20541811,-5.892902851,1
111,321,-3.855597258,-5.435786724,1
111,353,-2.873695612,-3.972515583,1
111,385,-2.061954975,-4.530302525,1
111,417,-1.230322599,-5.937566757,1
111,449,-0.7168412805,-5.533811092,1
111,481,-0.006652794778,-5.152312756,1
111,513,0.05890513957,-4.299916744,1
111,545,0.2455919683,-3.992794037,1
111,577,0.8515063524,-3.848867416,1
111,609,1.392386198,-4.604123592,1
111,641,0.4360156655,-3.187482834,1
111,673,-0.3156309128,-1.987413406,1
111,705,-0.6770285964,-1.491546392,1
111,737,-0.766947329,-2.936715841,1
111,769,-0.9078223109,-3.029071331,1
111,801,-0.8943145871,-3.200214148,1
111,833,-0.88032341,-3.177451134,1
111,865,-0.8558587432,-3.333260536,1
111,897,-1.148750663,-3.189540386,1
111,929,-1.416502357,-3.447989702,1
111,961,-1.196301937,-4.483489513,1
111,993,-0.8387424946,-4.259068012,1
111,1025,-0.5803136826,-3.967666626,1
111,1057,-0.3256747127,-4.249272346,1
111,1089,0.7669901848,-3.040999413,1
111,1121,0.3736473322,-3.378619671,1
111,1153,-0.6564493179,-3.736096144,1
111,1185,-1.70196867,-3.816830158,1
111,1217,-0.2609551549,-2.185008526,1
111,1249,1.119001746,-2.342250824,1
111,1281,0.3819413185,-2.474532366,1
111,1313,-1.210582614,-2.901558876,1
111,1345,-0.5512735844,-2.703209162,1
111,1377,0.3603184223,-2.247857809,1
111,1409,-0.7361825705,-2.179477215,1
111,1441,-0.5142633915,-2.529653549,1
111,1473,-0.9451570511,-2.457265377,1
111,1505,-1.06685698,-1.577585936,1
111,1537,-0.7776421309,-1.045320868,1
111,1569,0.008563041687,-1.329164147,1
111,1601,0.8826011419,-0.9151316285,1
111,1633,-0.01807877421,-0.9068116546,1
111,1665,-0.1498671174,-1.192200184,1
111,1697,-0.7354162931,-0.9855351448,1
111,1729,-1.804679155,-0.7975647449,1
111,1761,-0.8317828178,-0.1521807909,1
111,1793,-0.3563323021,-0.3652774692,1
111,1825,-0.1106013283,-1.9839468,1
111,1857,0.2669452727,-2.086543322,1
111,1889,0.8602898121,-1.918036103,1
111,1921,-0.07622219622,-1.563334823,1
111,1953,-1.003704309,-1.507080555,1
111,1985,-0.6084289551,-0.6322443485,1
111,2017,-0.9951218367,0.04237627983,1
143,33,0.1723340899,-0.05989193916,1
143,65,-0.1513634622,-4.562873363,1
143,97,-0.1459521353,-4.887182713,1
143,129,-0.09916258603,-4.51210022,1
143,161,-0.2775008082,-3.632181883,1
143,193,0.1287946403,-2.471803427,1
143,225,-0.1091926545,-3.046814919,1
143,257,-1.199915648,-4.59763813,1
143,289,-2.664773226,-5.611849785,1
143,321,-2.992308617,-3.794959307,1
143,353,-2.893867016,-2.379478455,1
143,385,-2.647121429,-4.393867493,1
143,417,-2.756932497,-6.817988873,1
143,449,-1.535785675,-7.392061234,1
143,481,-0.3632952273,-7.020608425,1
143,513,-0.3600017428,-3.819500923,1
143,545,-0.1168920994,-3.325318336,1
143,577,0.1946600676,-3.411422014,1
143,609,0.1308123469,-3.659231901,1
143,641,-0.2336722612,-3.762514353,1
143,673,-0.8892915249,-2.553432226,1
143,705,-1.055675149,-2.165662766,1
143,737,-0.9966942668,-3.144222975,1
143,769,-0.9134852886,-3.155892849,1
143,801,-0.9308209419,-3.219652176,1
143,833,-0.7849644423,-3.376519203,1
143,865,-1.357694626,-3.015219688,1
143,897,-1.535080194,-3.148370266,1
143,929,-1.421227098,-4.152370453,1
143,961,-1.095854282,-5.449266434,1
143,993,-0.7364019156,-4.637809753,1
143,1025,-0.4167380929,-4.092759132,1
143,1057,0.005408674479,-4.02487278,1
143,1089,0.5641350746,-4.042511463,1
143,1121,0.3565455675,-4.025706291,1
143,1153,-0.1774298549,-4.12577343,1
143,1185,-0.854675293,-3.623198509,1
143,1217,0.4047273397,-1.521263599,1
143,1249,-0.1419530511,-1.652607441,1
143,1281,-1.057914615,-2.563534021,1
143,1313,-1.085701346,-2.559094429,1
143,1345,-0.9895489216,-2.117265701,1
143,1377,-1.146772385,-2.079750776,1
143,1409,-0.9116604924,-2.499939203,1
143,1441,-0.6431561112,-2.51341939,1
143,1473,-0.804587841,-1.743559837,1
143,1505,-1.023418665,-0.9253792763,1
143,1537,-1.001696944,-0.8120412827,1
143,1569,-0.05878505111,-0.9267097116,1
143,1601,0.4737004638,-1.400276065,1
143,1633,0.01985383034,-0.6438192725,1
143,1665,-0.3779990673,0.07059466839,1
143,1697,-0.7111513615,-0.7391690016,1
143,1729,-1.352067351,-1.114625931,1
143,1761,-0.7404026985,-0.3001915514,1
143,1793,-0.09068581462,-0.238214612,1
143,1825,0.3080334663,-1.151681662,1
143,1857,0.6080577374,-1.439051032,1
143,1889,0.5415614247,-1.383287191,1
143,1921,-0.7299035788,-1.634629965,1
143,1953,-2.622910738,-1.53177011,1
143,1985,-0.7421859503,-0.3787948489,1
143,2017,-1.338432193,0.04261219501,1
175,33,6.523335934,0.02443885803,1
175,65,-0.06451779604,-5.382991791,1
175,97,0.3634212613,-4.576498985,1
175,129,0.5478152037,-3.994338036,1
175,161,-0.08902149647,-3.136866093,1
175,193,0.02699322999,-3.405312061,1
175,225,-0.7074686289,-3.937245607,1
175,257,-1.469900846,-4.317692757,1
175,289,-2.293771505,-5.610523224,1
175,321,-2.191111803,-2.409827232,1
175,353,-2.150862932,-1.5233922,1
175,385,-1.756364346,-4.262130737,1
175,417,-2.728110313,-6.235417843,1
175,449,-2.39733696,-6.887542725,1
175,481,-0.9410375953,-5.468154907,1
175,513,-1.089408398,-3.149048805,1
175,545,-1.179397821,-2.534454346,1
175,577,-1.111159801,-2.827764273,1
175,609,-0.4260023832,-3.136799812,1
175,641,-0.1890104413,-3.675346613,1
175,673,0.0120832324,-3.942149639,1
175,705,-0.8359125853,-3.108888149,1
175,737,-1.042967677,-3.329882622,1
175,769,-1.147011399,-3.168834925,1
175,801,-1.310978532,-3.019226074,1
175,833,-1.433184028,-3.2878263,1
175,865,-2.197795868,-3.337639809,1
175,897,-1.664427161,-3.864613295,1
175,929,-1.156445861,-5.541196346,1
175,961,-0.8947087526,-6.581694603,1
175,993,-0.5959685445,-5.218545437,1
175,1025,-0.2503667772,-4.075475216,1
175,1057,0.1396615505,-3.611670017,1
175,1089,0.2616289258,-4.24828577,1
175,1121,0.3903357983,-3.63708806,1
175,1153,0.1692315936,-3.559625387,1
175,1185,-0.2238937616,-5.053367615,1
175,1217,0.2432077825,-2.947131157,1
175,1249,-0.7104639411,-1.731553316,1
175,1281,-0.7557147741,-3.753446579,1
175,1313,-0.1987641752,-2.527318001,1
175,1345,-0.4627043605,-1.630142212,1
175,1377,-1.624137521,-2.00756073,1
175,1409,-1.739367723,-2.31389451,1
175,1441,-0.7321329117,-2.132889271,1
175,1473,-0.3461317718,-1.250444412,1
175,1505,-0.6091842055,-0.2887837887,1
175,1537,-1.029362679,-0.6143633127,1
175,1569,-0.3771445155,-0.1748020649,1
175,1601,0.7446556091,-0.5114701986,1
175,1633,-0.205478102,0.1324638128,1
175,1665,-1.567834735,0.7942502499,1
175,1697,-0.9112658501,-0.602832675,1
175,1729,-1.061833858,-1.400599599,1
175,1761,-0.4354512095,-0.8345814347,1
175,1793,-0.01120869815,-0.2799784839,1
175,1825,0.1404280216,-0.6631364822,1
175,1857,-0.2364223599,-0.8647550941,1
175,1889,-1.187879801,-1.095995307,1
175,1921,-1.828237772,-2.231732368,1
175,1953,-1.020877719,-1.084802866,1
175,1985,-0.8019298911,-0.07669265568,1
175,2017,-0.946305275,0.00672018528,1
207,33,0.1530684978,-0.2216908932,1
207,65,0.1497044563,-5.593652248,1
207,97,1.145650864,-3.938957214,1
207,129,-0.03357033804,-4.418532372,1
207,161,-0.3896805644,-4.082798958,1
207,193,-0.231095612,-3.566133499,1
207,225,-0.3392352462,-4.04339695,1
207,257,-0.08127224445,-3.705496311,1
207,289,-0.4558984041,-4.420949936,1
207,321,-0.7778415084,-3.06943512,1
207,353,-0.540564537,-1.441409349,1
207,385,-0.2102854252,-2.496269226,1
207,417,-1.929029822,-3.233780384,1
207,449,-1.721937418,-3.323567629,1
207,481,-0.8125869036,-2.803119183,1
207,513,-1.27268672,-2.56734848,1
207,545,-1.49744761,-1.833321095,1
207,577,-1.847550392,-2.14278698,1
207,609,-1.666684985,-2.266915321,1
