PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 37, filenames: A:[37]MAX_TimeSrs018_TgUtrmcherry_Controll.avi & B:[38]MAX_TimeSrs018_TgUtrmcherry_Controll.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.3043313026,1.348469973,1
47,65,-2.814859629,-3.386517525,1
47,97,-1.557351589,-1.796738982,1
47,129,-1.051733255,-1.865790606,1
47,161,-1.483820438,-1.467754841,1
47,193,-2.205586195,-1.789339304,1
47,225,-1.858371615,-1.818050861,1
47,257,-0.8708468676,-1.501386166,1
47,289,-1.128472805,-2.290380239,1
47,321,0.4132636786,-3.383160353,1
47,353,0.7591397762,-4.628950596,1
47,385,0.3627557755,-3.269174576,1
47,417,-0.6650598049,-3.737649441,1
47,449,-1.485483766,-4.004859924,1
47,481,-1.590865016,-3.485712528,1
47,513,-2.100241899,-2.520783424,1
47,545,-1.644634962,-3.34284544,1
47,577,-1.77831459,-1.862125158,1
47,609,-1.927334309,-1.812020659,1
47,641,-1.620355725,-2.138977051,1
47,673,0.4399716854,-1.777515888,1
47,705,-1.957974911,-1.173851609,1
47,737,-3.81953907,-1.213577271,1
47,769,-2.152607679,-2.215166569,1
47,801,-1.890040874,-3.111866951,1
47,833,-1.831764936,-2.777280331,1
47,865,-1.315732837,-3.026461124,1
47,897,-0.6021708846,-3.481816292,1
47,929,-0.9467816353,-2.99151063,1
47,961,-1.61187017,-3.60419035,1
47,993,-1.584865332,-3.249257326,1
47,1025,-1.280696869,-2.144685745,1
47,1057,-0.330100596,-2.931596756,1
47,1089,0.07270222902,-3.343336105,1
47,1121,0.214586854,-3.424408436,1
47,1153,0.9831171036,-4.087657452,1
47,1185,0.589538455,-4.40430212,1
47,1217,-0.3996926546,-3.501351833,1
47,1249,-0.3790563643,-1.757620335,1
47,1281,-0.6527693272,-0.4965046644,1
47,1313,-0.7240469456,-1.09923017,1
47,1345,-0.6946042776,-2.369608879,1
47,1377,-0.9136395454,-3.222058773,1
47,1409,-0.7696166039,-3.728978872,1
47,1441,-0.7232131958,-4.080533028,1
47,1473,-1.139437675,-3.995051384,1
47,1505,0.6860150099,-1.174663305,1
47,1537,-0.7681918144,-0.720913887,1
47,1569,-1.52387023,-1.109069824,1
47,1601,-1.923508644,-1.034032702,1
47,1633,-1.574690104,-0.477891326,1
