PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 47, filenames: A:[47]MAX_TimeSrs018_TgUtrmcherry_Controll.avi & B:[48]MAX_TimeSrs018_TgUtrmcherry_Controll.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.5416306257,1.888031006,1
47,65,-1.233344316,-4.537900448,1
47,97,-0.7462419271,-3.314212322,1
47,129,-0.9311042428,-3.256786346,1
47,161,0.8652975559,-2.487805128,1
47,193,1.78303349,-2.346562386,1
47,225,1.614386201,-1.942009449,1
47,257,1.396471977,-2.396496058,1
47,289,-0.02813303471,-3.238554478,1
47,321,0.3773573637,-4.238174438,1
47,353,1.530207396,-5.546229362,1
47,385,1.488609314,-5.413564682,1
47,417,0.9737281799,-3.538870335,1
47,449,2.212641239,-1.510507822,1
47,481,1.491216421,-1.390015841,1
47,513,-0.3410692215,-2.294985771,1
47,545,-0.4279614687,-2.89836216,1
47,577,0.2997486591,-3.271737576,1
47,609,-0.8314145803,-2.496748686,1
47,641,-0.1860471368,-2.992585659,1
47,673,0.727828145,-4.961253643,1
47,705,0.6552820802,-5.327004433,1
47,737,0.4409312606,-3.549381256,1
47,769,0.2446463108,-3.628613472,1
47,801,-1.687801957,-3.410005093,1
47,833,-1.13732183,-3.285799026,1
47,865,-1.184460163,-2.902162313,1
47,897,-1.297521114,-2.780050278,1
47,929,-1.077744126,-1.832760334,1
47,961,-1.936864614,-2.410822392,1
47,993,-1.634762287,-2.248652458,1
47,1025,-1.760401487,-2.807876825,1
47,1057,-1.218836665,-3.122978687,1
47,1089,-0.3057974577,-3.286124468,1
47,1121,-0.9400118589,-4.677845955,1
47,1153,-1.673866391,-3.833054066,1
47,1185,-3.087338448,-2.387099266,1
47,1217,-1.898731709,-1.622049093,1
47,1249,-2.786010981,-1.956398249,1
47,1281,-2.604794264,-0.8512851596,1
47,1313,-2.158354759,0.2673602104,1
47,1345,-2.321195602,1.02643168,1
47,1377,-1.949355841,0.4004226327,1
47,1409,-1.447481036,-1.650082231,1
47,1441,-1.438185692,-2.278306961,1
47,1473,-0.3873256445,-1.967844009,1
47,1505,-0.5150729418,-1.126287818,1
47,1537,-1.327592731,-1.017599106,1
47,1569,-0.5902776122,-2.840601921,1
47,1601,-0.8469877243,-4.288387299,1
47,1633,-1.344712853,-2.092109203,1
47,1665,-1.199973464,-1.715351105,1
47,1697,0.1940050721,-0.6877896786,1
47,1729,0.5817744136,-1.446990013,1
47,1761,0.6071813107,-2.123746157,1
47,1793,-0.118712455,-1.952046275,1
47,1825,-1.038908482,-1.283456445,1
47,1857,-1.070526481,-1.193333745,1
47,1889,-0.8106967211,-0.9869142771,1
47,1921,-1.225592256,-0.3174456358,1
47,1953,-2.273640156,-1.722625375,1
47,1985,-7.530305862,18.71768951,1
47,2017,1.162704706,-1.077247143,1
79,33,-0.1588308364,-0.06045055389,1
79,65,0.1090428531,-3.581755877,1
79,97,0.1630097032,-3.474137783,1
79,129,0.09434849024,-3.471376896,1
79,161,0.2689383626,-3.965133905,1
79,193,0.5001876354,-3.583923101,1
79,225,0.8889446259,-2.787415504,1
79,257,0.5706813335,-2.38269043,1
79,289,0.1358932853,-1.378436565,1
79,321,0.06771723926,-1.951122999,1
79,353,0.641230464,-3.373431206,1
79,385,0.9542647004,-3.809454918,1
79,417,1.040001988,-2.523909092,1
79,449,-0.7085881233,-0.6778618097,1
79,481,0.1722624302,-1.419885039,1
79,513,-0.3335370123,-2.486087799,1
79,545,-0.7378578186,-2.833787441,1
79,577,-0.5547339916,-2.636853933,1
79,609,-0.009912207723,-2.291149139,1
79,641,0.4877552688,-2.333238363,1
79,673,0.7774499059,-3.025883913,1
79,705,1.327812433,-3.23421526,1
79,737,1.069537997,-2.061902285,1
79,769,0.7231277227,-1.970789671,1
79,801,-0.10826689,-3.092445374,1
79,833,-0.4844196439,-3.225837946,1
79,865,-1.080507517,-2.94956851,1
79,897,-0.5166894794,-2.494156837,1
79,929,-0.3312734365,-2.090406656,1
79,961,-1.676203132,-2.147017002,1
79,993,-2.132000446,-2.328285217,1
79,1025,-1.576304913,-2.906759501,1
79,1057,-1.87769413,-3.38199544,1
79,1089,-2.528783798,-5.563443184,1
79,1121,-1.198848248,-5.11020565,1
79,1153,-1.267039061,-3.997526646,1
79,1185,-1.41399622,-1.963409901,1
79,1217,-1.564809799,-1.181223869,1
79,1249,-2.280762911,-2.630387545,1
79,1281,-2.725342989,-2.147143126,1
79,1313,-2.861706495,-0.1900948882,1
79,1345,-2.672962904,1.30388689,1
79,1377,-2.220919847,0.3968317509,1
79,1409,-1.757103443,-1.728922725,1
79,1441,-0.7288823128,-1.32046032,1
79,1473,-1.178761601,-0.8813221455,1
79,1505,-2.368154526,-1.271265268,1
79,1537,-2.339494705,-1.74798274,1
79,1569,-1.047441244,-3.053468227,1
79,1601,-0.7830484509,-4.098415375,1
79,1633,-1.064630508,-2.048125029,1
79,1665,-1.221004486,-1.241540551,1
79,1697,-0.3073502779,-1.307119966,1
79,1729,-0.00879111886,-1.479689837,1
79,1761,0.04962432384,-1.19372797,1
79,1793,0.3218438625,-1.104638219,1
79,1825,-0.7786079049,-2.600107193,1
79,1857,-0.4280561805,-3.432818413,1
79,1889,-0.03244784474,-1.543839693,1
79,1921,-0.2083813101,-0.3507314324,1
79,1953,0.1166358888,-0.1795592904,1
79,1985,0.2522408366,3.266360044,1
79,2017,2.562162638,-0.6030849218,1
111,33,0.1961878538,-2.13954258,1
111,65,1.012875557,-2.292083263,1
111,97,0.7470793724,-2.91097784,1
111,129,0.2407715917,-3.425439119,1
111,161,-0.09274059534,-4.026473999,1
111,193,-0.2424100339,-4.068893909,1
111,225,-0.6235105991,-3.673691273,1
111,257,0.07484918833,-1.807678699,1
111,289,0.6674689651,-0.2248518467,1
111,321,0.1743136644,-1.209112525,1
111,353,-0.5578787327,-2.60926199,1
111,385,1.205405235,-3.376964569,1
111,417,-0.6137952805,-1.498520374,1
111,449,-1.316691279,-1.406936765,1
111,481,-0.5478842854,-1.667626739,1
111,513,-0.5516282916,-1.956760645,1
111,545,-0.5706791878,-2.68692565,1
111,577,-0.4857670963,-2.410333633,1
111,609,-0.0006419271231,-1.956909657,1
