 ,Area,Mean,Min,Max,Ch,Frame
1442,16340.532,7.591,1,135,2,721
1443,16340.532,7.635,3,95,1,722
1444,16340.532,7.591,1,138,2,722
1445,16340.532,7.642,3,93,1,723
1446,16340.532,7.578,1,127,2,723
1447,16340.532,7.622,3,83,1,724
1448,16340.532,7.611,1,143,2,724
1449,16340.532,7.677,3,94,1,725
1450,16340.532,7.585,1,146,2,725
1451,16340.532,7.663,3,93,1,726
1452,16340.532,7.639,1,139,2,726
1453,16340.532,7.616,3,94,1,727
1454,16340.532,7.619,1,143,2,727
1455,16340.532,7.628,3,93,1,728
1456,16340.532,7.566,1,131,2,728
1457,16340.532,7.612,3,100,1,729
1458,16340.532,7.542,1,136,2,729
1459,16340.532,7.593,3,99,1,730
1460,16340.532,7.582,1,136,2,730
1461,16340.532,7.623,3,93,1,731
1462,16340.532,7.581,1,143,2,731
1463,16340.532,7.642,3,103,1,732
1464,16340.532,7.492,1,131,2,732
1465,16340.532,7.641,3,101,1,733
1466,16340.532,7.563,1,140,2,733
1467,16340.532,7.673,3,106,1,734
1468,16340.532,7.533,1,149,2,734
1469,16340.532,7.595,3,119,1,735
1470,16340.532,7.544,1,136,2,735
1471,16340.532,7.645,3,99,1,736
1472,16340.532,7.556,1,140,2,736
1473,16340.532,7.593,3,91,1,737
1474,16340.532,7.585,1,137,2,737
1475,16340.532,7.669,3,111,1,738
1476,16340.532,7.582,1,142,2,738
1477,16340.532,7.596,3,94,1,739
1478,16340.532,7.537,1,141,2,739
1479,16340.532,7.603,3,102,1,740
1480,16340.532,7.598,1,140,2,740
1481,16340.532,7.615,3,92,1,741
1482,16340.532,7.613,1,141,2,741
1483,16340.532,7.592,3,87,1,742
1484,16340.532,7.553,1,139,2,742
1485,16340.532,7.624,3,108,1,743
1486,16340.532,7.609,1,147,2,743
1487,16340.532,7.599,3,94,1,744
1488,16340.532,7.563,1,127,2,744
1489,16340.532,7.595,3,93,1,745
1490,16340.532,7.509,1,152,2,745
1491,16340.532,7.632,3,99,1,746
1492,16340.532,7.508,1,134,2,746
1493,16340.532,7.560,3,106,1,747
1494,16340.532,7.547,1,133,2,747
1495,16340.532,7.595,3,98,1,748
1496,16340.532,7.549,1,132,2,748
1497,16340.532,7.631,3,102,1,749
1498,16340.532,7.579,1,140,2,749
1499,16340.532,7.593,3,97,1,750
1500,16340.532,7.504,1,134,2,750
1501,16340.532,7.641,3,106,1,751
1502,16340.532,7.552,1,137,2,751
1503,16340.532,7.635,3,103,1,752
1504,16340.532,7.527,1,129,2,752
1505,16340.532,7.614,3,97,1,753
1506,16340.532,7.487,1,152,2,753
1507,16340.532,7.618,3,99,1,754
1508,16340.532,7.570,1,138,2,754
1509,16340.532,7.563,3,90,1,755
1510,16340.532,7.569,1,146,2,755
1511,16340.532,7.597,3,101,1,756
1512,16340.532,7.556,1,138,2,756
1513,16340.532,7.595,3,93,1,757
1514,16340.532,7.609,1,133,2,757
1515,16340.532,7.645,3,101,1,758
1516,16340.532,7.695,1,130,2,758
1517,16340.532,7.596,3,103,1,759
1518,16340.532,7.626,1,131,2,759
1519,16340.532,7.640,3,104,1,760
1520,16340.532,7.593,1,146,2,760
1521,16340.532,7.575,3,99,1,761
1522,16340.532,7.560,1,136,2,761
1523,16340.532,7.590,3,97,1,762
1524,16340.532,7.580,1,129,2,762
1525,16340.532,7.589,3,96,1,763
1526,16340.532,7.565,1,132,2,763
1527,16340.532,7.617,3,96,1,764
1528,16340.532,7.549,1,125,2,764
1529,16340.532,7.586,3,104,1,765
1530,16340.532,7.482,1,131,2,765
1531,16340.532,7.586,3,122,1,766
1532,16340.532,7.532,1,134,2,766
1533,16340.532,7.620,3,100,1,767
1534,16340.532,7.479,1,134,2,767
1535,16340.532,7.620,3,98,1,768
1536,16340.532,7.484,1,128,2,768
1537,16340.532,7.577,3,87,1,769
1538,16340.532,7.466,1,129,2,769
1539,16340.532,7.546,3,105,1,770
1540,16340.532,7.507,1,129,2,770
1541,16340.532,7.607,3,99,1,771
1542,16340.532,7.547,1,132,2,771
1543,16340.532,7.611,3,102,1,772
1544,16340.532,7.486,1,127,2,772
1545,16340.532,7.601,3,100,1,773
1546,16340.532,7.596,1,141,2,773
1547,16340.532,7.654,3,93,1,774
1548,16340.532,7.518,1,131,2,774
1549,16340.532,7.657,3,99,1,775
1550,16340.532,7.467,1,127,2,775
1551,16340.532,7.573,3,96,1,776
1552,16340.532,7.535,1,132,2,776
1553,16340.532,7.586,3,97,1,777
1554,16340.532,7.454,1,130,2,777
1555,16340.532,7.634,3,104,1,778
1556,16340.532,7.473,1,142,2,778
1557,16340.532,7.617,3,100,1,779
1558,16340.532,7.545,1,127,2,779
1559,16340.532,7.621,3,113,1,780
1560,16340.532,7.501,1,141,2,780
1561,16340.532,7.655,3,93,1,781
1562,16340.532,7.502,1,129,2,781
1563,16340.532,7.591,3,92,1,782
1564,16340.532,7.526,1,129,2,782
1565,16340.532,7.589,3,98,1,783
1566,16340.532,7.495,1,136,2,783
1567,16340.532,7.597,3,88,1,784
1568,16340.532,7.497,1,146,2,784
1569,16340.532,7.593,3,102,1,785
1570,16340.532,7.522,1,134,2,785
1571,16340.532,7.610,3,99,1,786
1572,16340.532,7.525,1,135,2,786
1573,16340.532,7.612,3,97,1,787
1574,16340.532,7.480,1,139,2,787
1575,16340.532,7.566,3,84,1,788
1576,16340.532,7.496,1,132,2,788
1577,16340.532,7.584,3,95,1,789
1578,16340.532,7.496,1,133,2,789
1579,16340.532,7.601,3,106,1,790
1580,16340.532,7.520,1,127,2,790
1581,16340.532,7.587,3,99,1,791
1582,16340.532,7.533,1,131,2,791
1583,16340.532,7.586,3,87,1,792
1584,16340.532,7.501,1,139,2,792
1585,16340.532,7.606,3,109,1,793
1586,16340.532,7.540,1,130,2,793
1587,16340.532,7.557,3,85,1,794
1588,16340.532,7.492,1,130,2,794
1589,16340.532,7.559,3,95,1,795
1590,16340.532,7.506,1,125,2,795
1591,16340.532,7.604,3,100,1,796
1592,16340.532,7.530,1,140,2,796
1593,16340.532,7.581,3,89,1,797
1594,16340.532,7.524,1,133,2,797
1595,16340.532,7.608,3,96,1,798
1596,16340.532,7.555,1,130,2,798
1597,16340.532,7.590,3,95,1,799
1598,16340.532,7.531,1,130,2,799
1599,16340.532,7.587,3,99,1,800
1600,16340.532,7.522,1,130,2,800
1601,16340.532,7.651,3,105,1,801
1602,16340.532,7.560,1,124,2,801
1603,16340.532,7.596,3,89,1,802
1604,16340.532,7.529,1,130,2,802
1605,16340.532,7.570,3,102,1,803
1606,16340.532,7.520,1,138,2,803
1607,16340.532,7.598,3,92,1,804
1608,16340.532,7.548,1,131,2,804
1609,16340.532,7.565,3,104,1,805
1610,16340.532,7.503,1,137,2,805
1611,16340.532,7.585,3,97,1,806
1612,16340.532,7.575,1,134,2,806
1613,16340.532,7.568,3,102,1,807
1614,16340.532,7.584,1,133,2,807
1615,16340.532,7.618,3,92,1,808
1616,16340.532,7.581,1,146,2,808
1617,16340.532,7.604,3,99,1,809
1618,16340.532,7.575,1,135,2,809
1619,16340.532,7.575,3,89,1,810
1620,16340.532,7.469,1,127,2,810
1621,16340.532,7.557,3,86,1,811
1622,16340.532,7.573,1,130,2,811
1623,16340.532,7.569,3,95,1,812
1624,16340.532,7.512,1,120,2,812
1625,16340.532,7.591,3,84,1,813
1626,16340.532,7.601,1,131,2,813
1627,16340.532,7.628,3,123,1,814
1628,16340.532,7.573,1,129,2,814
1629,16340.532,7.589,3,90,1,815
1630,16340.532,7.488,1,133,2,815
1631,16340.532,7.585,3,108,1,816
1632,16340.532,7.503,1,130,2,816
1633,16340.532,7.607,3,93,1,817
1634,16340.532,7.541,1,128,2,817
1635,16340.532,7.580,3,97,1,818
1636,16340.532,7.536,1,127,2,818
1637,16340.532,7.545,3,102,1,819
1638,16340.532,7.586,1,129,2,819
1639,16340.532,7.520,3,88,1,820
1640,16340.532,7.588,1,141,2,820
1641,16340.532,7.618,3,93,1,821
1642,16340.532,7.584,1,130,2,821
1643,16340.532,7.589,3,93,1,822
1644,16340.532,7.593,1,123,2,822
1645,16340.532,7.556,3,84,1,823
1646,16340.532,7.505,1,128,2,823
1647,16340.532,7.594,3,103,1,824
1648,16340.532,7.540,1,135,2,824
1649,16340.532,7.575,3,84,1,825
1650,16340.532,7.572,1,132,2,825
1651,16340.532,7.565,3,84,1,826
1652,16340.532,7.577,1,129,2,826
1653,16340.532,7.563,3,94,1,827
1654,16340.532,7.522,1,121,2,827
1655,16340.532,7.563,3,100,1,828
1656,16340.532,7.491,1,127,2,828
1657,16340.532,7.591,3,85,1,829
1658,16340.532,7.547,1,138,2,829
1659,16340.532,7.534,3,92,1,830
1660,16340.532,7.521,1,131,2,830
1661,16340.532,7.558,3,87,1,831
1662,16340.532,7.553,1,138,2,831
1663,16340.532,7.575,3,90,1,832
1664,16340.532,7.562,1,137,2,832
1665,16340.532,7.613,3,89,1,833
1666,16340.532,7.571,1,142,2,833
1667,16340.532,7.561,3,92,1,834
1668,16340.532,7.625,1,135,2,834
1669,16340.532,7.598,3,86,1,835
1670,16340.532,7.578,1,133,2,835
1671,16340.532,7.640,3,95,1,836
1672,16340.532,7.552,1,123,2,836
1673,16340.532,7.612,3,97,1,837
1674,16340.532,7.550,1,131,2,837
1675,16340.532,7.578,3,104,1,838
1676,16340.532,7.495,1,133,2,838
1677,16340.532,7.591,3,92,1,839
1678,16340.532,7.603,1,134,2,839
1679,16340.532,7.615,3,97,1,840
1680,16340.532,7.503,1,131,2,840
1681,16340.532,7.601,3,90,1,841
1682,16340.532,7.520,1,135,2,841
1683,16340.532,7.571,3,90,1,842
1684,16340.532,7.522,1,133,2,842
1685,16340.532,7.590,3,93,1,843
1686,16340.532,7.509,1,133,2,843
1687,16340.532,7.555,3,88,1,844
1688,16340.532,7.481,1,131,2,844
1689,16340.532,7.635,3,94,1,845
1690,16340.532,7.517,1,121,2,845
1691,16340.532,7.619,3,88,1,846
1692,16340.532,7.534,1,124,2,846
1693,16340.532,7.645,3,94,1,847
1694,16340.532,7.534,1,139,2,847
1695,16340.532,7.546,3,85,1,848
1696,16340.532,7.594,1,132,2,848
1697,16340.532,7.605,3,86,1,849
1698,16340.532,7.559,1,133,2,849
1699,16340.532,7.569,3,86,1,850
1700,16340.532,7.543,1,132,2,850
1701,16340.532,7.564,3,82,1,851
1702,16340.532,7.539,1,128,2,851
1703,16340.532,7.604,3,89,1,852
1704,16340.532,7.590,1,129,2,852
1705,16340.532,7.589,3,80,1,853
1706,16340.532,7.514,1,143,2,853
1707,16340.532,7.563,3,83,1,854
1708,16340.532,7.515,1,123,2,854
1709,16340.532,7.572,3,88,1,855
1710,16340.532,7.496,1,124,2,855
1711,16340.532,7.546,3,95,1,856
1712,16340.532,7.474,1,125,2,856
1713,16340.532,7.585,3,84,1,857
1714,16340.532,7.489,1,125,2,857
1715,16340.532,7.580,3,87,1,858
1716,16340.532,7.470,1,122,2,858
1717,16340.532,7.597,3,95,1,859
1718,16340.532,7.499,1,123,2,859
1719,16340.532,7.569,3,92,1,860
1720,16340.532,7.512,1,124,2,860
1721,16340.532,7.590,3,87,1,861
1722,16340.532,7.493,1,131,2,861
1723,16340.532,7.551,3,83,1,862
1724,16340.532,7.477,1,122,2,862
1725,16340.532,7.513,3,85,1,863
1726,16340.532,7.497,1,127,2,863
1727,16340.532,7.561,3,88,1,864
1728,16340.532,7.467,1,119,2,864
1729,16340.532,7.528,3,95,1,865
1730,16340.532,7.489,1,129,2,865
1731,16340.532,7.524,3,86,1,866
1732,16340.532,7.442,1,129,2,866
1733,16340.532,7.559,3,85,1,867
1734,16340.532,7.463,1,123,2,867
1735,16340.532,7.514,3,79,1,868
1736,16340.532,7.478,1,121,2,868
1737,16340.532,7.559,3,80,1,869
1738,16340.532,7.500,1,126,2,869
1739,16340.532,7.534,3,85,1,870
1740,16340.532,7.504,1,126,2,870
1741,16340.532,7.552,3,81,1,871
1742,16340.532,7.485,1,131,2,871
1743,16340.532,7.529,3,84,1,872
1744,16340.532,7.493,1,130,2,872
1745,16340.532,7.530,3,87,1,873
1746,16340.532,7.495,1,141,2,873
1747,16340.532,7.553,3,75,1,874
1748,16340.532,7.513,1,128,2,874
1749,16340.532,7.560,3,83,1,875
1750,16340.532,7.566,1,126,2,875
1751,16340.532,7.524,3,85,1,876
1752,16340.532,7.562,1,125,2,876
1753,16340.532,7.539,3,94,1,877
1754,16340.532,7.515,1,130,2,877
1755,16340.532,7.566,3,84,1,878
1756,16340.532,7.501,1,129,2,878
1757,16340.532,7.530,3,85,1,879
1758,16340.532,7.473,1,124,2,879
1759,16340.532,7.568,3,95,1,880
1760,16340.532,7.546,1,128,2,880
1761,16340.532,7.527,3,88,1,881
1762,16340.532,7.526,1,125,2,881
1763,16340.532,7.536,3,89,1,882
1764,16340.532,7.533,1,139,2,882
1765,16340.532,7.523,3,85,1,883
1766,16340.532,7.492,1,123,2,883
1767,16340.532,7.602,3,92,1,884
1768,16340.532,7.524,1,123,2,884
1769,16340.532,7.545,3,92,1,885
1770,16340.532,7.535,1,134,2,885
1771,16340.532,7.572,3,88,1,886
1772,16340.532,7.496,1,121,2,886
1773,16340.532,7.534,3,84,1,887
1774,16340.532,7.497,1,126,2,887
1775,16340.532,7.556,3,88,1,888
1776,16340.532,7.517,1,122,2,888
1777,16340.532,7.523,3,87,1,889
1778,16340.532,7.463,1,120,2,889
1779,16340.532,7.572,3,99,1,890
1780,16340.532,7.467,1,117,2,890
1781,16340.532,7.518,3,91,1,891
1782,16340.532,7.484,1,116,2,891
1783,16340.532,7.514,3,92,1,892
1784,16340.532,7.536,1,131,2,892
1785,16340.532,7.531,3,81,1,893
1786,16340.532,7.487,1,125,2,893
1787,16340.532,7.556,3,87,1,894
1788,16340.532,7.552,1,127,2,894
1789,16340.532,7.529,3,90,1,895
1790,16340.532,7.530,1,127,2,895
1791,16340.532,7.582,3,94,1,896
1792,16340.532,7.510,1,139,2,896
1793,16340.532,7.512,3,84,1,897
1794,16340.532,7.474,1,130,2,897
1795,16340.532,7.495,3,88,1,898
1796,16340.532,7.503,1,124,2,898
1797,16340.532,7.575,3,87,1,899
1798,16340.532,7.579,1,130,2,899
1799,16340.532,7.521,3,84,1,900
1800,16340.532,7.545,1,126,2,900
1801,16340.532,7.515,3,85,1,901
1802,16340.532,7.547,1,125,2,901
1803,16340.532,7.560,3,85,1,902
1804,16340.532,7.508,1,123,2,902
1805,16340.532,7.542,3,83,1,903
1806,16340.532,7.523,1,125,2,903
1807,16340.532,7.525,3,89,1,904
1808,16340.532,7.553,1,129,2,904
1809,16340.532,7.494,3,85,1,905
1810,16340.532,7.548,1,119,2,905
1811,16340.532,7.505,3,86,1,906
1812,16340.532,7.551,1,125,2,906
1813,16340.532,7.523,3,101,1,907
1814,16340.532,7.470,1,123,2,907
1815,16340.532,7.507,3,76,1,908
1816,16340.532,7.547,1,122,2,908
1817,16340.532,7.511,3,79,1,909
1818,16340.532,7.543,1,124,2,909
1819,16340.532,7.521,3,83,1,910
1820,16340.532,7.521,1,110,2,910
1821,16340.532,7.540,3,75,1,911
1822,16340.532,7.517,1,118,2,911
1823,16340.532,7.502,3,82,1,912
1824,16340.532,7.577,1,125,2,912
1825,16340.532,7.543,3,77,1,913
1826,16340.532,7.546,1,125,2,913
1827,16340.532,7.531,3,91,1,914
1828,16340.532,7.554,1,131,2,914
1829,16340.532,7.527,3,80,1,915
1830,16340.532,7.515,1,119,2,915
1831,16340.532,7.526,3,92,1,916
1832,16340.532,7.523,1,123,2,916
1833,16340.532,7.536,3,83,1,917
1834,16340.532,7.533,1,123,2,917
1835,16340.532,7.575,3,85,1,918
1836,16340.532,7.546,1,126,2,918
1837,16340.532,7.520,3,83,1,919
1838,16340.532,7.490,1,122,2,919
1839,16340.532,7.512,3,88,1,920
1840,16340.532,7.517,1,120,2,920
1841,16340.532,7.565,3,89,1,921
1842,16340.532,7.492,1,122,2,921
1843,16340.532,7.521,3,87,1,922
1844,16340.532,7.574,1,116,2,922
1845,16340.532,7.493,3,83,1,923
1846,16340.532,7.523,1,116,2,923
1847,16340.532,7.535,3,80,1,924
1848,16340.532,7.541,1,118,2,924
1849,16340.532,7.511,3,76,1,925
1850,16340.532,7.556,1,122,2,925
1851,16340.532,7.533,3,84,1,926
1852,16340.532,7.571,1,129,2,926
1853,16340.532,7.610,3,98,1,927
1854,16340.532,7.548,1,123,2,927
1855,16340.532,7.582,3,85,1,928
1856,16340.532,7.522,1,114,2,928
1857,16340.532,7.540,3,80,1,929
1858,16340.532,7.503,1,118,2,929
1859,16340.532,7.513,3,81,1,930
1860,16340.532,7.493,1,117,2,930
1861,16340.532,7.533,3,86,1,931
1862,16340.532,7.547,1,114,2,931
1863,16340.532,7.519,3,78,1,932
1864,16340.532,7.498,1,119,2,932
1865,16340.532,7.547,3,91,1,933
1866,16340.532,7.528,1,120,2,933
1867,16340.532,7.529,3,83,1,934
1868,16340.532,7.509,1,108,2,934
1869,16340.532,7.488,3,78,1,935
1870,16340.532,7.534,1,110,2,935
1871,16340.532,7.553,3,79,1,936
1872,16340.532,7.507,1,119,2,936
1873,16340.532,7.529,3,91,1,937
1874,16340.532,7.548,1,120,2,937
1875,16340.532,7.538,3,88,1,938
1876,16340.532,7.562,1,115,2,938
1877,16340.532,7.519,3,88,1,939
1878,16340.532,7.591,1,118,2,939
1879,16340.532,7.516,3,81,1,940
1880,16340.532,7.548,1,125,2,940
1881,16340.532,7.450,3,86,1,941
1882,16340.532,7.530,1,129,2,941
1883,16340.532,7.471,3,82,1,942
1884,16340.532,7.566,1,118,2,942
1885,16340.532,7.536,3,83,1,943
1886,16340.532,7.543,1,104,2,943
1887,16340.532,7.496,3,76,1,944
1888,16340.532,7.490,1,124,2,944
1889,16340.532,7.514,3,82,1,945
1890,16340.532,7.513,1,114,2,945
1891,16340.532,7.517,3,77,1,946
1892,16340.532,7.514,1,121,2,946
1893,16340.532,7.548,3,87,1,947
1894,16340.532,7.569,1,112,2,947
1895,16340.532,7.582,3,79,1,948
1896,16340.532,7.595,1,112,2,948
1897,16340.532,7.490,3,86,1,949
1898,16340.532,7.555,1,107,2,949
1899,16340.532,7.535,3,79,1,950
1900,16340.532,7.549,1,117,2,950
1901,16340.532,7.528,3,88,1,951
1902,16340.532,7.534,1,106,2,951
1903,16340.532,7.527,3,80,1,952
1904,16340.532,7.520,1,111,2,952
1905,16340.532,7.545,3,80,1,953
1906,16340.532,7.562,1,114,2,953
1907,16340.532,7.544,3,84,1,954
1908,16340.532,7.561,1,121,2,954
1909,16340.532,7.522,3,79,1,955
1910,16340.532,7.578,1,114,2,955
1911,16340.532,7.533,3,96,1,956
1912,16340.532,7.553,1,109,2,956
1913,16340.532,7.514,3,95,1,957
1914,16340.532,7.548,1,110,2,957
1915,16340.532,7.503,3,83,1,958
1916,16340.532,7.551,1,106,2,958
1917,16340.532,0.000,0,0,1,959
1918,16340.532,0.000,0,0,2,959
