 ,Area,Mean,Min,Max,Ch,Frame
730,16340.532,8.302,1,137,2,365
731,16340.532,8.052,3,133,1,366
732,16340.532,8.256,1,137,2,366
733,16340.532,8.072,3,143,1,367
734,16340.532,8.247,1,154,2,367
735,16340.532,8.073,3,128,1,368
736,16340.532,8.272,1,154,2,368
737,16340.532,8.068,3,117,1,369
738,16340.532,8.222,1,136,2,369
739,16340.532,8.057,3,137,1,370
740,16340.532,8.296,1,142,2,370
741,16340.532,8.099,3,120,1,371
742,16340.532,8.260,1,154,2,371
743,16340.532,8.037,3,126,1,372
744,16340.532,8.225,1,135,2,372
745,16340.532,8.058,3,142,1,373
746,16340.532,8.252,1,143,2,373
747,16340.532,8.055,3,130,1,374
748,16340.532,8.260,1,145,2,374
749,16340.532,8.039,3,128,1,375
750,16340.532,8.228,1,145,2,375
751,16340.532,8.037,3,116,1,376
752,16340.532,8.262,1,145,2,376
753,16340.532,8.048,3,117,1,377
754,16340.532,8.221,1,136,2,377
755,16340.532,8.011,3,128,1,378
756,16340.532,8.237,1,163,2,378
757,16340.532,8.043,3,119,1,379
758,16340.532,8.246,1,151,2,379
759,16340.532,8.068,3,122,1,380
760,16340.532,8.285,1,155,2,380
761,16340.532,8.092,3,135,1,381
762,16340.532,8.198,1,133,2,381
763,16340.532,8.078,3,123,1,382
764,16340.532,8.237,1,152,2,382
765,16340.532,8.023,3,116,1,383
766,16340.532,8.202,1,152,2,383
767,16340.532,8.041,3,104,1,384
768,16340.532,8.272,1,146,2,384
769,16340.532,8.111,3,122,1,385
770,16340.532,8.268,1,147,2,385
771,16340.532,8.040,3,119,1,386
772,16340.532,8.234,1,154,2,386
773,16340.532,8.078,3,119,1,387
774,16340.532,8.297,1,140,2,387
775,16340.532,8.081,3,126,1,388
776,16340.532,8.251,1,166,2,388
777,16340.532,8.093,3,129,1,389
778,16340.532,8.350,1,150,2,389
779,16340.532,8.120,3,111,1,390
780,16340.532,8.246,1,140,2,390
781,16340.532,8.041,3,114,1,391
782,16340.532,8.307,1,149,2,391
783,16340.532,8.101,3,115,1,392
784,16340.532,8.299,1,151,2,392
785,16340.532,8.051,3,122,1,393
786,16340.532,8.300,1,150,2,393
787,16340.532,8.035,3,111,1,394
788,16340.532,8.307,1,138,2,394
789,16340.532,8.052,3,120,1,395
790,16340.532,8.326,1,140,2,395
791,16340.532,8.052,3,116,1,396
792,16340.532,8.299,1,164,2,396
793,16340.532,8.004,3,127,1,397
794,16340.532,8.309,1,147,2,397
795,16340.532,8.065,3,124,1,398
796,16340.532,8.273,1,141,2,398
797,16340.532,8.070,3,133,1,399
798,16340.532,8.198,1,149,2,399
799,16340.532,8.009,3,113,1,400
800,16340.532,8.272,1,171,2,400
801,16340.532,8.043,3,113,1,401
802,16340.532,8.278,1,164,2,401
803,16340.532,8.067,3,117,1,402
804,16340.532,8.232,1,142,2,402
805,16340.532,8.019,3,120,1,403
806,16340.532,8.263,1,164,2,403
807,16340.532,8.048,3,102,1,404
808,16340.532,8.200,1,147,2,404
809,16340.532,8.043,3,122,1,405
810,16340.532,8.183,1,152,2,405
811,16340.532,7.984,3,115,1,406
812,16340.532,8.186,1,150,2,406
813,16340.532,8.044,3,112,1,407
814,16340.532,8.181,1,151,2,407
815,16340.532,7.980,3,128,1,408
816,16340.532,8.234,1,167,2,408
817,16340.532,8.049,3,109,1,409
818,16340.532,8.274,1,142,2,409
819,16340.532,7.997,3,112,1,410
820,16340.532,8.248,1,155,2,410
821,16340.532,7.990,3,116,1,411
822,16340.532,8.210,1,156,2,411
823,16340.532,8.045,3,117,1,412
824,16340.532,8.262,1,141,2,412
825,16340.532,7.988,3,133,1,413
826,16340.532,8.194,1,143,2,413
827,16340.532,7.997,3,103,1,414
828,16340.532,8.187,1,152,2,414
829,16340.532,8.022,3,117,1,415
830,16340.532,8.172,1,147,2,415
831,16340.532,7.994,3,112,1,416
832,16340.532,8.172,1,151,2,416
833,16340.532,7.998,3,95,1,417
834,16340.532,8.191,1,166,2,417
835,16340.532,8.005,3,121,1,418
836,16340.532,8.197,1,167,2,418
837,16340.532,8.051,3,112,1,419
838,16340.532,8.165,1,150,2,419
839,16340.532,8.035,3,110,1,420
840,16340.532,8.251,1,143,2,420
841,16340.532,8.025,3,109,1,421
842,16340.532,8.195,1,151,2,421
843,16340.532,7.957,3,115,1,422
844,16340.532,8.236,1,156,2,422
845,16340.532,8.081,3,111,1,423
846,16340.532,8.259,1,151,2,423
847,16340.532,8.033,3,114,1,424
848,16340.532,8.242,1,151,2,424
849,16340.532,8.048,3,109,1,425
850,16340.532,8.213,1,148,2,425
851,16340.532,7.929,3,106,1,426
852,16340.532,8.069,1,145,2,426
853,16340.532,7.977,3,108,1,427
854,16340.532,8.117,1,136,2,427
855,16340.532,7.961,3,104,1,428
856,16340.532,8.144,1,160,2,428
857,16340.532,7.945,3,99,1,429
858,16340.532,8.165,1,165,2,429
859,16340.532,7.950,3,105,1,430
860,16340.532,8.146,1,143,2,430
861,16340.532,7.922,3,114,1,431
862,16340.532,8.102,1,153,2,431
863,16340.532,8.017,3,109,1,432
864,16340.532,8.193,1,141,2,432
865,16340.532,7.959,3,118,1,433
866,16340.532,8.125,1,153,2,433
867,16340.532,8.004,3,104,1,434
868,16340.532,8.121,1,150,2,434
869,16340.532,8.009,3,114,1,435
870,16340.532,8.137,1,143,2,435
871,16340.532,8.004,3,94,1,436
872,16340.532,8.100,1,154,2,436
873,16340.532,7.942,3,96,1,437
874,16340.532,8.108,1,146,2,437
875,16340.532,7.942,3,95,1,438
876,16340.532,8.095,1,148,2,438
877,16340.532,8.007,3,105,1,439
878,16340.532,8.173,1,160,2,439
879,16340.532,7.984,3,99,1,440
880,16340.532,8.150,1,151,2,440
881,16340.532,7.972,3,108,1,441
882,16340.532,8.148,1,159,2,441
883,16340.532,7.980,3,112,1,442
884,16340.532,8.079,1,155,2,442
885,16340.532,7.947,3,104,1,443
886,16340.532,8.094,1,169,2,443
887,16340.532,7.960,3,98,1,444
888,16340.532,8.057,1,170,2,444
889,16340.532,7.973,3,98,1,445
890,16340.532,8.085,1,168,2,445
891,16340.532,7.959,3,104,1,446
892,16340.532,8.032,1,165,2,446
893,16340.532,7.986,3,98,1,447
894,16340.532,8.077,1,159,2,447
895,16340.532,7.943,3,100,1,448
896,16340.532,8.053,1,148,2,448
897,16340.532,7.941,3,112,1,449
898,16340.532,8.104,1,164,2,449
899,16340.532,7.937,3,113,1,450
900,16340.532,8.066,1,176,2,450
901,16340.532,7.940,3,107,1,451
902,16340.532,8.090,1,165,2,451
903,16340.532,7.967,3,110,1,452
904,16340.532,8.033,1,161,2,452
905,16340.532,7.951,3,115,1,453
906,16340.532,8.077,1,153,2,453
907,16340.532,7.960,3,119,1,454
908,16340.532,8.057,1,165,2,454
909,16340.532,7.931,3,100,1,455
910,16340.532,8.134,1,147,2,455
911,16340.532,7.893,3,105,1,456
912,16340.532,8.057,1,177,2,456
913,16340.532,7.909,3,106,1,457
914,16340.532,8.032,1,157,2,457
915,16340.532,7.946,3,109,1,458
916,16340.532,8.020,1,153,2,458
917,16340.532,7.934,3,100,1,459
918,16340.532,8.046,1,146,2,459
919,16340.532,7.977,3,120,1,460
920,16340.532,8.018,1,140,2,460
921,16340.532,7.927,3,97,1,461
922,16340.532,7.947,1,152,2,461
923,16340.532,7.977,3,112,1,462
924,16340.532,8.009,1,159,2,462
925,16340.532,7.921,3,109,1,463
926,16340.532,8.015,1,165,2,463
927,16340.532,7.946,3,108,1,464
928,16340.532,8.059,1,150,2,464
929,16340.532,7.958,3,101,1,465
930,16340.532,8.078,1,157,2,465
931,16340.532,7.949,3,102,1,466
932,16340.532,8.072,1,153,2,466
933,16340.532,7.946,3,104,1,467
934,16340.532,8.050,1,145,2,467
935,16340.532,7.879,3,108,1,468
936,16340.532,8.061,1,162,2,468
937,16340.532,7.975,3,125,1,469
938,16340.532,8.052,1,151,2,469
939,16340.532,7.941,3,136,1,470
940,16340.532,8.007,1,148,2,470
941,16340.532,7.953,3,105,1,471
942,16340.532,8.025,1,157,2,471
943,16340.532,7.974,3,117,1,472
944,16340.532,8.007,1,158,2,472
945,16340.532,7.924,3,115,1,473
946,16340.532,8.002,1,149,2,473
947,16340.532,7.901,3,96,1,474
948,16340.532,8.042,1,142,2,474
949,16340.532,7.938,3,107,1,475
950,16340.532,8.069,1,150,2,475
951,16340.532,7.933,3,103,1,476
952,16340.532,8.073,1,152,2,476
953,16340.532,7.889,3,118,1,477
954,16340.532,7.969,1,144,2,477
955,16340.532,7.902,3,107,1,478
956,16340.532,7.988,1,143,2,478
957,16340.532,7.919,3,102,1,479
958,16340.532,7.969,1,141,2,479
959,16340.532,7.896,3,116,1,480
960,16340.532,7.980,1,157,2,480
961,16340.532,7.924,3,107,1,481
962,16340.532,7.995,1,156,2,481
963,16340.532,7.927,3,116,1,482
964,16340.532,8.022,1,158,2,482
965,16340.532,7.869,3,125,1,483
966,16340.532,7.987,1,131,2,483
967,16340.532,7.963,3,136,1,484
968,16340.532,7.969,1,154,2,484
969,16340.532,7.906,3,117,1,485
970,16340.532,7.998,1,148,2,485
971,16340.532,7.897,3,116,1,486
972,16340.532,7.994,1,152,2,486
973,16340.532,7.895,3,103,1,487
974,16340.532,7.953,1,151,2,487
975,16340.532,7.900,3,115,1,488
976,16340.532,8.023,1,139,2,488
977,16340.532,7.919,3,103,1,489
978,16340.532,8.039,1,157,2,489
979,16340.532,7.875,3,123,1,490
980,16340.532,8.007,1,144,2,490
981,16340.532,7.926,3,104,1,491
982,16340.532,8.030,1,148,2,491
983,16340.532,7.919,3,118,1,492
984,16340.532,8.018,1,153,2,492
985,16340.532,7.943,3,111,1,493
986,16340.532,8.013,1,145,2,493
987,16340.532,7.856,3,107,1,494
988,16340.532,7.928,1,157,2,494
989,16340.532,7.893,3,111,1,495
990,16340.532,7.979,1,159,2,495
991,16340.532,7.865,3,111,1,496
992,16340.532,8.010,1,159,2,496
993,16340.532,7.907,3,118,1,497
994,16340.532,7.957,1,150,2,497
995,16340.532,7.893,3,108,1,498
996,16340.532,7.961,1,162,2,498
997,16340.532,7.860,3,99,1,499
998,16340.532,8.043,1,156,2,499
999,16340.532,7.816,3,106,1,500
1000,16340.532,7.942,1,144,2,500
1001,16340.532,7.865,3,113,1,501
1002,16340.532,7.997,1,137,2,501
1003,16340.532,7.886,3,109,1,502
1004,16340.532,7.954,1,153,2,502
1005,16340.532,7.898,3,108,1,503
1006,16340.532,7.954,1,156,2,503
1007,16340.532,7.860,3,112,1,504
1008,16340.532,7.981,1,146,2,504
1009,16340.532,7.854,3,110,1,505
1010,16340.532,7.976,1,152,2,505
1011,16340.532,7.810,3,100,1,506
1012,16340.532,7.936,1,152,2,506
1013,16340.532,7.820,3,119,1,507
1014,16340.532,7.927,1,152,2,507
1015,16340.532,7.906,3,116,1,508
1016,16340.532,7.976,1,165,2,508
1017,16340.532,7.863,3,111,1,509
1018,16340.532,7.945,1,153,2,509
1019,16340.532,7.863,3,117,1,510
1020,16340.532,7.886,1,156,2,510
1021,16340.532,7.875,3,113,1,511
1022,16340.532,7.925,1,151,2,511
1023,16340.532,7.902,3,114,1,512
1024,16340.532,7.957,1,146,2,512
1025,16340.532,7.788,3,106,1,513
1026,16340.532,7.905,1,165,2,513
1027,16340.532,7.799,3,103,1,514
1028,16340.532,7.927,1,149,2,514
1029,16340.532,7.826,3,109,1,515
1030,16340.532,7.922,1,155,2,515
1031,16340.532,7.838,3,120,1,516
1032,16340.532,7.966,1,159,2,516
1033,16340.532,7.851,3,111,1,517
1034,16340.532,7.927,1,148,2,517
1035,16340.532,7.880,3,105,1,518
1036,16340.532,7.931,1,146,2,518
1037,16340.532,7.836,3,103,1,519
1038,16340.532,7.936,1,142,2,519
1039,16340.532,7.824,3,102,1,520
1040,16340.532,7.922,1,160,2,520
1041,16340.532,7.816,3,106,1,521
1042,16340.532,7.982,1,145,2,521
1043,16340.532,7.832,3,118,1,522
1044,16340.532,7.951,1,154,2,522
1045,16340.532,7.856,3,119,1,523
1046,16340.532,7.970,1,157,2,523
1047,16340.532,7.892,3,113,1,524
1048,16340.532,7.956,1,146,2,524
1049,16340.532,7.872,3,114,1,525
1050,16340.532,7.947,1,154,2,525
1051,16340.532,7.832,3,102,1,526
1052,16340.532,7.950,1,150,2,526
1053,16340.532,7.842,3,118,1,527
1054,16340.532,7.898,1,148,2,527
1055,16340.532,7.824,3,112,1,528
1056,16340.532,7.860,1,141,2,528
1057,16340.532,7.865,3,118,1,529
1058,16340.532,7.932,1,142,2,529
1059,16340.532,7.877,3,104,1,530
1060,16340.532,7.894,1,164,2,530
1061,16340.532,7.833,3,117,1,531
1062,16340.532,7.902,1,153,2,531
1063,16340.532,7.858,3,108,1,532
1064,16340.532,7.957,1,145,2,532
1065,16340.532,7.785,3,101,1,533
1066,16340.532,7.898,1,141,2,533
1067,16340.532,7.828,3,104,1,534
1068,16340.532,7.843,1,141,2,534
1069,16340.532,7.856,3,98,1,535
1070,16340.532,7.920,1,143,2,535
1071,16340.532,7.773,3,115,1,536
1072,16340.532,7.914,1,154,2,536
1073,16340.532,7.820,3,114,1,537
1074,16340.532,7.871,1,144,2,537
1075,16340.532,7.857,3,107,1,538
1076,16340.532,7.867,1,143,2,538
1077,16340.532,7.878,3,116,1,539
1078,16340.532,7.914,1,143,2,539
1079,16340.532,7.830,3,116,1,540
1080,16340.532,7.931,1,152,2,540
1081,16340.532,7.822,3,107,1,541
1082,16340.532,7.923,1,146,2,541
1083,16340.532,7.847,3,110,1,542
1084,16340.532,7.910,1,164,2,542
1085,16340.532,7.863,3,98,1,543
1086,16340.532,7.882,1,140,2,543
1087,16340.532,7.817,3,117,1,544
1088,16340.532,7.947,1,132,2,544
1089,16340.532,7.891,3,99,1,545
1090,16340.532,7.894,1,148,2,545
1091,16340.532,7.802,3,102,1,546
1092,16340.532,7.867,1,139,2,546
1093,16340.532,7.886,3,102,1,547
1094,16340.532,7.872,1,136,2,547
1095,16340.532,7.758,3,92,1,548
1096,16340.532,7.856,1,142,2,548
1097,16340.532,7.893,3,98,1,549
1098,16340.532,7.851,1,146,2,549
1099,16340.532,7.794,3,108,1,550
1100,16340.532,7.882,1,143,2,550
1101,16340.532,7.782,3,115,1,551
1102,16340.532,7.962,1,141,2,551
1103,16340.532,7.818,3,103,1,552
1104,16340.532,7.854,1,146,2,552
1105,16340.532,7.840,3,107,1,553
1106,16340.532,7.837,1,154,2,553
1107,16340.532,7.867,3,104,1,554
1108,16340.532,7.841,1,136,2,554
1109,16340.532,7.849,3,112,1,555
1110,16340.532,7.842,1,135,2,555
1111,16340.532,7.838,3,121,1,556
1112,16340.532,7.838,1,145,2,556
1113,16340.532,7.793,3,103,1,557
1114,16340.532,7.862,1,145,2,557
1115,16340.532,7.794,3,112,1,558
1116,16340.532,7.888,1,152,2,558
1117,16340.532,7.779,3,101,1,559
1118,16340.532,7.889,1,162,2,559
1119,16340.532,7.844,3,102,1,560
1120,16340.532,7.885,1,148,2,560
1121,16340.532,7.805,3,103,1,561
1122,16340.532,7.849,1,145,2,561
1123,16340.532,7.815,3,107,1,562
1124,16340.532,7.914,1,143,2,562
1125,16340.532,7.774,3,110,1,563
1126,16340.532,7.878,1,141,2,563
1127,16340.532,7.835,3,107,1,564
1128,16340.532,7.826,1,140,2,564
1129,16340.532,7.835,3,106,1,565
1130,16340.532,7.840,1,146,2,565
1131,16340.532,7.820,3,97,1,566
1132,16340.532,7.858,1,136,2,566
1133,16340.532,7.840,3,106,1,567
1134,16340.532,7.871,1,138,2,567
1135,16340.532,7.794,3,99,1,568
1136,16340.532,7.853,1,140,2,568
1137,16340.532,7.824,3,99,1,569
1138,16340.532,7.835,1,132,2,569
1139,16340.532,7.763,3,103,1,570
1140,16340.532,7.850,1,142,2,570
1141,16340.532,7.837,3,95,1,571
1142,16340.532,7.800,1,141,2,571
1143,16340.532,7.813,3,114,1,572
1144,16340.532,7.821,1,158,2,572
1145,16340.532,7.824,3,102,1,573
1146,16340.532,7.851,1,137,2,573
1147,16340.532,7.773,3,103,1,574
1148,16340.532,7.820,1,137,2,574
1149,16340.532,7.787,3,92,1,575
1150,16340.532,7.825,1,136,2,575
1151,16340.532,7.787,3,87,1,576
1152,16340.532,7.815,1,143,2,576
1153,16340.532,7.832,3,106,1,577
1154,16340.532,7.862,1,136,2,577
1155,16340.532,7.818,3,100,1,578
1156,16340.532,7.811,1,135,2,578
1157,16340.532,7.766,3,104,1,579
1158,16340.532,7.849,1,135,2,579
1159,16340.532,7.822,3,109,1,580
1160,16340.532,7.816,1,140,2,580
1161,16340.532,7.774,3,105,1,581
1162,16340.532,7.834,1,143,2,581
1163,16340.532,7.781,3,92,1,582
1164,16340.532,7.794,1,141,2,582
1165,16340.532,7.803,3,102,1,583
1166,16340.532,7.758,1,137,2,583
1167,16340.532,7.846,3,94,1,584
1168,16340.532,7.785,1,138,2,584
1169,16340.532,7.826,3,100,1,585
1170,16340.532,7.790,1,141,2,585
1171,16340.532,7.776,3,92,1,586
1172,16340.532,7.758,1,145,2,586
1173,16340.532,7.802,3,102,1,587
1174,16340.532,7.852,1,148,2,587
1175,16340.532,7.809,3,95,1,588
1176,16340.532,7.819,1,141,2,588
1177,16340.532,7.756,3,102,1,589
1178,16340.532,7.825,1,138,2,589
1179,16340.532,7.769,3,94,1,590
1180,16340.532,7.767,1,134,2,590
1181,16340.532,7.747,3,102,1,591
1182,16340.532,7.774,1,135,2,591
1183,16340.532,7.757,3,105,1,592
1184,16340.532,7.767,1,133,2,592
1185,16340.532,7.821,3,91,1,593
1186,16340.532,7.733,1,141,2,593
1187,16340.532,7.769,3,92,1,594
1188,16340.532,7.777,1,147,2,594
1189,16340.532,7.818,3,95,1,595
1190,16340.532,7.783,1,131,2,595
1191,16340.532,7.772,3,94,1,596
1192,16340.532,7.855,1,146,2,596
1193,16340.532,7.826,3,92,1,597
1194,16340.532,7.877,1,139,2,597
1195,16340.532,7.799,3,100,1,598
1196,16340.532,7.802,1,148,2,598
1197,16340.532,7.778,3,88,1,599
1198,16340.532,7.779,1,134,2,599
1199,16340.532,7.825,3,105,1,600
1200,16340.532,7.798,1,145,2,600
1201,16340.532,7.832,3,107,1,601
1202,16340.532,7.850,1,141,2,601
1203,16340.532,7.809,3,97,1,602
1204,16340.532,7.752,1,138,2,602
1205,16340.532,7.810,3,97,1,603
1206,16340.532,7.831,1,139,2,603
1207,16340.532,7.784,3,96,1,604
1208,16340.532,7.854,1,138,2,604
1209,16340.532,7.808,3,99,1,605
1210,16340.532,7.843,1,136,2,605
1211,16340.532,7.820,3,97,1,606
1212,16340.532,7.862,1,133,2,606
1213,16340.532,7.807,3,115,1,607
1214,16340.532,7.836,1,138,2,607
1215,16340.532,7.846,3,96,1,608
1216,16340.532,7.798,1,138,2,608
1217,16340.532,7.802,3,97,1,609
1218,16340.532,7.862,1,144,2,609
1219,16340.532,7.804,3,105,1,610
1220,16340.532,7.781,1,136,2,610
1221,16340.532,7.788,3,101,1,611
1222,16340.532,7.817,1,140,2,611
1223,16340.532,7.812,3,123,1,612
1224,16340.532,7.841,1,139,2,612
1225,16340.532,7.837,3,103,1,613
1226,16340.532,7.802,1,148,2,613
1227,16340.532,7.767,3,101,1,614
1228,16340.532,7.754,1,138,2,614
1229,16340.532,7.775,3,107,1,615
1230,16340.532,7.752,1,149,2,615
1231,16340.532,7.799,3,101,1,616
1232,16340.532,7.755,1,137,2,616
1233,16340.532,7.789,3,107,1,617
1234,16340.532,7.816,1,137,2,617
1235,16340.532,7.783,3,96,1,618
1236,16340.532,7.848,1,138,2,618
1237,16340.532,7.789,3,99,1,619
1238,16340.532,7.812,1,132,2,619
1239,16340.532,7.770,3,104,1,620
1240,16340.532,7.868,1,146,2,620
1241,16340.532,7.802,3,96,1,621
1242,16340.532,7.813,1,139,2,621
1243,16340.532,7.772,3,98,1,622
1244,16340.532,7.798,1,151,2,622
1245,16340.532,7.749,3,97,1,623
1246,16340.532,7.843,1,145,2,623
1247,16340.532,7.790,3,94,1,624
1248,16340.532,7.782,1,135,2,624
1249,16340.532,7.792,3,100,1,625
1250,16340.532,7.806,1,137,2,625
1251,16340.532,7.733,3,89,1,626
1252,16340.532,7.850,1,137,2,626
1253,16340.532,7.782,3,101,1,627
1254,16340.532,7.848,1,139,2,627
1255,16340.532,7.782,3,94,1,628
1256,16340.532,7.807,1,142,2,628
1257,16340.532,7.733,3,93,1,629
1258,16340.532,7.765,1,141,2,629
1259,16340.532,7.766,3,100,1,630
1260,16340.532,7.762,1,134,2,630
1261,16340.532,7.767,3,94,1,631
1262,16340.532,7.803,1,149,2,631
1263,16340.532,7.755,3,100,1,632
1264,16340.532,7.782,1,136,2,632
1265,16340.532,7.804,3,91,1,633
1266,16340.532,7.795,1,147,2,633
1267,16340.532,7.750,3,95,1,634
1268,16340.532,7.722,1,140,2,634
1269,16340.532,7.806,3,108,1,635
1270,16340.532,7.803,1,149,2,635
1271,16340.532,7.764,3,108,1,636
1272,16340.532,7.761,1,151,2,636
1273,16340.532,7.807,3,101,1,637
1274,16340.532,7.691,1,150,2,637
1275,16340.532,7.748,3,97,1,638
1276,16340.532,7.738,1,145,2,638
1277,16340.532,7.761,3,88,1,639
1278,16340.532,7.742,1,151,2,639
1279,16340.532,7.735,3,108,1,640
1280,16340.532,7.720,1,144,2,640
1281,16340.532,7.770,3,90,1,641
1282,16340.532,7.744,1,143,2,641
1283,16340.532,7.763,3,106,1,642
1284,16340.532,7.742,1,139,2,642
1285,16340.532,7.733,3,93,1,643
1286,16340.532,7.735,1,143,2,643
1287,16340.532,7.749,3,100,1,644
1288,16340.532,7.750,1,152,2,644
1289,16340.532,7.696,3,91,1,645
1290,16340.532,7.746,1,143,2,645
1291,16340.532,7.692,3,101,1,646
1292,16340.532,7.810,1,148,2,646
1293,16340.532,7.747,3,100,1,647
1294,16340.532,7.757,1,147,2,647
1295,16340.532,7.721,3,104,1,648
1296,16340.532,7.708,1,140,2,648
1297,16340.532,7.703,3,109,1,649
1298,16340.532,7.767,1,156,2,649
1299,16340.532,7.701,3,96,1,650
1300,16340.532,7.728,1,135,2,650
1301,16340.532,7.768,3,101,1,651
1302,16340.532,7.762,1,138,2,651
1303,16340.532,7.768,3,99,1,652
1304,16340.532,7.719,1,140,2,652
1305,16340.532,7.735,3,89,1,653
1306,16340.532,7.732,1,136,2,653
1307,16340.532,7.728,3,95,1,654
1308,16340.532,7.736,1,139,2,654
1309,16340.532,7.719,3,108,1,655
1310,16340.532,7.718,1,141,2,655
1311,16340.532,7.745,3,92,1,656
1312,16340.532,7.745,1,141,2,656
1313,16340.532,7.710,3,94,1,657
1314,16340.532,7.753,1,145,2,657
1315,16340.532,7.733,3,87,1,658
1316,16340.532,7.729,1,137,2,658
1317,16340.532,7.734,3,90,1,659
1318,16340.532,7.767,1,140,2,659
1319,16340.532,7.722,3,97,1,660
1320,16340.532,7.767,1,149,2,660
1321,16340.532,7.749,3,97,1,661
1322,16340.532,7.756,1,142,2,661
1323,16340.532,7.703,3,95,1,662
1324,16340.532,7.769,1,150,2,662
1325,16340.532,7.709,3,96,1,663
1326,16340.532,7.693,1,132,2,663
1327,16340.532,7.701,3,96,1,664
1328,16340.532,7.748,1,145,2,664
1329,16340.532,7.684,3,99,1,665
1330,16340.532,7.656,1,143,2,665
1331,16340.532,7.655,3,105,1,666
1332,16340.532,7.690,1,141,2,666
1333,16340.532,7.707,3,94,1,667
1334,16340.532,7.640,1,138,2,667
1335,16340.532,7.664,3,91,1,668
1336,16340.532,7.637,1,140,2,668
1337,16340.532,7.688,3,98,1,669
1338,16340.532,7.630,1,137,2,669
1339,16340.532,7.698,3,91,1,670
1340,16340.532,7.644,1,130,2,670
1341,16340.532,7.673,3,89,1,671
1342,16340.532,7.677,1,137,2,671
1343,16340.532,7.692,3,102,1,672
1344,16340.532,7.705,1,138,2,672
1345,16340.532,7.690,3,93,1,673
1346,16340.532,7.632,1,142,2,673
1347,16340.532,7.715,3,99,1,674
1348,16340.532,7.627,1,135,2,674
1349,16340.532,7.662,3,94,1,675
1350,16340.532,7.620,1,151,2,675
1351,16340.532,7.668,3,94,1,676
1352,16340.532,7.641,1,143,2,676
1353,16340.532,7.715,3,91,1,677
1354,16340.532,7.608,1,137,2,677
1355,16340.532,7.656,3,106,1,678
1356,16340.532,7.654,1,135,2,678
1357,16340.532,7.623,3,105,1,679
1358,16340.532,7.625,1,146,2,679
1359,16340.532,7.670,3,100,1,680
1360,16340.532,7.641,1,144,2,680
1361,16340.532,7.686,3,102,1,681
1362,16340.532,7.653,1,137,2,681
1363,16340.532,7.640,3,97,1,682
1364,16340.532,7.640,1,128,2,682
1365,16340.532,7.643,3,99,1,683
1366,16340.532,7.637,1,142,2,683
1367,16340.532,7.692,3,100,1,684
1368,16340.532,7.636,1,127,2,684
1369,16340.532,7.661,3,95,1,685
1370,16340.532,7.703,1,136,2,685
1371,16340.532,7.683,3,95,1,686
1372,16340.532,7.686,1,139,2,686
1373,16340.532,7.650,3,98,1,687
1374,16340.532,7.596,1,136,2,687
1375,16340.532,7.684,3,96,1,688
1376,16340.532,7.639,1,134,2,688
1377,16340.532,7.657,3,98,1,689
1378,16340.532,7.616,1,137,2,689
1379,16340.532,7.625,3,89,1,690
1380,16340.532,7.613,1,141,2,690
1381,16340.532,7.607,3,96,1,691
1382,16340.532,7.646,1,139,2,691
1383,16340.532,7.666,3,97,1,692
1384,16340.532,7.679,1,142,2,692
1385,16340.532,7.685,3,95,1,693
1386,16340.532,7.638,1,138,2,693
1387,16340.532,7.639,3,100,1,694
1388,16340.532,7.651,1,132,2,694
1389,16340.532,7.669,3,101,1,695
1390,16340.532,7.674,1,141,2,695
1391,16340.532,7.663,3,92,1,696
1392,16340.532,7.641,1,133,2,696
1393,16340.532,7.671,3,101,1,697
1394,16340.532,7.572,1,145,2,697
1395,16340.532,7.721,3,97,1,698
1396,16340.532,7.617,1,123,2,698
1397,16340.532,7.697,3,90,1,699
1398,16340.532,7.674,1,131,2,699
1399,16340.532,7.675,3,107,1,700
1400,16340.532,7.604,1,138,2,700
1401,16340.532,7.664,3,88,1,701
1402,16340.532,7.618,1,134,2,701
1403,16340.532,7.749,3,104,1,702
1404,16340.532,7.606,1,130,2,702
1405,16340.532,7.669,3,93,1,703
1406,16340.532,7.623,1,126,2,703
1407,16340.532,7.702,3,96,1,704
1408,16340.532,7.624,1,139,2,704
1409,16340.532,7.657,3,105,1,705
1410,16340.532,7.596,1,140,2,705
1411,16340.532,7.692,3,99,1,706
1412,16340.532,7.640,1,135,2,706
1413,16340.532,7.670,3,98,1,707
1414,16340.532,7.690,1,140,2,707
1415,16340.532,7.633,3,100,1,708
1416,16340.532,7.636,1,135,2,708
1417,16340.532,7.640,3,100,1,709
1418,16340.532,7.642,1,136,2,709
1419,16340.532,7.615,3,93,1,710
1420,16340.532,7.652,1,143,2,710
1421,16340.532,7.676,3,88,1,711
1422,16340.532,7.658,1,132,2,711
1423,16340.532,7.666,3,94,1,712
1424,16340.532,7.645,1,138,2,712
1425,16340.532,7.651,3,94,1,713
1426,16340.532,7.636,1,134,2,713
1427,16340.532,7.682,3,86,1,714
1428,16340.532,7.635,1,137,2,714
1429,16340.532,7.683,3,83,1,715
1430,16340.532,7.691,1,131,2,715
1431,16340.532,7.673,3,83,1,716
1432,16340.532,7.634,1,136,2,716
1433,16340.532,7.645,3,92,1,717
1434,16340.532,7.650,1,134,2,717
1435,16340.532,7.639,3,96,1,718
1436,16340.532,7.538,1,135,2,718
1437,16340.532,7.664,3,95,1,719
1438,16340.532,7.630,1,130,2,719
1439,16340.532,7.658,3,93,1,720
1440,16340.532,7.619,1,141,2,720
1441,16340.532,7.636,3,91,1,721
