 ,Mean,Mode,Min,Max,Ch,Frame,MinThr,MaxThr
1,6.832,3,3,161,1,1,0,255
2,6.501,2,1,58,2,1,0,255
3,8.106,3,3,132,1,2,0,255
4,6.864,2,1,37,2,2,0,255
5,9.115,3,3,125,1,3,0,255
6,6.993,2,1,41,2,3,0,255
7,10.123,3,3,125,1,4,0,255
8,7.368,2,1,49,2,4,0,255
9,10.717,3,3,119,1,5,0,255
10,7.586,2,1,45,2,5,0,255
11,11.028,3,3,113,1,6,0,255
12,7.711,2,1,48,2,6,0,255
13,11.151,3,3,133,1,7,0,255
14,7.759,2,1,43,2,7,0,255
15,11.364,3,3,161,1,8,0,255
16,7.831,2,1,45,2,8,0,255
17,11.514,3,3,158,1,9,0,255
18,8.073,2,1,47,2,9,0,255
19,11.736,3,3,161,1,10,0,255
20,8.117,2,1,46,2,10,0,255
21,11.950,3,3,170,1,11,0,255
22,8.096,2,1,46,2,11,0,255
23,12.104,3,3,149,1,12,0,255
24,8.306,2,1,51,2,12,0,255
25,12.248,3,3,155,1,13,0,255
26,8.329,2,1,48,2,13,0,255
27,12.464,3,3,172,1,14,0,255
28,8.443,2,1,61,2,14,0,255
29,12.570,3,3,156,1,15,0,255
30,8.369,2,1,57,2,15,0,255
31,12.621,3,3,192,1,16,0,255
32,8.395,2,1,44,2,16,0,255
33,12.782,3,3,178,1,17,0,255
34,8.436,2,1,48,2,17,0,255
35,12.861,3,3,170,1,18,0,255
36,8.534,2,1,46,2,18,0,255
37,12.886,3,3,169,1,19,0,255
38,8.510,2,1,45,2,19,0,255
39,13.110,3,3,165,1,20,0,255
40,8.557,2,1,45,2,20,0,255
41,13.098,3,3,179,1,21,0,255
42,8.652,2,1,42,2,21,0,255
43,13.192,3,3,173,1,22,0,255
44,8.678,2,1,43,2,22,0,255
45,13.263,3,3,176,1,23,0,255
46,8.756,2,1,44,2,23,0,255
47,13.381,3,3,184,1,24,0,255
48,8.780,2,1,47,2,24,0,255
49,13.414,3,3,190,1,25,0,255
50,8.840,2,1,42,2,25,0,255
51,13.629,3,3,182,1,26,0,255
52,8.732,2,1,45,2,26,0,255
53,13.699,3,3,184,1,27,0,255
54,8.745,2,1,63,2,27,0,255
55,13.737,3,3,191,1,28,0,255
56,8.886,2,1,49,2,28,0,255
57,13.801,3,3,190,1,29,0,255
58,8.884,2,1,49,2,29,0,255
59,13.782,3,3,192,1,30,0,255
60,8.814,2,1,44,2,30,0,255
61,13.887,3,3,185,1,31,0,255
62,8.817,2,1,45,2,31,0,255
63,14.129,3,3,206,1,32,0,255
64,8.953,2,1,52,2,32,0,255
65,14.050,3,3,211,1,33,0,255
66,8.907,2,1,46,2,33,0,255
67,14.255,3,3,207,1,34,0,255
68,9.000,2,1,52,2,34,0,255
69,14.259,3,3,184,1,35,0,255
70,9.079,2,1,45,2,35,0,255
71,14.461,3,3,180,1,36,0,255
72,9.075,2,1,48,2,36,0,255
73,14.552,3,3,193,1,37,0,255
74,9.027,2,1,50,2,37,0,255
75,14.569,3,3,196,1,38,0,255
76,8.961,2,1,41,2,38,0,255
77,14.598,3,3,199,1,39,0,255
78,9.152,2,1,45,2,39,0,255
79,14.742,3,3,199,1,40,0,255
80,9.178,2,1,51,2,40,0,255
81,14.806,3,3,209,1,41,0,255
82,9.183,2,1,44,2,41,0,255
83,14.824,3,3,212,1,42,0,255
84,9.007,2,1,50,2,42,0,255
85,14.894,3,3,224,1,43,0,255
86,9.034,2,1,43,2,43,0,255
87,15.044,3,3,199,1,44,0,255
88,9.088,2,1,51,2,44,0,255
89,15.143,3,3,218,1,45,0,255
90,9.190,2,1,54,2,45,0,255
91,15.065,3,3,238,1,46,0,255
