 ,Mean,Mode,Min,Max,Ch,Frame,MinThr,MaxThr
1,5.886,3,3,80,1,1,0,255
2,8.678,2,1,119,2,1,0,255
3,6.254,3,3,91,1,2,0,255
4,9.649,2,1,144,2,2,0,255
5,6.483,3,3,90,1,3,0,255
6,10.024,2,1,141,2,3,0,255
7,6.482,3,3,98,1,4,0,255
8,10.146,2,1,132,2,4,0,255
9,6.549,3,3,89,1,5,0,255
10,10.328,2,1,160,2,5,0,255
11,9.095,3,3,129,1,6,0,255
12,14.034,2,1,185,2,6,0,255
13,10.429,3,3,120,1,7,0,255
14,17.638,2,1,234,2,7,0,255
15,10.973,3,3,132,1,8,0,255
16,18.220,2,1,200,2,8,0,255
17,11.739,3,3,164,1,9,0,255
18,18.673,2,1,187,2,9,0,255
19,12.886,3,3,148,1,10,0,255
20,20.149,2,1,188,2,10,0,255
21,13.063,3,3,172,1,11,0,255
22,20.174,2,1,186,2,11,0,255
23,13.164,3,3,164,1,12,0,255
24,20.207,2,1,182,2,12,0,255
25,13.232,3,3,164,1,13,0,255
26,20.404,2,1,180,2,13,0,255
27,13.428,3,3,162,1,14,0,255
28,20.586,2,1,179,2,14,0,255
29,13.547,3,3,146,1,15,0,255
30,20.464,2,1,189,2,15,0,255
31,13.669,3,3,156,1,16,0,255
32,20.777,2,1,180,2,16,0,255
33,13.778,3,3,158,1,17,0,255
34,20.787,2,1,183,2,17,0,255
35,14.042,3,3,161,1,18,0,255
36,20.969,2,1,178,2,18,0,255
37,14.066,3,3,158,1,19,0,255
38,20.899,2,1,191,2,19,0,255
39,14.147,3,3,182,1,20,0,255
40,20.946,2,1,179,2,20,0,255
41,14.407,3,3,162,1,21,0,255
42,20.882,2,1,166,2,21,0,255
43,14.435,3,3,162,1,22,0,255
44,21.021,2,1,177,2,22,0,255
45,14.580,3,3,159,1,23,0,255
46,21.044,2,1,175,2,23,0,255
47,14.666,3,3,180,1,24,0,255
48,21.081,2,1,169,2,24,0,255
49,14.653,3,3,173,1,25,0,255
50,21.279,2,1,182,2,25,0,255
51,14.887,3,3,163,1,26,0,255
52,21.145,2,1,177,2,26,0,255
53,15.154,3,3,179,1,27,0,255
54,21.234,2,1,171,2,27,0,255
55,15.147,3,3,168,1,28,0,255
56,21.200,2,1,181,2,28,0,255
57,15.288,3,3,161,1,29,0,255
58,21.477,2,1,183,2,29,0,255
59,15.377,3,3,160,1,30,0,255
60,21.374,2,1,169,2,30,0,255
61,15.421,3,3,170,1,31,0,255
62,21.432,2,1,168,2,31,0,255
63,15.456,3,3,180,1,32,0,255
64,21.749,2,1,189,2,32,0,255
65,15.641,3,3,197,1,33,0,255
66,21.616,2,1,178,2,33,0,255
67,15.662,3,3,167,1,34,0,255
68,21.654,2,1,214,2,34,0,255
69,15.596,3,3,171,1,35,0,255
70,21.610,2,1,179,2,35,0,255
71,15.886,3,3,183,1,36,0,255
72,21.955,2,1,181,2,36,0,255
73,15.897,3,3,178,1,37,0,255
74,21.801,2,1,190,2,37,0,255
75,15.940,3,3,181,1,38,0,255
76,21.886,2,1,192,2,38,0,255
77,16.149,3,3,180,1,39,0,255
78,22.025,2,1,180,2,39,0,255
79,16.113,3,3,178,1,40,0,255
80,22.066,2,1,179,2,40,0,255
81,16.308,3,3,185,1,41,0,255
82,22.171,2,1,180,2,41,0,255
83,16.344,3,3,199,1,42,0,255
84,22.174,2,1,177,2,42,0,255
85,16.416,3,3,193,1,43,0,255
86,22.242,2,1,190,2,43,0,255
87,16.625,3,3,243,1,44,0,255
88,22.330,2,1,183,2,44,0,255
89,16.508,3,3,211,1,45,0,255
90,22.286,2,1,181,2,45,0,255
91,16.640,3,3,181,1,46,0,255
92,22.422,2,1,183,2,46,0,255
93,16.671,3,3,210,1,47,0,255
94,22.419,2,1,179,2,47,0,255
95,16.949,3,3,202,1,48,0,255
96,22.280,2,1,185,2,48,0,255
97,16.946,3,3,193,1,49,0,255
98,22.575,2,1,176,2,49,0,255
99,16.995,3,3,197,1,50,0,255
100,22.422,2,1,178,2,50,0,255
101,17.105,3,3,201,1,51,0,255
102,22.677,2,1,191,2,51,0,255
103,17.304,3,3,201,1,52,0,255
104,22.653,2,1,198,2,52,0,255
105,17.458,3,3,219,1,53,0,255
106,22.736,2,1,188,2,53,0,255
107,17.500,3,3,211,1,54,0,255
108,22.963,2,1,213,2,54,0,255
109,17.557,3,3,211,1,55,0,255
110,22.809,2,1,179,2,55,0,255
111,17.761,3,3,218,1,56,0,255
112,22.986,2,1,177,2,56,0,255
113,17.653,3,3,224,1,57,0,255
114,22.929,2,1,184,2,57,0,255
115,17.823,3,3,219,1,58,0,255
116,22.982,2,1,182,2,58,0,255
