 ,Mean,Mode,Min,Max,Ch,Frame,MinThr,MaxThr
1,5.693,3,3,89,1,1,0,255
2,9.468,2,1,118,2,1,0,255
3,5.929,3,3,78,1,2,0,255
4,10.010,2,1,116,2,2,0,255
5,5.943,3,3,84,1,3,0,255
6,10.094,2,1,117,2,3,0,255
7,5.979,3,3,69,1,4,0,255
8,10.208,2,1,127,2,4,0,255
9,5.949,3,3,73,1,5,0,255
10,9.969,2,1,115,2,5,0,255
11,6.019,3,3,74,1,6,0,255
12,10.129,2,1,124,2,6,0,255
13,8.382,3,3,131,1,7,0,255
14,12.926,2,1,217,2,7,0,255
15,9.091,3,3,147,1,8,0,255
16,13.810,2,1,254,2,8,0,255
17,9.494,3,3,138,1,9,0,255
18,14.512,2,1,255,2,9,0,255
19,9.729,3,3,120,1,10,0,255
20,14.690,2,1,237,2,10,0,255
21,10.028,3,3,136,1,11,0,255
22,14.873,2,1,204,2,11,0,255
23,10.194,3,3,120,1,12,0,255
24,14.985,2,1,255,2,12,0,255
25,10.360,3,3,118,1,13,0,255
26,15.274,2,1,202,2,13,0,255
27,10.571,3,3,122,1,14,0,255
28,15.308,2,1,255,2,14,0,255
29,10.604,3,3,133,1,15,0,255
30,16.084,2,1,255,2,15,0,255
31,10.801,3,3,126,1,16,0,255
32,16.211,2,1,255,2,16,0,255
33,10.958,3,3,110,1,17,0,255
34,16.252,2,1,238,2,17,0,255
35,11.034,3,3,132,1,18,0,255
36,16.289,2,1,255,2,18,0,255
37,11.115,3,3,118,1,19,0,255
38,16.704,2,1,255,2,19,0,255
39,11.231,3,3,125,1,20,0,255
40,16.774,2,1,255,2,20,0,255
41,11.283,3,3,115,1,21,0,255
42,16.933,2,1,254,2,21,0,255
43,11.404,3,3,123,1,22,0,255
44,16.980,2,1,255,2,22,0,255
45,11.522,3,3,114,1,23,0,255
46,17.040,2,1,255,2,23,0,255
47,11.385,3,3,118,1,24,0,255
48,16.791,2,1,255,2,24,0,255
49,11.609,3,3,115,1,25,0,255
50,16.903,2,1,255,2,25,0,255
51,11.828,3,3,122,1,26,0,255
52,16.867,2,1,255,2,26,0,255
53,11.616,3,3,115,1,27,0,255
54,16.764,2,1,247,2,27,0,255
55,11.987,3,3,114,1,28,0,255
56,17.345,2,1,255,2,28,0,255
57,12.010,3,3,125,1,29,0,255
58,17.392,2,1,255,2,29,0,255
59,12.040,3,3,152,1,30,0,255
60,17.689,2,1,252,2,30,0,255
61,12.102,3,3,125,1,31,0,255
62,17.180,2,1,244,2,31,0,255
63,12.120,3,3,137,1,32,0,255
64,17.963,2,1,255,2,32,0,255
65,12.204,3,3,118,1,33,0,255
66,17.829,2,1,255,2,33,0,255
67,12.060,3,3,133,1,34,0,255
68,17.791,2,1,234,2,34,0,255
69,12.160,3,3,132,1,35,0,255
70,17.784,2,1,255,2,35,0,255
71,12.351,3,3,127,1,36,0,255
72,17.863,2,1,255,2,36,0,255
73,12.358,3,3,129,1,37,0,255
74,17.871,2,1,230,2,37,0,255
75,12.544,3,3,125,1,38,0,255
76,18.169,2,1,255,2,38,0,255
77,12.466,3,3,142,1,39,0,255
78,17.678,1,1,206,2,39,0,255
79,12.560,3,3,143,1,40,0,255
80,18.096,2,1,228,2,40,0,255
81,12.578,3,3,132,1,41,0,255
82,18.101,2,1,244,2,41,0,255
83,12.604,3,3,128,1,42,0,255
84,18.268,2,1,245,2,42,0,255
85,12.771,3,3,138,1,43,0,255
86,18.340,2,1,255,2,43,0,255
87,12.836,3,3,122,1,44,0,255
88,18.330,2,1,255,2,44,0,255
89,12.763,3,3,145,1,45,0,255
90,18.333,2,1,238,2,45,0,255
91,12.859,3,3,120,1,46,0,255
92,18.448,2,1,226,2,46,0,255
93,12.792,3,3,133,1,47,0,255
94,18.772,2,1,242,2,47,0,255
95,12.836,3,3,127,1,48,0,255
96,18.535,2,1,255,2,48,0,255
97,12.956,3,3,126,1,49,0,255
98,18.643,2,1,255,2,49,0,255
99,12.976,3,3,131,1,50,0,255
100,18.560,2,1,240,2,50,0,255
101,13.006,3,3,143,1,51,0,255
102,18.701,2,1,237,2,51,0,255
103,13.071,3,3,131,1,52,0,255
104,18.356,2,1,250,2,52,0,255
105,13.108,3,3,177,1,53,0,255
106,18.125,2,1,235,2,53,0,255
107,12.942,3,3,142,1,54,0,255
108,18.079,2,1,255,2,54,0,255
109,13.067,3,3,129,1,55,0,255
110,18.451,2,1,247,2,55,0,255
111,13.252,3,3,144,1,56,0,255
112,18.631,2,1,227,2,56,0,255
113,13.213,3,3,137,1,57,0,255
114,18.883,2,1,255,2,57,0,255
115,13.204,3,3,125,1,58,0,255
116,18.738,2,1,242,2,58,0,255
117,13.229,3,3,123,1,59,0,255
118,18.788,1,1,244,2,59,0,255
119,13.368,3,3,121,1,60,0,255
120,19.145,1,1,254,2,60,0,255
121,13.376,3,3,130,1,61,0,255
122,18.961,2,1,255,2,61,0,255
123,13.437,3,3,132,1,62,0,255
124,18.985,2,1,255,2,62,0,255
125,13.533,3,3,123,1,63,0,255
126,18.999,2,1,255,2,63,0,255
127,13.502,3,3,126,1,64,0,255
128,19.272,2,1,252,2,64,0,255
129,13.575,3,3,127,1,65,0,255
130,19.148,2,1,255,2,65,0,255
131,13.600,3,3,128,1,66,0,255
132,19.184,2,1,255,2,66,0,255
133,13.593,3,3,136,1,67,0,255
134,19.265,2,1,240,2,67,0,255
135,13.636,3,3,125,1,68,0,255
136,19.308,2,1,224,2,68,0,255
137,13.709,3,3,121,1,69,0,255
138,19.671,2,1,212,2,69,0,255
139,13.735,3,3,122,1,70,0,255
140,19.462,2,1,248,2,70,0,255
141,13.711,3,3,119,1,71,0,255
142,19.185,2,1,255,2,71,0,255
143,13.809,3,3,132,1,72,0,255
144,19.332,2,1,251,2,72,0,255
145,13.848,3,3,122,1,73,0,255
146,19.434,2,1,255,2,73,0,255
147,13.964,3,3,137,1,74,0,255
148,19.622,2,1,214,2,74,0,255
149,13.871,3,3,125,1,75,0,255
150,19.670,2,1,237,2,75,0,255
151,13.905,3,3,128,1,76,0,255
152,19.772,2,1,230,2,76,0,255
153,14.057,3,3,118,1,77,0,255
154,19.645,2,1,220,2,77,0,255
155,13.989,3,3,110,1,78,0,255
156,19.742,2,1,221,2,78,0,255
157,14.156,3,3,122,1,79,0,255
158,19.865,2,1,236,2,79,0,255
159,14.069,3,3,117,1,80,0,255
160,20.112,2,1,250,2,80,0,255
161,14.174,3,3,113,1,81,0,255
162,19.867,2,1,250,2,81,0,255
163,14.349,3,3,131,1,82,0,255
164,19.992,2,1,224,2,82,0,255
165,14.239,3,3,109,1,83,0,255
166,19.942,2,1,255,2,83,0,255
167,14.353,3,3,111,1,84,0,255
168,19.843,2,1,255,2,84,0,255
169,14.301,3,3,112,1,85,0,255
170,20.106,2,1,255,2,85,0,255
171,14.117,3,3,117,1,86,0,255
172,20.054,2,1,254,2,86,0,255
173,14.445,3,3,118,1,87,0,255
174,20.150,2,1,255,2,87,0,255
175,14.479,3,3,121,1,88,0,255
176,19.970,2,1,255,2,88,0,255
177,14.554,3,3,107,1,89,0,255
178,20.385,2,1,255,2,89,0,255
179,14.616,3,3,115,1,90,0,255
180,20.314,2,1,255,2,90,0,255
181,14.630,3,3,132,1,91,0,255
182,20.576,2,1,243,2,91,0,255
183,14.583,3,3,118,1,92,0,255
184,20.141,2,1,234,2,92,0,255
185,14.592,3,3,108,1,93,0,255
186,20.373,2,1,217,2,93,0,255
187,14.602,3,3,107,1,94,0,255
188,20.510,2,1,240,2,94,0,255
189,14.769,3,3,119,1,95,0,255
190,20.581,2,1,240,2,95,0,255
191,14.924,3,3,112,1,96,0,255
192,20.812,2,1,204,2,96,0,255
193,14.906,3,3,118,1,97,0,255
194,20.603,2,1,237,2,97,0,255
195,15.066,3,3,117,1,98,0,255
196,20.837,2,1,245,2,98,0,255
197,14.963,3,3,119,1,99,0,255
198,20.997,2,1,255,2,99,0,255
199,15.061,3,3,126,1,100,0,255
200,21.041,2,1,255,2,100,0,255
201,15.037,3,3,114,1,101,0,255
202,20.868,2,1,219,2,101,0,255
203,15.002,3,3,116,1,102,0,255
204,20.868,2,1,255,2,102,0,255
205,15.202,3,3,128,1,103,0,255
206,21.181,2,1,255,2,103,0,255
207,15.335,3,3,116,1,104,0,255
208,21.123,2,1,255,2,104,0,255
209,15.420,3,3,116,1,105,0,255
210,21.235,2,1,243,2,105,0,255
