 ,Mean,Mode,Min,Max,Ch,Frame,MinThr,MaxThr
1,4.299,3,3,48,1,1,0,255
2,5.437,2,1,81,2,1,0,255
3,5.868,3,3,64,1,2,0,255
4,7.974,2,1,121,2,2,0,255
5,6.362,3,3,74,1,3,0,255
6,9.103,2,1,138,2,3,0,255
7,6.474,3,3,94,1,4,0,255
8,9.504,2,1,144,2,4,0,255
9,6.604,3,3,67,1,5,0,255
10,9.873,2,1,163,2,5,0,255
11,6.781,3,3,69,1,6,0,255
12,9.925,2,1,171,2,6,0,255
13,6.782,3,3,79,1,7,0,255
14,10.032,2,1,141,2,7,0,255
15,6.831,3,3,67,1,8,0,255
16,10.171,2,1,151,2,8,0,255
17,6.849,3,3,71,1,9,0,255
18,10.368,2,1,156,2,9,0,255
19,6.935,3,3,64,1,10,0,255
20,10.432,2,1,161,2,10,0,255
21,6.976,3,3,67,1,11,0,255
22,10.451,2,1,156,2,11,0,255
23,7.062,3,3,67,1,12,0,255
24,10.541,2,1,153,2,12,0,255
25,6.997,3,3,64,1,13,0,255
26,10.643,2,1,156,2,13,0,255
27,7.048,3,3,71,1,14,0,255
28,10.682,2,1,154,2,14,0,255
29,7.043,3,3,72,1,15,0,255
30,10.694,2,1,153,2,15,0,255
31,7.162,3,3,68,1,16,0,255
32,10.630,2,1,151,2,16,0,255
33,7.116,3,3,70,1,17,0,255
34,10.604,2,1,173,2,17,0,255
35,7.141,3,3,70,1,18,0,255
36,10.826,2,1,150,2,18,0,255
37,7.167,3,3,72,1,19,0,255
38,10.844,2,1,174,2,19,0,255
39,7.230,3,3,62,1,20,0,255
40,10.872,2,1,150,2,20,0,255
41,7.218,3,3,61,1,21,0,255
42,10.880,2,1,167,2,21,0,255
43,7.217,3,3,61,1,22,0,255
44,10.793,2,1,161,2,22,0,255
45,7.230,3,3,68,1,23,0,255
46,10.969,2,1,162,2,23,0,255
47,7.294,3,3,69,1,24,0,255
48,10.906,2,1,164,2,24,0,255
49,7.291,3,3,69,1,25,0,255
50,10.874,2,1,141,2,25,0,255
51,7.339,3,3,63,1,26,0,255
52,11.008,2,1,158,2,26,0,255
53,7.294,3,3,60,1,27,0,255
54,10.845,2,1,151,2,27,0,255
55,7.369,3,3,67,1,28,0,255
56,10.962,2,1,156,2,28,0,255
57,7.413,3,3,66,1,29,0,255
58,11.007,2,1,147,2,29,0,255
59,7.437,3,3,67,1,30,0,255
60,11.065,2,1,130,2,30,0,255
61,7.457,3,3,57,1,31,0,255
62,10.981,2,1,151,2,31,0,255
63,7.520,3,3,66,1,32,0,255
64,11.088,2,1,147,2,32,0,255
65,7.532,3,3,63,1,33,0,255
66,11.073,2,1,158,2,33,0,255
67,7.510,3,3,64,1,34,0,255
68,11.229,2,1,146,2,34,0,255
69,7.447,3,3,72,1,35,0,255
70,11.087,2,1,129,2,35,0,255
71,7.523,3,3,63,1,36,0,255
