 ,Mean,Mode,Min,Max,Ch,Frame,MinThr,MaxThr
1,6.046,3,3,78,1,1,0,255
2,11.143,2,1,173,2,1,0,255
3,7.753,3,3,107,1,2,0,255
4,14.953,2,1,225,2,2,0,255
5,8.536,3,3,119,1,3,0,255
6,17.521,2,1,255,2,3,0,255
7,8.777,3,3,122,1,4,0,255
8,18.611,2,1,255,2,4,0,255
9,9.018,3,3,118,1,5,0,255
10,19.046,2,1,255,2,5,0,255
11,9.288,3,3,115,1,6,0,255
12,19.769,2,1,255,2,6,0,255
13,9.307,3,3,105,1,7,0,255
14,20.441,2,1,255,2,7,0,255
15,9.448,3,3,109,1,8,0,255
16,20.756,2,1,255,2,8,0,255
17,9.593,3,3,118,1,9,0,255
18,21.319,2,1,255,2,9,0,255
19,9.736,3,3,108,1,10,0,255
20,21.786,2,1,255,2,10,0,255
21,9.828,3,3,104,1,11,0,255
22,21.917,2,1,255,2,11,0,255
23,9.975,3,3,110,1,12,0,255
24,22.389,2,1,255,2,12,0,255
25,10.010,3,3,101,1,13,0,255
26,22.548,2,1,255,2,13,0,255
27,10.042,3,3,119,1,14,0,255
28,22.767,2,1,255,2,14,0,255
29,10.241,3,3,92,1,15,0,255
30,23.029,2,1,255,2,15,0,255
31,10.338,3,3,105,1,16,0,255
32,23.211,2,1,255,2,16,0,255
33,10.345,3,3,92,1,17,0,255
34,23.459,2,1,255,2,17,0,255
35,10.471,3,3,105,1,18,0,255
36,23.679,2,1,255,2,18,0,255
37,10.584,3,3,108,1,19,0,255
38,23.828,2,1,255,2,19,0,255
39,10.618,3,3,95,1,20,0,255
40,24.069,2,1,255,2,20,0,255
41,10.726,3,3,100,1,21,0,255
42,24.143,2,1,255,2,21,0,255
43,10.867,3,3,96,1,22,0,255
44,24.411,2,1,255,2,22,0,255
45,10.849,3,3,112,1,23,0,255
46,24.526,2,1,255,2,23,0,255
47,10.988,3,3,100,1,24,0,255
48,24.830,2,1,255,2,24,0,255
49,10.956,3,3,105,1,25,0,255
50,24.948,2,1,255,2,25,0,255
51,11.102,3,3,110,1,26,0,255
52,25.177,2,1,255,2,26,0,255
53,11.157,3,3,101,1,27,0,255
54,25.062,2,1,255,2,27,0,255
55,11.300,3,3,104,1,28,0,255
56,25.484,2,1,255,2,28,0,255
57,11.301,3,3,118,1,29,0,255
58,25.500,2,1,255,2,29,0,255
59,11.340,3,3,101,1,30,0,255
60,25.636,2,1,255,2,30,0,255
