 ,Mean,Mode,Min,Max,Ch,Frame,MinThr,MaxThr
1,5.124,3,3,72,1,1,0,255
2,8.552,2,1,120,2,1,0,255
3,8.362,3,3,113,1,2,0,255
4,13.031,2,1,213,2,2,0,255
5,9.005,3,3,105,1,3,0,255
6,13.791,2,1,247,2,3,0,255
7,9.163,3,3,116,1,4,0,255
8,14.288,2,1,248,2,4,0,255
9,9.451,3,3,111,1,5,0,255
10,14.526,2,1,251,2,5,0,255
11,9.656,3,3,94,1,6,0,255
12,14.855,2,1,255,2,6,0,255
13,9.839,3,3,115,1,7,0,255
14,15.253,2,1,255,2,7,0,255
15,9.947,3,3,101,1,8,0,255
16,15.398,2,1,255,2,8,0,255
17,10.131,3,3,102,1,9,0,255
18,15.553,2,1,255,2,9,0,255
19,10.323,3,3,116,1,10,0,255
20,15.723,2,1,255,2,10,0,255
21,10.447,3,3,97,1,11,0,255
22,15.774,2,1,255,2,11,0,255
23,10.431,3,3,91,1,12,0,255
24,15.996,2,1,255,2,12,0,255
25,10.556,3,3,85,1,13,0,255
26,16.024,2,1,255,2,13,0,255
27,10.644,3,3,104,1,14,0,255
28,16.150,2,1,255,2,14,0,255
29,10.689,3,3,120,1,15,0,255
30,16.371,2,1,255,2,15,0,255
31,10.874,3,3,101,1,16,0,255
32,16.467,2,1,255,2,16,0,255
33,10.889,3,3,110,1,17,0,255
34,16.557,2,1,255,2,17,0,255
35,11.045,3,3,92,1,18,0,255
36,16.724,2,1,255,2,18,0,255
37,11.115,3,3,108,1,19,0,255
38,16.857,2,1,255,2,19,0,255
39,11.274,3,3,113,1,20,0,255
40,16.868,2,1,255,2,20,0,255
41,11.379,3,3,103,1,21,0,255
42,16.924,2,1,255,2,21,0,255
43,11.473,3,3,118,1,22,0,255
44,17.164,2,1,255,2,22,0,255
45,11.523,3,3,127,1,23,0,255
46,17.286,2,1,255,2,23,0,255
47,11.704,3,3,114,1,24,0,255
48,17.114,2,1,255,2,24,0,255
49,11.738,3,3,123,1,25,0,255
50,17.251,2,1,255,2,25,0,255
51,11.821,3,3,126,1,26,0,255
52,17.528,2,1,255,2,26,0,255
