 ,Area,Mean,Min,Max,Slice,microns
1,385906.487,53.497,0,848,1,0.000
2,385906.487,65.566,0,1039,2,0.999
3,385906.487,82.291,0,1400,3,1.999
4,385906.487,103.031,0,2102,4,2.998
5,385906.487,126.755,0,1897,5,3.998
6,385906.487,153.619,0,2085,6,4.997
7,385906.487,181.494,0,2456,7,5.997
8,385906.487,213.223,0,2283,8,6.996
9,385906.487,240.795,0,2331,9,7.996
10,385906.487,267.696,0,2122,10,8.995
11,385906.487,292.775,0,2507,11,9.995
12,385906.487,313.897,0,3105,12,10.994
13,385906.487,330.192,0,2484,13,11.993
14,385906.487,350.995,0,2803,14,12.993
15,385906.487,377.164,0,2587,15,13.992
16,385906.487,397.418,0,2732,16,14.992
17,385906.487,413.813,0,2420,17,15.991
18,385906.487,427.019,0,2378,18,16.991
19,385906.487,443.063,0,2622,19,17.990
20,385906.487,463.200,0,2672,20,18.990
21,385906.487,478.338,0,2620,21,19.989
22,385906.487,499.684,0,2564,22,20.988
23,385906.487,503.875,0,2957,23,21.988
24,385906.487,504.779,0,2799,24,22.987
25,385906.487,510.707,0,3055,25,23.987
26,385906.487,514.155,0,2990,26,24.986
27,385906.487,518.264,0,2725,27,25.986
28,385906.487,526.561,0,2578,28,26.985
29,385906.487,540.383,0,2556,29,27.985
30,385906.487,551.705,0,2449,30,28.984
31,385906.487,567.469,0,3481,31,29.984
32,385906.487,581.558,0,2596,32,30.983
33,385906.487,599.162,0,2720,33,31.982
34,385906.487,620.603,0,3500,34,32.982
35,385906.487,631.408,0,2525,35,33.981
36,385906.487,642.724,0,2930,36,34.981
37,385906.487,660.870,0,2946,37,35.980
38,385906.487,665.406,0,3118,38,36.980
39,385906.487,673.716,0,2592,39,37.979
40,385906.487,683.274,0,3341,40,38.979
41,385906.487,693.935,0,3549,41,39.978
42,385906.487,701.786,0,2938,42,40.978
43,385906.487,711.794,0,3681,43,41.977
44,385906.487,720.902,0,3059,44,42.976
45,385906.487,731.062,0,3583,45,43.976
46,385906.487,742.422,0,3592,46,44.975
47,385906.487,762.385,0,3406,47,45.975
48,385906.487,778.732,0,3327,48,46.974
49,385906.487,784.718,0,5269,49,47.974
50,385906.487,793.064,0,3722,50,48.973
