 ,Area,Mean,Min,Max,Slice,microns
1,385906.487,31.594,0,275,1,0.000
2,385906.487,33.632,0,442,2,0.999
3,385906.487,37.475,0,585,3,1.999
4,385906.487,42.706,0,830,4,2.998
5,385906.487,48.959,0,731,5,3.998
6,385906.487,54.957,0,1428,6,4.997
7,385906.487,60.968,0,1033,7,5.997
8,385906.487,67.090,0,954,8,6.996
9,385906.487,73.603,0,1277,9,7.996
10,385906.487,79.650,0,1229,10,8.995
11,385906.487,86.234,0,1861,11,9.995
12,385906.487,93.493,0,1662,12,10.994
13,385906.487,100.766,0,1367,13,11.993
14,385906.487,108.570,0,1454,14,12.993
15,385906.487,118.300,0,1649,15,13.992
16,385906.487,125.725,0,1454,16,14.992
17,385906.487,130.915,0,1344,17,15.991
18,385906.487,135.310,0,1367,18,16.991
19,385906.487,140.006,0,1362,19,17.990
20,385906.487,144.430,0,1503,20,18.990
21,385906.487,147.760,0,1699,21,19.989
22,385906.487,149.894,0,1326,22,20.988
23,385906.487,148.722,0,1145,23,21.988
24,385906.487,144.555,0,1082,24,22.987
25,385906.487,142.621,0,1345,25,23.987
26,385906.487,140.094,0,1633,26,24.986
27,385906.487,137.771,0,1308,27,25.986
28,385906.487,136.327,0,1580,28,26.985
29,385906.487,136.461,0,1498,29,27.985
30,385906.487,136.759,0,1947,30,28.984
31,385906.487,137.436,0,1444,31,29.984
32,385906.487,138.885,0,1109,32,30.983
33,385906.487,140.347,0,1282,33,31.982
34,385906.487,146.183,0,2144,34,32.982
35,385906.487,149.888,0,1884,35,33.981
36,385906.487,152.787,0,2085,36,34.981
37,385906.487,157.761,0,1476,37,35.980
38,385906.487,158.005,0,1712,38,36.980
39,385906.487,160.091,0,1268,39,37.979
40,385906.487,162.501,0,2307,40,38.979
41,385906.487,165.531,0,1718,41,39.978
42,385906.487,167.700,0,1952,42,40.978
43,385906.487,169.744,0,1949,43,41.977
44,385906.487,172.550,0,1243,44,42.976
45,385906.487,175.533,0,1342,45,43.976
46,385906.487,179.596,0,1678,46,44.975
47,385906.487,184.998,0,1468,47,45.975
48,385906.487,192.169,0,2157,48,46.974
49,385906.487,196.240,0,3519,49,47.974
50,385906.487,200.875,0,3410,50,48.973
