 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle,%Area
1,330.237,119.154,217.128,14.499,75.205,23.993,17.525,146.425,0.016
2,834.886,119.880,73.620,17.712,121.590,40.581,26.195,53.247,0.743
3,595.065,118.681,238.912,18.330,101.701,30.198,25.090,115.201,0.013
4,689.652,119.262,36.478,24.067,113.688,42.533,20.645,40.055,0.004
5,1010.171,118.511,182.728,24.658,136.325,38.485,33.421,35.438,0.003
6,1417.144,118.760,94.533,37.139,161.284,47.852,37.707,61.945,0.006
7,1467.079,118.130,211.603,41.249,168.707,45.895,40.700,43.737,0.004
8,799.977,119.049,52.179,40.566,121.587,33.023,30.844,97.776,0.013
9,565.860,118.114,261.035,31.903,101.672,28.523,25.260,137.463,0.000
10,1036.630,118.009,289.685,40.167,133.220,40.326,32.730,175.122,0.000
11,1031.798,118.347,150.155,51.655,132.722,40.071,32.785,0.405,0.000
12,532.984,118.830,31.164,56.212,93.284,28.310,23.971,34.878,0.000
13,1200.719,118.796,37.719,78.917,149.562,50.095,30.518,36.120,0.007
14,747.403,118.089,313.729,96.714,111.802,31.784,29.940,83.703,0.000
15,1476.109,118.294,86.478,111.959,160.469,48.357,38.866,23.149,0.002
16,1070.668,118.600,34.144,112.526,137.254,43.602,31.265,43.599,0.010
17,520.098,117.966,315.938,121.609,92.463,28.168,23.509,151.332,0.000
18,973.123,118.371,101.819,80.399,136.290,39.512,31.358,69.835,0.000
19,1661.323,117.919,173.263,85.513,168.567,50.909,41.550,19.109,0.002
20,1399.030,117.913,135.529,99.583,167.963,51.247,34.759,141.853,0.000
21,1623.509,117.640,189.581,118.824,159.304,52.480,39.389,1.913,0.003
22,596.438,118.546,119.842,39.396,99.262,34.806,21.819,70.799,0.004
23,988.386,118.639,146.385,24.777,183.022,43.589,28.871,6.924,0.005
24,671.907,118.059,181.843,56.348,121.651,37.694,22.696,151.999,0.000
25,1079.012,117.827,211.501,85.156,140.984,48.179,28.516,95.975,0.000
26,580.145,117.993,246.966,98.024,120.010,35.253,20.953,13.243,0.005
27,1043.839,118.166,239.662,75.303,128.887,43.487,30.562,146.035,0.003
28,1316.959,118.347,255.228,56.640,169.580,57.607,29.108,143.611,0.022
29,1339.563,117.814,276.665,110.206,146.097,44.710,38.148,124.912,0.000
30,791.211,118.046,287.787,83.375,156.608,40.652,24.781,127.477,0.003
31,612.308,117.982,299.584,63.802,107.197,30.268,25.757,179.879,0.004
32,419.410,117.691,319.351,39.479,95.789,25.194,21.196,90.237,0.000
33,245.789,118.024,305.133,23.597,64.332,22.795,13.729,152.674,0.000
34,203.223,118.352,283.789,18.464,58.301,17.851,14.495,6.775,0.000
35,669.900,118.633,62.046,98.937,112.682,38.505,22.152,62.990,0.004
36,1085.403,118.818,74.288,66.925,155.387,39.874,34.659,29.412,0.024
37,755.800,118.350,131.167,69.260,119.757,41.141,23.391,155.277,0.010
