 ,Area,Mean,Min,Max,Slice,microns
1,16125.260,7.801,0,255,1,0
2,16125.260,7.628,0,255,2,1
3,16125.260,7.724,0,255,3,2
4,16125.260,7.788,0,255,4,3
5,16125.260,7.708,0,255,5,4
6,16125.260,7.578,0,255,6,5
7,16125.260,7.470,0,255,7,6
8,16125.260,7.520,0,255,8,7
9,16125.260,7.514,0,255,9,8
10,16125.260,7.622,0,255,10,9
11,16125.260,7.585,0,255,11,10
12,16125.260,8.352,0,255,12,11
13,16125.260,8.029,0,255,13,12
14,16125.260,8.344,0,255,14,13
15,16125.260,8.643,0,255,15,14
16,16125.260,8.847,0,255,16,15
17,16125.260,9.185,0,255,17,16
18,16125.260,9.384,0,255,18,17
19,16125.260,9.489,0,255,19,18
20,16125.260,9.430,0,255,20,19
21,16125.260,9.299,0,255,21,20
22,16125.260,9.245,0,255,22,21
23,16125.260,9.509,0,255,23,22
24,16125.260,9.484,0,255,24,23
25,16125.260,9.160,0,255,25,24
26,16125.260,9.633,0,255,26,25
27,16125.260,9.511,0,255,27,26
28,16125.260,9.434,0,255,28,27
29,16125.260,9.636,0,255,29,28
30,16125.260,9.636,0,255,30,29
31,16125.260,9.693,0,255,31,30
32,16125.260,9.796,0,255,32,31
33,16125.260,9.509,0,255,33,32
34,16125.260,9.547,0,255,34,33
35,16125.260,10.097,0,255,35,34
36,16125.260,9.720,0,255,36,35
37,16125.260,9.603,0,255,37,36
38,16125.260,9.716,0,255,38,37
39,16125.260,9.678,0,255,39,38
40,16125.260,9.704,0,255,40,39
41,16125.260,9.732,0,255,41,40
42,16125.260,9.715,0,255,42,41
43,16125.260,9.444,0,255,43,42
44,16125.260,9.970,0,255,44,43
45,16125.260,10.036,0,255,45,44
46,16125.260,10.003,0,255,46,45
47,16125.260,9.956,0,255,47,46
48,16125.260,9.740,0,255,48,47
49,16125.260,9.870,0,255,49,48
50,16125.260,9.714,0,255,50,49
51,16125.260,9.837,0,255,51,50
52,16125.260,9.962,0,255,52,51
53,16125.260,9.804,0,255,53,52
54,16125.260,10.156,0,255,54,53
55,16125.260,9.611,0,255,55,54
56,16125.260,9.892,0,255,56,55
57,16125.260,9.838,0,255,57,56
58,16125.260,9.932,0,255,58,57
59,16125.260,9.663,0,255,59,58
60,16125.260,9.792,0,255,60,59
61,16125.260,9.985,0,255,61,60
62,16125.260,10.059,0,255,62,61
63,16125.260,10.125,0,255,63,62
64,16125.260,10.393,0,255,64,63
65,16125.260,10.463,0,255,65,64
66,16125.260,10.385,0,255,66,65
67,16125.260,10.368,0,255,67,66
68,16125.260,10.007,0,255,68,67
69,16125.260,10.438,0,255,69,68
70,16125.260,9.860,0,255,70,69
71,16125.260,10.159,0,255,71,70
72,16125.260,10.386,0,255,72,71
73,16125.260,10.445,0,255,73,72
74,16125.260,10.573,0,255,74,73
75,16125.260,10.629,0,255,75,74
76,16125.260,10.675,0,255,76,75
77,16125.260,10.815,0,255,77,76
78,16125.260,11.053,0,255,78,77
79,16125.260,11.311,0,255,79,78
80,16125.260,11.388,0,255,80,79
81,16125.260,11.540,0,255,81,80
82,16125.260,11.584,0,255,82,81
83,16125.260,11.581,0,255,83,82
84,16125.260,11.541,0,255,84,83
85,16125.260,11.732,0,255,85,84
86,16125.260,11.888,0,255,86,85
87,16125.260,12.089,0,255,87,86
88,16125.260,12.305,0,255,88,87
89,16125.260,12.186,0,255,89,88
90,16125.260,12.634,0,255,90,89
91,16125.260,12.099,0,255,91,90
92,16125.260,11.927,0,255,92,91
93,16125.260,11.585,0,255,93,92
94,16125.260,12.006,0,255,94,93
95,16125.260,11.404,0,255,95,94
96,16125.260,12.121,0,255,96,95
97,16125.260,11.426,0,255,97,96
98,16125.260,11.714,0,255,98,97
99,16125.260,11.318,0,255,99,98
100,16125.260,11.636,0,255,100,99
101,16125.260,11.733,0,255,101,100
102,16125.260,11.289,0,255,102,101
103,16125.260,11.463,0,255,103,102
104,16125.260,11.624,0,255,104,103
105,16125.260,11.428,0,255,105,104
106,16125.260,11.630,0,255,106,105
107,16125.260,11.763,0,255,107,106
108,16125.260,11.539,0,255,108,107
109,16125.260,11.414,0,255,109,108
110,16125.260,11.671,0,255,110,109
111,16125.260,11.187,0,255,111,110
112,16125.260,11.483,0,255,112,111
113,16125.260,11.766,0,255,113,112
114,16125.260,11.674,0,255,114,113
115,16125.260,11.553,0,255,115,114
116,16125.260,11.428,0,255,116,115
117,16125.260,11.714,0,255,117,116
118,16125.260,11.634,0,255,118,117
119,16125.260,11.461,0,255,119,118
120,16125.260,11.533,0,255,120,119
121,16125.260,11.533,0,255,121,120
122,16125.260,11.522,0,255,122,121
123,16125.260,11.689,0,255,123,122
124,16125.260,11.875,0,255,124,123
125,16125.260,12.112,0,255,125,124
126,16125.260,11.730,0,255,126,125
127,16125.260,11.593,0,255,127,126
128,16125.260,12.122,0,255,128,127
129,16125.260,11.753,0,255,129,128
130,16125.260,11.887,0,255,130,129
131,16125.260,11.794,0,255,131,130
132,16125.260,12.170,0,255,132,131
133,16125.260,12.318,0,255,133,132
134,16125.260,12.047,0,255,134,133
135,16125.260,11.721,0,255,135,134
136,16125.260,11.603,0,255,136,135
137,16125.260,11.817,0,255,137,136
138,16125.260,11.768,0,255,138,137
139,16125.260,11.682,0,255,139,138
140,16125.260,11.749,0,255,140,139
141,16125.260,11.773,0,255,141,140
142,16125.260,11.712,0,255,142,141
143,16125.260,11.376,0,255,143,142
144,16125.260,11.419,0,255,144,143
145,16125.260,11.575,0,255,145,144
146,16125.260,11.307,0,255,146,145
147,16125.260,11.289,0,255,147,146
148,16125.260,11.079,0,255,148,147
149,16125.260,11.284,0,255,149,148
150,16125.260,11.239,0,255,150,149
