 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle,%Area
1,1328.604,117.970,296.361,24.815,147.657,44.596,37.933,39.959,0.000
2,964.964,118.508,106.541,24.131,127.666,37.847,32.463,4.563,0.000
3,1367.184,117.772,257.724,28.536,158.793,49.776,34.972,165.970,0.002
4,741.699,118.024,143.666,42.821,116.960,34.184,27.626,71.309,0.004
5,1504.153,118.355,85.848,50.837,175.064,45.232,42.341,75.732,0.000
6,1655.593,118.901,50.480,43.601,188.954,61.705,34.162,102.625,0.000
7,683.394,117.868,245.984,52.045,105.999,31.314,27.787,151.556,0.000
8,1166.628,117.617,219.941,62.799,148.183,45.656,32.534,91.833,0.000
9,1400.456,117.609,183.361,60.893,153.711,47.523,37.521,18.478,0.000
10,1031.719,117.547,301.496,60.043,133.177,40.990,32.048,134.547,0.000
11,728.918,118.076,117.204,59.854,104.659,33.336,27.841,51.949,0.000
12,1258.443,117.587,269.862,71.052,149.740,47.460,33.761,74.824,0.000
13,822.740,117.846,147.630,70.169,115.082,35.210,29.751,49.033,0.000
14,826.436,118.481,33.904,73.649,110.947,34.417,30.573,153.127,0.000
15,649.673,117.734,242.592,82.958,102.830,29.424,28.113,78.199,0.000
16,1003.939,117.719,120.980,89.366,148.841,38.132,33.522,95.196,0.000
17,543.969,118.365,90.787,80.819,91.153,29.256,23.674,15.734,0.000
18,336.495,117.461,294.324,82.932,79.056,23.259,18.421,0.039,0.000
19,609.271,118.109,192.093,88.126,102.322,32.507,23.864,46.516,0.000
20,1066.364,117.468,164.589,97.205,143.822,40.220,33.758,116.857,0.000
21,525.300,117.612,217.010,95.654,105.950,34.365,19.463,123.393,0.005
22,401.401,117.611,307.082,97.224,84.549,28.255,18.088,83.060,0.000
23,1352.898,117.467,280.782,108.660,146.648,46.700,36.885,160.929,0.000
24,1065.836,117.428,141.214,115.044,133.211,38.882,34.902,106.739,0.000
25,272.961,118.134,102.505,100.175,65.156,20.439,17.004,126.313,0.000
26,656.301,117.413,241.604,105.754,120.541,36.509,22.889,17.079,0.000
27,527.438,117.538,207.132,109.781,110.747,40.112,16.742,149.117,0.000
28,2550.289,117.184,192.106,135.809,200.610,65.204,49.800,157.159,0.000
29,468.632,117.816,110.916,119.703,82.595,25.090,23.782,163.502,0.000
30,1001.431,117.389,241.200,132.662,127.878,37.923,33.622,93.536,0.000
31,1077.507,117.504,273.565,137.384,142.891,45.581,30.098,153.033,0.000
32,965.069,117.436,300.387,165.711,133.124,40.018,30.706,8.061,0.000
33,977.507,117.451,266.510,165.520,130.255,37.093,33.553,156.467,0.000
34,1160.660,117.324,300.504,192.951,134.385,44.260,33.389,0.690,0.000
35,597.758,118.614,131.484,25.320,127.376,38.389,19.826,62.508,0.009
36,832.748,117.935,166.207,31.177,124.974,36.658,28.924,122.991,0.000
37,802.908,118.258,190.377,23.817,131.936,40.256,25.395,104.271,0.000
38,904.203,117.937,215.339,27.168,128.420,37.109,31.024,123.402,0.000
39,484.211,118.468,62.313,83.018,88.839,27.636,22.308,2.033,0.000
40,974.338,118.186,83.507,109.469,149.884,42.485,29.200,111.562,0.000
41,759.391,118.345,52.882,101.881,115.781,36.994,26.136,158.680,0.000
42,406.947,118.811,17.951,42.277,78.465,23.367,22.174,0.696,0.000
43,483.974,119.176,27.336,25.546,110.539,27.163,22.686,26.581,0.005
44,679.961,119.489,70.194,17.195,106.208,31.806,27.220,26.901,0.000
