 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle,%Area
1,759.391,118.863,304.118,15.248,107.135,34.059,28.388,18.569,0.031
2,425.484,120.618,15.619,15.650,82.703,26.734,20.264,34.428,0.012
3,629.367,119.812,57.065,20.710,107.177,35.332,22.680,65.992,0.013
4,670.217,118.937,85.981,22.604,105.086,30.873,27.641,53.229,0.008
5,912.706,118.496,183.554,25.491,125.590,40.774,28.501,102.490,0.119
6,1067.129,118.201,210.887,27.614,135.665,38.584,35.214,94.344,0.007
7,373.226,119.632,38.955,21.376,79.045,25.219,18.843,91.231,0.007
8,1280.703,118.905,117.304,32.601,144.380,48.549,33.588,32.743,1.103
9,933.065,118.160,158.407,36.924,128.372,39.352,30.189,95.278,0.003
10,763.827,117.595,287.906,39.642,113.770,32.839,29.615,59.109,0.000
11,794.987,118.956,16.514,39.143,128.973,38.623,26.207,59.349,0.000
12,878.826,118.629,73.856,43.887,130.270,42.752,26.173,167.100,0.009
13,815.161,118.130,134.787,53.104,128.378,37.802,27.456,52.030,0.052
14,409.112,119.094,33.684,46.171,92.267,32.904,15.831,40.843,0.000
15,741.171,118.170,238.484,55.512,109.334,33.789,27.928,134.005,0.125
16,1065.994,118.867,44.899,62.660,147.575,43.502,31.200,21.348,0.000
17,1245.002,117.810,211.873,66.439,149.992,47.801,33.162,90.599,0.170
18,1552.001,117.890,177.493,67.119,157.759,46.827,42.199,49.114,0.099
19,1220.259,117.650,302.483,67.183,147.311,41.936,37.049,131.176,0.002
20,863.907,118.256,101.229,63.849,122.798,38.331,28.696,161.172,0.003
21,1378.169,117.829,264.409,75.536,151.808,49.890,35.172,74.038,0.079
22,759.312,118.586,71.238,75.250,114.693,36.446,26.527,40.176,0.042
23,936.049,117.981,139.576,79.688,128.546,37.902,31.444,33.116,0.000
24,910.567,118.490,19.982,83.957,118.688,35.694,32.481,120.640,0.003
25,768.158,117.986,235.769,88.125,115.486,32.190,30.384,125.951,0.306
26,1029.659,117.895,112.643,96.499,148.207,43.349,30.243,92.471,0.000
27,403.725,117.582,288.177,88.266,82.346,23.620,21.763,167.680,0.026
28,580.489,118.598,83.449,91.224,102.404,36.138,20.452,31.897,0.073
29,587.169,118.689,47.537,93.020,104.429,30.478,24.529,4.231,0.022
30,1114.846,117.449,157.001,106.003,143.927,42.655,33.278,80.387,0.000
31,946.928,118.430,187.578,103.535,124.910,39.261,30.709,98.455,0.329
32,769.267,117.660,211.502,108.402,128.082,44.476,22.022,97.443,0.048
33,1272.016,117.730,275.336,113.503,148.886,45.567,35.543,170.036,0.031
34,1046.295,118.429,73.313,120.113,135.423,42.463,31.373,114.765,0.035
35,329.444,118.313,94.440,109.586,72.756,22.132,18.953,106.336,0.024
36,722.792,117.451,236.034,113.627,121.588,36.707,25.071,19.183,0.000
37,1055.616,117.532,132.369,123.832,129.639,42.600,31.550,100.362,0.000
38,912.257,118.309,41.274,115.729,122.022,40.491,28.686,155.836,0.000
39,2797.082,117.251,182.362,144.513,208.131,68.502,51.989,174.132,9.441E-4
40,572.646,118.035,102.472,130.808,92.128,28.910,25.220,13.021,0.005
41,1216.246,117.548,264.776,145.182,143.754,46.036,33.639,130.036,0.000
42,723.980,117.616,295.669,139.664,111.163,32.100,28.717,51.273,0.000
43,1115.875,117.684,233.234,143.310,133.292,41.241,34.451,85.338,0.002
44,1105.286,117.515,297.325,169.707,160.563,47.547,29.598,40.734,0.000
45,1021.473,117.552,260.858,175.979,134.615,39.896,32.599,162.011,0.028
46,1319.071,117.454,298.160,200.447,146.365,45.871,36.613,9.489,0.042
47,1381.918,117.865,255.498,32.737,174.255,52.308,33.637,179.420,0.006
