 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle,%Area
1,1749.044,120.666,28.512,24.025,174.569,65.986,33.749,38.727,1.012
2,634.093,122.801,72.995,11.754,124.185,38.420,21.014,16.026,5.376
3,643.916,122.299,108.857,15.270,105.309,29.460,27.830,124.199,5.585
4,820.337,120.138,256.396,13.378,153.840,41.381,25.241,5.120,2.414
5,858.414,121.096,133.057,22.598,120.542,41.110,26.587,64.256,4.885
6,1011.940,120.986,162.600,18.018,132.677,40.021,32.194,123.267,4.436
7,1163.591,120.670,192.497,21.674,145.113,42.188,35.117,71.741,4.911
8,1346.508,118.618,295.955,29.240,150.584,46.623,36.773,151.044,1.487
9,1014.317,119.134,225.226,27.630,133.052,44.749,28.861,126.224,2.944
10,875.684,119.665,78.809,37.299,119.283,36.636,30.433,66.050,2.500
11,612.942,119.825,102.099,41.419,112.473,34.920,22.349,83.815,2.994
12,1014.317,121.219,48.755,43.159,150.220,41.481,31.134,24.531,4.806
13,1904.260,118.304,266.830,49.921,179.686,62.861,38.571,135.456,1.348
14,1117.724,119.650,148.218,51.408,150.328,43.259,32.898,85.193,3.144
15,1179.250,119.067,120.676,64.157,148.687,48.875,30.720,95.203,1.196
16,686.431,119.215,197.012,50.591,109.780,30.480,28.674,18.682,3.035
17,1112.627,118.669,226.784,59.743,142.715,43.117,32.856,163.852,2.164
18,525.775,119.612,170.019,55.325,92.736,31.578,21.199,67.875,3.742
19,603.066,121.546,86.068,64.964,103.491,29.637,25.908,163.817,5.797
20,816.323,119.462,35.918,67.282,113.188,35.179,29.545,0.041,2.135
21,744.075,118.964,63.122,74.991,119.669,33.981,27.880,58.871,1.451
22,823.875,118.941,181.873,76.956,121.636,35.156,29.838,76.998,3.135
23,1761.587,118.541,239.907,97.978,185.131,63.575,35.280,65.669,2.403
24,1727.946,118.431,284.924,94.305,187.481,55.730,39.478,142.406,1.774
25,1227.521,118.460,95.549,93.369,156.343,50.418,30.999,50.914,0.731
26,962.323,119.326,208.683,85.328,138.874,39.462,31.049,20.228,3.581
27,2106.532,119.242,148.629,97.195,189.983,56.878,47.155,6.376,3.501
28,390.416,120.381,69.283,94.383,90.773,26.308,18.895,10.797,4.944
29,1129.607,119.817,55.211,113.702,142.315,46.581,30.877,162.965,2.943
30,635.731,119.537,263.396,113.629,104.085,32.202,25.136,94.640,3.290
31,1289.312,119.118,105.519,120.978,149.673,49.030,33.482,42.774,2.820
32,784.873,118.469,180.364,117.745,111.579,35.978,27.776,70.119,2.153
33,1102.355,119.292,207.041,120.030,144.854,42.359,33.135,112.304,4.180
34,621.973,120.385,305.059,120.773,99.958,33.212,23.845,38.199,4.785
35,659.126,120.892,150.628,130.349,103.392,32.147,26.106,165.213,5.909
36,713.180,118.575,278.762,139.409,110.611,40.202,22.587,72.726,1.685
37,1270.933,118.172,296.194,159.813,165.505,47.505,34.064,71.317,1.267
38,1358.338,117.580,100.179,174.761,150.945,50.207,34.447,100.779,0.002
39,895.858,117.732,264.279,178.363,124.325,38.390,29.712,15.120,0.811
40,2304.790,117.864,150.773,193.035,194.270,65.628,44.715,174.644,0.016
41,1184.901,117.692,302.088,196.353,140.787,41.324,36.508,24.605,0.550
42,2061.853,117.824,267.790,223.117,196.389,71.109,36.918,78.989,1.340
43,1611.758,117.964,300.347,237.678,166.512,55.563,36.934,62.608,1.846
44,698.815,118.164,188.325,208.801,103.301,32.165,27.663,62.162,2.161
45,1183.079,117.592,232.243,198.945,141.448,49.349,30.524,16.574,0.812
46,1451.578,118.213,226.437,226.484,181.511,57.205,32.308,169.153,2.618
47,599.712,118.566,216.694,184.790,159.593,47.065,16.224,36.767,2.162
48,715.979,118.826,200.405,176.411,106.488,36.529,24.956,39.367,2.335
49,1887.017,118.570,245.684,148.989,182.634,54.513,44.074,59.969,2.051
50,851.839,118.133,209.662,150.906,144.743,39.555,27.420,29.243,1.438
51,936.102,118.567,181.080,153.154,180.793,49.757,23.954,93.955,2.965
52,481.043,121.324,166.021,156.681,92.089,33.765,18.139,109.980,7.394
53,1949.362,117.985,131.171,153.049,221.992,55.919,44.385,134.905,1.261
54,1483.873,118.387,73.843,147.501,174.687,46.601,40.543,89.296,0.507
55,797.786,119.416,68.469,186.090,118.075,35.982,28.230,0.188,3.320
56,497.811,119.188,47.413,166.739,120.066,35.591,17.809,19.523,1.628
57,700.373,118.289,37.033,186.457,108.998,36.960,24.127,4.792,1.086
58,882.814,119.350,36.972,143.861,128.602,38.210,29.417,7.033,2.629
59,643.758,119.293,19.559,162.395,104.572,32.221,25.439,131.180,2.166
60,768.211,119.036,21.690,125.526,126.511,40.102,24.391,23.558,2.200
61,1109.987,119.144,25.246,92.275,148.214,47.413,29.808,1.591,1.563
