 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle,%Area
1,1089.707,119.016,301.023,18.041,137.148,39.473,35.149,37.993,0.005
2,1345.953,118.722,266.274,20.816,156.413,46.952,36.499,156.430,0.002
3,798.419,118.910,226.622,18.973,119.658,34.510,29.458,110.680,0.007
4,659.892,118.521,156.551,28.272,101.353,32.735,25.667,119.914,0.000
5,1378.670,118.639,104.310,40.342,161.807,47.146,37.233,166.210,0.002
6,930.002,118.909,67.616,45.450,122.462,39.232,30.182,21.832,0.000
7,574.679,118.112,253.894,42.746,100.392,30.285,24.161,144.736,0.000
8,1507.929,118.373,143.821,54.080,174.871,49.312,38.935,150.109,0.000
9,1161.585,118.138,228.524,53.245,145.850,43.136,34.286,100.588,0.000
10,1315.612,118.018,190.204,51.022,153.655,49.936,33.545,16.535,0.000
11,965.597,117.930,307.310,50.615,127.321,39.647,31.010,144.691,0.000
12,1139.747,118.003,276.132,62.125,142.413,42.278,34.324,69.395,0.000
13,1599.110,118.650,56.482,78.558,160.914,48.594,41.899,115.163,0.000
14,992.532,118.571,93.351,70.835,131.667,40.497,31.205,16.955,0.003
15,618.778,118.100,249.414,73.936,102.115,29.679,26.546,29.741,0.000
16,489.889,118.082,199.863,74.664,95.195,29.031,21.485,46.346,0.000
17,1037.713,118.128,132.095,82.605,145.004,42.039,31.430,133.453,0.000
18,1095.226,117.914,172.897,85.063,148.027,40.108,34.768,78.846,0.000
19,567.893,117.983,308.231,77.132,112.742,33.346,21.684,138.914,0.000
20,937.448,117.938,218.939,89.560,147.492,38.432,31.058,117.043,0.000
21,1385.826,117.815,289.729,96.556,151.313,48.213,36.598,163.706,0.000
22,665.464,118.118,115.178,99.823,104.511,36.057,23.498,100.569,0.000
23,966.865,118.327,90.481,101.311,135.397,35.686,34.497,59.117,0.000
24,977.744,117.664,147.849,109.614,133.179,41.191,30.222,58.335,0.000
25,690.259,117.883,248.473,95.712,119.241,38.256,22.973,15.888,0.000
26,789.943,117.730,204.739,109.748,130.935,38.733,25.967,168.090,0.000
27,533.829,117.562,179.126,111.629,99.751,32.440,20.952,63.488,0.000
28,1072.912,117.822,278.162,123.857,139.671,45.517,30.013,147.530,0.000
29,980.702,117.631,245.879,123.098,126.030,37.295,33.481,89.174,0.000
30,1352.238,117.540,202.665,135.544,151.709,52.774,32.624,14.445,0.000
31,887.699,117.741,271.954,150.739,125.896,38.425,29.414,168.309,0.000
32,792.029,117.841,304.701,151.070,119.960,35.542,28.373,8.398,0.000
33,1178.722,117.669,306.198,177.403,135.669,44.494,33.730,3.279,0.000
34,555.825,119.279,57.246,26.857,124.880,36.377,19.454,40.566,0.010
35,921.842,119.136,21.799,35.234,122.352,39.589,29.648,39.431,0.000
36,768.316,119.534,117.550,15.077,118.286,38.505,25.406,10.587,0.031
