 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle,%Area
1,671.564,120.448,205.809,12.914,108.351,35.567,24.041,171.526,3.110
2,518.381,119.806,150.726,12.814,89.226,28.331,23.297,16.576,1.223
3,709.668,119.690,99.934,18.306,107.543,33.335,27.106,56.605,1.578
4,933.197,120.361,70.588,20.354,134.530,38.260,31.055,9.945,1.933
5,1072.041,118.232,297.953,20.751,135.870,46.520,29.341,167.274,0.369
6,559.707,119.120,122.717,21.163,98.405,32.082,22.213,93.033,1.283
7,1051.180,118.297,139.794,44.161,139.256,44.482,30.089,89.512,0.050
8,1050.942,119.152,169.572,35.877,137.389,38.959,34.346,117.353,2.641
9,1584.032,118.131,247.023,39.327,176.159,51.541,39.131,1.673,0.992
10,1139.615,118.279,201.332,39.275,138.258,40.372,35.941,28.528,0.899
11,1027.731,117.572,280.846,47.328,135.065,39.544,33.091,92.059,0.172
12,636.259,118.972,58.137,42.003,99.524,30.352,26.690,154.358,0.573
13,518.038,119.916,107.256,41.712,97.404,28.864,22.852,170.037,4.195
14,967.604,117.681,313.631,50.295,122.905,37.895,32.511,105.391,0.349
15,964.541,118.789,48.246,64.071,138.606,45.285,27.119,178.367,0.512
16,881.097,118.827,227.179,65.208,117.013,33.892,33.101,16.217,2.356
17,1413.923,117.803,297.201,80.641,160.469,48.346,37.237,151.112,0.557
18,1586.171,118.168,252.644,86.127,165.521,55.072,36.672,65.837,1.310
19,963.643,118.737,20.028,84.640,127.805,40.415,30.359,33.295,0.008
20,746.426,118.836,45.263,95.571,118.781,37.432,25.389,32.749,0.891
21,937.026,118.667,221.300,101.479,122.121,36.456,32.726,98.160,2.652
22,522.395,118.117,276.819,99.613,91.197,26.792,24.826,93.844,0.637
23,1255.300,118.188,92.576,115.206,151.822,44.979,35.534,124.681,0.158
24,575.075,119.620,166.893,105.463,97.279,30.593,23.934,8.498,3.586
25,1251.075,117.358,143.108,122.053,155.858,43.883,36.299,105.339,0.139
26,1509.434,118.282,18.613,127.048,156.236,54.462,35.289,87.720,0.577
27,658.123,117.870,291.584,120.421,104.882,36.843,22.744,72.172,0.682
28,1552.159,118.109,258.739,129.201,158.928,47.227,41.847,11.636,1.281
29,1018.093,117.773,310.008,135.034,140.748,46.747,27.730,76.616,0.259
30,740.643,117.555,221.944,130.672,119.949,34.537,27.304,38.163,0.168
31,1254.667,117.414,118.588,144.279,139.737,44.860,35.611,100.511,0.011
32,2269.644,117.323,166.803,161.561,187.806,62.854,45.977,165.931,0.000
33,816.059,117.456,282.655,155.076,118.254,34.565,30.061,55.370,0.023
34,743.098,118.184,86.223,151.870,112.945,36.134,26.184,21.069,0.633
35,1316.906,117.709,249.432,164.393,155.326,47.860,35.034,151.720,0.343
36,1260.054,117.964,214.300,164.569,142.487,44.718,35.877,73.497,0.748
37,1172.464,117.432,286.482,188.025,151.575,46.701,31.966,54.699,0.160
38,1417.329,117.647,248.558,196.642,154.811,49.236,36.652,158.372,0.945
39,622.131,117.560,316.138,197.095,109.803,31.886,24.843,71.700,0.289
40,1458.549,117.551,293.559,221.610,151.559,50.224,36.976,169.641,1.017
41,906.131,118.129,197.254,125.559,146.713,50.526,22.834,98.517,1.512
42,1387.622,118.216,196.784,79.437,161.550,51.490,34.313,81.339,1.557
43,1737.637,118.514,160.218,75.774,172.467,50.947,43.426,36.173,1.789
44,703.014,118.713,177.521,128.522,107.765,30.387,29.457,34.101,2.190
45,925.169,119.710,29.595,40.728,129.632,46.629,25.262,58.275,1.139
46,370.533,118.641,74.281,131.522,78.088,24.203,19.492,137.706,0.527
47,719.095,119.482,57.743,112.710,109.049,37.942,24.131,27.283,2.045
48,1151.471,118.549,50.911,141.332,159.651,43.878,33.413,145.783,0.787
49,983.158,118.169,113.878,68.336,151.638,44.602,28.066,47.678,0.346
50,1118.886,118.428,121.452,95.364,140.080,42.646,33.406,45.227,1.456
51,229.814,119.900,94.457,64.567,64.165,18.790,15.572,48.879,3.884
52,1037.106,118.901,77.210,82.101,135.883,41.187,32.061,168.992,1.197
53,632.799,118.547,83.869,49.398,106.757,31.262,25.773,49.408,0.655
