PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 1, filenames: A:[1]MAX_TgUtrmcherry_TimeSrs002324_Control.avi & B:[2]MAX_TgUtrmcherry_TimeSrs002324_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
111,865,-0.04670906067,7.066949844,1
111,897,-0.8450198174,6.564960003,1
111,929,-1.050149679,6.687594414,1
111,961,-0.5523238182,6.899008751,1
111,993,-0.2035685778,6.508801937,1
111,1025,-0.8532570004,6.086143017,1
111,1057,-0.6143378615,7.030978203,1
111,1089,-0.08796620369,6.730113983,1
111,1121,0.4052073658,6.16228199,1
111,1153,1.023921967,5.449501991,1
111,1185,1.914648056,5.650355339,1
111,1217,1.790209413,6.010168076,1
111,1249,1.204036593,5.828877449,1
111,1281,0.3556543887,5.294826508,1
111,1313,0.09156158566,5.15101099,1
111,1345,0.0400660038,5.560165405,1
111,1377,-0.2558295429,6.051774025,1
111,1409,-0.9007526636,5.971819878,1
111,1441,-1.622297049,6.571730137,1
111,1473,-0.8159558773,5.095940113,1
111,1505,-0.2984136641,4.312121391,1
111,1537,-0.5270268917,6.584728241,1
111,1569,-0.05853212625,7.14898634,1
111,1601,0.3442252278,5.864513874,1
111,1633,-0.2570433915,6.479058743,1
111,1665,-1.020906925,7.074723721,1
111,1697,-1.373515368,7.192482471,1
111,1729,-1.748506546,8.223612785,1
111,1761,-1.765649319,8.736092567,1
111,1793,-0.9502977729,8.078291893,1
111,1825,-0.7179777622,7.459958076,1
111,1857,-1.052941561,6.79137373,1
111,1889,-0.836334765,6.001496792,1
111,1921,-0.9052927494,8.222388268,1
111,1953,-0.7685893774,4.134714127,1
111,1985,-0.7109879851,-0.3552214205,1
111,2017,0.2379283607,-7.007816315,1
143,33,-0.3767443001,-0.1443829536,1
143,65,-0.4891372919,0.2610373497,1
143,97,-0.7161275744,0.0584346056,1
143,129,-0.8750433922,1.089478374,1
143,161,-0.3348296583,0.9595021605,1
143,193,-0.1233668923,0.8315410614,1
143,225,0.4678708911,2.498820543,1
143,257,0.1691606641,5.104321957,1
143,289,0.03172025084,5.732131004,1
143,321,-0.5039594173,4.272576332,1
143,353,-0.6534612179,3.612831354,1
143,385,-0.8447488546,2.594229221,1
143,417,-0.7304937243,2.112018824,1
143,449,-0.9392442703,4.335408688,1
143,481,-0.5053882003,5.756697178,1
143,513,0.4935826659,5.240402222,1
143,545,-0.8535664082,6.103205204,1
143,577,-0.8174630404,5.449389458,1
143,609,-0.7808270454,5.463026524,1
143,641,-0.655506134,5.989766598,1
143,673,-0.01049375534,6.213749409,1
143,705,-0.4053640366,6.304846764,1
143,737,-2.203480244,6.123653889,1
143,769,-1.594693184,6.390927315,1
143,801,-1.196697593,6.360759735,1
143,833,-0.9030572176,6.503686905,1
143,865,-0.6308533549,6.578467369,1
143,897,-0.8662099838,3.54561615,1
143,929,-1.286017299,6.190502167,1
143,961,-1.10483551,6.625174522,1
143,993,-0.6624610424,6.893294334,1
143,1025,-0.1732288003,7.189630508,1
143,1057,-0.4566532969,6.810612679,1
143,1089,0.3683638275,6.499313354,1
143,1121,1.016971111,5.926697731,1
143,1153,1.044166684,5.810642719,1
143,1185,1.377385259,5.765312195,1
143,1217,0.7931621075,6.154562473,1
143,1249,0.4649726748,5.984674931,1
143,1281,0.3616039753,5.465398312,1
143,1313,0.2158516645,5.365046024,1
143,1345,-0.1613444686,5.623096466,1
143,1377,-1.567211151,5.305502415,1
143,1409,-1.109288931,5.160748005,1
143,1441,-0.9593787193,4.901258945,1
143,1473,-0.1597816944,1.217490196,1
143,1505,-0.1444269121,5.46195507,1
143,1537,0.1339774281,6.3758955,1
143,1569,0.6245115995,6.550175667,1
143,1601,0.4632691741,4.747550964,1
143,1633,0.3801239729,6.583731174,1
143,1665,-0.2658253908,7.704812527,1
143,1697,-1.380198002,8.044014931,1
143,1729,-1.214810133,8.614017487,1
143,1761,-1.155431271,8.329911232,1
143,1793,-0.8058361411,8.010230064,1
143,1825,-1.117128491,7.990546703,1
143,1857,-2.703264236,8.125709534,1
143,1889,-1.978850603,7.480963707,1
143,1921,-1.246999025,6.368292809,1
143,1953,-1.038860917,4.641949654,1
143,1985,-0.8623042107,6.242410183,1
143,2017,7.567651749,-8.03098774,1
175,33,-0.2382136583,-0.03724229336,1
175,65,-0.1885560155,0.4071575403,1
175,97,-0.08555331826,0.5669945478,1
175,129,-0.0532624647,0.6871894598,1
175,161,0.2461966425,0.3945177794,1
175,193,0.5423781276,0.8432284594,1
175,225,0.5206257701,2.059336185,1
175,257,1.214912295,5.489871502,1
175,289,0.1528863907,6.667381763,1
175,321,-0.5491370559,5.10608387,1
175,353,-1.218664885,2.20420146,1
175,385,-0.9237377048,1.922914743,1
175,417,-0.8505239487,2.167840004,1
175,449,-1.247626543,3.688849449,1
175,481,-1.286389232,4.466198921,1
175,513,-0.9274092913,5.412097454,1
175,545,-0.8291270733,6.148259163,1
175,577,-0.9663667679,5.639939308,1
175,609,-1.081699014,6.033193111,1
175,641,-1.01496923,6.475748062,1
175,673,-1.255952716,6.607874393,1
175,705,-1.696103215,6.734417439,1
175,737,-1.77373457,6.284770489,1
175,769,-1.720979452,6.207269192,1
175,801,-1.15700984,6.145971775,1
175,833,-0.514847517,6.304903984,1
175,865,-0.4597892761,5.989191055,1
175,897,-0.7646738887,6.448698521,1
175,929,-1.164660096,6.464549541,1
175,961,-0.9481794834,5.693308353,1
175,993,-0.6982651949,6.438781261,1
175,1025,-0.4259941578,7.664834023,1
175,1057,-0.1984648407,6.693050385,1
175,1089,0.1252006292,6.3047328,1
175,1121,1.1848104,6.557549953,1
175,1153,3.23155427,5.868114471,1
175,1185,1.590185642,6.77545929,1
175,1217,0.4515169859,7.789773464,1
175,1249,-0.1183177829,6.821208954,1
175,1281,0.2461565733,5.175004005,1
175,1313,0.3361289203,5.469335556,1
175,1345,-0.02665987611,5.650796413,1
175,1377,-1.057726741,5.296666622,1
175,1409,-0.6527697444,4.976995945,1
175,1441,-0.6019668579,1.316028118,1
175,1473,-0.5084853172,5.341674805,1
175,1505,-0.3091772199,6.198193073,1
175,1537,0.2113758326,6.482896328,1
175,1569,0.7883797884,6.921296597,1
175,1601,0.5875366926,6.920800209,1
175,1633,1.129407406,7.04227972,1
175,1665,1.235709906,7.140647411,1
175,1697,-1.289100528,7.850578785,1
175,1729,-0.9030095935,8.119412422,1
175,1761,-0.6610743403,7.941553116,1
175,1793,-0.1166943908,7.919022083,1
175,1825,-0.5506184101,7.944611073,1
175,1857,-2.760908842,7.742870808,1
175,1889,-1.721533895,7.994724751,1
175,1921,-0.6145053506,7.407609463,1
175,1953,-0.6073453426,7.485870838,1
175,1985,-0.3423666954,7.915805817,1
175,2017,10.81335926,-8.995497704,1
207,33,0.01724225283,0.1833628416,1
207,65,0.1506064236,1.129133701,1
207,97,0.4793655276,1.503926754,1
207,129,0.1674558222,0.9488845468,1
207,161,0.3206319213,0.9805731773,1
207,193,0.4090281725,1.463374853,1
207,225,0.4529873729,2.084418535,1
207,257,0.1575266719,2.951752901,1
207,289,-0.6786447167,4.211696148,1
207,321,-0.8347670436,2.4817698,1
207,353,-0.6411021352,1.776176453,1
207,385,-0.8937931657,2.235683441,1
207,417,-1.187930584,2.243404388,1
207,449,-1.69763732,3.493431091,1
207,481,-1.789516091,3.969450235,1
207,513,-1.072979927,5.101089478,1
207,545,-0.1005641222,5.644427299,1
207,577,-0.7707642317,6.077174664,1
207,609,-1.33320725,6.346523285,1
207,641,-1.116197348,6.158326149,1
207,673,-1.503207207,5.962434292,1
207,705,-2.376527548,6.361695766,1
207,737,-2.304943323,6.26069355,1
207,769,-2.256804943,6.2517519,1
207,801,-2.228524923,6.349607468,1
207,833,-1.619770288,6.774532795,1
207,865,-1.237245321,6.021573067,1
207,897,-1.330723643,4.829363346,1
207,929,-0.9296418428,6.747353077,1
207,961,-1.171113253,6.072140694,1
207,993,-0.6663694978,6.369031906,1
207,1025,-0.5483020544,6.885849476,1
207,1057,-0.4550741017,6.259273052,1
207,1089,-0.5052767992,6.214735031,1
207,1121,-0.1870297194,5.806162357,1
207,1153,1.748899221,4.40204668,1
207,1185,2.381542206,7.883141041,1
207,1217,2.136777163,12.07223129,1
207,1249,0.551458478,7.141278744,1
207,1281,0.5576337576,6.187161446,1
207,1313,0.633923173,6.118356228,1
207,1345,0.4411935806,5.847484112,1
207,1377,0.09389598668,5.624365807,1
207,1409,0.05199837685,5.542892456,1
207,1441,-0.3916259408,1.291209698,1
207,1473,0.4838270545,5.509675503,1
207,1505,-0.240322113,8.688936234,1
207,1537,-0.545219481,11.0676918,1
207,1569,0.7054364681,7.726026058,1
207,1601,1.220033169,7.378492832,1
207,1633,1.189950466,7.122018814,1
207,1665,1.047631979,6.620274544,1
207,1697,0.364551127,7.898432732,1
207,1729,-0.7920359373,7.279783249,1
207,1761,-0.2687902451,8.092474937,1
207,1793,-0.09829637408,8.729523659,1
207,1825,0.1250998974,8.423415184,1
207,1857,-0.5907031298,8.141974449,1
207,1889,-0.6169095635,8.561135292,1
207,1921,-0.3943550587,8.344742775,1
207,1953,-0.1954396665,9.10607338,1
207,1985,0.1834952831,7.801265717,1
207,2017,-0.3643085957,-9.928797722,1
239,33,-0.003091782331,0.7071636915,1
239,65,0.2761674821,1.606270194,1
239,97,0.5202481747,1.659755826,1
239,129,0.3666565418,1.263661265,1
239,161,0.4265201986,1.444024205,1
239,193,1.282661676,4.078403473,1
239,225,0.3273195028,2.491307735,1
239,257,-0.4583085775,2.57660675,1
239,289,-2.299258232,3.296701908,1
239,321,-0.8990710974,3.901741743,1
239,353,0.6987218857,1.603315592,1
239,385,-0.9011569023,2.340395689,1
239,417,-1.510893703,3.304854631,1
239,449,-1.781921744,3.705788851,1
239,481,-1.728512526,3.828570604,1
239,513,-1.558552742,4.396116734,1
239,545,-1.372279763,4.749486923,1
239,577,-1.150146008,5.185033798,1
239,609,-1.262755156,5.66441679,1
239,641,-1.309473395,5.517830372,1
239,673,-1.488203764,5.340373993,1
239,705,-1.976503491,6.082512379,1
239,737,-2.103455782,6.223430157,1
239,769,-2.251641035,6.33649683,1
239,801,-2.593303442,6.191918373,1
239,833,-2.004340649,6.509799957,1
239,865,-2.053110123,5.942923546,1
239,897,-1.663312316,4.592835903,1
239,929,-1.843060732,7.06992054,1
239,961,-1.807433605,7.507857323,1
239,993,-0.9615876675,7.501115799,1
239,1025,-0.4428117275,7.428836346,1
239,1057,-0.2062575221,6.716860771,1
239,1089,-0.5792909861,6.594717026,1
239,1121,-1.076431274,6.357221127,1
239,1153,0.5557898879,4.248497963,1
239,1185,-2.373707056,14.78585243,1
239,1217,1.561059475,11.23146629,1
239,1249,1.523549318,7.498045444,1
239,1281,1.277482271,7.26994133,1
239,1313,1.168187976,6.904839993,1
239,1345,0.6513111591,6.255650997,1
239,1377,0.5060071349,5.806981087,1
239,1409,0.7507912517,6.024366856,1
239,1441,0.792668283,5.194811821,1
239,1473,1.014983892,5.723491669,1
239,1505,1.000513911,6.679789543,1
239,1537,-1.260894775,8.798651695,1
239,1569,1.327731371,6.964894295,1
239,1601,3.743923187,7.91120863,1
239,1633,2.045865297,7.527326107,1
239,1665,0.9048896432,7.788955688,1
239,1697,0.1140508652,8.425086021,1
239,1729,0.09122863412,7.700882912,1
239,1761,0.1350777149,8.26503849,1
239,1793,0.1574367583,9.22314167,1
239,1825,-0.3580288589,9.17671299,1
239,1857,-0.604387939,8.554552078,1
239,1889,-0.9228956103,8.826303482,1
239,1921,-1.415724635,8.431440353,1
239,1953,-0.4429631829,11.43878651,1
239,1985,-1.731703758,4.775261879,1
239,2017,-9.863294601,-10.42787075,1
271,33,0.1747866273,1.031494856,1
271,65,0.1794386804,1.171876431,1
271,97,0.4771977663,0.8955762386,1
271,129,0.7938165665,0.6377284527,1
271,161,1.111288667,1.349465728,1
271,193,2.137017965,4.563445091,1
271,225,-0.007284849882,2.699220896,1
271,257,-2.351841688,3.542307854,1
271,289,-1.196911931,2.12761569,1
271,321,-0.6487840414,1.507310033,1
271,353,-0.549898386,0.9829503298,1
271,385,-1.116383314,1.967128515,1
271,417,-1.657892704,4.38424015,1
271,449,-2.194147825,3.881500959,1
271,481,-2.128358603,3.358980179,1
271,513,-2.192703247,3.768168926,1
271,545,-1.993189573,4.11266613,1
271,577,-1.036239147,3.911485672,1
271,609,-1.420415878,3.37609148,1
271,641,-0.9925150871,4.384875774,1
271,673,-0.9478623867,5.13147068,1
271,705,-1.334718466,5.825867176,1
271,737,-1.989337683,5.83886528,1
271,769,-2.251785517,6.058660507,1
271,801,-1.944191933,5.584271431,1
271,833,-1.628338695,5.958524227,1
271,865,-1.731780767,6.310765266,1
271,897,-1.917394757,6.299160004,1
271,929,-3.000623703,6.898310661,1
271,961,-2.592273235,7.622010708,1
271,993,-1.642651796,7.78293848,1
271,1025,-0.5226236582,8.440003395,1
271,1057,-0.003347814083,7.471869469,1
271,1089,0.1264884472,7.274244785,1
271,1121,0.2529605031,6.904047966,1
271,1153,0.8479091525,5.578172207,1
271,1185,-1.417035818,14.66746712,1
271,1217,2.495428801,8.666891098,1
271,1249,2.208515644,8.253778458,1
271,1281,1.836952448,7.668018341,1
271,1313,1.139000535,7.485791206,1
271,1345,1.131715536,6.999952316,1
271,1377,1.081402063,5.939996243,1
271,1409,0.9395891428,6.315053463,1
271,1441,0.6139757633,6.057564735,1
271,1473,1.169945955,6.565325737,1
271,1505,1.349680662,6.838698387,1
271,1537,0.9918841124,6.689257622,1
271,1569,0.780211091,6.873078346,1
271,1601,0.4221450686,6.937144756,1
271,1633,0.5802412033,7.725160599,1
271,1665,0.4663632512,8.843066216,1
271,1697,0.691193521,8.644613266,1
271,1729,0.4178300798,7.846282482,1
271,1761,0.1217114404,8.02233696,1
271,1793,0.02886691689,8.8091259,1
271,1825,-0.191437155,8.617725372,1
271,1857,-0.4456164837,8.55314064,1
271,1889,-0.8417547345,8.413655281,1
271,1921,-0.9431113005,8.130949974,1
271,1953,-0.8366835117,11.26538467,1
271,1985,-1.168069601,4.854198456,1
271,2017,-13.58380985,-10.38994789,1
303,33,0.3058956563,0.8821067214,1
303,65,0.1692839712,1.08591783,1
303,97,0.1307113171,0.7066718936,1
303,129,0.6168704033,0.4622262716,1
303,161,0.5625332594,1.876350164,1
303,193,0.05610154569,2.328587055,1
303,225,-0.3510783315,2.522933245,1
303,257,-0.6732493639,2.759834051,1
303,289,-0.6871911883,1.603636622,1
303,321,-0.8879286051,1.489594221,1
303,353,-1.156757712,1.473021507,1
303,385,-1.773487926,2.244530439,1
303,417,-2.233640671,3.823286772,1
303,449,-2.576483727,3.154452562,1
303,481,-3.511839867,2.930927992,1
303,513,-3.905082941,4.007791042,1
303,545,-2.782340527,4.055150032,1
303,577,-1.571352124,2.248048782,1
303,609,-2.054670334,3.353176594,1
303,641,-1.269206524,3.982878685,1
303,673,-0.1599850655,5.059720993,1
303,705,0.1411206722,5.857708931,1
303,737,-0.684751153,5.892035484,1
303,769,-1.882564783,5.636971951,1
303,801,-1.283475518,5.15265131,1
303,833,-1.200692296,5.969646454,1
303,865,-1.923135757,6.307806969,1
303,897,-2.328292131,6.428043365,1
303,929,-2.741860628,7.015519142,1
303,961,-2.780099869,7.409564495,1
303,993,-3.522372961,7.416982174,1
303,1025,-2.807312012,7.897521496,1
303,1057,-0.4841257334,8.174413681,1
303,1089,0.6010697484,7.443304062,1
303,1121,0.5975432396,6.930706978,1
303,1153,0.742287755,6.494737148,1
303,1185,1.301273227,7.438027859,1
303,1217,2.231621742,8.401741028,1
303,1249,3.20443368,8.344221115,1
303,1281,2.403559685,8.544177055,1
303,1313,1.858639002,7.648331165,1
303,1345,1.971549392,6.992526531,1
303,1377,1.698567629,6.953805923,1
303,1409,1.499784827,7.426000595,1
303,1441,1.613164425,7.303896427,1
303,1473,1.878243089,7.238946438,1
303,1505,1.653161645,7.171183109,1
303,1537,1.397075176,6.833473206,1
303,1569,0.8435047865,7.185966015,1
303,1601,0.5340409279,7.773604393,1
303,1633,0.7478427291,7.807408333,1
303,1665,1.345438957,7.87332201,1
303,1697,0.9552515149,8.28845787,1
303,1729,0.3241312504,8.054981232,1
303,1761,0.06881739199,8.049546242,1
303,1793,-0.03802260756,8.315730095,1
303,1825,-0.3631703854,8.713927269,1
303,1857,-0.4489395022,8.211009979,1
303,1889,-0.5389030576,8.426490784,1
303,1921,-0.7238752246,8.017904282,1
303,1953,-1.410145044,6.402463436,1
303,1985,-0.7502859831,6.55034256,1
303,2017,14.42091179,-10.29620457,1
335,33,-0.3293471634,0.3888381124,1
335,65,-0.09356424212,1.125238538,1
335,97,0.2872065902,1.047348738,1
335,129,0.4929120243,1.084128261,1
335,161,0.02504321933,2.115761757,1
335,193,-0.3585112691,2.402183533,1
335,225,-0.5337369442,2.279120207,1
335,257,-0.1943308711,2.185643196,1
335,289,-0.7987778187,1.855646372,1
335,321,-1.2299366,2.093114376,1
335,353,-1.614204884,2.634808302,1
335,385,-2.588160038,2.722588062,1
335,417,-2.751148224,2.523939848,1
335,449,-2.531643152,1.5196805,1
335,481,-2.802000046,2.221001387,1
335,513,-3.154908657,3.300056219,1
335,545,-3.076663256,3.555666924,1
335,577,-2.635321617,3.586539984,1
335,609,-1.772700548,3.978549957,1
335,641,-1.27258563,4.955968857,1
335,673,-0.679669261,6.023066044,1
335,705,1.072725654,5.829498768,1
335,737,-0.3718868494,5.733838081,1
335,769,-0.9607188702,6.639167786,1
335,801,-1.075606585,6.063376904,1
335,833,-1.638930917,6.561449528,1
335,865,-2.19604826,6.546160221,1
335,897,-2.012326241,7.050830364,1
335,929,-2.681631327,6.032226563,1
335,961,-3.53956008,7.183119774,1
335,993,-3.620743036,7.09121418,1
335,1025,-2.830977917,6.630723,1
335,1057,-0.4329795837,7.420451641,1
335,1089,0.5300153494,7.309216022,1
335,1121,0.573507905,7.264148235,1
335,1153,0.6894064546,6.681375027,1
335,1185,2.201773643,7.519999981,1
335,1217,2.643355846,7.968581676,1
335,1249,2.853181362,8.223379135,1
335,1281,2.934806824,7.888640881,1
335,1313,3.220158577,6.985733032,1
335,1345,2.590037346,7.313855171,1
335,1377,1.904632568,7.791778564,1
335,1409,1.788058281,7.991621017,1
335,1441,1.817435741,7.746230125,1
335,1473,1.887195826,7.599642277,1
335,1505,1.649090528,7.450487614,1
335,1537,1.432400942,7.202759743,1
335,1569,1.364128113,7.495438576,1
335,1601,1.307297111,7.925982475,1
335,1633,1.108556032,7.895718098,1
335,1665,1.097405195,7.396640301,1
335,1697,0.6417397857,7.425204277,1
335,1729,0.1235926598,8.081120491,1
335,1761,-0.0244101584,7.81456852,1
335,1793,-0.1386602968,8.020936966,1
335,1825,-0.2556629181,8.704973221,1
335,1857,-0.2271915674,8.412024498,1
335,1889,-0.4255163074,8.800896645,1
335,1921,-0.9469029903,8.674490929,1
335,1953,-1.521116018,9.526679993,1
335,1985,-0.844796598,7.750661373,1
335,2017,13.88938522,-10.45685863,1
367,33,-0.4660451412,0.06675359607,1
367,65,0.1336639673,1.038755059,1
367,97,0.218731463,1.596145272,1
367,129,0.1420440078,1.357442379,1
367,161,-0.09948401153,2.074878216,1
367,193,-0.547672689,1.762943745,1
367,225,-0.9029576182,1.430480123,1
367,257,-0.8615654111,0.7614268064,1
367,289,-0.8355526924,1.610724211,1
367,321,-1.419282794,2.777973413,1
367,353,-1.91921103,3.960278034,1
367,385,-2.463683605,3.179995775,1
367,417,-3.167206287,2.551223755,1
367,449,-2.448969841,2.065225363,1
367,481,-2.480474234,2.130402088,1
367,513,-2.648962498,3.270663261,1
367,545,-2.673282862,3.63439703,1
367,577,-2.860393047,3.942783833,1
367,609,-1.901475668,4.058296204,1
367,641,-0.7069760561,5.082105637,1
367,673,-0.8313884735,6.332569599,1
367,705,0.3231121302,2.783473969,1
367,737,-0.5252866149,5.21395731,1
367,769,-1.227885246,5.461340904,1
367,801,-0.8343251944,6.13457346,1
367,833,-1.420860171,7.439398289,1
367,865,-2.175880432,7.395094395,1
367,897,-2.10529995,6.232020378,1
367,929,-3.075551033,4.730671406,1
367,961,-2.851069212,5.918755054,1
367,993,-2.291134119,6.684664249,1
367,1025,-1.417227983,6.460254192,1
367,1057,-0.6035523415,6.948036194,1
367,1089,0.1702092886,7.345407963,1
367,1121,0.2831154466,7.46724844,1
367,1153,0.6980248094,7.218969345,1
367,1185,1.599450827,7.3109231,1
367,1217,2.475546122,7.638403893,1
367,1249,3.038526297,7.798706055,1
367,1281,3.150942564,7.64455843,1
367,1313,3.193263054,7.467302322,1
367,1345,2.44851017,7.712206841,1
367,1377,1.862706304,7.968911171,1
367,1409,1.770002842,8.679299355,1
367,1441,1.468900204,8.439657211,1
367,1473,1.682797432,7.728423595,1
367,1505,1.426376581,7.540738583,1
367,1537,1.215187669,7.598081112,1
367,1569,1.321944237,7.598228455,1
367,1601,1.258186102,7.736899376,1
367,1633,1.299010873,7.92521286,1
367,1665,1.245298624,7.350566387,1
367,1697,0.3097867668,6.669709206,1
