 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle,Circ.,%Area,AR,Round,Solidity
1,829.748,175.536,128.097,30.988,117.465,37.537,28.144,5.793,0.756,0.000,1.334,0.750,0.974
2,861.152,249.787,193.047,35.729,124.501,38.042,28.822,168.430,0.698,0.107,1.320,0.758,0.942
3,751.984,255.302,223.248,43.483,108.905,33.165,28.869,155.585,0.797,0.306,1.149,0.870,0.981
4,1173.012,236.790,156.562,48.747,140.795,46.024,32.451,31.650,0.744,0.049,1.418,0.705,0.960
5,435.868,239.389,248.283,47.945,87.809,27.032,20.530,125.844,0.710,0.053,1.317,0.759,0.961
6,739.215,209.752,122.322,57.570,112.379,34.437,27.331,21.232,0.736,0.000,1.260,0.794,0.945
7,987.116,262.300,195.933,64.950,132.491,43.056,29.191,133.936,0.707,0.210,1.475,0.678,0.940
8,996.434,256.217,264.931,69.234,145.098,43.802,28.964,4.072,0.595,0.346,1.512,0.661,0.834
9,897.158,206.914,228.212,71.565,117.820,35.562,32.121,118.668,0.812,0.000,1.107,0.903,0.978
10,856.206,222.840,169.149,74.883,128.250,37.030,29.439,169.523,0.654,0.000,1.258,0.795,0.931
11,657.770,219.987,95.316,74.287,101.506,30.713,27.268,22.418,0.802,0.000,1.126,0.888,0.973
12,620.269,258.708,64.525,79.279,99.150,28.878,27.348,101.101,0.793,2.114,1.056,0.947,0.977
13,631.427,292.942,123.742,81.345,100.998,30.906,26.013,24.486,0.778,5.393,1.188,0.842,0.977
14,550.098,249.778,146.188,85.752,97.765,30.177,23.210,100.376,0.723,0.021,1.300,0.769,0.968
15,881.859,216.017,298.096,96.117,116.985,35.608,31.533,165.731,0.810,0.000,1.129,0.886,0.979
16,913.723,217.270,209.694,97.874,121.206,34.434,33.786,100.016,0.782,0.000,1.019,0.981,0.966
17,850.109,210.099,256.332,93.551,118.356,39.997,27.062,176.096,0.763,0.000,1.478,0.677,0.974
18,499.827,267.087,80.753,99.873,99.102,33.248,19.141,108.497,0.640,2.877,1.737,0.576,0.939
19,682.733,253.510,179.789,98.573,111.119,32.510,26.739,28.530,0.695,0.017,1.216,0.822,0.957
20,676.636,189.607,27.224,102.793,122.165,41.391,20.814,73.484,0.570,0.017,1.989,0.503,0.887
21,494.306,279.842,98.348,99.400,95.407,30.726,20.483,80.541,0.682,3.817,1.500,0.667,0.954
22,1050.960,242.797,241.441,117.090,144.661,52.789,25.349,119.499,0.631,0.241,2.083,0.480,0.923
23,764.868,213.092,124.742,105.853,121.527,39.689,24.537,165.113,0.651,0.000,1.618,0.618,0.924
24,639.365,188.730,155.175,110.237,102.814,29.890,27.235,55.858,0.760,0.000,1.097,0.911,0.960
25,711.492,229.793,271.577,114.489,107.077,33.680,26.897,42.926,0.780,0.000,1.252,0.799,0.982
26,665.938,212.025,316.453,118.772,99.465,29.415,28.826,50.113,0.846,0.000,1.020,0.980,0.980
27,630.162,229.332,190.468,121.639,110.236,30.724,26.115,140.959,0.652,0.000,1.176,0.850,0.907
28,1296.330,222.100,216.540,135.960,146.614,47.712,34.594,77.237,0.758,0.000,1.379,0.725,0.965
29,779.592,239.855,292.484,130.879,124.263,37.611,26.391,88.464,0.634,0.000,1.425,0.702,0.886
30,827.792,255.999,96.175,131.411,116.074,36.279,29.052,74.158,0.772,0.167,1.249,0.801,0.962
31,712.182,244.400,124.639,128.134,118.087,36.397,24.914,155.730,0.642,0.000,1.461,0.685,0.940
32,460.600,206.473,171.429,131.401,87.789,25.886,22.656,107.069,0.751,0.000,1.143,0.875,0.977
33,583.918,218.627,152.115,137.776,103.726,32.905,22.594,121.422,0.682,0.000,1.456,0.687,0.943
34,819.510,203.717,269.707,146.036,112.723,35.981,29.000,119.916,0.810,0.000,1.241,0.806,0.980
35,638.905,211.220,317.574,148.582,106.283,36.913,22.038,137.469,0.711,0.000,1.675,0.597,0.972
36,748.533,228.151,182.529,151.404,109.544,36.690,25.976,20.290,0.784,0.000,1.412,0.708,0.963
37,690.555,199.714,242.257,152.736,103.836,30.048,29.262,10.255,0.805,0.000,1.027,0.974,0.979
38,1122.282,194.960,116.261,155.740,135.184,43.128,33.132,16.831,0.772,0.000,1.302,0.768,0.975
39,952.605,230.548,147.485,165.035,125.324,36.567,33.169,18.003,0.762,0.000,1.102,0.907,0.973
40,842.632,227.403,304.464,164.138,131.608,45.589,23.533,156.803,0.611,0.000,1.937,0.516,0.914
41,185.782,190.051,85.627,155.755,54.968,17.308,13.667,67.117,0.773,0.000,1.266,0.790,0.962
42,269.412,183.621,71.157,162.681,65.889,21.932,15.641,175.963,0.780,0.000,1.402,0.713,0.969
43,646.612,245.309,99.833,41.756,109.359,33.956,24.246,94.588,0.679,0.125,1.401,0.714,0.954
44,821.810,242.285,76.180,54.895,121.234,33.779,30.977,5.833,0.703,0.140,1.090,0.917,0.923
45,776.717,270.118,67.342,116.302,114.102,36.568,27.044,122.694,0.750,0.652,1.352,0.740,0.974
46,527.436,197.133,47.312,99.955,98.971,31.398,21.389,54.962,0.677,0.000,1.468,0.681,0.925
47,477.971,282.962,39.779,125.168,91.544,28.012,21.725,43.733,0.717,0.794,1.289,0.776,0.948
48,283.791,204.718,55.656,134.260,72.057,20.900,17.288,177.697,0.687,0.041,1.209,0.827,0.955
49,388.703,195.961,73.820,144.289,85.904,26.968,18.352,52.388,0.662,0.000,1.470,0.680,0.940
50,426.205,238.712,49.772,149.721,108.522,30.142,18.003,14.715,0.455,0.351,1.674,0.597,0.763
51,238.353,220.508,47.716,162.794,72.658,28.691,10.577,3.282,0.567,0.241,2.713,0.369,0.952
52,565.742,201.888,26.108,145.916,102.624,27.344,26.343,60.501,0.675,0.020,1.038,0.963,0.938
