 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle,Circ.,%Area,AR,Round,Solidity
1,717.474,208.013,131.218,38.492,107.529,30.778,29.681,32.254,0.780,0.000,1.037,0.964,0.977
2,959.162,233.704,193.210,48.844,139.061,44.231,27.611,120.454,0.623,0.024,1.602,0.624,0.885
3,592.200,221.629,100.829,49.636,96.738,33.585,22.451,37.224,0.795,0.039,1.496,0.668,0.982
4,930.403,196.955,223.436,54.920,120.979,37.565,31.536,117.008,0.799,0.000,1.191,0.840,0.976
5,814.448,212.252,167.676,57.580,119.815,37.257,27.833,173.589,0.713,0.000,1.339,0.747,0.963
6,856.666,227.355,258.667,57.689,128.270,45.720,23.857,154.816,0.654,0.027,1.916,0.522,0.908
7,1130.104,252.058,115.734,69.046,151.396,48.022,29.963,40.172,0.620,0.407,1.603,0.624,0.851
8,538.479,223.899,145.517,71.134,92.654,28.579,23.990,125.587,0.788,0.000,1.191,0.839,0.985
9,482.802,240.838,85.896,76.029,95.285,26.946,22.813,177.759,0.668,0.024,1.181,0.847,0.893
10,782.698,203.712,249.486,77.798,118.075,39.255,25.387,176.391,0.705,0.000,1.546,0.647,0.966
11,851.259,203.156,204.454,81.854,119.370,33.852,32.018,48.942,0.751,0.000,1.057,0.946,0.959
12,638.905,229.681,173.782,81.704,104.288,32.606,24.949,19.389,0.738,0.000,1.307,0.765,0.967
13,962.613,225.348,235.600,100.592,140.790,51.489,23.804,121.254,0.610,0.000,2.163,0.462,0.907
14,1510.180,226.852,81.307,104.032,166.930,46.777,41.107,143.375,0.681,0.008,1.138,0.879,0.891
15,665.018,203.727,125.079,92.614,111.215,33.254,25.462,174.148,0.676,0.000,1.306,0.766,0.964
16,602.093,214.272,263.714,96.338,100.691,33.169,23.112,41.551,0.746,0.000,1.435,0.697,0.973
17,600.713,185.327,150.238,96.549,98.134,29.873,25.604,63.208,0.784,0.000,1.167,0.857,0.977
18,673.760,198.203,308.124,98.096,102.459,32.694,26.239,174.279,0.807,0.000,1.246,0.803,0.978
19,603.359,214.947,184.229,102.921,107.174,31.550,24.349,146.255,0.660,0.000,1.296,0.772,0.951
20,650.868,230.401,13.940,105.757,105.672,31.921,25.962,67.801,0.732,0.035,1.230,0.813,0.949
21,735.649,220.950,283.030,111.144,116.568,36.645,25.561,84.164,0.680,0.000,1.434,0.698,0.938
22,1118.716,211.597,211.685,115.875,132.485,41.445,34.368,76.356,0.801,0.000,1.206,0.829,0.977
23,482.457,250.373,43.794,104.063,88.802,32.405,18.957,4.947,0.769,0.000,1.709,0.585,0.979
24,668.469,225.435,118.215,111.955,115.121,39.005,21.821,158.054,0.634,0.000,1.787,0.559,0.956
25,875.532,197.898,330.078,123.621,126.448,41.652,26.764,111.586,0.688,0.000,1.556,0.643,0.901
26,748.763,193.071,36.693,122.121,134.020,42.347,22.513,17.993,0.524,0.015,1.881,0.532,0.788
27,533.533,205.071,148.805,121.972,102.533,31.089,21.851,140.482,0.638,0.000,1.423,0.703,0.925
28,667.778,193.659,262.800,126.159,102.431,32.511,26.152,124.780,0.800,0.000,1.243,0.804,0.983
29,541.585,201.278,307.054,124.553,101.883,34.548,19.960,142.096,0.656,0.000,1.731,0.578,0.968
30,538.479,184.659,72.505,131.043,102.931,30.982,22.130,169.280,0.639,0.000,1.400,0.714,0.913
31,551.938,191.542,235.927,132.800,91.180,28.772,24.424,10.332,0.834,0.000,1.178,0.849,0.982
32,650.408,212.898,47.027,139.635,104.994,33.678,24.590,36.556,0.741,0.000,1.370,0.730,0.969
33,494.881,213.872,14.481,140.817,88.351,27.142,23.215,36.457,0.797,0.000,1.169,0.855,0.975
34,832.048,206.105,298.032,142.192,118.986,42.517,24.917,161.560,0.739,0.000,1.706,0.586,0.977
35,1027.838,179.649,110.041,135.123,134.026,40.521,32.297,166.933,0.719,0.000,1.255,0.797,0.957
36,303.347,169.633,74.385,146.340,80.744,31.180,12.387,14.587,0.585,0.000,2.517,0.397,0.973
37,886.460,219.003,142.675,144.644,120.329,36.344,31.056,164.178,0.769,0.000,1.170,0.854,0.972
38,858.276,210.652,158.500,33.875,129.065,39.029,28.000,43.585,0.647,0.000,1.394,0.717,0.894
39,1124.698,181.767,45.244,82.291,144.763,47.756,29.986,12.103,0.674,0.000,1.593,0.628,0.895
40,463.936,235.668,72.716,59.757,83.869,25.827,22.871,83.237,0.829,0.000,1.129,0.886,0.981
41,606.005,215.005,178.401,131.931,100.547,35.274,21.874,16.217,0.753,0.000,1.613,0.620,0.950
42,421.258,199.366,169.194,114.656,88.070,26.878,19.955,155.979,0.683,0.000,1.347,0.742,0.970
