 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle,Circ.,%Area,AR,Round,Solidity
1,724.836,184.141,171.215,40.240,119.520,37.099,24.876,163.493,0.638,0.000,1.491,0.671,0.948
2,1075.117,226.266,118.501,55.552,148.955,45.482,30.098,27.582,0.609,0.053,1.511,0.662,0.866
3,801.564,219.133,87.266,56.594,114.182,33.818,30.179,29.349,0.773,0.029,1.121,0.892,0.980
4,704.014,185.745,240.972,60.594,105.303,31.927,28.076,172.662,0.798,0.000,1.137,0.879,0.972
5,760.497,190.065,203.235,65.362,111.051,33.397,28.993,66.706,0.775,0.000,1.152,0.868,0.974
6,856.436,208.862,231.500,83.376,138.672,51.046,21.362,124.962,0.560,0.000,2.390,0.418,0.889
7,629.357,167.822,56.616,71.695,105.309,31.934,25.093,34.767,0.713,0.000,1.273,0.786,0.944
8,662.257,199.728,259.227,77.658,99.862,33.681,25.035,39.637,0.835,0.000,1.345,0.743,0.983
9,1590.014,197.729,84.655,91.558,177.735,47.416,42.696,106.532,0.633,0.000,1.111,0.900,0.866
10,620.729,205.970,180.750,82.375,103.720,32.883,24.035,162.280,0.725,0.000,1.368,0.731,0.932
11,647.302,205.592,279.419,90.593,121.399,37.276,22.110,89.745,0.552,0.000,1.686,0.593,0.834
12,1113.884,202.133,209.976,99.768,131.409,40.101,35.366,105.626,0.811,0.000,1.134,0.882,0.978
13,420.568,224.734,46.144,90.373,84.664,30.116,17.780,176.201,0.737,0.000,1.694,0.590,0.973
14,407.914,193.286,169.160,97.522,83.767,27.279,19.040,173.582,0.731,0.000,1.433,0.698,0.980
15,496.031,188.949,302.965,99.786,95.750,31.439,20.088,154.958,0.680,0.000,1.565,0.639,0.964
16,613.137,189.240,261.460,105.826,97.882,31.435,24.834,140.694,0.804,0.000,1.266,0.790,0.983
17,451.052,188.476,153.006,109.286,93.599,28.866,19.895,133.244,0.647,0.000,1.451,0.689,0.923
18,608.650,205.984,179.925,113.744,100.033,34.175,22.676,37.370,0.764,0.000,1.507,0.664,0.953
19,506.959,187.482,237.018,114.386,87.741,27.405,23.553,170.246,0.828,0.000,1.164,0.859,0.977
20,795.697,188.105,298.474,119.202,115.382,39.576,25.599,168.963,0.751,0.000,1.546,0.647,0.965
21,623.720,213.787,45.059,121.868,102.548,34.570,22.972,36.986,0.745,0.000,1.505,0.665,0.979
22,870.700,214.470,147.173,131.058,120.295,38.049,29.136,0.774,0.756,0.000,1.306,0.766,0.975
23,1061.888,176.846,113.208,121.753,136.657,42.772,31.610,172.094,0.715,0.000,1.353,0.739,0.930
24,672.725,215.368,122.419,100.228,115.552,42.480,20.163,161.260,0.633,0.000,2.107,0.475,0.948
25,559.530,181.396,147.390,82.245,91.050,29.528,24.127,116.467,0.848,0.000,1.224,0.817,0.984
26,660.876,189.878,124.973,79.916,127.112,31.445,26.760,148.680,0.514,0.000,1.175,0.851,0.812
27,865.409,174.502,70.685,123.836,122.795,36.399,30.272,40.952,0.721,0.000,1.202,0.832,0.942
28,471.759,210.268,15.069,123.795,89.461,30.836,19.479,28.019,0.741,0.000,1.583,0.632,0.965
29,585.758,177.460,39.572,104.879,134.588,41.584,17.935,11.201,0.406,0.000,2.319,0.431,0.654
30,1174.393,207.493,161.176,60.022,176.083,51.297,29.149,164.956,0.476,0.000,1.760,0.568,0.727
31,423.099,208.185,198.255,41.271,85.362,25.506,21.121,36.059,0.730,0.000,1.208,0.828,0.953
