 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle,Circ.,%Area,AR,Round,Solidity
1,746.462,228.362,194.195,28.996,116.148,40.987,23.189,168.762,0.695,0.015,1.768,0.566,0.970
2,1018.980,226.395,157.840,39.267,132.079,40.933,31.696,36.174,0.734,0.000,1.291,0.774,0.961
3,616.128,230.973,224.746,35.567,100.422,30.432,25.778,179.371,0.768,0.261,1.181,0.847,0.966
4,759.346,206.136,128.082,44.365,111.235,31.942,30.269,127.829,0.771,0.000,1.055,0.948,0.975
5,352.582,230.736,81.937,45.674,86.282,27.688,16.214,31.155,0.595,0.000,1.708,0.586,0.883
6,1001.380,249.513,194.798,55.464,133.005,42.927,29.702,129.874,0.711,0.023,1.445,0.692,0.953
7,654.204,219.522,96.992,55.674,102.760,38.052,21.890,43.184,0.779,0.000,1.738,0.575,0.985
8,892.327,202.658,226.553,61.867,118.300,35.106,32.363,103.594,0.801,0.000,1.085,0.922,0.979
9,853.330,212.855,167.629,65.382,126.894,37.763,28.771,171.823,0.666,0.000,1.313,0.762,0.959
10,588.634,236.518,143.608,75.617,99.204,30.850,24.294,127.537,0.752,0.039,1.270,0.788,0.980
11,860.117,210.178,207.991,88.726,119.205,35.155,31.151,91.163,0.761,0.000,1.129,0.886,0.960
12,767.514,208.088,253.046,84.781,115.910,37.781,25.866,171.837,0.718,0.000,1.461,0.685,0.956
13,764.293,212.576,293.373,86.673,110.949,34.155,28.492,178.110,0.780,0.000,1.199,0.834,0.972
14,714.022,240.927,178.398,89.340,111.880,33.668,27.002,28.472,0.717,0.016,1.247,0.802,0.969
15,294.605,215.016,230.252,91.563,73.152,21.573,17.388,73.564,0.692,0.000,1.241,0.806,0.968
16,697.227,186.502,153.171,101.600,106.240,32.543,27.279,78.274,0.776,0.000,1.193,0.838,0.980
17,699.758,206.702,126.719,99.934,116.245,33.544,26.561,175.879,0.651,0.000,1.263,0.792,0.963
18,1566.892,246.923,82.206,112.401,172.569,48.947,40.759,137.788,0.661,0.044,1.201,0.833,0.895
19,636.719,223.935,266.867,104.815,100.643,32.483,24.958,41.280,0.790,0.000,1.302,0.768,0.981
20,692.626,204.264,311.705,107.371,103.186,32.579,27.069,170.840,0.817,0.000,1.204,0.831,0.984
21,610.261,221.796,188.596,111.570,109.969,31.163,24.934,150.688,0.634,0.000,1.250,0.800,0.905
22,725.871,242.109,242.116,113.688,114.621,36.772,25.134,119.589,0.694,0.079,1.463,0.684,0.936
23,753.825,233.014,287.645,120.038,120.275,37.023,25.925,93.958,0.655,0.000,1.428,0.700,0.889
24,1201.771,221.066,214.900,125.157,139.152,44.894,34.083,70.643,0.780,0.000,1.317,0.759,0.966
25,463.936,273.153,43.309,111.241,87.857,31.589,18.700,4.599,0.755,0.124,1.689,0.592,0.979
26,757.851,236.736,121.081,120.373,121.178,42.307,22.808,164.000,0.649,0.000,1.855,0.539,0.964
27,429.081,202.753,171.989,122.905,88.830,24.382,22.406,134.091,0.683,0.000,1.088,0.919,0.955
28,545.266,198.241,28.337,132.440,95.443,30.811,22.532,94.608,0.752,0.000,1.367,0.731,0.959
29,520.419,210.473,152.041,128.699,101.889,27.232,24.332,133.848,0.630,0.000,1.119,0.893,0.909
30,330.496,190.403,49.989,125.796,80.182,27.633,15.228,25.990,0.646,0.035,1.815,0.551,0.935
31,730.012,203.393,266.546,134.945,106.584,33.412,27.819,126.957,0.808,0.000,1.201,0.833,0.976
32,552.053,206.726,311.873,135.510,102.528,34.613,20.307,133.915,0.660,0.000,1.704,0.587,0.968
33,463.361,190.565,72.611,138.448,98.066,29.549,19.966,169.110,0.605,0.000,1.480,0.676,0.928
34,1066.950,189.864,111.993,143.885,132.786,42.072,32.290,177.571,0.760,0.000,1.303,0.767,0.976
35,634.648,224.558,181.087,141.021,101.685,36.066,22.405,26.859,0.771,0.000,1.610,0.621,0.975
36,597.377,200.995,238.686,142.186,94.620,29.944,25.401,14.751,0.838,0.000,1.179,0.848,0.985
37,501.093,237.349,13.574,149.958,92.387,27.227,23.433,29.214,0.738,0.000,1.162,0.861,0.961
38,916.944,230.128,145.518,152.752,122.131,37.589,31.059,1.970,0.773,0.000,1.210,0.826,0.977
39,834.924,221.891,301.050,152.132,123.783,44.680,23.793,159.413,0.685,0.000,1.878,0.533,0.964
40,421.143,180.398,74.470,153.941,90.919,34.988,15.326,14.401,0.640,0.000,2.283,0.438,0.962
41,877.947,206.206,333.548,134.089,125.687,44.316,25.224,109.779,0.698,0.000,1.757,0.569,0.923
42,1088.346,240.999,263.428,62.988,149.018,44.992,30.799,158.022,0.616,0.222,1.461,0.685,0.846
43,264.926,219.133,45.521,154.483,76.728,28.817,11.706,175.419,0.565,0.000,2.462,0.406,0.935
44,364.201,235.293,49.551,141.735,93.187,28.616,16.205,21.636,0.527,0.158,1.766,0.566,0.894
45,492.005,257.107,87.817,84.210,87.576,26.819,23.358,121.420,0.806,0.772,1.148,0.871,0.975
46,1137.351,270.096,114.022,75.668,151.376,45.648,31.724,55.770,0.624,2.963,1.439,0.695,0.857
47,571.839,252.887,68.414,64.815,92.373,28.538,25.513,102.783,0.842,0.604,1.119,0.894,0.985
48,1271.482,185.329,45.930,88.875,186.136,52.685,30.728,10.070,0.461,0.000,1.715,0.583,0.772
