 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle,Circ.,%Area,AR,Round,Solidity
1,796.503,221.292,88.389,56.091,114.394,34.841,29.108,32.889,0.765,0.029,1.197,0.835,0.970
2,1090.302,225.513,119.432,55.376,151.518,46.283,29.994,30.861,0.597,0.053,1.543,0.648,0.846
3,483.147,207.961,148.872,55.560,92.872,29.878,20.589,80.973,0.704,0.000,1.451,0.689,0.952
4,624.755,186.816,238.957,59.805,101.582,30.489,26.090,147.925,0.761,0.000,1.169,0.856,0.964
5,563.557,207.486,169.963,61.379,106.419,30.554,23.485,18.216,0.625,0.000,1.301,0.769,0.877
6,819.855,190.226,203.003,63.103,116.889,34.787,30.007,59.289,0.754,0.000,1.159,0.863,0.973
7,810.652,210.039,231.947,82.068,138.871,48.341,21.352,126.424,0.528,0.000,2.264,0.442,0.849
8,551.018,163.908,57.310,70.947,102.562,30.745,22.819,21.606,0.658,0.000,1.347,0.742,0.916
9,568.733,199.469,258.013,75.538,93.346,29.966,24.165,44.468,0.820,0.000,1.240,0.806,0.981
10,618.198,189.159,124.492,78.408,106.453,31.242,25.194,20.669,0.686,0.000,1.240,0.806,0.926
11,623.605,208.102,182.173,80.648,101.171,31.619,25.111,140.130,0.766,0.000,1.259,0.794,0.972
12,1482.226,198.694,83.968,89.243,155.350,44.880,42.051,3.949,0.772,0.000,1.067,0.937,0.944
13,600.483,183.272,148.517,82.182,96.045,29.578,25.849,48.015,0.818,0.000,1.144,0.874,0.978
14,1065.455,204.315,209.922,97.326,128.401,40.971,33.110,81.754,0.812,0.000,1.237,0.808,0.973
15,570.344,210.959,278.694,90.983,101.932,34.448,21.081,104.478,0.690,0.000,1.634,0.612,0.911
16,422.409,223.709,45.070,87.250,83.191,29.633,18.149,174.597,0.767,0.000,1.633,0.612,0.979
17,619.234,180.620,302.418,92.512,105.082,35.223,22.384,139.313,0.705,0.000,1.574,0.635,0.938
18,430.461,188.106,166.617,95.180,83.912,25.009,21.916,6.319,0.768,0.000,1.141,0.876,0.985
19,669.044,215.449,122.134,99.558,114.244,39.952,21.322,162.004,0.644,0.000,1.874,0.534,0.938
20,620.269,194.269,261.545,102.968,98.841,31.384,25.164,138.858,0.798,0.000,1.247,0.802,0.981
21,632.923,178.515,39.417,102.982,128.250,43.126,18.686,11.898,0.484,0.000,2.308,0.433,0.729
22,636.834,211.605,179.465,111.029,102.712,35.590,22.783,40.598,0.759,0.000,1.562,0.640,0.963
23,419.188,187.347,151.054,108.044,89.083,29.210,18.272,147.655,0.664,0.000,1.599,0.626,0.946
24,525.710,194.677,236.389,111.296,89.892,28.139,23.788,176.871,0.818,0.000,1.183,0.845,0.978
25,833.659,194.052,298.674,116.189,112.354,37.727,28.135,174.602,0.830,0.000,1.341,0.746,0.986
26,1065.224,177.760,110.832,120.219,135.383,44.657,30.371,166.320,0.730,0.000,1.470,0.680,0.946
27,928.103,177.654,71.019,122.057,124.070,37.015,31.925,29.214,0.758,0.000,1.159,0.862,0.969
28,598.412,216.687,44.629,120.513,100.149,32.411,23.508,42.992,0.750,0.000,1.379,0.725,0.978
29,878.177,218.310,147.105,129.088,121.686,38.913,28.734,1.024,0.745,0.000,1.354,0.738,0.971
