PIVlab, ASCII chart output - 12-Oct-2024
FRAME: 36, filenames: A:[36]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi & B:[37]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.545073688,-1.044227839,1
47,65,0.2608273029,-4.437753677,1
47,97,0.1878795326,-3.2135849,1
47,129,0.2424051166,-2.92573595,1
47,161,0.5799286366,-3.503146648,1
47,193,0.8159093857,-3.399150848,1
47,225,0.3650426865,-3.783033371,1
47,257,-0.6054201126,-4.136636734,1
47,289,-1.365810633,-4.040746689,1
47,321,-1.575233936,-1.888577938,1
47,353,-2.080163479,-1.702356339,1
47,385,-2.311172962,-1.945786476,1
47,417,-1.762995005,-3.392922401,1
47,449,-1.246876478,-4.056782246,1
47,481,-1.719095111,-3.004079342,1
47,513,-1.779684067,-2.910667896,1
47,545,-1.744534373,-3.499662638,1
47,577,-2.582956076,-3.617878437,1
47,609,-2.369599342,-2.788385868,1
47,641,-2.254457474,-2.177798033,1
47,673,-2.523999691,-2.641062021,1
47,705,-2.218031168,-3.326466084,1
47,737,-1.702876687,-4.261466026,1
47,769,-1.856531143,-4.969015598,1
47,801,-3.267794847,-4.773870468,1
47,833,-4.013216972,-4.596740723,1
47,865,-4.359075069,-4.857872009,1
47,897,-4.077775002,-4.807096481,1
47,929,-3.133324862,-4.761698723,1
47,961,-2.572843552,-3.439053535,1
47,993,-2.014649868,-2.498382092,1
47,1025,-2.128624439,-2.50373292,1
47,1057,-3.318928242,-2.103811026,1
47,1089,-1.95643723,-2.253442287,1
47,1121,-0.6264582872,-2.405818462,1
47,1153,0.1414586306,-1.275444984,1
47,1185,-0.6282655597,-0.590192318,1
47,1217,-1.66086781,-0.9195728302,1
47,1249,-1.581751347,-2.346517563,1
47,1281,-3.133348227,-3.559762478,1
47,1313,-6.114934921,-3.728059769,1
47,1345,-1.45384407,-3.162888527,1
47,1377,-2.220014572,-3.298058987,1
47,1409,-3.083509207,-1.295224905,1
47,1441,-2.092803955,0.2438721657,1
47,1473,-1.301813841,0.2240462303,1
47,1505,-1.294558764,0.6813867092,1
47,1537,-1.9135499,1.812323332,1
47,1569,-2.095397949,1.24970603,1
47,1601,-2.170466185,1.342292905,1
47,1633,-2.659085512,1.135940909,1
47,1665,-3.226192474,-0.7312945127,1
47,1697,-4.220592022,-2.474244118,1
47,1729,-3.240677834,-2.41034317,1
47,1761,-1.625283003,-1.50116396,1
47,1793,-0.2836247683,0.1561571956,1
47,1825,0.5279890299,2.079879761,1
47,1857,-0.8363788128,2.516414642,1
47,1889,-1.267036676,0.308536768,1
47,1921,-1.300057411,-0.02736377716,1
47,1953,-1.810085416,-0.2599067688,1
47,1985,-1.77050662,0.7130994797,1
47,2017,-3.489624023,0.3441562653,1
79,33,0.5453526974,2.345793247,1
79,65,0.183806181,-3.157252073,1
79,97,0.5032191873,-3.937210083,1
79,129,0.530002296,-3.435785532,1
79,161,0.1041121483,-1.846788168,1
79,193,-0.558868885,-1.866419792,1
79,225,-0.9007948041,-1.753212929,1
79,257,-1.799636841,-1.925396919,1
79,289,-1.975091815,-2.311661482,1
79,321,-1.749768019,-1.502139568,1
79,353,-1.797513485,-0.9730827808,1
79,385,-1.980664492,-1.648108482,1
79,417,-1.85689187,-3.571972847,1
79,449,-1.733255744,-3.922002554,1
79,481,-1.719988942,-4.401903152,1
79,513,-3.146733284,-4.126164436,1
79,545,-2.698232651,-3.500323534,1
79,577,-1.985354424,-2.682543516,1
79,609,-1.901321173,-2.389164209,1
79,641,-2.073122978,-1.58516407,1
79,673,-2.206356525,-1.912777901,1
79,705,-1.803031683,-2.563274622,1
79,737,-1.906266451,-3.617818356,1
79,769,-2.198860884,-4.000787258,1
79,801,-2.522937536,-3.692237616,1
79,833,-3.579047441,-5.375763893,1
79,865,-4.280329704,-4.382325172,1
79,897,-4.538291931,-4.077617645,1
79,929,-4.651351929,-4.430940628,1
79,961,-2.838764668,-2.523943424,1
79,993,-1.799886703,-1.042608261,1
79,1025,-1.795221806,-1.114796281,1
79,1057,-2.06666255,-1.211893916,1
79,1089,-1.637959361,-1.849061608,1
79,1121,-1.465015173,-2.067515373,1
79,1153,-1.494415164,-0.7446224689,1
79,1185,-1.367652535,-0.6230071187,1
79,1217,-2.31702137,-0.7846226692,1
79,1249,-2.041416883,-1.740089655,1
79,1281,-3.279581785,-2.822441578,1
79,1313,-4.757261276,-3.171821117,1
79,1345,-2.912520885,-2.472628593,1
79,1377,-1.332238197,-1.158057928,1
79,1409,-2.581966639,0.1186845303,1
79,1441,-3.01610589,0.7736678123,1
79,1473,-2.775161982,0.4726293087,1
79,1505,-2.624451876,1.171741128,1
79,1537,-2.4221735,2.778693914,1
79,1569,-2.830285788,0.8139932156,1
79,1601,-3.17708993,0.08475887775,1
79,1633,-2.926619768,1.024905682,1
79,1665,-2.723438978,0.6266061664,1
79,1697,-2.538270473,-0.007191240788,1
79,1729,-1.704834938,0.3940951824,1
79,1761,-0.9055738449,0.9271050692,1
79,1793,-0.4261276126,1.228115439,1
79,1825,0.3916460872,3.713605881,1
79,1857,-0.4999405742,3.597093105,1
79,1889,-1.279647589,1.066811562,1
79,1921,-0.8929140568,1.225172877,1
79,1953,-0.6138927937,1.532051206,1
79,1985,-0.06080031395,1.185928822,1
79,2017,-0.5966567993,-0.3044310808,1
111,33,0.2146371901,3.218485594,1
111,65,-0.4473338723,-2.637939453,1
111,97,0.9709662795,-4.018291473,1
111,129,1.871434689,-4.047004223,1
111,161,-0.5992577672,-2.624383211,1
111,193,-1.936378002,-2.368694305,1
111,225,-1.677342534,-0.2745677233,1
111,257,-2.183909416,-0.1708894968,1
111,289,-2.28903532,-1.119530797,1
111,321,-1.58507967,-1.984403849,1
111,353,-0.6469185352,-2.144651175,1
111,385,-1.712614655,-2.365454674,1
111,417,-1.971771955,-3.438143253,1
111,449,-1.839525461,-5.378492832,1
111,481,-1.619510651,-5.056804657,1
111,513,-2.367331982,-3.195413589,1
111,545,-2.665667772,-2.684195757,1
111,577,-0.3432639837,-1.80312562,1
111,609,-0.07669615746,-1.749310255,1
111,641,-1.226265311,-1.576198101,1
111,673,-1.706354141,-2.578292131,1
111,705,-1.507920504,-2.638093472,1
111,737,-1.893853188,-3.073947668,1
111,769,-2.226858616,-3.152365923,1
111,801,-2.095353603,-2.909148455,1
111,833,-3.031909943,-3.584743023,1
111,865,-3.664156199,-4.6793046,1
111,897,-3.940865517,-4.358830929,1
111,929,-4.249158859,-3.827608109,1
111,961,-2.323404551,-2.47755146,1
111,993,-1.178153038,-1.036402464,1
111,1025,-1.503535271,-0.4234933853,1
111,1057,-1.91491878,-0.2267805338,1
111,1089,-1.669173598,-1.985182166,1
111,1121,-1.7904073,-2.457587481,1
111,1153,-2.005655527,-1.070590734,1
111,1185,-2.168907404,-0.484863162,1
111,1217,-2.701331615,-0.3051422536,1
111,1249,-3.06457901,0.1720012426,1
111,1281,-2.634674311,-1.0981071,1
111,1313,-2.332649946,-2.151473999,1
111,1345,-1.656366587,-1.017164469,1
111,1377,-1.747730255,0.4619315863,1
111,1409,-4.393125534,1.36908114,1
111,1441,-5.18966198,2.161714554,1
111,1473,-3.565416098,1.667315602,1
111,1505,-3.296767235,2.068121433,1
111,1537,-3.375106812,2.42828989,1
111,1569,-3.074159861,1.48981142,1
111,1601,-3.119363785,1.341547251,1
111,1633,-3.923670292,1.956426144,1
111,1665,-3.093343019,1.271297574,1
111,1697,-1.107801318,0.5889322758,1
111,1729,-0.7153470516,1.35155499,1
111,1761,-0.4204435945,1.422677279,1
111,1793,-0.2907747626,1.155357957,1
111,1825,0.2309458256,2.082603455,1
111,1857,-0.9497255087,2.777609825,1
111,1889,-2.045434952,2.253288746,1
111,1921,-0.7479643822,1.637026668,1
111,1953,-0.4894906282,1.650709152,1
111,1985,-0.9648133516,1.630956888,1
111,2017,-0.2387121916,-1.101703644,1
143,33,-0.3374691904,2.488364935,1
143,65,-0.7660499215,-2.471794367,1
