PIVlab, ASCII chart output - 12-Oct-2024
FRAME: 3, filenames: A:[3]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi & B:[4]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
79,449,2.607261658,-3.218621731,1
79,481,3.994912148,-1.372386456,1
79,513,6.18928051,-1.902564049,1
79,545,6.922763824,-2.250241756,1
79,577,6.706766605,-4.532705784,1
79,609,6.759270191,-2.545661926,1
79,641,7.286679268,-4.658837795,1
79,673,7.673418045,-4.331848145,1
79,705,7.012125969,-4.687377453,1
79,737,9.515019417,-4.980141163,1
79,769,11.14890862,-5.512301922,1
79,801,8.862354279,13.94656181,1
79,833,8.55851841,-6.398091316,1
79,865,7.944776535,-8.659789085,1
79,897,9.110134125,-7.964393616,1
79,929,6.801763535,-7.883249283,1
79,961,8.780067444,-6.908736229,1
79,993,11.65351868,-6.204490662,1
79,1025,11.6499939,-1.616075754,1
79,1057,11.47736359,-1.096770287,1
79,1089,13.89321709,0.6198917627,1
79,1121,15.4213829,1.863280416,1
79,1153,17.04437637,1.095316172,1
79,1185,19.67829514,1.102407336,1
79,1217,20.08130646,1.419154882,1
79,1249,20.71883965,0.6225124002,1
79,1281,17.29325294,0.8623284101,1
79,1313,15.06861401,-0.4958387017,1
79,1345,13.60006714,0.1618469656,1
79,1377,13.57096195,2.10537672,1
79,1409,12.30526543,1.003262758,1
79,1441,22.97222519,17.56170082,1
79,1473,18.59524155,3.279802322,1
79,1505,18.28449631,4.813013077,1
79,1537,17.9037056,3.344823837,1
79,1569,17.03499413,1.202648163,1
79,1601,16.31072426,1.264079332,1
79,1633,16.66557121,2.02112937,1
79,1665,16.61164665,2.155680656,1
79,1697,17.04830933,2.889631271,1
79,1729,16.46966553,3.352651596,1
79,1761,14.6201582,5.261332512,1
79,1793,12.93582058,4.24590683,1
79,1825,11.76811218,2.377674818,1
79,1857,11.25220871,1.34126842,1
79,1889,11.80105019,0.5138455033,1
79,1921,12.89388466,0.07806378603,1
79,1953,13.66527367,-0.4693783224,1
79,1985,14.163311,-0.3263848424,1
79,2017,14.24069405,-1.226534963,1
111,33,2.959217548,3.003257751,1
111,65,0.2237856388,3.655091763,1
111,97,0.4352432489,1.731542468,1
111,129,0.9286192656,1.807311773,1
111,161,1.562165737,1.657590866,1
111,193,1.409291267,0.9551118612,1
111,225,0.5636216402,1.319034576,1
111,257,0.7804470062,0.7761192322,1
111,289,0.8841135502,1.207962751,1
111,321,1.264451146,1.191326618,1
111,353,1.772071958,0.8157656193,1
111,385,2.084316254,1.512020111,1
111,417,2.761505842,2.081288815,1
111,449,3.215396881,-2.377381325,1
111,481,5.912427902,0.4887215495,1
111,513,6.805397034,-0.2947605848,1
111,545,7.835651875,-1.043031454,1
111,577,8.372577667,-2.796230316,1
111,609,7.991693497,-3.480596066,1
111,641,8.205151558,-4.601753235,1
111,673,8.382144928,-5.548330784,1
111,705,10.20830631,-5.634020329,1
111,737,11.91846561,-6.37761879,1
111,769,12.37409115,-8.631484985,1
111,801,12.42274666,-7.939584732,1
111,833,10.770751,-5.515402317,1
111,865,10.32930565,-4.066931725,1
111,897,10.99215221,-8.667545319,1
111,929,13.06463051,-7.726102829,1
111,961,13.27275276,-4.657209396,1
111,993,16.03014755,-6.327532768,1
111,1025,18.56795502,-3.844709873,1
111,1057,17.39000702,-3.014304161,1
111,1089,17.37618828,1.416196108,1
111,1121,18.30253029,1.517454624,1
111,1153,19.09274292,-1.219464779,1
111,1185,19.56950378,-0.6316906214,1
111,1217,17.46645927,-0.5884896517,1
111,1249,16.44308281,-0.7844581604,1
111,1281,18.99789619,-1.87209177,1
111,1313,18.36249542,-1.105585814,1
111,1345,17.09322166,0.6656654477,1
111,1377,15.46439743,1.200622916,1
111,1409,14.97631073,1.459066868,1
111,1441,15.61397743,2.087476015,1
111,1473,16.21690369,2.420105696,1
111,1505,17.80446625,2.534124136,1
111,1537,18.27607727,1.601587296,1
111,1569,18.49967575,0.959436655,1
111,1601,18.2163372,0.3530102968,1
111,1633,18.44378471,0.9577257633,1
111,1665,17.26353455,1.752704501,1
111,1697,16.14431953,2.481747627,1
111,1729,14.57153034,3.250968218,1
111,1761,12.18838978,4.659969807,1
111,1793,10.44985199,3.550361872,1
111,1825,10.87831879,1.947276831,1
111,1857,10.22843552,1.524582744,1
111,1889,11.45665264,1.530227542,1
111,1921,12.1447649,0.697532177,1
111,1953,12.01721191,0.1537920237,1
111,1985,11.85139561,-0.03734259307,1
111,2017,10.72857571,-1.423484325,1
143,33,-2.605146408,3.932548523,1
143,65,-2.962862492,4.706132412,1
143,97,-1.394965172,0.7018454075,1
143,129,-1.525526047,0.3001109958,1
143,161,-1.488932371,0.4751597047,1
143,193,-1.300164223,1.020809531,1
143,225,-1.803464651,0.4987814426,1
143,257,-0.5258976221,0.2782043219,1
143,289,-0.02863752842,0.4243217111,1
143,321,1.026784897,0.7235535383,1
143,353,4.170603752,2.130683899,1
143,385,4.900671959,2.790496588,1
143,417,5.58899498,2.052732468,1
143,449,7.089696407,1.935979724,1
143,481,8.294403076,1.625205755,1
143,513,8.092624664,1.05132556,1
143,545,8.360845566,-0.114492178,1
143,577,8.603746414,-1.857890844,1
143,609,9.14658165,-3.539194107,1
143,641,9.687644005,-4.570694923,1
143,673,10.19023228,-5.639231682,1
143,705,11.72274876,-6.444976807,1
143,737,12.91358185,-7.164029121,1
143,769,14.0607338,-8.649010658,1
143,801,14.65673542,-8.785990715,1
143,833,14.65593624,-5.506041527,1
143,865,11.5735817,-4.004956245,1
143,897,13.1987381,-4.040859699,1
143,929,14.8273735,-4.577574253,1
143,961,16.37268448,-4.183056355,1
143,993,19.47579575,-5.494654655,1
143,1025,20.85311127,-3.319834709,1
143,1057,20.49315071,-0.7254782915,1
143,1089,18.85552406,1.155235767,1
143,1121,19.51028252,0.665561676,1
143,1153,20.67438698,-0.5859545469,1
143,1185,20.80319214,-1.318654418,1
143,1217,20.90333366,-2.003877401,1
143,1249,17.86723137,-1.457572341,1
143,1281,18.30534172,-1.049319744,1
143,1313,19.05747414,-0.4216173887,1
143,1345,18.74329376,0.741496563,1
143,1377,18.30745316,1.274780989,1
143,1409,19.19902802,1.681675911,1
143,1441,18.46780014,1.971640348,1
143,1473,17.32818985,1.584671378,1
143,1505,19.03266335,0.5783784389,1
143,1537,19.58086967,0.7031247616,1
143,1569,19.2496109,0.7805610895,1
143,1601,18.76836586,-0.4381251335,1
143,1633,18.34877014,-0.5453238487,1
143,1665,17.67640495,0.7977619767,1
143,1697,16.14056587,1.583131671,1
143,1729,14.21781349,2.147969723,1
143,1761,10.81809139,2.434760809,1
143,1793,10.65660381,2.496557713,1
143,1825,10.94717884,2.100120783,1
143,1857,10.42715454,2.126026154,1
143,1889,11.26271725,2.182878971,1
143,1921,11.07600975,0.7501153946,1
143,1953,10.76452637,0.3712507188,1
143,1985,10.80319023,0.6504110098,1
143,2017,9.295646667,-0.5623933077,1
175,33,-8.442338943,4.754930973,1
175,65,-4.712887764,5.114151955,1
175,97,-3.19528389,0.488787204,1
175,129,-2.938266039,-0.4355658889,1
175,161,-3.251353502,-0.01176021993,1
175,193,-3.591316462,0.2834072709,1
175,225,-4.126517773,0.3183480203,1
175,257,-2.280664921,-0.1353655159,1
175,289,-1.206305027,0.3693835735,1
175,321,-0.7174643874,1.195503831,1
175,353,1.263105631,2.358870506,1
175,385,2.896114111,3.388342142,1
175,417,4.158743858,1.793909907,1
175,449,5.932021141,1.510633945,1
175,481,8.455896378,2.403025389,1
175,513,8.333639145,2.493876934,1
175,545,7.707357407,0.6331673861,1
175,577,9.09349823,-1.098679066,1
175,609,11.15533543,-2.599450111,1
175,641,10.6270237,-4.117584705,1
175,673,10.88989162,-5.509691715,1
175,705,11.72279263,-6.597949505,1
175,737,12.31721973,-7.231833935,1
175,769,14.40115452,-7.565612793,1
175,801,16.77678871,-6.758744717,1
175,833,16.16095734,-5.512594223,1
175,865,15.82588959,-3.256753445,1
175,897,16.67381668,-3.197565317,1
175,929,18.21947861,-3.722448349,1
175,961,19.70650101,-3.951464415,1
175,993,21.76943016,-5.123969078,1
175,1025,22.23629189,-4.541057587,1
175,1057,22.90613365,-2.716905594,1
175,1089,22.51099777,-1.761935949,1
175,1121,19.02126694,0.5489797592,1
175,1153,36.48014832,12.73600674,1
175,1185,22.05260849,-2.838195562,1
175,1217,22.5121479,-3.271105766,1
175,1249,21.96935844,-2.639861345,1
175,1281,20.09529686,-0.4812502861,1
175,1313,20.62004852,0.9284440875,1
175,1345,20.59048843,1.199858665,1
175,1377,20.47160339,2.339839935,1
175,1409,20.32237816,2.936238289,1
175,1441,19.89719772,1.753622174,1
175,1473,20.91583252,1.390703559,1
175,1505,21.43860435,1.537307501,1
175,1537,19.77290726,0.1768562645,1
175,1569,19.13406372,-1.237560272,1
175,1601,8.719758987,-17.53593063,1
175,1633,17.5837059,-3.860879421,1
175,1665,18.6254425,-0.6027933955,1
175,1697,17.92833519,-0.5417245626,1
175,1729,16.23781204,0.7010374665,1
175,1761,15.96467209,1.313148141,1
175,1793,12.99684715,1.309108377,1
175,1825,11.39742184,1.140627384,1
175,1857,11.04048061,1.299305081,1
175,1889,9.424946785,0.391530633,1
175,1921,9.484199524,-0.1744369268,1
175,1953,10.06726742,-0.4645856619,1
175,1985,10.00500584,-0.2802128196,1
175,2017,8.658721924,-0.161747694,1
207,33,-24.17271423,5.600565434,1
207,65,-5.692800999,4.525079727,1
207,97,-4.879634857,0.9878094196,1
207,129,-4.99778223,-0.09511032701,1
207,161,-4.869342804,0.09719604254,1
207,193,-5.452550888,0.2781473398,1
207,225,-3.990481853,0.7598997951,1
207,257,-2.675704479,0.0821941793,1
207,289,-1.6539464,0.1498277187,1
207,321,-0.5722042322,1.212270379,1
207,353,0.6862668991,2.745639801,1
207,385,2.346848726,2.777525663,1
207,417,4.212598324,2.096770287,1
207,449,6.389855385,2.592994928,1
207,481,8.287110329,2.580836058,1
207,513,7.487895012,3.199038029,1
207,545,7.65378952,1.376089334,1
207,577,9.128312111,-0.1657105684,1
207,609,11.20947456,-1.072337866,1
207,641,10.98191643,-3.077916622,1
207,673,11.6947422,-5.108411789,1
207,705,11.53584385,-5.985290527,1
207,737,11.35375786,-6.914681435,1
207,769,13.5710516,-6.49119091,1
207,801,15.90322018,-6.054362774,1
207,833,17.30110931,-5.434539318,1
207,865,18.17655373,-4.084191322,1
207,897,19.32511902,-3.577885151,1
207,929,20.65634346,-3.10136199,1
207,961,22.13000679,-3.605902672,1
207,993,24.24448395,-3.968351364,1
207,1025,25.24093819,-4.84305191,1
207,1057,25.21446609,-3.184228897,1
207,1089,25.15115929,-2.329857349,1
207,1121,27.34995651,17.3407383,1
207,1153,20.77854538,-1.383744717,1
207,1185,22.03653526,-4.258891106,1
207,1217,24.01399803,-4.636247635,1
207,1249,24.49576759,-2.835060358,1
207,1281,24.33615875,-0.376057446,1
207,1313,22.3333931,0.629565835,1
207,1345,21.77190781,2.133180141,1
207,1377,21.62137604,2.333936214,1
207,1409,21.36297607,3.028746367,1
207,1441,21.01571274,1.337146163,1
207,1473,21.51518631,0.66891855,1
207,1505,21.92712593,0.6323559284,1
207,1537,19.80687332,-1.033900142,1
207,1569,18.67626381,-3.296070576,1
207,1601,18.77356911,-1.901667237,1
207,1633,19.94965744,-2.152274609,1
207,1665,18.55963707,-1.904459476,1
207,1697,18.20146561,-2.054863453,1
207,1729,16.88203049,-0.4281569719,1
207,1761,14.15373039,1.60722971,1
207,1793,12.92877483,1.566298723,1
207,1825,11.34252739,1.577478766,1
207,1857,10.2509594,1.216664553,1
207,1889,9.791967392,0.2614721656,1
207,1921,8.490316391,-2.93016386,1
207,1953,8.616242409,-3.173368216,1
207,1985,9.708593369,-1.03148365,1
207,2017,9.621047974,0.0451540947,1
239,33,-7.124119759,8.387939453,1
239,65,-6.741492271,6.19650507,1
239,97,-6.228350163,2.305779457,1
239,129,-6.778255463,0.5853778124,1
239,161,-7.320088387,0.9783360958,1
239,193,-5.923832893,0.9476037025,1
239,225,-4.551168919,0.9258557558,1
239,257,-3.919270515,0.4754878283,1
239,289,-1.861367702,0.5003367066,1
239,321,-0.2446585596,1.310064197,1
239,353,1.253686666,1.777449012,1
239,385,2.392072439,1.912902474,1
239,417,3.73213625,1.900805712,1
239,449,6.039028645,2.62173605,1
239,481,7.328669548,2.781481981,1
239,513,7.172965527,2.459298134,1
239,545,7.226090908,0.5437757969,1
239,577,7.393293381,0.3073931038,1
239,609,9.638361931,0.2221746445,1
239,641,10.9693594,-1.329479218,1
239,673,11.75781345,-3.156739473,1
239,705,11.28754807,-4.466431141,1
239,737,10.8285408,-4.622689247,1
239,769,13.17499733,-5.272945404,1
239,801,16.10636711,-5.352057457,1
239,833,17.60194397,-4.670189857,1
239,865,19.12652397,-4.027253151,1
239,897,21.00670815,-3.948512793,1
239,929,22.60988045,-3.071651459,1
239,961,24.06674767,-3.899709702,1
239,993,25.48676109,-4.07902813,1
239,1025,26.41763115,-4.426139832,1
239,1057,27.21698952,-2.726025343,1
239,1089,27.60942459,-1.914449692,1
239,1121,27.87122726,-2.421357632,1
239,1153,26.44616127,-2.163344145,1
239,1185,26.03583908,-4.716675758,1
239,1217,25.58952522,-6.93901062,1
239,1249,26.31964493,-3.297175169,1
239,1281,26.66184807,-0.6063849926,1
239,1313,24.04733467,0.3672673106,1
239,1345,23.35108185,1.593324423,1
239,1377,23.26559448,2.062518597,1
239,1409,24.57779503,3.578512907,1
239,1441,23.49043655,0.2893866897,1
239,1473,23.3403244,-0.8905971646,1
239,1505,23.12365723,-1.756280184,1
239,1537,21.2230835,-2.116912127,1
239,1569,17.13893318,-2.323083162,1
239,1601,18.4091568,-1.2876091,1
239,1633,18.27160454,-2.106577158,1
239,1665,17.63039207,-2.499682903,1
239,1697,16.95795631,-2.449980021,1
239,1729,15.65456676,-1.392403841,1
239,1761,13.27095985,-0.8225182295,1
239,1793,12.2694912,-0.5964565277,1
239,1825,12.47407913,1.150027752,1
239,1857,10.6823988,-0.2339263558,1
239,1889,8.775590897,-0.6589469314,1
239,1921,7.642849922,-1.690222621,1
239,1953,8.268075943,-2.921852589,1
239,1985,9.273827553,-0.9852671027,1
239,2017,9.984912872,-0.5745444894,1
271,33,-8.190556526,7.378659725,1
271,65,-7.776189804,7.865815639,1
271,97,-8.191143036,3.906463623,1
271,129,-9.374015808,2.266506195,1
271,161,-8.942760468,2.069228888,1
271,193,-6.622394085,1.551294088,1
271,225,-5.031258106,0.9074923992,1
271,257,-4.042396069,0.5114845037,1
271,289,-2.165921211,0.9776809216,1
271,321,-0.2939755321,1.208926558,1
271,353,1.000111103,-0.2557119131,1
271,385,1.833194017,0.1106009483,1
271,417,2.924613237,1.952518582,1
271,449,4.227083683,3.262260675,1
271,481,5.082033157,2.797176123,1
271,513,7.026857376,2.208358765,1
271,545,7.918663025,0.492743969,1
271,577,7.453736305,0.1818861365,1
271,609,9.009801865,0.5858405828,1
271,641,10.19953156,-0.004917263985,1
271,673,10.43800259,-1.216569662,1
271,705,10.4214325,-2.488548279,1
271,737,11.10910416,-1.782280922,1
271,769,13.49645042,-3.202881336,1
271,801,15.75481033,-3.302175999,1
271,833,16.92215347,-3.260080576,1
271,865,18.74734688,-3.077913761,1
271,897,22.51846313,-2.721812725,1
271,929,25.15592575,-2.362772942,1
271,961,24.60358429,-4.162281513,1
271,993,25.56965446,-4.376515388,1
271,1025,27.05885506,-4.108922482,1
271,1057,28.7532959,-2.433823824,1
271,1089,29.84975624,-1.887980938,1
271,1121,30.06928062,-3.07135129,1
271,1153,28.08406448,-3.796411514,1
271,1185,27.11530876,-4.847892284,1
271,1217,26.58850098,-5.829734325,1
271,1249,27.06575203,-3.516042233,1
271,1281,28.64967728,-1.252653837,1
271,1313,26.46944809,-0.6704570055,1
271,1345,25.46117973,-0.56125319,1
271,1377,25.94078445,0.6444314718,1
271,1409,27.36014938,2.43360877,1
271,1441,27.75093269,-1.569382191,1
271,1473,26.49734116,-3.862165451,1
271,1505,25.28466034,-4.24680233,1
271,1537,23.73002243,-3.947478771,1
271,1569,20.91153717,-2.669902802,1
271,1601,18.42199898,-1.71542263,1
271,1633,17.28168869,-2.008479357,1
271,1665,16.681036,-2.663215876,1
271,1697,15.5339632,-2.469067335,1
271,1729,13.88258839,-2.352394104,1
271,1761,12.5011425,-2.020611286,1
271,1793,12.4942131,-2.702855825,1
271,1825,10.8406086,-1.480739236,1
271,1857,9.408079147,-1.284320831,1
271,1889,8.2933321,-1.136660814,1
271,1921,7.904961586,-0.5727771521,1
271,1953,8.181358337,0.01198911667,1
271,1985,8.702179909,-0.3967641294,1
271,2017,9.385908127,-1.455548048,1
303,33,-11.00947189,7.626654625,1
303,65,-10.12938881,6.718433857,1
303,97,-8.672016144,5.780678272,1
303,129,-8.504157066,4.759198666,1
303,161,-8.172668457,3.729831696,1
303,193,-6.223675251,3.232391834,1
303,225,-4.967640877,2.450505733,1
303,257,-4.208102226,0.7168883085,1
303,289,-3.250459433,0.4596118927,1
303,321,-2.370005369,1.279320717,1
303,353,-0.6100408435,-0.4603595734,1
303,385,2.136726141,0.01674807072,1
303,417,3.755808592,1.540828109,1
303,449,4.075432777,3.041299105,1
303,481,4.275531769,2.625784874,1
303,513,6.424968243,2.213772058,1
303,545,7.523007393,1.046412349,1
303,577,8.268927574,0.410343647,1
303,609,9.072256088,0.6305111647,1
303,641,9.661851883,0.5941166878,1
303,673,10.73121834,0.2066282034,1
303,705,11.89037704,-0.8185468316,1
303,737,13.28034687,-1.429570913,1
303,769,15.08437538,-1.70847249,1
303,801,16.19010735,-2.196087122,1
303,833,16.09844398,-2.930092335,1
303,865,19.16257858,-1.833007097,1
303,897,22.35448074,-0.9823416471,1
303,929,23.85697556,-1.496365786,1
303,961,24.7189827,-2.952440977,1
303,993,25.63074112,-3.199360609,1
303,1025,28.11858559,-3.047698021,1
303,1057,29.89202309,-2.105399132,1
303,1089,31.02914619,-2.045803785,1
303,1121,31.80192757,-3.11872983,1
303,1153,30.24634552,-5.53710413,1
303,1185,29.47004318,-4.811737537,1
303,1217,28.96238136,-4.846070766,1
303,1249,28.50650787,-4.29594183,1
303,1281,31.88833809,-3.543133497,1
303,1313,28.97782898,-2.216759682,1
303,1345,28.75745964,-3.692007065,1
303,1377,29.19928169,-1.567689061,1
303,1409,30.66463661,-0.4840236902,1
303,1441,32.11513519,-0.6562662125,1
303,1473,28.89964676,-5.757455349,1
303,1505,27.50305367,-6.55131197,1
303,1537,25.71270561,-5.22387886,1
303,1569,22.88272858,-3.225288391,1
303,1601,21.48176193,-4.841120243,1
303,1633,19.02257156,-3.823133945,1
303,1665,15.97455788,-3.238352776,1
303,1697,14.52106953,-3.58910203,1
303,1729,12.63180256,-3.472597599,1
303,1761,11.79430962,-2.208840847,1
303,1793,11.43262863,-1.443232059,1
303,1825,9.775717735,-1.884390593,1
303,1857,8.354524612,-2.103649378,1
303,1889,8.738229752,-0.8045948744,1
303,1921,7.836759567,0.6006698608,1
303,1953,7.859191895,1.366065025,1
303,1985,8.261551857,1.260395765,1
303,2017,8.11841011,-1.118133664,1
335,33,-11.25905037,8.150080681,1
335,65,-10.49977875,7.320031166,1
335,97,-9.262636185,6.592662811,1
335,129,-8.770410538,6.329180717,1
335,161,-7.587518692,5.384497643,1
335,193,-4.881542206,6.321523666,1
335,225,-5.221773148,5.296020508,1
335,257,-4.862957954,2.316627502,1
335,289,-4.300222874,1.134793043,1
335,321,-5.646743774,1.31103003,1
335,353,-3.569672585,1.446017385,1
335,385,0.06090021133,1.013323069,1
335,417,0.642619133,0.01796233654,1
335,449,1.235527396,-0.2776978016,1
335,481,2.919993401,2.790993214,1
335,513,4.461892128,3.124461174,1
335,545,6.17411232,1.754091978,1
335,577,7.288471699,1.308094382,1
335,609,8.492079735,0.2433837652,1
335,641,9.758332253,0.4018811584,1
335,673,10.69500446,0.7701657414,1
335,705,11.57566071,1.398519397,1
335,737,13.50706387,-0.649687767,1
335,769,15.32137489,-0.7795097828,1
335,801,16.5919838,-1.649382949,1
335,833,17.15871811,-2.697031975,1
335,865,18.92455292,-0.3793667555,1
335,897,24.34130287,0.521589756,1
335,929,25.0427742,0.0643029213,1
335,961,25.63161469,-0.8479344845,1
335,993,26.99772644,-1.129287243,1
335,1025,29.28058434,-1.672516584,1
335,1057,31.36278343,-2.092349291,1
335,1089,33.49732208,-2.518571138,1
335,1121,35.22525787,-3.331838608,1
335,1153,34.00143814,-7.446009636,1
335,1185,34.15201569,-4.638468266,1
335,1217,32.29632568,-5.175239086,1
335,1249,30.20536232,-5.780002594,1
335,1281,28.61249924,-4.369494438,1
335,1313,29.97757721,-4.215568542,1
335,1345,29.86917114,-4.127118587,1
335,1377,32.61086273,-2.929042101,1
335,1409,32.91041565,-1.988202095,1
335,1441,32.64670944,-1.217629433,1
335,1473,30.47473907,-5.541853905,1
335,1505,28.62656021,-6.214021683,1
335,1537,27.116642,-6.086217403,1
335,1569,26.75612259,-7.066833496,1
335,1601,24.17235756,-7.216448784,1
335,1633,19.97801018,-5.752042294,1
335,1665,16.00026131,-5.098416328,1
335,1697,14.82306957,-4.181246281,1
335,1729,13.85733795,-5.538329601,1
335,1761,12.43592072,-2.728948116,1
335,1793,11.30963516,-1.194526076,1
335,1825,10.65483761,-1.368730068,1
335,1857,10.67060375,-3.565505981,1
335,1889,10.29455853,-0.6512950659,1
335,1921,9.606519699,1.168207169,1
335,1953,4.13454628,4.594943047,1
335,1985,6.324604988,5.428571701,1
335,2017,5.173989296,0.4345664978,1
367,33,-11.80786228,7.414792061,1
367,65,-11.21733665,7.406807423,1
367,97,-10.14676189,7.183526039,1
367,129,-9.300042152,6.732620239,1
367,161,-7.984354973,6.085595608,1
367,193,-5.737980843,5.763640404,1
367,225,-5.377463341,5.673568249,1
367,257,-5.729011059,3.764864922,1
367,289,-5.384031773,2.25001812,1
367,321,-4.762784004,2.636594534,1
367,353,-4.031352997,2.564992189,1
367,385,-2.492131472,1.354666352,1
367,417,-1.164455891,0.04718065262,1
367,449,0.6371874809,0.5066890717,1
367,481,1.838332176,3.581306458,1
367,513,2.616528988,4.10548687,1
367,545,4.571962357,2.068857431,1
367,577,6.036981583,1.434296608,1
367,609,6.186317444,-0.1932474375,1
367,641,8.402319908,-0.5307357907,1
367,673,9.900317192,0.9180526137,1
367,705,11.68847179,1.66355145,1
367,737,13.63151836,0.1013778448,1
367,769,15.29656506,-0.5532337427,1
367,801,16.26936913,-1.361049056,1
367,833,17.892416,-2.205068827,1
367,865,20.87811661,0.5697007775,1
367,897,24.72418976,2.054118633,1
367,929,26.02516556,2.029738426,1
367,961,26.00943184,1.2958951,1
367,993,26.93061066,0.614626646,1
367,1025,28.82871819,-0.713211894,1
367,1057,30.66967201,-1.174561024,1
367,1089,34.04421616,-2.095293999,1
367,1121,35.36250687,-3.011169434,1
367,1153,34.36065292,-8.047193527,1
367,1185,33.6791954,-4.298910618,1
367,1217,33.78136063,-5.942644119,1
367,1249,33.01119614,-6.620705605,1
367,1281,32.2375145,-6.487812519,1
367,1313,32.4616394,-6.148548126,1
367,1345,32.09711456,-4.770980835,1
367,1377,32.88509369,-3.220049381,1
367,1409,33.60141373,-4.24317646,1
367,1441,33.43606567,-4.039906979,1
367,1473,30.51614571,-6.762724876,1
367,1505,28.63133621,-7.553751945,1
367,1537,29.14865112,-8.332904816,1
367,1569,28.12182808,-8.613327026,1
367,1601,25.70035744,-9.038566589,1
367,1633,26.1693821,-11.07073784,1
367,1665,23.52529716,-9.935035706,1
367,1697,16.70170212,-4.814815521,1
367,1729,14.94298649,-6.199386597,1
367,1761,15.69723129,-3.7425313,1
367,1793,14.86760235,-1.975215912,1
367,1825,12.06565666,-0.9243729115,1
367,1857,11.59728336,-1.041990876,1
367,1889,11.32887554,-0.3552381396,1
367,1921,11.38800335,-1.537836552,1
367,1953,15.96270943,11.17712879,1
367,1985,7.720594406,8.262917519,1
367,2017,-0.1890244484,-0.01250576973,1
399,33,-11.67485619,5.969871044,1
399,65,-11.52716064,7.289058685,1
399,97,-11.37035084,7.369127274,1
399,129,-9.985996246,6.952045441,1
399,161,-8.766041756,6.130177498,1
399,193,-7.011761665,5.935127735,1
399,225,-6.504026413,5.728012562,1
399,257,-6.570517063,4.080871582,1
399,289,-6.106352329,2.168212175,1
399,321,-5.314126968,2.821263313,1
399,353,-4.613978863,2.919918537,1
399,385,-2.995081902,2.05916667,1
399,417,-1.54111743,1.934453726,1
