PIVlab, ASCII chart output - 12-Oct-2024
FRAME: 37, filenames: A:[37]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi & B:[38]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-26.57757187,14.98878288,1
47,65,-5.242987633,-5.845493317,1
47,97,-3.819274902,-4.030039787,1
47,129,-4.962349892,-3.826694489,1
47,161,-4.684856892,-4.47912693,1
47,193,-5.166978836,-4.099217892,1
47,225,-4.76618576,-4.649583817,1
47,257,-3.228770018,-4.629225254,1
47,289,-4.000785828,-4.348080635,1
47,321,-3.936902761,-4.478433132,1
47,353,-3.370782375,-3.395772696,1
47,385,-5.214842796,-3.899148941,1
47,417,-5.89833498,-5.552871227,1
47,449,-5.698417664,-6.530418396,1
47,481,-5.323495388,-5.408733368,1
47,513,-4.182333469,-3.750367165,1
47,545,-4.749595165,-4.326379299,1
47,577,-4.999238491,-4.556102753,1
47,609,-5.361822605,-4.604146957,1
47,641,-5.620969772,-3.615729332,1
47,673,-5.423982143,-3.980847359,1
47,705,-5.753087997,-4.362406731,1
47,737,-6.003407955,-4.964133263,1
47,769,-5.898742676,-7.102766037,1
47,801,-6.775959492,-8.032424927,1
47,833,-6.20456028,-6.803478241,1
47,865,-6.112461567,-4.660311699,1
47,897,-6.886566162,-2.713072777,1
47,929,-7.715343475,-3.271934986,1
47,961,-7.42813158,-3.809506416,1
47,993,-5.792728424,-2.223835945,1
47,1025,-8.327098846,-3.243451118,1
47,1057,-15.18371773,-21.5510273,1
47,1089,-7.410359859,-2.408124924,1
47,1121,-7.414476395,-3.270726204,1
47,1153,-6.873133659,-4.151378155,1
47,1185,-6.713554859,-4.876635551,1
47,1217,-5.98014164,-4.600857735,1
47,1249,-4.049184322,-2.864876509,1
47,1281,-4.387431622,-1.177217007,1
47,1313,-4.932934761,0.1675820351,1
47,1345,-4.335701466,0.1304634511,1
47,1377,-4.181005478,-1.244148731,1
47,1409,-3.075736046,-1.081717253,1
47,1441,-2.928552389,-0.9208482504,1
47,1473,-3.674935818,-0.5041183233,1
47,1505,-4.826228142,-0.3070476055,1
47,1537,-4.337314606,0.07389518619,1
47,1569,-3.403662205,0.5351426601,1
47,1601,-2.928347826,1.364874005,1
47,1633,-2.52615881,1.089545369,1
47,1665,-2.277884483,0.1803950071,1
47,1697,-2.549112082,0.07041120529,1
47,1729,-2.929676056,0.9907357693,1
47,1761,-3.652582645,-0.124311924,1
47,1793,-4.100656509,1.007768154,1
47,1825,-3.626218081,1.770370007,1
47,1857,-2.623330832,2.79390502,1
47,1889,-2.180315733,2.146844625,1
47,1921,-1.867454529,4.002173901,1
47,1953,-1.107661009,4.432632446,1
47,1985,-1.433066607,2.738711596,1
47,2017,-2.655635834,-9.192546844,1
79,33,-10.44111156,7.53057909,1
79,65,-4.229986191,-3.289452314,1
79,97,-4.423010826,-6.631261826,1
79,129,-4.534281731,-5.493144035,1
79,161,-4.543708801,-4.5788517,1
79,193,-4.471204758,-2.871393681,1
79,225,-4.970006943,-4.716685295,1
79,257,-4.762093544,-5.332260609,1
79,289,-4.429118156,-5.199379444,1
79,321,-3.328865528,-5.251093864,1
79,353,-4.460984707,-2.546703815,1
