PIVlab, ASCII chart output - 12-Oct-2024
FRAME: 24, filenames: A:[24]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi & B:[25]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-6.469434738,3.036064625,1
47,65,-3.912335873,-2.188836336,1
47,97,-4.700796127,-3.698544025,1
47,129,-4.727962971,-4.848824501,1
47,161,-5.143220425,-6.470076561,1
47,193,-5.630867004,-7.225738525,1
47,225,-4.853133202,-5.24347496,1
47,257,-4.768435478,-2.605228662,1
47,289,-6.112660408,-0.848433733,1
47,321,-6.44447279,-0.65058887,1
47,353,-5.614836693,-2.203040838,1
47,385,-5.485215187,-4.755228043,1
47,417,-6.287763596,-4.944159031,1
47,449,-7.719494343,-4.875120163,1
47,481,-5.633856773,-5.353576183,1
47,513,-5.519020081,-5.300021172,1
47,545,-6.392638683,-5.261349201,1
47,577,-5.351663113,-4.027065754,1
47,609,-5.27771759,-2.587872267,1
47,641,-6.016349792,-2.3616786,1
47,673,-6.71352005,-3.216560125,1
47,705,-7.367331982,-3.29376936,1
47,737,-8.037036896,-2.177634716,1
47,769,-7.152385712,-1.702678204,1
47,801,-7.805070877,-0.7557830811,1
47,833,-8.845491409,-2.339729548,1
47,865,-8.387536049,-2.645433426,1
47,897,-8.49720192,-1.620085597,1
47,929,-7.88001585,-1.089140892,1
47,961,-6.653728485,-0.1590543389,1
47,993,-7.061831474,0.835067153,1
47,1025,-10.30959511,-14.32239151,1
47,1057,-8.795923233,1.181483626,1
47,1089,-9.986720085,0.007217347622,1
47,1121,-10.17960453,-1.015726566,1
47,1153,-8.421134949,-2.299170494,1
47,1185,-7.86665535,-1.900488734,1
47,1217,-7.364106178,-0.9705991745,1
47,1249,-6.817502975,1.023800135,1
47,1281,-6.437600136,-0.5473958254,1
47,1313,-6.992180347,-1.628232241,1
47,1345,-6.830914497,-1.788578749,1
47,1377,-6.032826424,-1.442368507,1
47,1409,-4.834460258,0.8126095533,1
47,1441,-4.743286133,1.572078228,1
47,1473,-5.150976658,2.857522964,1
47,1505,-5.503110886,2.418207169,1
47,1537,-5.480708122,1.588980198,1
47,1569,-5.346550941,1.787937284,1
47,1601,-4.935386181,1.688938618,1
47,1633,-4.371522903,1.640204906,1
47,1665,-3.245131969,1.745453596,1
47,1697,-3.269041538,2.409804583,1
47,1729,-2.977868795,2.466623068,1
47,1761,-2.659440279,1.349166036,1
47,1793,-2.382685423,0.3015751243,1
47,1825,-1.992737532,-0.108117342,1
47,1857,0.08248567581,-1.005236626,1
47,1889,-1.117997766,-2.315093994,1
47,1921,-3.852236748,-3.873480558,1
47,1953,-5.492676735,-3.267622709,1
47,1985,-5.770263672,-1.431551456,1
47,2017,-4.861732483,0.02564144135,1
79,33,-5.357755184,1.997973442,1
79,65,-4.179344654,-2.984454393,1
79,97,-4.172215939,-3.022024155,1
79,129,-4.612911224,-4.353108406,1
79,161,-4.944774628,-5.639431953,1
79,193,-5.920814037,-6.122654915,1
79,225,-6.090984821,-5.72975111,1
79,257,-5.866161346,-3.381569386,1
79,289,-6.035381794,-2.371834755,1
79,321,-6.167318821,-1.888026714,1
79,353,-6.153179646,-2.352410078,1
79,385,-6.377981186,-3.766957045,1
79,417,-6.165324211,-4.200100422,1
79,449,-6.476775646,-4.864603043,1
79,481,-6.994656563,-4.564782143,1
79,513,-6.785332203,-3.014817238,1
79,545,-7.237502575,-5.034000397,1
79,577,-6.866196632,-4.467180729,1
79,609,-6.906573296,-2.686315775,1
79,641,-6.704782486,-1.893451214,1
79,673,-7.232912064,-2.227315187,1
79,705,-8.744324684,-1.948090076,1
79,737,-9.056816101,-1.166993141,1
79,769,-7.75937748,-1.22962141,1
79,801,-8.029677391,-0.4320216179,1
79,833,-8.664610863,-2.218646526,1
79,865,-8.356645584,-2.277364016,1
79,897,-8.333974838,-1.248081803,1
79,929,-8.432872772,-1.251055717,1
79,961,-8.005439758,-1.0875386,1
79,993,-7.645854473,0.1758768559,1
79,1025,-8.268205643,0.6800204515,1
79,1057,-8.837804794,0.9547135234,1
79,1089,-9.216540337,-0.1569050252,1
79,1121,-9.066077232,-0.867139101,1
79,1153,-7.962186813,-1.717701077,1
79,1185,-5.824902058,-2.416808844,1
79,1217,-4.718231678,-1.913471341,1
79,1249,-6.671491146,-20.73827362,1
79,1281,-6.517460346,-1.408336043,1
79,1313,-6.391417503,-1.445318103,1
79,1345,-6.260281563,-0.5722208023,1
79,1377,-4.996535301,0.7469431162,1
79,1409,-5.227068901,1.440770745,1
79,1441,-5.381554604,1.443676114,1
79,1473,-6.011152267,2.476406574,1
79,1505,-6.05437994,2.942798138,1
79,1537,-6.792451382,2.687960625,1
79,1569,-5.459928036,2.929149389,1
79,1601,-4.385134697,2.323432446,1
79,1633,-3.794992447,1.32243371,1
79,1665,-2.738989592,0.2805776596,1
79,1697,-2.604131222,0.7029422522,1
79,1729,-3.358186722,1.58387351,1
79,1761,-3.434925318,1.233011961,1
79,1793,-3.133920431,0.4950788021,1
79,1825,-2.526875973,0.3993943632,1
79,1857,-1.925890326,-0.1198522151,1
79,1889,-2.203829765,-0.6506085992,1
79,1921,-3.173904419,-1.483517408,1
79,1953,-4.215457916,-1.540678978,1
79,1985,-5.287226677,-0.7591812015,1
79,2017,-5.15742445,-0.8865344524,1
111,33,-4.90396595,0.7846012115,1
111,65,-4.521089077,-3.713257313,1
111,97,-4.71495676,-3.065147161,1
111,129,-5.238712788,-3.962444782,1
111,161,-5.544041634,-5.275924206,1
111,193,-5.718049049,-5.799430847,1
111,225,-6.120849133,-6.440598011,1
111,257,-6.694747448,-4.972911835,1
111,289,-6.514286518,-3.999580383,1
111,321,-6.320880413,-3.534579039,1
111,353,-6.155138016,-3.567801476,1
111,385,-6.420416832,-3.770689011,1
111,417,-7.606673241,-4.102196693,1
111,449,-7.485613823,-4.015420914,1
111,481,-6.230009556,-4.140928268,1
111,513,-7.077209473,-3.365317345,1
111,545,-8.562244415,-3.634124041,1
111,577,-8.079242706,-3.42325139,1
111,609,-7.47821188,-2.501290321,1
111,641,-7.28865099,-2.166011572,1
111,673,-7.771858692,-2.239043713,1
111,705,-9.200803757,-2.420532942,1
111,737,-9.013680458,-2.39302969,1
111,769,-8.080675125,-1.771787643,1
111,801,-8.138328552,-1.564908981,1
111,833,-7.866890907,-2.215284109,1
111,865,-7.743346214,-1.883106351,1
111,897,-8.505859375,-1.335411549,1
111,929,-8.825221062,-1.217597485,1
111,961,-8.117300987,-1.095556498,1
111,993,-7.460977077,-0.7560314536,1
111,1025,-7.334834576,0.8240040541,1
111,1057,-8.021810532,1.260586977,1
111,1089,-8.316169739,-0.07298026979,1
111,1121,-7.777551651,-1.740273952,1
111,1153,-6.912232876,-1.484902859,1
111,1185,-4.824978828,-1.45712316,1
111,1217,-3.570829868,-1.714514017,1
111,1249,-5.907940388,-1.22140336,1
111,1281,-6.482119083,-1.340791702,1
111,1313,-5.918007374,-1.450851798,1
111,1345,-5.81522274,-0.4481558204,1
111,1377,-6.28120327,0.7520675063,1
111,1409,-6.031847954,1.298830986,1
111,1441,-5.764634609,1.403764486,1
111,1473,-7.588620663,1.815053105,1
111,1505,-7.986935616,2.077075243,1
111,1537,-6.084382534,2.757395267,1
111,1569,-5.363557816,3.052140474,1
111,1601,-4.449385643,2.420565367,1
111,1633,-3.882107735,1.404403448,1
111,1665,-3.295509815,0.5476438999,1
111,1697,-2.865686178,0.7654278278,1
111,1729,-4.44884491,0.8809132576,1
111,1761,-6.220786572,1.149920464,1
111,1793,-4.191354275,1.329366207,1
111,1825,-4.007443428,0.9221398234,1
111,1857,-3.720371246,0.4704782963,1
111,1889,-3.380892038,-0.3472187221,1
111,1921,-3.63331461,-0.2194179595,1
111,1953,-3.870953083,-0.0652371645,1
111,1985,-4.476504803,-0.9169034362,1
111,2017,-4.647296429,-0.6178281903,1
143,33,-4.641044617,-2.181612015,1
143,65,-4.519780636,-4.563481331,1
143,97,-4.440861225,-3.614017725,1
143,129,-5.367025852,-4.247583389,1
143,161,-6.128810406,-5.071743488,1
143,193,-6.061389923,-5.048874855,1
143,225,-6.61817646,-5.079603672,1
143,257,-7.411588192,-5.194587708,1
143,289,-7.008789063,-5.094166279,1
143,321,-6.221915722,-4.443274498,1
143,353,-5.763023376,-4.261260033,1
143,385,-5.973853111,-3.958079815,1
143,417,-7.019333839,-3.920296669,1
143,449,-6.641568661,-3.409842014,1
143,481,-6.330611706,-3.13385582,1
143,513,-7.057635307,-3.129892349,1
143,545,-8.308544159,-2.826654673,1
143,577,-8.557868958,-2.944319487,1
143,609,-7.766311169,-2.910275936,1
143,641,-7.805349827,-2.974316835,1
143,673,-8.407691002,-2.700518131,1
143,705,-8.57616806,-3.093846083,1
143,737,-8.195944786,-3.545575619,1
143,769,-7.984539986,-2.132034302,1
143,801,-8.229632378,-1.762430429,1
143,833,-8.091330528,-1.936866522,1
143,865,-7.883418083,-1.538927794,1
143,897,-8.761548042,-1.634942293,1
143,929,-9.265429497,-1.170078039,1
143,961,-8.636483192,-0.717782855,1
143,993,-7.744468689,-0.6447078586,1
143,1025,-7.287013054,0.04963713884,1
143,1057,-7.850093842,0.003403365612,1
143,1089,-9.521420479,0.479801327,1
143,1121,-7.697247982,-0.8368188143,1
143,1153,-6.095235348,-1.261757135,1
143,1185,-5.846086025,-0.1948661804,1
143,1217,-4.911746979,-0.3344480395,1
143,1249,-5.556827545,-1.758129597,1
143,1281,-5.750899315,-2.013552427,1
143,1313,-5.849188328,-1.487088323,1
143,1345,-6.212001801,-0.1740881205,1
143,1377,-7.099699974,0.6416629553,1
143,1409,-7.012532711,1.415105343,1
143,1441,-6.906960011,1.823394418,1
143,1473,-8.724336624,2.728897572,1
143,1505,-8.545715332,2.452338219,1
143,1537,-5.674190044,3.101688623,1
143,1569,-4.884580135,2.902034521,1
143,1601,-4.239206314,2.344200373,1
143,1633,-4.179661751,1.804390907,1
143,1665,-4.097539902,1.797265887,1
143,1697,-5.157510281,1.023548484,1
143,1729,-6.312020302,0.9312235117,1
143,1761,-5.27643013,1.401099563,1
143,1793,-4.294929981,2.395164013,1
143,1825,-4.295209885,1.735815525,1
143,1857,-4.038105965,1.558778048,1
143,1889,-4.050793648,0.8098846674,1
143,1921,-4.283510208,0.3664640784,1
143,1953,-3.950078249,0.5210837126,1
143,1985,-4.029937267,-0.5303455591,1
143,2017,-3.875368118,-0.3043536544,1
175,33,-4.668811321,-2.431041002,1
175,65,-4.638771534,-5.210547447,1
175,97,-4.733264923,-3.984758139,1
175,129,-5.244451046,-4.537594318,1
175,161,-5.642826557,-4.709717274,1
175,193,-5.881545067,-4.44204092,1
175,225,-6.578287125,-4.330410004,1
175,257,-7.099298954,-4.244776726,1
175,289,-6.317615986,-4.21173048,1
175,321,-5.855427265,-4.349867821,1
175,353,-6.019119263,-4.267380238,1
175,385,-6.470471859,-3.724815369,1
175,417,-6.612405777,-3.611287832,1
175,449,-6.910935402,-3.354635715,1
175,481,-6.9747262,-2.203893661,1
175,513,-6.69414711,-2.05423665,1
175,545,-6.880954266,-2.628265858,1
175,577,-7.434911728,-3.144684792,1
175,609,-7.750348568,-3.82755661,1
175,641,-7.871688843,-3.845464706,1
175,673,-8.28401947,-3.556856871,1
175,705,-8.088914871,-3.730274439,1
175,737,-7.503939629,-3.752953768,1
175,769,-8.149056435,-2.257799387,1
175,801,-8.258060455,-1.610388994,1
175,833,-8.324353218,-0.9397872686,1
175,865,-8.079659462,-1.387669325,1
175,897,-8.874994278,-1.445406318,1
175,929,-10.76481152,-0.764316082,1
175,961,-10.82596588,-0.4570815563,1
175,993,-8.256619453,0.6120984554,1
175,1025,-7.196095467,0.1065716594,1
175,1057,-7.348001003,-0.7012268305,1
175,1089,-8.167765617,-0.3658701181,1
175,1121,-6.642314434,-0.9522005916,1
175,1153,-4.250763416,-1.364228129,1
175,1185,-5.200149059,-0.01661521196,1
175,1217,-5.470700264,-0.1639828682,1
175,1249,-5.826018333,-0.8410101533,1
175,1281,-5.287343979,-0.8088173866,1
175,1313,-5.356155396,0.03124594688,1
175,1345,-5.218905449,0.4953110814,1
175,1377,-5.344512939,1.064812899,1
175,1409,-5.934069157,1.675959945,1
175,1441,-6.422649384,1.968102574,1
175,1473,-5.661705017,2.161105156,1
175,1505,-5.494762421,2.797028065,1
175,1537,-5.508407593,3.565631151,1
175,1569,-4.886336327,2.062834024,1
175,1601,-4.44029665,1.919256687,1
175,1633,-4.686479092,3.254092216,1
175,1665,-5.463060856,2.458447695,1
175,1697,-5.038472176,0.8750464916,1
175,1729,-4.671253204,1.003491044,1
175,1761,-3.966115475,1.537310839,1
175,1793,-4.498560429,2.84011507,1
175,1825,-4.522863388,2.424177647,1
175,1857,-4.1648283,1.392785549,1
175,1889,-3.710979462,0.8673817515,1
175,1921,-3.507817268,0.4877281785,1
175,1953,-2.943649769,-0.2396897972,1
175,1985,-3.633324623,-0.7645710707,1
175,2017,-4.162411213,-0.3805935681,1
207,33,-4.615454197,-0.1050713062,1
207,65,-5.10906601,-2.724639416,1
207,97,-5.23769474,-4.3174963,1
207,129,-5.11923933,-4.896093845,1
207,161,-4.980500698,-4.615827084,1
207,193,-4.959072113,-4.100533009,1
207,225,-4.876495361,-4.147227764,1
207,257,-4.819010258,-4.17426157,1
207,289,-5.083465576,-4.054604053,1
207,321,-4.889509678,-4.262309074,1
207,353,-5.779170036,-4.214351177,1
207,385,-6.160271645,-4.11137867,1
207,417,-6.12612915,-3.816971779,1
207,449,-6.557845116,-3.312105417,1
207,481,-7.273777008,-2.154925108,1
207,513,-6.56934166,-2.209167719,1
207,545,-6.506984711,-2.950817823,1
207,577,-7.226029396,-3.436671257,1
207,609,-7.822321892,-4.717481136,1
207,641,-8.040784836,-5.248454571,1
207,673,-7.535250187,-4.438236713,1
207,705,-7.849437714,-4.711112976,1
207,737,-7.934122086,-3.832856178,1
207,769,-7.986519337,-3.280126572,1
207,801,-7.844078541,-2.390826464,1
207,833,-6.959238052,-1.937178612,1
207,865,-8.365662575,-2.312238932,1
207,897,-9.449124336,-1.679549217,1
207,929,-11.14107704,-1.293329239,1
207,961,-11.67705917,-1.050962448,1
207,993,-10.04813862,0.1724815369,1
207,1025,-8.55136013,-0.2245764732,1
207,1057,-7.843651295,-1.050814629,1
207,1089,-8.119417191,-1.092363238,1
207,1121,-6.889322758,-1.618581891,1
207,1153,-2.775978565,-1.823959589,1
207,1185,-3.812520504,-0.7207362652,1
207,1217,-4.361467838,-1.259065509,1
207,1249,-4.739949226,-0.168664515,1
207,1281,-4.818609715,0.1037998796,1
207,1313,-4.83851099,0.3859882355,1
207,1345,-4.741028309,0.367298007,1
207,1377,-4.57095623,0.5888823867,1
207,1409,-4.719395161,1.627574086,1
207,1441,-4.722590923,2.117177486,1
207,1473,-4.493153572,2.425126076,1
207,1505,-4.420517445,2.745061159,1
207,1537,-4.530448914,2.766150236,1
207,1569,-5.000341415,1.718486309,1
207,1601,-4.430531979,1.584937215,1
207,1633,-4.447281361,1.932179809,1
207,1665,-5.50716114,2.044973135,1
207,1697,-3.311888695,1.958878279,1
207,1729,-4.336142063,2.092629433,1
207,1761,-3.80254364,2.019342899,1
207,1793,-4.02826786,2.27530098,1
207,1825,-5.091430664,2.353052139,1
207,1857,-4.7937994,2.226896286,1
207,1889,-3.864259243,1.072582841,1
207,1921,-4.122172832,0.51150769,1
207,1953,-4.045441151,-0.6309859157,1
207,1985,-4.034702778,-0.8007571101,1
207,2017,-4.757003784,-0.5865440965,1
