PIVlab, ASCII chart output - 12-Oct-2024
FRAME: 23, filenames: A:[23]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi & B:[24]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-5.813691616,0.6527647972,1
47,65,-2.443973541,-2.875834227,1
47,97,-3.824304581,-4.294402122,1
47,129,-5.943065166,-4.219934464,1
47,161,-4.911965847,-4.503144264,1
47,193,-5.169649124,-6.090966225,1
47,225,-5.962565899,-7.050718307,1
47,257,-6.205545902,-7.492137909,1
47,289,-6.760471821,-8.389623642,1
47,321,-7.773519516,-7.836987972,1
47,353,-7.809383392,-7.991957188,1
47,385,-7.937322617,-8.390213966,1
47,417,-8.184352875,-7.630956173,1
47,449,-6.933535576,-7.26477623,1
47,481,-5.782588482,-9.299367905,1
47,513,-5.520887852,-8.546628952,1
47,545,-5.472665787,-6.252770901,1
47,577,-5.750415325,-5.121565342,1
47,609,-6.868624687,-4.481645584,1
47,641,-8.263877869,-4.537674904,1
47,673,-9.382886887,-4.298307419,1
47,705,-7.452168941,-3.09200716,1
47,737,-6.694554329,-0.8710181713,1
47,769,-6.940833092,-1.806708932,1
47,801,-7.740589619,-1.75609684,1
47,833,-9.574081421,-2.964676619,1
47,865,-8.873726845,-2.495800018,1
47,897,-7.559293747,-1.825284839,1
47,929,-6.145587921,-0.7961373329,1
47,961,-5.541116238,-0.9381453991,1
47,993,-5.147231102,-0.3992755413,1
47,1025,-5.199455261,-0.6793218851,1
47,1057,-6.734416008,-2.892713308,1
47,1089,-5.871534348,-2.473848581,1
47,1121,-6.356338501,-1.832190871,1
47,1153,-4.108753204,-1.52661097,1
47,1185,-2.684435844,-2.125648499,1
47,1217,-2.844255209,-2.286926746,1
47,1249,-4.593074799,-1.392860174,1
47,1281,-3.425674915,-0.5922666788,1
47,1313,-2.246326923,0.2584639192,1
47,1345,-1.442321301,-0.4956365824,1
47,1377,-2.401153088,-1.437891006,1
47,1409,-4.143970966,-1.282535791,1
47,1441,-4.080497742,-0.3734322786,1
47,1473,-3.582169771,0.250997901,1
47,1505,-3.97756815,0.004736125469,1
47,1537,-3.717008591,0.2980082035,1
47,1569,-3.177976847,0.4875307083,1
47,1601,-1.078282118,-0.1637985706,1
47,1633,-0.8054478168,-2.059447765,1
47,1665,-2.546735525,-1.577041388,1
47,1697,-4.074790001,-1.610376239,1
47,1729,-4.27789402,-0.8039785624,1
47,1761,-3.546580315,1.348923564,1
47,1793,-2.827244759,2.49795723,1
47,1825,-2.819412231,0.9398490191,1
47,1857,-2.142477989,-1.354328156,1
47,1889,-1.71261394,-1.959441662,1
47,1921,-1.929730892,-0.8486443758,1
47,1953,-3.208099842,-0.7385677099,1
47,1985,-4.456329346,-1.640955567,1
47,2017,-4.893968582,-2.558546543,1
79,33,-10.72600746,0.3369112015,1
79,65,-4.443321705,-4.616588116,1
79,97,-5.114894867,-4.64272356,1
