PIVlab, ASCII chart output - 12-Oct-2024
FRAME: 27, filenames: A:[27]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi & B:[28]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,13.96067333,21.32002831,1
47,65,-1.66258955,-1.383051395,1
47,97,-1.312709808,-2.357679129,1
47,129,-2.307371855,-5.659996033,1
47,161,-3.030557871,-6.846422672,1
47,193,-3.395088196,-6.556261539,1
47,225,-2.779081821,-7.215569496,1
47,257,-2.426145077,-7.779426575,1
47,289,-2.836172819,-7.811511993,1
47,321,-3.859848976,-8.384788513,1
47,353,-4.429374695,-9.264403343,1
47,385,-5.221511364,-8.808540344,1
47,417,-6.399446964,-7.412763596,1
47,449,-6.930935383,-6.787394524,1
47,481,-6.725741863,-7.016177177,1
47,513,-5.122580528,-6.346736431,1
47,545,-5.455314636,-5.577444077,1
47,577,-7.413329601,-5.198637009,1
47,609,-8.936759949,-6.548593044,1
47,641,-9.363530159,-7.712657928,1
47,673,-8.084383011,-7.790966511,1
47,705,-6.772974491,-6.834683418,1
47,737,-6.400723457,-6.375835419,1
47,769,-6.337324142,-5.638660908,1
47,801,-5.545299053,-2.798449516,1
47,833,-5.118699074,0.1808655262,1
47,865,-4.890368462,1.274263382,1
47,897,-4.476829529,2.005916119,1
47,929,-3.103480339,0.5892412663,1
47,961,-4.234492302,-1.151209235,1
47,993,-4.491016388,-2.816468716,1
47,1025,-3.778929472,-3.662580013,1
47,1057,-2.510610104,-2.505392075,1
47,1089,-1.609097958,-2.883399248,1
47,1121,-1.671469331,-4.563154697,1
47,1153,-1.563919306,-4.407438755,1
47,1185,-1.885816574,-3.473145247,1
47,1217,-1.652889729,-0.8953251839,1
47,1249,-1.71283865,0.249707222,1
47,1281,-2.014000416,-2.350967407,1
47,1313,-1.605133891,-1.950258136,1
47,1345,-1.173083067,-0.419544816,1
47,1377,-1.268865824,0.01014745235,1
47,1409,-2.29567194,-0.8928382397,1
47,1441,-2.339550495,-2.713751793,1
47,1473,-2.673192024,-2.075380802,1
47,1505,-2.80432272,-1.896051407,1
47,1537,-2.919213533,-1.70409894,1
47,1569,-2.054467678,-1.380899429,1
47,1601,-1.219196558,-1.720524788,1
47,1633,-1.517093182,-1.535104632,1
47,1665,-1.677465558,-0.6641998291,1
47,1697,-1.416957974,-0.825199604,1
47,1729,-1.717140317,-1.531919479,1
47,1761,-1.452972054,-1.750933409,1
47,1793,-2.436199427,-2.267726421,1
47,1825,-3.142449617,-1.02947557,1
47,1857,-3.322055101,0.8284621239,1
47,1889,-3.089735746,-0.02885597944,1
47,1921,-3.18546176,-1.473504305,1
47,1953,-6.903929234,-1.384519815,1
47,1985,-6.928435326,-0.8033109307,1
47,2017,-2.348464966,0.2049705982,1
79,33,11.76111126,11.20298386,1
79,65,-2.767783642,-7.441393852,1
79,97,-1.672187686,-7.303457737,1
79,129,-2.608315945,-6.188706875,1
79,161,-3.111949682,-6.811406136,1
79,193,-3.611337662,-6.614494324,1
79,225,-3.461619616,-6.510960579,1
79,257,-3.031471491,-6.40234375,1
79,289,-3.236495256,-6.973089695,1
79,321,-3.630802631,-7.411117554,1
79,353,-4.193682194,-7.51305294,1
79,385,-4.965274334,-7.144502163,1
79,417,-5.747456074,-6.992876053,1
79,449,-6.190265179,-6.686741352,1
79,481,-6.223463058,-5.658957005,1
79,513,-6.741401672,-4.425401211,1
79,545,-6.904103279,-3.676754951,1
79,577,-7.732565403,-5.114222527,1
79,609,-8.86898613,-5.680665016,1
79,641,-9.527310371,-6.121330738,1
79,673,-10.03845215,-6.907185078,1
79,705,-8.795660019,-6.353352547,1
79,737,-7.450553894,-6.289424896,1
79,769,-6.677619934,-5.570898056,1
79,801,-5.670294285,-3.742109537,1
79,833,-4.752092838,-1.930234432,1
79,865,-3.275470257,-1.055270672,1
79,897,-3.321362019,-1.153596401,1
79,929,-4.729654789,-0.6615467072,1
79,961,-5.301560879,-1.968650341,1
79,993,-6.077443123,-2.682965755,1
79,1025,-5.856593132,-3.425609827,1
79,1057,-3.500346422,-2.377902508,1
79,1089,-1.845522165,-1.323610306,1
79,1121,-0.7808367014,-2.868894577,1
79,1153,-0.7885257006,-3.659194946,1
79,1185,-1.286551476,-3.425339222,1
79,1217,-1.887872696,-2.348526955,1
79,1249,-2.842192173,-2.054524899,1
79,1281,-2.725176096,-2.610188961,1
79,1313,-3.426108599,-2.18246007,1
79,1345,-2.87522006,-1.768562317,1
79,1377,-2.116724014,-1.76811862,1
79,1409,-1.877271891,-1.811010242,1
79,1441,-1.375100255,-1.939930797,1
79,1473,-1.319322824,-0.9836659431,1
79,1505,-2.187567234,0.0004942417145,1
79,1537,-2.739832878,-1.301939368,1
79,1569,-2.435923338,-1.512174129,1
79,1601,-1.753921866,-1.085578561,1
79,1633,-2.001057148,-0.8900255561,1
79,1665,-2.081527472,-0.4767039716,1
79,1697,-1.733936906,-0.02810114622,1
79,1729,-1.721696615,0.0561144948,1
79,1761,-1.950499535,0.8900781274,1
79,1793,-2.362943411,0.8725501299,1
79,1825,-3.070257664,-0.01218897104,1
79,1857,-2.614370823,-0.03302168846,1
79,1889,-2.10142684,0.1262237877,1
79,1921,-1.457423329,-0.6806443334,1
79,1953,-0.7761442065,-1.180254579,1
79,1985,-2.745245218,-2.052078247,1
79,2017,-3.552775383,-0.5248244405,1
111,33,-16.17553139,4.642501354,1
111,65,-1.883407831,-9.51432991,1
111,97,-0.8173015118,-9.705527306,1
111,129,-2.594906569,-6.873194695,1
111,161,-3.009635687,-6.798573971,1
111,193,-3.073140144,-6.651258469,1
111,225,-3.091816425,-6.112641811,1
111,257,-3.116730452,-5.429228783,1
111,289,-3.161748171,-6.27927351,1
111,321,-3.38764286,-6.689035416,1
111,353,-4.158034801,-6.066808701,1
111,385,-4.756007195,-5.767364025,1
111,417,-4.618587494,-6.387080669,1
111,449,-5.86242342,-6.514158249,1
111,481,-6.355538845,-6.051671982,1
111,513,-7.455468178,-4.997097969,1
111,545,-7.637442112,-5.43577528,1
111,577,-7.766255379,-5.958340168,1
111,609,-8.679968834,-6.053401947,1
111,641,-9.48903656,-6.250696659,1
111,673,-9.05477047,-6.79423666,1
111,705,-8.42997551,-6.737745762,1
111,737,-8.698839188,-6.070916176,1
111,769,-6.939236164,-5.406494141,1
111,801,-6.222303391,-4.119432926,1
111,833,-5.57114315,-3.070008039,1
111,865,-4.795931816,-2.970123053,1
111,897,-3.156464577,-2.575453997,1
111,929,-3.956885815,-2.019517899,1
111,961,-5.475761414,-2.531267405,1
111,993,-6.729879856,-1.840204,1
111,1025,-6.051027298,-2.171977997,1
111,1057,-4.677073479,-1.710564375,1
111,1089,-2.706408739,-1.152326584,1
111,1121,-1.767189026,-1.763167858,1
111,1153,-1.74527216,-2.033077002,1
111,1185,-1.056724548,-3.290017128,1
111,1217,-1.43688798,-3.578223944,1
111,1249,-1.395567179,-2.73152256,1
111,1281,-1.552412033,-1.520047903,1
111,1313,-2.781029224,-1.821126938,1
111,1345,-2.836732626,-3.146129131,1
111,1377,-2.59327364,-2.426324844,1
111,1409,-2.145035267,-1.865718842,1
111,1441,-1.162997007,-2.418617487,1
111,1473,-0.4967777729,-1.776884794,1
111,1505,-1.253015041,0.3858594894,1
111,1537,-2.368699551,-1.381139278,1
111,1569,-2.500303268,-1.140058994,1
111,1601,-2.10504055,-0.4662863016,1
111,1633,-1.998994231,-0.4289363921,1
111,1665,-1.928294659,-0.4337531328,1
111,1697,-1.710786343,0.2006462216,1
111,1729,-1.507161617,0.9314334393,1
111,1761,-1.544858098,1.706366658,1
111,1793,-2.488770247,1.722127795,1
111,1825,-3.197138786,0.9345030785,1
111,1857,-2.891327381,-0.3653690517,1
111,1889,-2.676813126,-0.1155249625,1
111,1921,-1.138331175,-0.1296759248,1
111,1953,-0.6486442685,-0.4185420275,1
111,1985,-2.81730032,-1.232112885,1
111,2017,-4.062794209,-0.3830458522,1
143,33,-17.83798409,1.476611137,1
143,65,-1.553502321,-10.34396172,1
143,97,-1.037402391,-9.269995689,1
143,129,-2.429654837,-6.994559288,1
143,161,-2.856003284,-6.755480289,1
143,193,-2.543281317,-6.706276417,1
143,225,-2.832933187,-6.094014645,1
143,257,-3.980315447,-5.525972366,1
143,289,-3.463265419,-5.507671833,1
143,321,-3.617466211,-6.394645691,1
143,353,-4.739643097,-6.570772648,1
143,385,-4.458607674,-5.674265862,1
143,417,-4.927089691,-5.964648247,1
143,449,-6.031384468,-6.265342236,1
143,481,-7.131051064,-7.520811081,1
143,513,-7.336133003,-6.905517101,1
143,545,-7.404164791,-6.058298111,1
143,577,-7.911194801,-6.203510761,1
143,609,-8.758479118,-6.680316448,1
143,641,-9.032287598,-6.505461693,1
143,673,-7.623702049,-6.669909477,1
143,705,-7.555987835,-6.956631184,1
143,737,-8.376224518,-6.709526062,1
143,769,-7.255158424,-6.25057888,1
143,801,-6.04665184,-4.672212601,1
143,833,-4.90784502,-3.567580223,1
143,865,-5.010653019,-3.893821716,1
143,897,-4.880815029,-3.682852268,1
143,929,-5.020850658,-3.390636444,1
143,961,-5.815011501,-2.917498112,1
143,993,-6.849459171,-2.406953335,1
143,1025,-7.260073662,-2.319451332,1
143,1057,-5.498193741,-1.982846022,1
143,1089,-3.571605206,-1.788997054,1
143,1121,-2.547756195,-1.279798031,1
143,1153,-2.331305981,-1.89912653,1
143,1185,-1.250176787,-2.707441807,1
143,1217,-0.9777238369,-2.731433392,1
143,1249,-0.5945894718,-2.628918171,1
143,1281,-1.441398382,-2.011555433,1
143,1313,-3.253015041,-1.68726778,1
143,1345,-3.12828517,-1.743634939,1
143,1377,-2.896689653,-1.661945343,1
143,1409,-2.713845015,-1.804597378,1
143,1441,-1.897127509,-0.9611549377,1
143,1473,-0.9783637524,0.08817267418,1
143,1505,-0.509761095,0.5428649187,1
143,1537,-1.837094307,0.2612413168,1
143,1569,-2.509586573,0.06652486324,1
143,1601,-1.954833031,0.5241477489,1
143,1633,-1.305304527,0.3170654774,1
143,1665,-1.074569821,0.001532703638,1
143,1697,-1.56585443,-0.2709073424,1
143,1729,-1.291275978,0.04778611287,1
143,1761,-0.7528016567,0.5167940855,1
143,1793,-0.9744558334,0.08067989349,1
