PIVlab, ASCII chart output - 12-Oct-2024
FRAME: 11, filenames: A:[11]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi & B:[12]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-8.624864578,2.415100098,1
47,65,-4.218374729,-8.035346031,1
47,97,-4.284875393,-7.806360245,1
47,129,-4.20925951,-6.529438972,1
47,161,-3.947201729,-7.44709301,1
47,193,-4.05304718,-7.894221306,1
47,225,-4.803991795,-7.871106625,1
47,257,-4.301688194,-6.8466506,1
47,289,-4.133970261,-7.27517128,1
47,321,-5.0258255,-9.210461617,1
47,353,-5.267036438,-8.195347786,1
47,385,-5.774362087,-7.062160492,1
47,417,-4.73830986,-6.491495609,1
47,449,-3.163784027,-6.493788242,1
47,481,-2.583749294,-5.828339577,1
47,513,-1.689526081,-5.447262764,1
47,545,-2.921389818,-6.210472107,1
47,577,-2.070638657,-7.034486294,1
47,609,-1.195282698,-5.773815632,1
47,641,-1.602406025,-4.989200592,1
47,673,-1.699711561,-4.412326813,1
47,705,-1.148635268,-5.146469593,1
47,737,-0.2937746048,-5.865221977,1
47,769,0.5274494886,-6.691752434,1
47,801,1.335200787,-8.266190529,1
47,833,2.847491264,-7.77436018,1
47,865,2.772205591,-6.899132729,1
47,897,2.014533758,-7.057420731,1
47,929,2.353129625,-7.784402847,1
47,961,4.350506783,-7.509532928,1
47,993,5.422684669,-8.573785782,1
47,1025,6.307037354,-9.920998573,1
47,1057,5.868226051,-8.433815002,1
47,1089,5.636100292,-8.769454956,1
47,1121,5.174153328,-8.507558823,1
47,1153,3.746990681,-8.281792641,1
47,1185,3.504557133,-8.083233833,1
47,1217,3.665492535,-7.788023949,1
47,1249,4.197274685,-7.511734009,1
47,1281,5.264505386,-6.264434814,1
47,1313,6.175292015,-5.285010338,1
47,1345,4.781851768,-5.190346718,1
47,1377,4.406098366,-5.099545956,1
47,1409,4.294872284,-5.433347225,1
47,1441,5.091069221,-6.112169266,1
47,1473,5.614127636,-4.950964928,1
47,1505,3.985280991,-4.092988014,1
47,1537,3.090092659,-3.513032913,1
47,1569,3.717982769,-4.320371151,1
47,1601,4.971378326,-5.219189167,1
