PIVlab, ASCII chart output - 12-Oct-2024
FRAME: 4, filenames: A:[4]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi & B:[5]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
79,65,-17.58762169,-11.42499638,1
79,97,-14.63714695,-9.141415596,1
79,129,-13.41247272,-8.742321014,1
79,161,-11.81969547,-8.876825333,1
79,193,-10.96597004,-7.756554604,1
79,225,-10.1764555,-7.939620972,1
79,257,-8.925264359,-7.841561317,1
79,289,-7.97473526,-8.534365654,1
79,321,-8.093381882,-6.809971333,1
79,353,-7.605184555,-3.55194664,1
79,385,-6.702927113,-1.273374557,1
79,417,-6.374289989,-1.311623573,1
79,449,-5.746537685,-1.597088814,1
79,481,-3.808320045,-2.926165104,1
79,513,-2.435531616,-3.325296402,1
79,545,-2.315225124,-4.237442493,1
79,577,-3.380576372,-7.449731827,1
79,609,-2.587558508,-4.925049782,1
79,641,-1.9764359,-3.432957172,1
79,673,-1.234603167,-4.422166824,1
79,705,-0.4828596711,-4.868636131,1
79,737,0.7162361145,-5.370922565,1
79,769,2.277059078,-5.23990202,1
79,801,5.565964699,-7.823992252,1
79,833,5.71325779,-8.421108246,1
79,865,5.078466892,-8.709734917,1
79,897,5.452640533,-8.826889038,1
79,929,7.161057949,-7.574442863,1
79,961,8.061295509,-6.543787956,1
79,993,8.458768845,-6.858465672,1
79,1025,9.600869179,-7.730802059,1
79,1057,12.37497234,-7.510098457,1
79,1089,16.03468323,-7.75984621,1
79,1121,17.04389,-8.475528717,1
79,1153,17.14226532,-9.763228416,1
79,1185,14.1616497,-10.84713268,1
79,1217,15.20264244,-12.09468746,1
79,1249,15.44983387,-13.66129112,1
79,1281,10.66562271,-11.84208775,1
79,1313,9.23575592,-10.23071289,1
79,1345,8.702306747,-9.512836456,1
79,1377,5.254223824,-7.523386002,1
79,1409,1.406097412,-7.598298073,1
79,1441,0.3116226196,-7.993052483,1
79,1473,9.382933617,-9.956961632,1
79,1505,12.33345509,-9.015742302,1
79,1537,13.7686491,-8.664302826,1
79,1569,14.34457016,-6.376501083,1
79,1601,11.86051178,-5.229557037,1
79,1633,10.55537701,-5.560918808,1
79,1665,8.741086006,-5.987887383,1
79,1697,6.288118839,-6.250454903,1
79,1729,5.71655035,-6.955280781,1
79,1761,6.371613503,-7.225020885,1
79,1793,6.360356808,-7.204724789,1
79,1825,6.83204031,-6.308146954,1
79,1857,6.81523037,-6.712853432,1
79,1889,4.814815521,-7.653554916,1
79,1921,4.819015026,-7.746333122,1
79,1953,6.399178982,-8.383544922,1
79,1985,5.928910732,-11.12152386,1
79,2017,2.369734764,-4.544115543,1
111,33,-7.132511139,0.8112281561,1
111,65,-10.22982407,-11.09330463,1
111,97,-13.07373428,-8.623256683,1
111,129,-12.59782505,-8.835755348,1
111,161,-11.76165962,-7.239798069,1
111,193,-11.49921799,-7.42261076,1
111,225,-10.03846359,-7.978765965,1
111,257,-8.148371696,-8.657853127,1
111,289,-7.917097092,-9.414974213,1
111,321,-7.906623363,-7.203134537,1
111,353,-8.012982368,-5.059503555,1
111,385,-7.581671715,-3.166718721,1
111,417,-7.212605953,-1.66556859,1
111,449,-6.764215946,-2.496545792,1
111,481,-5.92568779,-3.288761616,1
111,513,-4.536364555,-3.830519199,1
111,545,-3.856024265,-4.503529072,1
111,577,-2.898872614,-5.440077782,1
111,609,-2.215197086,-4.077797413,1
111,641,-1.211491823,-3.214384079,1
111,673,-0.1635784805,-4.446128845,1
111,705,0.6774480343,-4.775440216,1
111,737,2.08951211,-4.8428936,1
111,769,3.45923686,-6.003062725,1
111,801,4.458709717,-8.312835693,1
111,833,5.894087315,-7.979338646,1
111,865,6.151236057,-8.142534256,1
111,897,5.5754776,-7.934765339,1
111,929,8.068847656,-6.995484352,1
111,961,9.269732475,-6.634910107,1
111,993,10.08485031,-7.202920437,1
111,1025,11.36336899,-8.202072144,1
111,1057,13.37376118,-8.359099388,1
111,1089,17.50774956,-8.486165047,1
111,1121,18.01415634,-8.833506584,1
111,1153,16.84076309,-10.96335411,1
111,1185,14.04290867,-11.60460186,1
111,1217,14.09887123,-12.14315796,1
111,1249,14.65088558,-13.08090687,1
111,1281,10.42072392,-12.55957985,1
111,1313,8.767105103,-11.4923439,1
111,1345,8.729891777,-11.44403839,1
111,1377,8.236112595,-10.64901352,1
111,1409,1.200692177,-6.920036316,1
111,1441,0.92329216,-6.951569557,1
111,1473,8.450202942,-8.993010521,1
111,1505,11.98155022,-9.258101463,1
111,1537,13.70860291,-8.756619453,1
111,1569,14.1331768,-7.174012184,1
111,1601,12.87385178,-5.432133675,1
111,1633,10.76421452,-5.312662601,1
111,1665,9.615315437,-6.778018951,1
111,1697,9.614247322,-7.070710182,1
111,1729,9.119695663,-7.360024929,1
111,1761,8.387670517,-7.717199802,1
111,1793,8.190834999,-8.226610184,1
111,1825,8.651823044,-8.196131706,1
111,1857,8.561246872,-8.466546059,1
111,1889,7.035743237,-9.048663139,1
111,1921,6.217987537,-8.363321304,1
111,1953,5.963333607,-10.48472404,1
111,1985,5.844941616,-11.82083511,1
111,2017,6.240817547,-8.485957146,1
143,33,9.204930305,0.5764141083,1
143,65,-8.615087509,-9.292554855,1
143,97,-13.60475349,-6.286065102,1
143,129,-13.07934284,-7.291619301,1
143,161,-13.08932686,-4.892340183,1
143,193,-11.78422642,-6.915901661,1
143,225,-9.430085182,-6.497694969,1
143,257,-7.63374424,-7.447963238,1
143,289,-8.102766037,-8.686800003,1
143,321,-8.333234787,-6.87142849,1
143,353,-7.639708519,-5.180936337,1
143,385,-9.060379982,-2.386741161,1
143,417,-9.707596779,-1.582912683,1
143,449,-8.040151596,-2.360531569,1
143,481,-6.763980865,-2.593025923,1
143,513,-5.905790329,-2.986769915,1
143,545,-4.463756084,-4.202260971,1
143,577,-3.0026443,-4.803827763,1
143,609,-1.863829136,-4.380347729,1
143,641,-0.3685700893,-4.512478352,1
143,673,0.8546708226,-5.146202564,1
143,705,0.9103013277,-5.372686863,1
143,737,1.500126362,-6.046284199,1
143,769,4.242472649,-5.887422085,1
143,801,5.599255562,-8.13684845,1
143,833,5.587488651,-7.783500671,1
143,865,6.647872448,-8.268795013,1
143,897,7.454483032,-7.337368488,1
143,929,8.620294571,-6.999074936,1
143,961,10.51870823,-7.206615925,1
143,993,13.27504253,-7.432641029,1
143,1025,13.21086979,-8.396624565,1
143,1057,13.7724514,-8.833353043,1
143,1089,15.5145998,-7.62366581,1
143,1121,16.56014252,-8.269343376,1
143,1153,13.7270546,-11.95475578,1
143,1185,12.24659538,-10.86009693,1
143,1217,11.28032684,-11.39231682,1
143,1249,-5.436115265,-20.41155243,1
143,1281,15.87003517,-0.3907871246,1
143,1313,8.89844799,-12.11804581,1
143,1345,9.662052155,-11.49244499,1
143,1377,9.467433929,-11.06007099,1
143,1409,3.075115204,-14.82991886,1
143,1441,4.948177338,-8.469391823,1
143,1473,1.530212402,0.7404031754,1
143,1505,12.45143223,-9.059843063,1
143,1537,12.97520924,-9.014426231,1
143,1569,12.9667778,-4.234797001,1
143,1601,10.72741508,-5.19811964,1
143,1633,9.139099121,-6.871158123,1
143,1665,10.51280785,-7.641982079,1
143,1697,10.85620117,-8.192199707,1
143,1729,10.52789497,-8.581841469,1
143,1761,9.604524612,-8.720640182,1
143,1793,9.003639221,-8.412124634,1
143,1825,9.267295837,-8.542289734,1
143,1857,8.629943848,-9.85879612,1
143,1889,8.094081879,-9.643221855,1
143,1921,6.275811672,-8.994451523,1
143,1953,4.98448801,-9.455217361,1
143,1985,5.28110218,-9.857876778,1
143,2017,6.411289215,-8.770571709,1
175,33,-20.83932495,0.4154982567,1
175,65,-11.23600101,-6.178195,1
175,97,-13.1004734,-5.882169724,1
175,129,-12.25853825,-3.76205039,1
175,161,-13.02183437,-4.024868965,1
175,193,-11.93719959,-4.75574398,1
175,225,-10.54963589,-4.851754189,1
175,257,-9.136740685,-6.3043046,1
175,289,-8.349197388,-6.259712219,1
175,321,-8.427336693,-5.93686676,1
175,353,-7.224861622,-5.37398386,1
175,385,-7.331293106,-3.766266346,1
175,417,-7.762274742,-2.763502598,1
175,449,-7.529851913,-3.446281433,1
175,481,-6.853013039,-3.534518003,1
175,513,-6.070167065,-3.072650909,1
175,545,-4.920149326,-4.236279488,1
175,577,-3.531428814,-4.595890999,1
175,609,-1.450490952,-4.692344666,1
175,641,1.134382963,-4.818517685,1
175,673,1.538075566,-5.530525208,1
175,705,0.4826307893,-6.385447502,1
175,737,0.9385967255,-5.758748055,1
175,769,3.376780033,-5.632601261,1
175,801,5.06771183,-5.540504932,1
175,833,5.937326431,-6.666902065,1
175,865,6.740479469,-6.99514389,1
175,897,7.909539223,-7.02491188,1
175,929,10.04902363,-6.642967701,1
175,961,11.66871643,-7.335608482,1
175,993,13.14540577,-8.292897224,1
175,1025,14.49841881,-8.925949097,1
175,1057,14.84139729,-9.384018898,1
175,1089,15.15899849,-7.838332176,1
175,1121,13.53956604,-7.429432869,1
175,1153,11.27712154,-9.477353096,1
175,1185,9.965628624,-9.89115715,1
175,1217,9.451107979,-9.917902946,1
175,1249,9.369633675,-13.19497871,1
175,1281,9.743206978,-15.62835693,1
175,1313,10.25264168,-13.14813423,1
175,1345,10.8901186,-11.15356541,1
175,1377,11.42048073,-9.247452736,1
175,1409,12.29956913,-7.931460381,1
175,1441,12.92182827,-8.302062988,1
175,1473,11.95914078,-6.637256622,1
175,1505,11.22581387,-8.150602341,1
175,1537,12.32052994,-8.213445663,1
175,1569,12.48733139,-5.650818348,1
175,1601,11.31642151,-5.264853954,1
175,1633,11.04171371,-8.244789124,1
175,1665,11.68300056,-8.694184303,1
175,1697,10.83813953,-10.04178715,1
175,1729,10.68374062,-10.09703922,1
175,1761,11.3976202,-10.63406563,1
175,1793,8.66974926,-8.945780754,1
175,1825,7.747574806,-9.194371223,1
175,1857,7.28459549,-9.976759911,1
175,1889,6.751530647,-11.11988926,1
175,1921,5.605717659,-11.85372448,1
175,1953,4.983733654,-10.00923061,1
175,1985,4.897564411,-8.916735649,1
175,2017,4.659060478,-6.99438858,1
207,33,-20.70736694,1.433194637,1
207,65,-11.79689789,-7.054163933,1
207,97,-11.73324776,-3.472975969,1
207,129,-10.98518181,-2.756111145,1
207,161,-11.81078625,-3.897360325,1
207,193,-11.3327179,-4.076056004,1
207,225,-10.1037941,-5.309826374,1
207,257,-9.305890083,-5.832147598,1
207,289,-9.246004105,-5.780189514,1
207,321,-8.729437828,-5.351335526,1
207,353,-7.703687191,-5.467822552,1
207,385,-7.085744858,-5.330191135,1
207,417,-6.457530022,-6.159063339,1
207,449,-6.047920227,-6.466370106,1
207,481,-5.992639065,-4.598410606,1
207,513,-6.436255455,-3.612034321,1
207,545,-5.954064369,-4.243920326,1
207,577,-4.520121574,-4.190954208,1
207,609,-1.838641167,-4.378196239,1
207,641,-0.4622657299,-4.569914818,1
207,673,-0.3978708386,-5.73474884,1
207,705,0.06435245275,-6.68308115,1
207,737,0.8995995522,-5.806194782,1
207,769,3.366663218,-5.844017982,1
207,801,5.689208508,-6.200046539,1
207,833,6.71489048,-6.703737259,1
207,865,6.966943741,-6.801850319,1
207,897,8.214792252,-6.527313232,1
207,929,10.16331673,-5.747349739,1
207,961,11.54831505,-6.146617413,1
207,993,12.84435177,-8.087797165,1
207,1025,14.79179001,-9.063234329,1
207,1057,14.87648964,-9.971886635,1
207,1089,15.11737251,-8.707661629,1
207,1121,13.6063261,-6.661453247,1
207,1153,11.46998596,-9.19660759,1
207,1185,10.12869167,-10.01545143,1
207,1217,3.254180908,-22.65481186,1
207,1249,-2.802280426,-4.553523064,1
207,1281,10.22980022,-13.65659809,1
207,1313,10.77650642,-12.35569096,1
207,1345,12.23436546,-10.15379047,1
207,1377,13.69883919,-7.715405464,1
207,1409,14.23573208,-7.966976166,1
207,1441,14.2124424,-8.731678963,1
207,1473,14.0854969,-8.784536362,1
207,1505,13.19984436,-8.793737411,1
207,1537,12.28533173,-7.781682968,1
207,1569,12.60141182,-7.485940933,1
207,1601,13.86199951,-7.883835793,1
207,1633,13.15105247,-9.186504364,1
207,1665,11.416646,-10.03945923,1
207,1697,11.45833588,-10.80272675,1
207,1729,11.95179367,-10.7358675,1
207,1761,12.0886631,-10.54833412,1
207,1793,10.20985699,-9.33706665,1
207,1825,5.668488503,-9.717676163,1
207,1857,5.336818695,-9.975422859,1
207,1889,4.884478092,-11.28738403,1
207,1921,4.787378788,-13.28923798,1
207,1953,5.146458626,-10.8114481,1
207,1985,5.073627949,-9.072075844,1
207,2017,3.111925602,-5.088129997,1
239,33,-26.98296356,0.1581611633,1
239,65,-9.573901176,13.49574089,1
239,97,-8.594104767,-3.894335747,1
239,129,-9.46374321,-3.416188002,1
239,161,-10.8148737,-4.326071262,1
239,193,-11.60135555,-4.869662762,1
239,225,-9.810031891,-5.524634361,1
239,257,-9.094025612,-6.172317028,1
239,289,-8.317498207,-4.629951954,1
239,321,-8.07793045,-4.538003445,1
239,353,-8.139789581,-4.178095818,1
239,385,-6.83165741,-5.637906551,1
239,417,-5.508011341,-6.238266945,1
239,449,-4.398365974,-4.980672836,1
239,481,-5.213683128,-4.561007023,1
239,513,-6.07422781,-4.308472633,1
239,545,-5.772809982,-5.237085819,1
239,577,-4.809975147,-4.424479008,1
239,609,-3.840936661,-3.907765388,1
239,641,-2.872466087,-4.913597107,1
239,673,-1.432322621,-6.570964336,1
239,705,-0.3181900978,-6.388065815,1
239,737,-0.04404234886,-6.430801868,1
239,769,3.076880217,-6.387080193,1
239,801,5.048110008,-6.985597134,1
239,833,6.048263073,-7.187232018,1
239,865,7.226392269,-6.697445393,1
239,897,8.700201988,-6.424506187,1
239,929,10.19750309,-5.469863415,1
239,961,11.06230927,-6.848352432,1
239,993,13.05386829,-8.522593498,1
239,1025,14.42209244,-8.992734909,1
239,1057,15.40384293,-10.23125744,1
239,1089,17.22310829,-9.06478405,1
239,1121,18.63360023,-6.851015091,1
239,1153,11.66416168,-9.711957932,1
239,1185,10.10239983,-10.12697506,1
239,1217,11.42278576,-8.756086349,1
239,1249,10.70809746,-8.975511551,1
239,1281,10.02540493,-11.07816029,1
239,1313,12.003829,-10.60657883,1
239,1345,14.30925465,-9.62639904,1
239,1377,16.35728073,-8.992724419,1
239,1409,16.4411335,-8.589803696,1
239,1441,16.22631073,-8.385804176,1
239,1473,15.66491127,-8.425209045,1
239,1505,14.70804882,-8.101977348,1
239,1537,13.6781311,-8.078614235,1
239,1569,13.9765377,-8.704041481,1
239,1601,15.18142891,-9.487075806,1
239,1633,13.39251137,-10.33293915,1
239,1665,10.76660442,-11.05127907,1
239,1697,10.42393494,-11.04445839,1
239,1729,10.18448353,-10.37265491,1
239,1761,10.24843311,-9.770721436,1
239,1793,8.330568314,-9.133325577,1
239,1825,6.134755135,-8.205031395,1
239,1857,3.982408524,-9.478684425,1
239,1889,4.159965515,-10.02043724,1
239,1921,4.236912251,-10.38289356,1
239,1953,4.501840591,-9.542564392,1
239,1985,4.604607582,-7.93715477,1
239,2017,3.166661739,-4.798462391,1
271,33,6.942656517,-0.3791236877,1
271,65,-25.11688614,5.569973946,1
271,97,-7.988903999,-4.62743187,1
271,129,-8.345180511,-3.224177361,1
271,161,-9.235183716,-4.54932785,1
271,193,-9.295701981,-5.675778866,1
271,225,-8.811782837,-6.35575819,1
271,257,-9.030842781,-6.742863178,1
271,289,-6.360315323,-4.28261137,1
271,321,-6.435868263,-4.205628872,1
271,353,-7.891499519,-3.137135029,1
271,385,-7.110805511,-2.795137644,1
271,417,-6.121725082,-3.416345596,1
271,449,-5.660786629,-4.080965996,1
271,481,-5.503257751,-4.338066101,1
271,513,-5.595336437,-4.181852818,1
271,545,-5.515285015,-5.041557312,1
271,577,-6.120784283,-4.022068024,1
271,609,-5.687486649,-3.751913309,1
271,641,-4.247494221,-4.012221813,1
271,673,-2.903268814,-4.620261192,1
271,705,-0.9123578072,-6.120923519,1
271,737,-0.7256599665,-6.043895245,1
271,769,1.04524231,-5.340631485,1
271,801,4.295295238,-6.393801689,1
271,833,5.248131275,-6.339570045,1
271,865,7.248038769,-6.195279121,1
271,897,8.736644745,-6.324459553,1
271,929,9.86770153,-6.125535488,1
271,961,10.53899384,-7.030879974,1
271,993,13.26864815,-7.963003159,1
271,1025,15.07196426,-8.980386734,1
271,1057,16.13107491,-9.837939262,1
271,1089,18.96258736,-9.773480415,1
271,1121,20.19114113,-8.960769653,1
271,1153,18.64332962,-10.07056141,1
271,1185,15.39445782,-9.247488976,1
271,1217,12.35749435,-6.804779053,1
271,1249,10.77974606,-7.392916679,1
271,1281,12.15754986,-10.18364048,1
271,1313,13.32435036,-10.41734314,1
271,1345,14.49752617,-9.904269218,1
271,1377,15.5589571,-9.505522728,1
271,1409,18.39860916,-9.206120491,1
271,1441,19.07650948,-9.324054718,1
271,1473,16.36741638,-9.990004539,1
271,1505,15.30150223,-9.70580101,1
271,1537,14.44728661,-9.71855545,1
271,1569,14.55556965,-10.42864132,1
271,1601,15.44643593,-12.05202007,1
271,1633,14.02433586,-12.71627235,1
271,1665,11.29065514,-12.16407013,1
271,1697,9.586935043,-11.44455051,1
271,1729,8.344462395,-10.0706749,1
271,1761,8.171198845,-9.595104218,1
271,1793,7.81443882,-8.970796585,1
271,1825,6.523153782,-8.221714973,1
271,1857,4.626514435,-9.037712097,1
271,1889,4.551243305,-9.724199295,1
271,1921,4.21435833,-9.498197556,1
271,1953,3.803287506,-9.093725204,1
271,1985,3.796364546,-7.592372894,1
271,2017,3.979016304,-5.916392326,1
303,33,7.097723961,0.7400369644,1
303,65,-10.12693596,-7.778890133,1
303,97,-10.43356323,-5.414117336,1
303,129,-9.545621872,-3.768501282,1
303,161,-9.2937994,-5.036072254,1
303,193,-7.022619247,-5.577785492,1
303,225,-8.584592819,-7.447591782,1
303,257,-8.137367249,-6.994214535,1
303,289,-7.119194984,-4.872311592,1
303,321,-1.541233063,14.70447826,1
303,353,-8.672147751,-0.2554175854,1
303,385,-7.4142313,0.290522337,1
303,417,-6.272284031,-1.292001724,1
303,449,-6.259340763,-3.849952698,1
303,481,-6.281933308,-4.405878544,1
303,513,-5.74207449,-4.071446419,1
303,545,-5.50539732,-4.009911537,1
303,577,-6.182671547,-3.031672478,1
303,609,-3.968841314,-2.573223829,1
303,641,-1.823059082,-2.688227177,1
303,673,-2.287477732,-4.256308556,1
303,705,-1.937623024,-6.07288456,1
303,737,0.5544244051,-5.36979866,1
303,769,2.114209414,-3.956448555,1
303,801,3.945575237,-5.043423176,1
303,833,5.955772877,-5.482370853,1
303,865,7.726550579,-5.97536993,1
303,897,9.023591042,-6.500091553,1
303,929,10.23884392,-6.552661419,1
303,961,11.63753891,-6.588624954,1
303,993,13.7367239,-7.92181015,1
303,1025,15.9518795,-9.824843407,1
303,1057,17.75800896,-9.883292198,1
303,1089,20.10008621,-9.207914352,1
303,1121,21.19721413,-8.880475998,1
303,1153,20.09279823,-9.248062134,1
303,1185,17.79692841,-8.385964394,1
303,1217,13.70402431,-5.904595375,1
303,1249,10.21926212,-7.146699905,1
303,1281,10.18556881,-9.859580994,1
303,1313,11.06693268,-10.43595028,1
303,1345,13.70640755,-9.812309265,1
303,1377,14.94430542,-9.927520752,1
303,1409,17.20941162,-10.04753399,1
303,1441,21.30924988,-10.72976208,1
303,1473,17.17005348,-11.79848194,1
303,1505,16.09963417,-11.50683212,1
303,1537,15.04056835,-11.41727924,1
303,1569,15.19592857,-11.60059929,1
303,1601,14.95628929,-11.97858715,1
303,1633,14.02463722,-12.26013279,1
303,1665,12.53196144,-12.84776402,1
303,1697,11.36297512,-11.16015625,1
303,1729,10.11633396,-9.751999855,1
303,1761,9.204436302,-8.997196198,1
303,1793,8.467575073,-8.996430397,1
303,1825,7.379561901,-9.630911827,1
303,1857,6.234386921,-11.33952332,1
303,1889,5.453226089,-10.49020004,1
303,1921,4.826022148,-9.290336609,1
303,1953,3.707843065,-8.747921944,1
303,1985,3.453303099,-7.653293133,1
303,2017,3.393944502,-6.369242668,1
335,33,-6.299471855,-0.2731761932,1
335,65,-9.782696724,-8.188181877,1
335,97,-9.687027931,-5.791943073,1
335,129,-9.429038048,-5.505723476,1
335,161,-9.569344521,-5.516201019,1
335,193,-9.256288528,-5.235528946,1
335,225,3.827086449,-19.43012619,1
335,257,-7.704998016,-5.56421566,1
335,289,-7.207007408,-4.250466824,1
335,321,-7.455151558,-3.378228188,1
335,353,-7.529584885,-0.1557621956,1
335,385,-7.360159874,0.01788520813,1
335,417,-6.835326195,-2.387473106,1
335,449,-7.140963554,-5.364752769,1
335,481,-7.594417095,-5.0051651,1
335,513,-5.242478848,-3.720252991,1
335,545,-3.794160366,-3.001545429,1
335,577,-3.471025944,-0.6506900787,1
335,609,-2.197431564,-1.548117399,1
335,641,-0.5384601355,-3.175008297,1
335,673,-1.021874428,-3.834715128,1
335,705,0.2048844695,-4.885822773,1
335,737,1.831907988,-4.104288578,1
335,769,3.056960106,-4.030114174,1
335,801,4.678700924,-4.469759941,1
335,833,7.532820702,-5.115634918,1
335,865,9.283489227,-5.930247784,1
335,897,10.67372322,-6.482018948,1
335,929,12.22058868,-6.836610317,1
335,961,13.42287827,-7.325943947,1
335,993,14.48875618,-8.972416878,1
335,1025,16.43986702,-11.69046307,1
335,1057,18.25376892,-10.0557375,1
335,1089,20.93397331,-7.828983307,1
335,1121,22.06091309,-8.397707939,1
335,1153,20.09905624,-8.458614349,1
335,1185,17.51586151,-7.355938435,1
335,1217,15.29946327,-7.050658226,1
335,1249,9.311430931,-10.12866879,1
335,1281,11.3568821,-10.20704269,1
335,1313,12.53161716,-10.41219616,1
335,1345,12.37486935,-9.462332726,1
335,1377,13.71920681,-10.37593651,1
335,1409,15.59711838,-10.58892632,1
335,1441,17.52998161,-11.41894245,1
335,1473,17.10889435,-12.24055767,1
335,1505,16.62398911,-12.7621994,1
335,1537,15.96093178,-12.66629219,1
335,1569,17.6307888,-11.91174793,1
335,1601,17.18964767,-11.55128098,1
335,1633,15.95971394,-11.97466183,1
335,1665,14.33096123,-12.4753418,1
335,1697,12.54973984,-11.34221363,1
335,1729,11.20051098,-10.1823988,1
335,1761,10.15857315,-9.266809464,1
335,1793,9.078351974,-10.35909176,1
335,1825,7.929677963,-11.26881313,1
335,1857,7.769825459,-13.01759911,1
335,1889,7.230282307,-11.7055769,1
335,1921,5.764622688,-9.979848862,1
335,1953,4.084786415,-8.789702415,1
335,1985,3.456488609,-7.482088566,1
335,2017,2.047426701,-5.401806355,1
367,33,-8.89981842,-9.108308792,1
367,65,-9.80491066,-8.561262131,1
367,97,-9.225976944,-6.234638691,1
367,129,-9.176952362,-5.87454319,1
367,161,-9.522422791,-5.732120514,1
367,193,-8.863955498,-4.609878063,1
367,225,-7.281386375,-4.280907154,1
367,257,-6.719206333,-3.54045248,1
367,289,-26.35746765,-3.908554792,1
367,321,-12.69251919,7.221451759,1
367,353,-4.775765419,-4.007984161,1
367,385,-4.768155098,-3.413841009,1
367,417,-5.026137352,-3.638106108,1
367,449,-6.563300133,-4.175113678,1
367,481,-7.125748634,-5.093277454,1
367,513,-4.420765877,-4.145483971,1
367,545,-2.083848238,-3.0039289,1
367,577,-1.658920765,0.1253712177,1
367,609,-1.404961824,-1.077498198,1
367,641,-0.9444872737,-2.629523277,1
367,673,-0.2621028721,-1.451337099,1
367,705,1.335139513,-3.418260098,1
367,737,2.054594517,-3.781110287,1
367,769,3.113157272,-3.639152765,1
367,801,4.506770134,-3.850387573,1
367,833,5.849606991,-4.597173691,1
367,865,8.697450638,-5.2583251,1
367,897,10.71078777,-5.917208672,1
367,929,12.55814934,-6.794148445,1
367,961,13.47441101,-8.684093475,1
367,993,13.60537052,-10.54873943,1
367,1025,16.29974556,-12.1528492,1
367,1057,18.85103226,-10.622365,1
367,1089,21.62968254,-8.196855545,1
367,1121,19.91391945,-9.18502903,1
367,1153,18.98851967,-8.519081116,1
367,1185,17.83456421,-8.067782402,1
367,1217,15.23905563,-8.634767532,1
367,1249,12.28328133,-9.778183937,1
367,1281,11.46831131,-10.80480957,1
367,1313,13.40455627,-10.74702454,1
367,1345,13.9862175,-10.69762516,1
367,1377,13.01958752,-10.559515,1
367,1409,15.43339157,-10.70900249,1
367,1441,17.41510391,-12.38378239,1
367,1473,17.7878952,-13.41684341,1
367,1505,17.8224659,-13.80873489,1
367,1537,17.56472015,-12.85522747,1
367,1569,18.5545826,-12.17664814,1
367,1601,18.37841797,-11.6960659,1
367,1633,18.20609283,-12.01229095,1
367,1665,17.92049026,-12.50760555,1
367,1697,14.68728733,-12.02070522,1
367,1729,11.50678921,-10.65580273,1
367,1761,11.24054623,-9.149624825,1
367,1793,10.69818687,-10.84103584,1
367,1825,7.897450924,-11.45631886,1
367,1857,6.724097729,-14.63998699,1
