PIVlab, ASCII chart output - 12-Oct-2024
FRAME: 13, filenames: A:[13]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi & B:[14]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-2.317080498,-0.06917786598,1
47,65,-1.452893257,-1.64565587,1
47,97,-1.53285265,-3.189637661,1
47,129,-1.108831167,-1.916495085,1
47,161,-2.59265852,-1.503105164,1
47,193,-1.981383562,-1.628019094,1
47,225,-0.05251121521,-3.496688366,1
47,257,-0.1828989983,-3.497867584,1
47,289,0.5274775028,-2.682054996,1
47,321,1.019265652,-3.003398895,1
47,353,1.758683205,-1.299942255,1
47,385,1.800299168,-0.2495961189,1
47,417,1.799838066,-1.413265944,1
47,449,3.607681751,-2.002051353,1
47,481,4.84794426,-0.8130305409,1
47,513,4.359043121,-0.350835681,1
47,545,4.378325939,-0.9372428656,1
47,577,3.417252541,-0.5902808309,1
47,609,3.024179935,-0.2989909649,1
47,641,2.505099297,-0.623598814,1
47,673,4.160386562,-1.334770679,1
47,705,3.896434784,-2.221971035,1
47,737,4.130609989,-4.343227863,1
47,769,5.881375313,-5.596608162,1
47,801,5.812398434,-5.133247375,1
47,833,5.280991554,-2.959789276,1
47,865,5.232522011,-2.472047329,1
47,897,6.343218327,-3.68346262,1
47,929,7.493127823,-5.503354549,1
47,961,7.268854618,-6.695221901,1
47,993,6.980447292,-6.140923023,1
47,1025,7.042610645,-6.598845959,1
47,1057,6.608605385,-7.089781284,1
47,1089,5.778159618,-7.435965061,1
47,1121,5.253409386,-7.841516495,1
47,1153,4.168496609,-6.248008728,1
47,1185,4.252855301,-5.805847168,1
47,1217,5.256820679,-5.19018364,1
47,1249,5.742785454,-3.585434914,1
47,1281,6.194397449,-3.438462496,1
47,1313,7.301851273,-5.482636929,1
47,1345,7.341003895,-6.669546127,1
47,1377,6.41139698,-7.038095474,1
47,1409,4.783832073,-6.664066315,1
47,1441,3.915322065,-5.461702347,1
47,1473,3.476559162,-5.84620285,1
47,1505,4.53322506,-6.602686882,1
47,1537,5.407596588,-6.347881794,1
47,1569,3.655273438,-6.163050652,1
47,1601,2.759267807,-5.836290836,1
47,1633,3.404835701,-5.033572674,1
47,1665,4.964343548,-5.204710484,1
47,1697,7.602563381,-5.620438099,1
47,1729,8.830121994,-5.165863514,1
47,1761,7.049704552,-5.721918106,1
47,1793,6.151244164,-6.091791153,1
47,1825,7.229170799,-6.862586021,1
47,1857,8.798614502,-6.666481018,1
47,1889,8.315248489,-5.101369381,1
47,1921,7.612236023,-3.506596804,1
47,1953,7.993491173,-2.863489628,1
47,1985,7.995968342,-3.18683219,1
47,2017,7.631510735,-5.003283501,1
79,33,-1.572358251,-1.339342594,1
79,65,-0.8735767603,-2.941825151,1
79,97,-0.276193738,-3.489776373,1
79,129,0.3528306484,-2.109644413,1
79,161,-0.3845578134,-1.492206335,1
79,193,-0.2744289637,-1.214057684,1
79,225,0.5677636862,-4.747164726,1
79,257,1.515271187,-4.193738461,1
79,289,1.133243322,-3.777591705,1
79,321,1.580387831,-4.682236195,1
79,353,1.435320854,-3.159588337,1
79,385,0.7659734488,-2.044660091,1
79,417,1.306941509,-2.687818766,1
79,449,3.137328386,-3.316521883,1
79,481,3.276620865,-2.011890173,1
79,513,1.900148869,-0.4024863243,1
79,545,2.944907665,-0.3644634485,1
79,577,2.864881277,-0.3214645386,1
79,609,2.480818272,-0.6250770688,1
79,641,1.400291443,-1.395635009,1
79,673,1.974665165,-2.02298665,1
79,705,2.779325008,-3.244164705,1
79,737,3.969970703,-5.320072174,1
79,769,5.433534622,-4.872506142,1
79,801,5.919632912,-3.683734655,1
79,833,5.720707893,-2.114275694,1
79,865,6.085647106,-1.965755224,1
79,897,7.121388912,-3.640282154,1
79,929,7.813601017,-5.284268856,1
79,961,7.449115753,-6.109080315,1
79,993,7.396303177,-6.557265759,1
79,1025,7.032878876,-7.91119051,1
79,1057,6.859362125,-6.922380447,1
79,1089,6.706903458,-7.155073166,1
79,1121,6.077280998,-7.533006191,1
79,1153,4.43300581,-7.953315258,1
79,1185,4.133307457,-7.595564365,1
79,1217,4.916388512,-7.056314468,1
79,1249,5.715438843,-4.637776852,1
79,1281,5.519487381,-3.190335751,1
79,1313,5.760875702,-3.272454262,1
79,1345,6.958897591,-6.216108322,1
79,1377,6.080434799,-7.634113789,1
79,1409,5.171920776,-7.562440395,1
79,1441,4.29709816,-7.397350788,1
79,1473,4.169895649,-7.338013649,1
79,1505,4.994954109,-7.651129246,1
79,1537,5.635726929,-6.282525063,1
79,1569,5.635965347,-5.547681332,1
79,1601,5.544370174,-5.995466709,1
79,1633,5.865365505,-6.162539959,1
79,1665,6.345073223,-6.288557053,1
79,1697,7.343224525,-6.472263336,1
79,1729,7.071255207,-6.44916296,1
79,1761,6.6682024,-6.607142448,1
79,1793,7.470571995,-7.179134846,1
79,1825,8.333239555,-7.299044132,1
79,1857,8.817814827,-6.447950363,1
79,1889,7.8697052,-6.037099838,1
79,1921,6.795775414,-4.761515617,1
79,1953,8.025426865,-4.595674038,1
79,1985,8.557722092,-5.011450768,1
79,2017,10.13016796,-5.201054096,1
111,33,-1.289267778,-2.139799356,1
111,65,-0.4694619775,-4.185121536,1
111,97,-0.1844548583,-4.131765842,1
111,129,0.1881484687,-1.243110657,1
111,161,-0.4532026947,-1.425188541,1
111,193,-0.4398663044,-1.5801301,1
111,225,1.52339077,-2.7186625,1
111,257,1.748403549,-3.039147377,1
111,289,1.446984768,-3.675061703,1
111,321,1.574282169,-4.455116272,1
111,353,1.371161938,-3.483802795,1
111,385,1.114445686,-2.812283754,1
111,417,1.670781255,-3.359025955,1
111,449,2.513958216,-3.369169712,1
111,481,2.396812439,-2.40672493,1
111,513,1.82090044,-1.051494122,1
111,545,1.803979874,-0.912530303,1
111,577,1.989061832,-0.7731071711,1
111,609,2.193587303,-1.396819353,1
111,641,2.344991922,-2.432099819,1
111,673,1.479771376,-2.817161798,1
111,705,2.437464714,-3.557076931,1
111,737,4.4138484,-4.029120445,1
111,769,5.687998295,-4.080827236,1
111,801,5.835411072,-3.541871548,1
111,833,5.95811367,-2.593884945,1
111,865,6.376686096,-2.900230408,1
111,897,7.197821617,-3.621692181,1
111,929,8.069943428,-5.2152071,1
111,961,7.773666382,-5.447258949,1
111,993,7.967399597,-6.290194035,1
111,1025,7.992200375,-7.816652298,1
111,1057,7.066038132,-6.52395153,1
111,1089,6.760505199,-7.328524113,1
111,1121,6.424875736,-8.656692505,1
111,1153,5.696881294,-8.18016243,1
111,1185,6.522680759,-7.284443855,1
111,1217,6.907369614,-6.563550949,1
111,1249,6.638799667,-5.326934814,1
111,1281,6.237671375,-3.297309875,1
111,1313,5.711641312,-3.457983017,1
111,1345,6.568892956,-6.412106037,1
111,1377,6.645504475,-7.28235817,1
111,1409,5.901339054,-8.277404785,1
111,1441,4.810975552,-8.073764801,1
111,1473,4.778618336,-8.222267151,1
111,1505,4.370756626,-7.036685467,1
111,1537,6.225419044,-5.917078495,1
111,1569,7.255064964,-5.603698254,1
111,1601,7.254210472,-5.896678448,1
111,1633,7.076357841,-6.771854401,1
111,1665,6.925127029,-7.172267437,1
111,1697,7.00681591,-7.571264267,1
111,1729,6.647055149,-7.185190678,1
111,1761,6.421184063,-6.593623638,1
111,1793,7.991557121,-6.900810242,1
111,1825,7.87416029,-6.282570362,1
111,1857,7.304885387,-5.650552273,1
111,1889,6.573974609,-5.856733799,1
111,1921,6.315415382,-5.744558334,1
111,1953,7.837052345,-5.913679123,1
111,1985,8.863919258,-5.681613445,1
111,2017,9.267486572,-5.847906113,1
143,33,-1.153784513,0.4692106247,1
143,65,-0.09484636784,-4.37505722,1
143,97,0.09477823973,-3.896694899,1
143,129,-0.09082573652,-2.294608355,1
143,161,0.3855079412,-1.741474628,1
143,193,1.228406906,-1.866416454,1
143,225,2.816518784,-2.394014359,1
143,257,2.338167429,-3.40358758,1
143,289,1.382444024,-4.327445984,1
143,321,1.59930253,-4.451499939,1
143,353,1.985245705,-3.278028965,1
143,385,2.048920155,-2.852978468,1
143,417,2.638464451,-3.615104914,1
143,449,3.3930161,-3.558285952,1
143,481,2.60266614,-2.121762276,1
143,513,2.721525669,-1.545128822,1
143,545,2.706515312,-1.345163822,1
143,577,2.403094053,-1.009017706,1
143,609,2.374629736,-1.966944218,1
143,641,2.80794239,-4.511892319,1
143,673,3.766150951,-4.439070702,1
143,705,4.027907372,-3.445221186,1
143,737,4.806725025,-2.475344896,1
143,769,5.72033453,-3.326666355,1
143,801,6.172405243,-4.179195404,1
143,833,6.488964081,-3.669841051,1
143,865,7.340304375,-3.851303101,1
143,897,7.345299721,-4.258889198,1
143,929,7.914510727,-5.290349483,1
143,961,8.342708588,-5.019320488,1
143,993,8.216460228,-5.866970539,1
143,1025,7.996644974,-6.566657066,1
143,1057,7.181163311,-6.516951084,1
143,1089,6.844326019,-7.128670216,1
143,1121,7.495571613,-7.402582645,1
143,1153,8.073746681,-7.64781332,1
143,1185,8.098428726,-7.991466999,1
143,1217,7.756334782,-7.33390379,1
143,1249,7.589942455,-6.009596348,1
143,1281,6.969909668,-5.370267391,1
143,1313,6.619837761,-4.695629597,1
143,1345,6.552546501,-5.7825737,1
143,1377,6.816819668,-7.023180008,1
143,1409,6.468287468,-8.025104523,1
143,1441,6.475860119,-8.425110817,1
143,1473,6.838463783,-9.410852432,1
143,1505,6.025563717,-7.298342228,1
143,1537,8.273541451,-7.157585621,1
143,1569,8.6605196,-6.632888794,1
143,1601,8.739725113,-6.993503094,1
143,1633,8.185265541,-7.382584095,1
143,1665,7.947177887,-7.350405693,1
143,1697,7.879652023,-8.349729538,1
143,1729,8.270065308,-6.844228745,1
143,1761,8.296178818,-6.093688965,1
143,1793,8.012654305,-6.052624226,1
143,1825,7.713217735,-5.737491131,1
143,1857,7.204828739,-5.182041645,1
143,1889,5.743044376,-6.169263363,1
143,1921,5.253332615,-6.940850258,1
143,1953,7.032200813,-6.191389561,1
143,1985,8.503547668,-6.050798893,1
143,2017,8.625255585,-6.154951096,1
175,33,-3.020545483,1.710184574,1
175,65,-0.4417766929,-2.379835606,1
175,97,0.0002922415733,-2.481872082,1
175,129,0.3953724504,-2.637237787,1
175,161,0.810895443,-2.398117542,1
175,193,2.041362286,-2.44755888,1
175,225,2.962300062,-2.516730309,1
175,257,2.336959839,-3.290920973,1
175,289,2.102741241,-5.632808685,1
175,321,2.55891037,-4.820833206,1
175,353,2.900568008,-2.837941647,1
175,385,3.063647032,-3.054684639,1
175,417,3.650442123,-2.930600882,1
175,449,3.776180029,-2.528837204,1
175,481,2.50812149,-1.537302494,1
175,513,2.299415588,-1.347941399,1
175,545,2.79800868,-1.400411367,1
175,577,3.043706179,-1.550189018,1
175,609,3.031305075,-2.57181859,1
175,641,3.257214069,-5.119163513,1
175,673,5.708063602,-4.300103664,1
175,705,5.53335762,-2.756029606,1
175,737,5.538683414,-2.780591965,1
175,769,5.730127335,-3.299907684,1
175,801,6.40145874,-3.468397141,1
175,833,6.695868969,-3.748965502,1
175,865,6.281234264,-4.66861105,1
175,897,7.117943287,-5.036139011,1
175,929,8.107993126,-5.492302895,1
175,961,8.738739014,-5.666970253,1
175,993,8.788435936,-5.947294712,1
175,1025,8.522779465,-5.901102543,1
175,1057,8.147224426,-6.594043255,1
175,1089,7.94760704,-6.500422955,1
175,1121,8.318810463,-6.121813297,1
175,1153,8.664416313,-7.220505714,1
175,1185,9.087922096,-8.821849823,1
175,1217,8.768535614,-7.911706448,1
175,1249,8.636756897,-6.929728985,1
175,1281,8.016049385,-6.555449963,1
175,1313,7.371884346,-5.794663429,1
175,1345,6.695217133,-5.309849739,1
175,1377,5.366553783,-6.796617031,1
175,1409,5.410148621,-7.478479385,1
175,1441,7.656026363,-8.898783684,1
175,1473,8.574832916,-9.076612473,1
175,1505,8.054987907,-8.146391869,1
175,1537,8.912741661,-7.527543545,1
175,1569,9.45124054,-7.737402916,1
175,1601,9.216048241,-8.059039116,1
175,1633,8.963500977,-8.278678894,1
175,1665,8.727538109,-8.144637108,1
175,1697,9.798098564,-7.370350838,1
175,1729,9.943275452,-7.538340569,1
175,1761,9.3014431,-6.6254673,1
175,1793,8.736366272,-4.966288567,1
175,1825,8.741333008,-4.825284958,1
175,1857,8.246566772,-5.597167969,1
175,1889,7.259210587,-6.697581768,1
175,1921,6.523996353,-7.673651695,1
175,1953,6.638013363,-6.418715954,1
175,1985,7.451196671,-6.151077271,1
175,2017,7.471848488,-6.349306583,1
207,33,-0.9507454634,0.04500436783,1
207,65,-0.3880526423,-0.9916346073,1
207,97,-0.1429415941,-2.00723815,1
207,129,0.1422622353,-2.418487072,1
207,161,0.5088806152,-2.059695005,1
207,193,0.6395546198,-2.752182484,1
207,225,0.5848278999,-3.666795731,1
207,257,0.9551103115,-3.132763147,1
207,289,2.52786684,-3.204570532,1
207,321,4.123389244,-2.832960606,1
207,353,5.477284431,-1.536383152,1
207,385,5.370241642,-2.088485241,1
207,417,4.206163406,-2.102755547,1
207,449,4.076462746,-2.033253908,1
207,481,3.529390574,-1.72217226,1
207,513,2.634483814,-0.9841749668,1
207,545,2.828200579,-1.166384101,1
207,577,3.645765066,-1.541213989,1
207,609,3.72431469,-2.24495101,1
207,641,4.102684021,-3.619214535,1
207,673,5.273069382,-2.951260567,1
207,705,7.688234329,-2.705480576,1
207,737,6.919370174,-3.933141232,1
207,769,6.41686058,-3.248960733,1
207,801,6.803807259,-3.464487791,1
207,833,6.891403198,-3.640443087,1
207,865,7.000612259,-3.983068943,1
207,897,7.523738384,-5.184281349,1
207,929,7.774823189,-6.208415985,1
207,961,8.687520027,-6.055613041,1
207,993,9.129310608,-5.873893738,1
207,1025,9.086305618,-5.056704998,1
207,1057,8.470095634,-5.930427074,1
207,1089,7.975801468,-5.843898296,1
207,1121,9.395996094,-4.496613979,1
207,1153,9.396430969,-5.5384655,1
207,1185,9.438936234,-6.645126343,1
207,1217,9.215209961,-6.371893406,1
207,1249,8.901313782,-7.231712818,1
207,1281,8.708429337,-7.225493431,1
207,1313,7.885695457,-6.600189209,1
207,1345,7.200001717,-6.588155746,1
207,1377,6.948532104,-7.149796009,1
207,1409,6.861632347,-7.29157114,1
207,1441,8.063755035,-7.725291729,1
207,1473,8.671488762,-8.430696487,1
207,1505,8.129364967,-8.032804489,1
207,1537,9.206334114,-8.552009583,1
207,1569,9.967100143,-8.60674572,1
207,1601,9.524590492,-8.490418434,1
207,1633,8.850319862,-8.622937202,1
207,1665,8.81883812,-8.567157745,1
207,1697,9.241970062,-8.602794647,1
207,1729,10.99267006,-7.856533527,1
207,1761,10.78674412,-7.44149971,1
207,1793,9.313241005,-6.23162365,1
207,1825,9.070178986,-6.496305466,1
207,1857,8.729837418,-6.993848801,1
207,1889,7.77058363,-6.639807701,1
207,1921,6.365254879,-6.022574902,1
207,1953,6.312669754,-5.464519024,1
207,1985,6.316519737,-5.993920326,1
207,2017,5.858516216,-6.640897751,1
239,33,-1.609464169,-0.1259604692,1
239,65,-0.5374498963,-0.9458744526,1
239,97,-0.1693257987,-1.712230921,1
239,129,1.113541961,-2.146581173,1
239,161,0.3552863002,-1.995499849,1
239,193,-1.208832264,-2.32074976,1
239,225,-1.644230127,-2.604732752,1
239,257,-0.7062780261,-2.762346029,1
239,289,2.010446548,-2.408895969,1
239,321,4.10268116,-1.7142272,1
239,353,5.067080498,-0.062738657,1
239,385,5.086551666,-1.191221952,1
239,417,5.04526186,-1.640183926,1
239,449,5.152221203,-1.679201722,1
239,481,4.333715439,-1.887883306,1
239,513,4.094606876,-1.506861567,1
239,545,4.376617432,-1.397709608,1
239,577,4.590217113,-1.212521672,1
239,609,4.819916725,-1.818962097,1
239,641,5.023842335,-3.094819307,1
239,673,5.692856789,-2.648463011,1
239,705,7.003598213,-2.637245417,1
239,737,7.578169346,-3.300347328,1
239,769,7.339168549,-3.289833069,1
239,801,7.663825989,-3.482338905,1
239,833,8.0234375,-3.406413794,1
239,865,7.155337811,-3.36829567,1
239,897,6.570705891,-5.386240005,1
239,929,7.746614456,-7.266576767,1
239,961,8.657126427,-7.121278763,1
239,993,8.475606918,-6.451737404,1
239,1025,8.681048393,-5.995830536,1
239,1057,8.727988243,-5.966795921,1
239,1089,8.859070778,-5.911525726,1
239,1121,9.80253315,-5.355223179,1
239,1153,10.10935307,-6.260106564,1
239,1185,9.872665405,-6.886459827,1
239,1217,10.03180027,-7.207297802,1
239,1249,9.904493332,-7.600102901,1
239,1281,9.241094589,-6.772412777,1
239,1313,8.200957298,-7.163207531,1
239,1345,7.922198296,-7.704613209,1
239,1377,8.001138687,-7.646054268,1
239,1409,8.203256607,-7.580064774,1
239,1441,8.053512573,-7.782786369,1
239,1473,7.610485077,-8.313128471,1
239,1505,8.399924278,-7.62693882,1
239,1537,9.557420731,-9.25560379,1
239,1569,10.23914146,-9.277662277,1
239,1601,9.60987854,-8.868959427,1
239,1633,9.078997612,-8.397315979,1
239,1665,9.185777664,-8.323307991,1
239,1697,10.28439999,-8.588015556,1
239,1729,11.65144539,-7.771024704,1
239,1761,11.22105694,-7.942035675,1
239,1793,10.07084274,-7.94184494,1
239,1825,9.230342865,-8.482469559,1
239,1857,9.012491226,-7.885872364,1
239,1889,7.582682133,-6.495698452,1
239,1921,6.453769207,-4.79727459,1
239,1953,5.916570187,-4.926065445,1
239,1985,5.451565266,-6.591738701,1
239,2017,4.668370247,-6.982459545,1
271,33,-1.812955141,-0.1255059242,1
271,65,-0.04812139273,-2.77582407,1
271,97,-0.1393158436,-1.787982583,1
271,129,0.4264382124,-1.73368001,1
271,161,0.1310884953,-2.426805973,1
271,193,-1.152791977,-2.824514627,1
271,225,-2.037858486,-2.008264065,1
271,257,-2.102263927,-2.114328861,1
271,289,0.641746521,-2.417679548,1
271,321,1.600821018,-2.04411459,1
271,353,2.28058815,-1.483811617,1
271,385,3.650597572,-1.907136917,1
271,417,4.152177811,-1.876181364,1
271,449,4.294280052,-1.666855454,1
271,481,3.796896935,-2.795921087,1
271,513,4.352796078,-2.439997196,1
271,545,5.269657135,-1.477117419,1
271,577,5.486989975,-1.107791185,1
271,609,5.385519505,-1.607387781,1
271,641,6.023403168,-2.645581961,1
271,673,6.660285473,-2.81333518,1
271,705,7.242725849,-2.784809351,1
271,737,7.889316559,-3.107567072,1
271,769,7.961985588,-3.2388978,1
271,801,8.014194489,-3.258318424,1
271,833,7.890050888,-3.358776569,1
271,865,7.202353477,-4.07790184,1
271,897,6.579758644,-5.451823711,1
271,929,8.889769554,-6.303968906,1
271,961,9.832847595,-7.19392252,1
271,993,8.709664345,-7.099017143,1
271,1025,8.298864365,-6.759865284,1
271,1057,8.847574234,-6.464128971,1
271,1089,9.463015556,-6.39749527,1
271,1121,10.25699997,-6.058688164,1
271,1153,10.50002861,-7.149000168,1
271,1185,9.786272049,-8.253557205,1
271,1217,10.06082439,-9.029183388,1
271,1249,11.48988438,-8.425027847,1
271,1281,9.684996605,-6.727247238,1
271,1313,8.129753113,-7.749135017,1
271,1345,7.90119648,-8.525221825,1
