PIVlab, ASCII chart output - 12-Oct-2024
FRAME: 42, filenames: A:[42]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi & B:[43]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-2.909942389,10.51233387,1
47,65,-1.781530619,-5.434351444,1
47,97,-1.499457836,-6.152005672,1
47,129,-0.9254257679,-5.531431198,1
47,161,-1.731300592,-4.664971352,1
47,193,-4.194703579,-3.832600594,1
47,225,-4.57608366,-4.148927212,1
47,257,-4.549267292,-5.601468086,1
47,289,-5.180727959,-5.178838253,1
47,321,-5.704263687,-4.499204636,1
47,353,-6.401816368,-4.515345573,1
47,385,-6.323422909,-4.747015953,1
47,417,-4.616027832,-5.107664108,1
47,449,-4.393723011,-5.051495075,1
47,481,-6.234447956,-4.991019726,1
47,513,-6.887943268,-6.663545609,1
47,545,-4.626555443,-7.194000244,1
47,577,-2.72634244,-5.37116003,1
47,609,-2.105143785,-3.937249184,1
47,641,-1.996984482,-4.046343327,1
47,673,-2.279075861,-3.969105244,1
47,705,-3.120118141,-4.144615173,1
47,737,-3.586294651,-4.350207329,1
47,769,-3.946828842,-3.64605999,1
47,801,-4.752904892,-2.755893946,1
47,833,-4.734371185,-2.983007669,1
47,865,-4.46397686,-3.082939386,1
47,897,-4.403487206,-3.465962648,1
47,929,-4.262230873,-3.844641209,1
47,961,-5.014842033,-3.606464624,1
47,993,-5.001529694,-1.939129353,1
47,1025,-4.079994202,-1.46604681,1
47,1057,-3.645792246,-3.750769615,1
47,1089,-3.146888018,-3.37795639,1
47,1121,-3.678830147,-1.792993069,1
47,1153,-4.00075388,-1.193010807,1
47,1185,-2.706778526,-1.818408132,1
47,1217,-1.768122673,-2.27278161,1
47,1249,-4.713260174,-2.271585941,1
47,1281,-5.015067101,-0.3165652752,1
47,1313,-6.511564255,-2.198030949,1
47,1345,-5.218194008,-3.496183872,1
