PIVlab, ASCII chart output - 12-Oct-2024
FRAME: 38, filenames: A:[38]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi & B:[39]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-1.80731833,1.154618263,1
47,65,-5.075169563,-4.452684402,1
47,97,-3.689602852,-1.874965429,1
47,129,-3.157005787,-2.122356176,1
47,161,-2.635152578,-2.207221508,1
47,193,-2.833594322,-2.975848198,1
47,225,-2.866990089,-3.835526228,1
47,257,-2.799033165,-4.411099434,1
47,289,-1.706796885,-3.504163742,1
47,321,-0.8697198629,-2.554095984,1
47,353,-0.8335008621,-3.909048557,1
47,385,-1.192420483,-4.55826664,1
47,417,-1.294323921,-4.073440552,1
47,449,-3.027818918,-0.1354160309,1
47,481,-4.136971951,-1.106477737,1
47,513,-2.461392403,-3.187911987,1
47,545,-1.887379169,-5.041275978,1
47,577,-0.8922680616,-5.721774101,1
47,609,-0.8831595182,-4.342757702,1
47,641,-1.576467276,-2.396968603,1
47,673,-2.148762941,-1.474360228,1
47,705,-3.208929062,-0.8161075115,1
47,737,-2.749089718,-1.401632547,1
47,769,-1.798101783,-2.049409151,1
47,801,-1.902699471,-1.277460694,1
47,833,-2.469930649,-0.6961596012,1
47,865,-3.641776323,-0.3061945438,1
47,897,-3.456364632,-1.105533361,1
47,929,-0.4810175896,-4.09304142,1
47,961,-1.364915848,-4.518658638,1
47,993,-2.482516289,-3.880457878,1
47,1025,-1.567386627,-2.684301853,1
47,1057,-1.367778659,-2.269109964,1
47,1089,-1.941755176,-0.8933998942,1
47,1121,-1.22538197,-0.1551729888,1
47,1153,-1.734152198,-0.5604773164,1
47,1185,-2.262460947,-0.9244531989,1
47,1217,-2.390983105,-1.251084447,1
47,1249,-2.145356178,-0.9232456684,1
47,1281,-2.149478912,-0.6752669811,1
47,1313,-21.6363945,1.271605492,1
47,1345,-0.6566171646,-2.415076017,1
47,1377,-1.508602381,-2.716598988,1
47,1409,-1.590345383,-2.727442265,1
47,1441,-0.9120846987,-3.182670593,1
47,1473,0.1410262585,-2.181235313,1
47,1505,-0.8795369864,-0.730984807,1
47,1537,-1.468422055,-1.289386749,1
47,1569,-2.382424593,-1.996178389,1
47,1601,-2.658656836,-1.646651268,1
47,1633,-2.022457123,-0.7981944084,1
47,1665,-2.01236248,0.6896445751,1
47,1697,-2.324592829,0.9654951096,1
47,1729,-2.692405462,-1.960333586,1
47,1761,-1.036158204,-0.4693412781,1
47,1793,-1.759064674,0.7784210443,1
47,1825,-3.710508347,-1.045651793,1
47,1857,-4.010556698,-1.67246151,1
47,1889,-0.8293399811,-1.654244661,1
47,1921,-1.471482277,0.1266251802,1
47,1953,-2.113899231,0.9522817135,1
47,1985,-2.214158535,0.663551867,1
47,2017,-1.626288414,-3.253866196,1
79,33,-2.209750175,2.536458492,1
79,65,-2.464159489,-1.316338658,1
79,97,-2.177545547,-1.599248886,1
79,129,-2.274298668,-2.956103563,1
79,161,-3.029573202,-3.40065217,1
79,193,-3.409441948,-2.653570414,1
79,225,-3.330037594,-2.600444078,1
79,257,-2.70830822,-2.93185544,1
79,289,-1.873302341,-2.864482641,1
79,321,-1.209061861,-2.549709797,1
79,353,-0.8071410656,-2.766069651,1
79,385,-1.148902059,-3.393131495,1
79,417,-2.116928577,-3.384433031,1
79,449,-2.175354958,-1.550051928,1
79,481,-3.848612309,-0.2910032272,1
79,513,-2.824971199,-2.0954175,1
79,545,-1.36779952,-3.518240452,1
79,577,-1.154260278,-3.911458492,1
79,609,-1.252410889,-3.263094425,1
79,641,-1.189740658,-2.484989882,1
79,673,-1.639485598,-1.854778528,1
79,705,-2.271248817,-1.304353833,1
79,737,-2.01273489,-1.45497787,1
79,769,-1.948307276,-1.485682487,1
79,801,-1.835460901,-0.5606120229,1
79,833,-2.280156374,-0.3781884313,1
79,865,-2.723363161,-0.1824364662,1
79,897,-2.534147263,-0.7311679721,1
79,929,-2.220374584,-1.110972285,1
79,961,-2.426755667,-1.589885473,1
79,993,-3.031132698,-1.982534409,1
79,1025,-1.999309063,-1.395481348,1
79,1057,-0.4817614555,-1.199768543,1
79,1089,-2.126636744,-0.1116614044,1
79,1121,-2.024164677,1.197664499,1
79,1153,-2.340914726,0.2395634651,1
79,1185,-2.126550674,-0.3093007803,1
79,1217,-2.164556265,-0.6437859535,1
79,1249,-2.576790333,-0.8713837862,1
79,1281,-2.542479753,-1.387219667,1
79,1313,-1.839082479,-2.034540176,1
79,1345,-1.053502202,-1.696281075,1
79,1377,-1.102009773,-1.726865649,1
79,1409,-1.021130919,-2.088027,1
79,1441,-0.2278908491,-2.747815609,1
79,1473,0.8491977453,-1.327046156,1
79,1505,-0.3752298355,-0.4747031033,1
79,1537,-0.9196970463,-0.06809851527,1
79,1569,-2.229928017,-0.4543407559,1
79,1601,-2.974000931,-0.7028949261,1
79,1633,-2.102723122,-0.6497994065,1
79,1665,-1.885929346,-0.1037451923,1
79,1697,-2.582015753,-0.3432750702,1
79,1729,-3.202157259,-0.92239362,1
79,1761,-2.280651808,-2.33267498,1
79,1793,-2.092305899,-1.249527574,1
79,1825,-2.98644352,-2.239762068,1
79,1857,-3.067552567,-1.676959991,1
79,1889,-3.258517265,-0.4396765232,1
79,1921,-3.266802549,0.09684830904,1
79,1953,-2.890961647,0.3219049573,1
