PIVlab, ASCII chart output - 12-Oct-2024
FRAME: 29, filenames: A:[29]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi & B:[30]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-4.86425972,-0.3076992035,1
47,65,-5.352952957,-8.176208496,1
47,97,-5.418395996,-6.515100002,1
47,129,-13.87864113,-22.78989601,1
47,161,-4.521160126,-5.259015083,1
47,193,-3.689065695,-6.841704369,1
47,225,-2.677624702,-5.506453037,1
47,257,-3.242007732,-4.840023518,1
47,289,-4.465028763,-4.111895084,1
47,321,-5.220421314,-4.472623348,1
47,353,-5.029742718,-6.001235008,1
47,385,-4.504469395,-6.014842987,1
47,417,-4.890378475,-5.451334953,1
47,449,-5.168792725,-5.547074318,1
47,481,-4.607568741,-5.886171818,1
47,513,-5.756900787,-7.206342697,1
47,545,-5.305356503,-8.044754028,1
47,577,-4.468353748,-7.811177254,1
47,609,-5.133029461,-7.123026848,1
47,641,-6.131757259,-6.503691673,1
47,673,-6.542657852,-4.538087368,1
47,705,-6.242560387,-4.138136864,1
47,737,-6.012430668,-2.780619144,1
47,769,-6.886853218,-2.604702234,1
47,801,-7.734949112,-3.293942928,1
47,833,-8.460248947,-3.191017866,1
47,865,-8.076871872,-5.141674995,1
47,897,-6.852150917,-5.20384407,1
47,929,-5.262641907,-3.243950844,1
47,961,-5.976967335,-2.445591927,1
47,993,-3.349353552,-4.834862232,1
47,1025,-3.623794794,-5.386354446,1
47,1057,-4.044804573,-6.812885761,1
47,1089,-4.206763744,-6.681077003,1
47,1121,-4.352687836,-5.170131683,1
47,1153,-3.274487972,-3.18144989,1
47,1185,-0.2982096672,-4.677280903,1
47,1217,1.530193329,-4.785478115,1
47,1249,0.2308170795,-4.016302586,1
47,1281,-2.867450714,-2.961285353,1
47,1313,-4.908771038,-0.995477438,1
47,1345,-4.573981762,0.3663139343,1
47,1377,-2.743100643,-0.8726415634,1
47,1409,-3.106403589,-0.933370471,1
47,1441,-3.522333384,-1.806724548,1
47,1473,-2.994261742,-0.9799165726,1
47,1505,-2.838910103,-0.8441888094,1
47,1537,-1.22301507,1.184562087,1
47,1569,-2.022400618,1.598838091,1
47,1601,-3.860200405,0.5068705082,1
47,1633,-3.487351894,0.07504433393,1
47,1665,-3.530692101,-0.08448088169,1
47,1697,-2.429170132,-0.1263733506,1
47,1729,-1.203072548,-0.2397432476,1
47,1761,-1.14558363,0.435351789,1
47,1793,-1.580633402,1.090628505,1
47,1825,-1.683658004,0.9587925673,1
47,1857,-0.4176700115,0.6958937645,1
47,1889,-0.6003146172,0.8150308132,1
47,1921,-0.2478017807,1.369311571,1
47,1953,0.455753088,1.944894314,1
47,1985,-0.4959505796,2.33654952,1
47,2017,-1.290130854,-0.529940486,1
79,33,-0.5362668037,5.631869316,1
79,65,-4.417869091,-5.667654037,1
79,97,-3.817819118,-4.843057632,1
79,129,-1.873166561,-4.534122944,1
79,161,-3.112438202,-6.448083878,1
79,193,-2.118000269,-6.941072941,1
79,225,-1.802440643,-6.930709362,1
79,257,-4.416362286,-6.567279816,1
79,289,-5.39946413,-6.111310005,1
79,321,-5.275789261,-5.526503086,1
79,353,-4.790361404,-5.889073849,1
79,385,-4.249612331,-5.541465282,1
79,417,-4.513141632,-5.344188213,1
79,449,-4.882142544,-5.658030987,1
79,481,-4.721446991,-6.151736259,1
79,513,-5.346923828,-6.894517422,1
79,545,-6.032682419,-8.170992851,1
79,577,-4.373951912,-6.56428051,1
79,609,-3.545119762,-6.751771927,1
79,641,-4.499708176,-5.944489002,1
79,673,-4.993649006,-4.834890366,1
79,705,-5.27310276,-4.804109097,1
79,737,-5.851449013,-4.240343094,1
79,769,-6.093495846,-3.944971085,1
79,801,-6.642823219,-3.793895721,1
79,833,-7.160861969,-3.692301273,1
79,865,-7.207969189,-4.786264896,1
79,897,-6.670636177,-6.096050262,1
79,929,-5.512403011,-5.207735538,1
79,961,-3.985088825,-3.530966282,1
79,993,-2.975800753,-3.392156601,1
79,1025,-4.068199158,-4.202250004,1
79,1057,-4.561105728,-4.52848959,1
79,1089,-3.74203372,-3.981695652,1
79,1121,-4.031035423,-2.239750624,1
79,1153,-3.827448606,-1.261377811,1
79,1185,-1.02169013,-2.327301741,1
79,1217,-0.01328349113,-3.617921829,1
79,1249,-0.8128228784,-4.78041172,1
79,1281,-2.264133453,-1.863792419,1
79,1313,-3.902062654,-1.112160802,1
79,1345,-3.79204154,-1.644423485,1
79,1377,-3.376610041,-0.2440550923,1
79,1409,-2.788097858,0.1382362545,1
79,1441,-3.50679183,0.5795791149,1
79,1473,-4.162164688,1.311194539,1
79,1505,-3.950328827,1.682272315,1
79,1537,-3.171683788,1.840439439,1
79,1569,-3.178201675,1.558814883,1
79,1601,-3.732856512,0.8341050148,1
79,1633,-3.89907527,0.3106171489,1
79,1665,-4.334171295,0.6872222424,1
79,1697,-4.369736671,0.3299349844,1
79,1729,-2.892789841,-0.293797493,1
79,1761,-2.06654644,0.1397283077,1
79,1793,-2.313660622,1.491614819,1
79,1825,-2.419336796,1.302972674,1
79,1857,-2.34127903,1.362735271,1
79,1889,-1.431955457,0.8490710258,1
79,1921,-0.6148699522,1.232030272,1
79,1953,-0.441157639,1.8677634,1
79,1985,-0.7250080109,1.845430613,1
79,2017,-1.286549926,-0.5186040998,1
111,33,-4.984134674,-0.3779656887,1
111,65,-4.250266552,-6.5395751,1
111,97,-2.093805313,-5.206143379,1
111,129,-1.910408497,-5.679406166,1
111,161,-3.548417091,-7.357206345,1
111,193,-3.212120771,-7.508343697,1
111,225,-3.471493483,-8.797166824,1
111,257,-4.097353458,-7.709118366,1
111,289,-4.778256416,-7.45433712,1
111,321,-5.76779747,-6.67438221,1
111,353,-5.8735919,-6.699480057,1
111,385,-4.088304996,-6.193346977,1
111,417,-3.587972164,-6.432569981,1
111,449,-4.207063675,-6.567161083,1
111,481,-4.635111332,-6.573410988,1
111,513,-4.79602623,-7.068405151,1
111,545,-4.692070007,-7.369673729,1
111,577,-3.563899994,-5.249098301,1
111,609,-3.978345394,-5.160630226,1
111,641,-4.182469368,-5.360598087,1
111,673,-3.925282001,-5.528951645,1
111,705,-4.65827322,-5.481987,1
111,737,-5.874994278,-4.961203575,1
111,769,-5.922948837,-4.767795563,1
111,801,-5.841773987,-4.395316124,1
111,833,-6.31143856,-4.079405785,1
111,865,-6.329586029,-4.569123745,1
111,897,-5.868306637,-5.656119347,1
111,929,-5.30075264,-5.437264442,1
111,961,-4.012270451,-4.139423847,1
111,993,-3.255524158,-3.617013693,1
111,1025,-4.514182091,-3.252692938,1
111,1057,-5.246809006,-3.168007851,1
111,1089,-4.181011677,-3.170532465,1
111,1121,-3.327399254,-1.71747756,1
111,1153,-2.90184164,-0.5046715736,1
111,1185,-0.7915911674,-1.703713655,1
111,1217,-0.6390500069,-2.174319744,1
111,1249,-0.9500786066,-1.682227612,1
111,1281,-2.615107059,-1.053493261,1
111,1313,-3.904247761,-1.18011713,1
111,1345,-3.289703369,-0.9793206453,1
111,1377,-2.827863216,0.5046696663,1
111,1409,-2.4766078,0.5245732069,1
111,1441,-3.525453806,1.637161732,1
111,1473,-4.210547447,3.527489424,1
111,1505,-4.061448097,3.419891834,1
111,1537,-4.025564194,2.66409874,1
111,1569,-3.706713676,2.076654673,1
111,1601,-3.769435644,1.224447966,1
111,1633,-4.300009251,0.6430734992,1
111,1665,-4.485536575,0.6481990218,1
111,1697,-4.621003151,0.677819252,1
111,1729,-4.702931404,0.470633626,1
111,1761,-2.143845797,0.501034379,1
111,1793,-1.485765457,1.863898158,1
111,1825,-1.830907464,1.524244547,1
111,1857,-2.717480659,2.456717014,1
111,1889,-1.860475779,1.767639995,1
111,1921,-1.145231605,1.411145687,1
111,1953,-1.826622725,1.680741787,1
111,1985,-2.810934067,1.97617054,1
111,2017,-2.570796013,-0.3116407394,1
143,33,-3.432995319,0.3069005013,1
143,65,-3.28058815,-5.75256443,1
143,97,-2.679692507,-6.00683403,1
143,129,-3.41938138,-5.732449055,1
143,161,-4.316306591,-5.741481304,1
