PIVlab, ASCII chart output - 12-Oct-2024
FRAME: 9, filenames: A:[9]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi & B:[10]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
1391,865,-9.168820381,-0.4887380004,1
1391,897,-8.638261795,1.782739639,1
1391,929,-7.985539436,1.705091596,1
1391,961,-9.122524261,0.7472780943,1
1391,993,-9.115545273,1.351820707,1
1391,1025,-11.44228268,1.358026385,1
1391,1057,-9.089553833,1.109632492,1
1391,1089,-9.063450813,0.4750264287,1
1391,1121,-8.586705208,-0.5056080222,1
1391,1153,-7.691857338,-1.753765225,1
1391,1185,-7.091139793,-3.435242414,1
1391,1217,-6.756378174,-6.036623001,1
1391,1249,-6.570755482,-6.932247162,1
1391,1281,-6.118445396,-7.45087719,1
1391,1313,-5.609253407,-9.407923698,1
1391,1345,-5.792912483,-10.76124382,1
1391,1377,-5.649896622,-10.76529312,1
1391,1409,-5.514165401,-8.757626534,1
1391,1441,-5.037303925,-8.267190933,1
1391,1473,-3.868462563,-7.338323116,1
1391,1505,-2.802716732,-5.809633732,1
1391,1537,-1.4528929,-5.866889,1
1391,1569,-1.031600356,-6.632407188,1
1391,1601,-1.864057302,-7.458164215,1
1391,1633,-2.922639847,-8.48128891,1
1391,1665,-3.030131817,-7.153939724,1
1391,1697,-2.579814672,-5.869094849,1
1391,1729,-2.7797153,-4.491622448,1
1391,1761,-2.886431456,-3.802911282,1
1391,1793,-2.336812973,-3.473893642,1
1391,1825,-1.030337095,-5.412827969,1
1391,1857,0.5684814453,-5.905872345,1
1391,1889,-0.6926630735,-3.552280426,1
1391,1921,-0.5387032032,-2.92228055,1
1391,1953,-0.2400386333,-2.259253263,1
1391,1985,0.8242158294,-0.9641953707,1
1391,2017,2.10009861,-1.433132648,1
1423,33,-3.519681454,1.308578014,1
1423,65,-8.294093132,-11.09918213,1
1423,97,-7.386899471,-9.077095032,1
1423,129,-6.013524532,-7.687924862,1
1423,161,-5.49723196,-6.497612953,1
1423,193,-5.225131035,-4.908789635,1
1423,225,-5.053415298,-5.944863796,1
1423,257,-7.429440498,-6.361933231,1
1423,289,-7.749119282,-5.302829742,1
1423,321,-7.298541069,-4.655755043,1
1423,353,-7.527270317,-2.883592129,1
1423,385,-8.10959816,-2.178438425,1
1423,417,-9.400190353,-1.840079308,1
1423,449,-10.55106544,-1.515940666,1
1423,481,-11.04128361,-0.625177145,1
1423,513,-11.05807304,0.7733571529,1
1423,545,-11.33478737,1.506529093,1
1423,577,-10.98899269,0.9613282681,1
1423,609,-10.87866306,1.946261168,1
1423,641,-9.324381828,-0.2160733938,1
1423,673,-10.63994408,-0.9607073069,1
1423,705,-11.08586597,0.1653957367,1
1423,737,-10.62092113,-1.564275265,1
1423,769,-10.62646294,-3.192399025,1
1423,801,-10.3549757,-1.804556489,1
1423,833,-10.24418163,-0.9630031586,1
1423,865,-9.328716278,1.083582401,1
1423,897,-8.155023575,1.624489665,1
1423,929,-8.67473793,1.497859597,1
1423,961,-10.5443325,1.072479844,1
1423,993,-10.26167202,1.434812307,1
1423,1025,-9.847498894,1.632454157,1
1423,1057,-9.755363464,1.227270842,1
1423,1089,-10.03779125,0.9069815874,1
1423,1121,-13.12580299,0.9989333153,1
1423,1153,-10.30254936,0.5603874922,1
1423,1185,-7.498613834,-0.9909257889,1
1423,1217,-7.108001709,-3.725760937,1
1423,1249,-7.5510149,-5.611040115,1
1423,1281,-9.375083923,-7.194081306,1
1423,1313,-9.110872269,-9.5801754,1
1423,1345,-7.29493618,-10.8253746,1
1423,1377,-6.263621807,-10.79504204,1
1423,1409,-6.083631516,-8.921354294,1
1423,1441,-4.672157764,-8.031161308,1
1423,1473,-4.186486721,-8.258814812,1
1423,1505,-3.283464909,-6.63128233,1
1423,1537,-2.966623068,-5.593813896,1
1423,1569,-2.279661655,-5.929149628,1
1423,1601,-1.640843034,-6.444209576,1
1423,1633,-1.829329967,-7.182649612,1
1423,1665,-1.147670984,-8.511205673,1
1423,1697,-2.144253016,-6.732635975,1
1423,1729,-2.241575003,-4.219707489,1
1423,1761,-1.749560356,-2.754317045,1
1423,1793,-1.376535416,-2.287903786,1
1423,1825,-2.506193876,-6.139376163,1
1423,1857,-1.332961798,-7.084867954,1
1423,1889,-0.4698551893,-4.128066063,1
1423,1921,0.4597123861,-2.834651232,1
1423,1953,0.704955101,-2.454711914,1
1423,1985,2.194728613,-1.331574798,1
1423,2017,1.731057882,-1.381761551,1
1455,33,-8.401721954,3.268357277,1
1455,65,-8.492153168,-10.10398102,1
1455,97,-7.246531963,-7.019556999,1
1455,129,-6.577799797,-7.7733922,1
1455,161,-5.948903084,-7.352005482,1
1455,193,-5.551273346,-6.878815651,1
1455,225,-5.71039772,-7.395246506,1
1455,257,-7.373050213,-7.136312008,1
1455,289,-7.3359828,-6.158364773,1
1455,321,-6.268194675,-5.345520496,1
1455,353,-5.57803297,-4.279151917,1
1455,385,-6.622306824,-4.498223305,1
1455,417,-8.447376251,-4.06217432,1
1455,449,-10.75499153,-3.015295506,1
1455,481,-11.53719044,-1.427837133,1
1455,513,-11.38621902,-0.3525009751,1
1455,545,-11.21123886,-0.2027575374,1
1455,577,-16.32519913,5.457262039,1
1455,609,-15.43999767,4.30948925,1
1455,641,-12.22670937,-0.3765774965,1
1455,673,-11.37125683,-1.263675332,1
1455,705,-11.44381428,-1.325820327,1
1455,737,-12.2639513,-1.414731026,1
1455,769,-14.66499329,-1.734486818,1
1455,801,-14.98675823,-5.784653187,1
1455,833,-10.46017647,-0.2725936174,1
1455,865,-9.771263123,1.794890881,1
1455,897,-9.486063004,1.540240169,1
1455,929,-9.746930122,1.370832324,1
1455,961,-11.69441891,0.6840560436,1
1455,993,-11.76405811,0.6407530308,1
1455,1025,-10.71687698,1.104297161,1
1455,1057,-10.0882349,0.7625335455,1
1455,1089,-9.8355093,0.6630413532,1
1455,1121,-10.16189766,0.5263112783,1
1455,1153,-9.800931931,-0.2067232132,1
1455,1185,-6.921247959,-0.545753479,1
1455,1217,-6.654335022,-1.839389324,1
1455,1249,-7.256341457,-4.217370033,1
1455,1281,-7.958630562,-7.555504322,1
1455,1313,-8.670574188,-9.739910126,1
1455,1345,-8.689853668,-11.41584396,1
1455,1377,12.00456047,3.832703114,1
1455,1409,-5.651789665,-8.80951786,1
1455,1441,-3.828369379,-7.52338028,1
1455,1473,-4.20188427,-8.15173912,1
1455,1505,-3.524437666,-6.58611536,1
1455,1537,-2.344124556,-4.913732052,1
1455,1569,-2.208159208,-5.109057426,1
1455,1601,-1.51925838,-5.610948563,1
1455,1633,-0.1850609779,-6.975793362,1
1455,1665,-0.1673820019,-7.622319221,1
1455,1697,-0.528573513,-6.336935043,1
1455,1729,-2.128495693,-4.227779865,1
1455,1761,-2.040816545,-3.256239176,1
1455,1793,-2.399277687,-3.37515378,1
1455,1825,-3.862918139,-5.070088387,1
1455,1857,-3.414870977,-7.672698021,1
1455,1889,-2.185509443,-3.954012156,1
1455,1921,-0.8096823096,-2.625629663,1
1455,1953,0.5829814672,-2.601806164,1
1455,1985,2.195841789,-2.899055243,1
1455,2017,2.246177673,-1.638219595,1
1487,33,-16.81708527,7.217161179,1
1487,65,1.373392105,-18.68966293,1
1487,97,-5.786006927,-9.370204926,1
1487,129,-4.834532261,-7.304811478,1
1487,161,-4.788898945,-7.225679874,1
1487,193,-5.113732815,-6.594051361,1
1487,225,-5.902988434,-6.868663788,1
1487,257,-7.267917633,-7.341562271,1
1487,289,-6.88770771,-6.139425278,1
1487,321,-6.850712776,-5.285976887,1
1487,353,-7.440990925,-6.401351452,1
1487,385,-8.707675934,-7.080315113,1
1487,417,-9.349013329,-6.740268707,1
1487,449,-11.00969601,-3.918804169,1
1487,481,-11.69466114,-2.975378036,1
1487,513,-11.63234425,-2.726915359,1
1487,545,-14.84011078,4.411273479,1
1487,577,-15.23354721,5.254489899,1
1487,609,-13.4617815,8.127426147,1
1487,641,-13.30769157,2.270747662,1
1487,673,-11.79767418,-1.101310253,1
1487,705,-13.55900097,-1.43101871,1
1487,737,-15.02210236,-1.617761374,1
1487,769,-15.22905731,-3.874693155,1
1487,801,-18.04162216,-1.391100407,1
1487,833,-18.69524765,-0.3889246583,1
1487,865,-10.49186134,1.302049518,1
1487,897,-10.22800446,0.8403847218,1
1487,929,-9.419846535,0.6537734866,1
1487,961,-11.13206577,0.1389574409,1
1487,993,-11.61470604,0.01508903503,1
1487,1025,-11.01592827,0.6221921444,1
1487,1057,-9.629325867,0.4540970325,1
1487,1089,-8.706849098,0.2557474375,1
1487,1121,-8.247855186,-0.7161517143,1
1487,1153,-7.821336746,-1.768502712,1
1487,1185,-6.484275341,-2.331166744,1
1487,1217,-6.431518555,-1.688341618,1
1487,1249,-6.687975883,-3.526540756,1
1487,1281,-6.882234097,-5.805393219,1
1487,1313,-7.773290634,-7.617058277,1
1487,1345,-7.332505226,-7.262969017,1
1487,1377,-7.678028584,-6.315677166,1
1487,1409,-2.642551184,-6.018675804,1
1487,1441,-3.370560169,-6.26467514,1
1487,1473,-4.619374275,-7.045973778,1
1487,1505,-3.315131187,-5.931974411,1
1487,1537,-2.356465101,-3.887529373,1
1487,1569,-2.198955059,-4.71011734,1
1487,1601,-0.9846054316,-5.262107849,1
1487,1633,-0.6344851255,-5.055700302,1
1487,1665,-1.02247107,-5.785730362,1
1487,1697,-1.007953048,-5.112499237,1
1487,1729,-2.009666443,-3.92675209,1
1487,1761,-2.743126392,-3.567939043,1
1487,1793,-3.553015709,-4.071437836,1
1487,1825,-3.789865732,-4.552069664,1
1487,1857,-4.308769226,-5.030619621,1
1487,1889,-4.297375679,-3.321410894,1
1487,1921,-1.651722908,-2.864231825,1
1487,1953,0.2288698554,-3.009275436,1
1487,1985,1.250021458,-2.966225624,1
1487,2017,3.175190449,-2.216490507,1
1519,33,-4.744889736,8.02283287,1
1519,65,-1.550854683,-17.53933716,1
1519,97,-3.643691063,-8.527784348,1
1519,129,-3.351392269,-6.892953873,1
1519,161,-3.341902733,-7.131325722,1
1519,193,-3.864461422,-6.91195488,1
1519,225,-5.601489067,-6.561987877,1
1519,257,-6.717924118,-6.413834095,1
1519,289,-6.040061474,-5.771942616,1
1519,321,-6.616964817,-5.426244736,1
1519,353,-8.578445435,-5.936933994,1
1519,385,-10.09085751,-7.854986191,1
1519,417,-10.17902946,-7.888930321,1
1519,449,-12.10130596,-4.368936539,1
1519,481,-11.48300934,-4.032964706,1
1519,513,-11.95965672,-3.539021254,1
1519,545,-15.49834919,3.507041454,1
1519,577,-13.97067547,3.88855052,1
1519,609,-12.45823574,4.971845627,1
1519,641,-12.52851391,4.097356796,1
1519,673,-11.53357315,-0.2481827736,1
1519,705,-15.81670666,-1.322669744,1
1519,737,-16.0080452,-3.622190237,1
1519,769,-14.54770279,-2.92495966,1
1519,801,-13.23768139,-2.66234827,1
1519,833,-17.10335159,-0.7815662622,1
1519,865,-12.16738415,0.2384554744,1
1519,897,-11.6995697,-0.298673898,1
1519,929,-10.91055298,-0.4044991136,1
1519,961,-10.24764252,0.5932221413,1
1519,993,-11.25320721,-1.261328459,1
1519,1025,-10.74677563,-0.7439955473,1
1519,1057,-9.626749039,-1.320244312,1
1519,1089,-8.303215027,-2.316908121,1
1519,1121,-7.913446903,-2.850592613,1
1519,1153,-7.430412292,-3.128742933,1
1519,1185,-5.786478519,-3.960200071,1
1519,1217,-5.152986526,-3.287465811,1
1519,1249,-6.036046982,-3.637910366,1
1519,1281,-6.350951672,-4.44929266,1
1519,1313,-6.302406788,-5.511836052,1
1519,1345,-5.334378242,-5.83110714,1
1519,1377,-3.43407774,-5.158412457,1
1519,1409,-1.838611126,-3.763785839,1
1519,1441,-1.349486113,-3.777151108,1
1519,1473,-4.338891983,-3.540146351,1
1519,1505,-3.076845646,-3.804791451,1
1519,1537,-2.30270195,-4.360384464,1
1519,1569,-2.373732328,-5.718201637,1
1519,1601,-1.685899258,-5.595510483,1
1519,1633,-1.625753999,-4.601599216,1
1519,1665,-2.905756235,-4.726836205,1
1519,1697,-3.180513859,-4.481912136,1
1519,1729,-2.022988558,-4.725909233,1
1519,1761,-2.431596279,-3.712913513,1
1519,1793,-2.379043341,-3.676714182,1
1519,1825,-2.114174843,-4.984435081,1
1519,1857,-1.811769843,-4.735888004,1
1519,1889,-1.26527524,-2.180153847,1
1519,1921,-0.05018502474,-2.149796724,1
1519,1953,0.5316357017,-3.234574795,1
1519,1985,1.077296615,-2.689671516,1
1519,2017,2.206593275,-1.888228893,1
1551,33,-5.710813999,6.135588646,1
1551,65,-3.987331867,-5.655230522,1
1551,97,-3.35799408,-7.468446732,1
1551,129,-3.41208744,-7.151489735,1
1551,161,-3.512207985,-7.667247295,1
1551,193,-4.013423443,-7.347130299,1
1551,225,-4.770909309,-6.606098652,1
1551,257,-5.430709839,-5.921140194,1
1551,289,-6.027383327,-5.288532257,1
1551,321,-7.421013832,-5.624177456,1
1551,353,-8.770861626,-5.337088108,1
1551,385,-9.614732742,-6.272706509,1
1551,417,-8.599805832,-8.301636696,1
1551,449,-9.475889206,-5.759488583,1
1551,481,-10.92099857,-4.93798542,1
1551,513,-11.68209934,-4.040882587,1
1551,545,-9.297916412,4.560265064,1
1551,577,-11.43073177,3.289756298,1
1551,609,-10.85696793,4.722433567,1
1551,641,-11.27495384,4.781365871,1
1551,673,-11.53111935,0.27333498,1
1551,705,-14.71393681,-0.8072981238,1
1551,737,-17.21212006,-1.590534687,1
1551,769,-17.40533829,-3.181404114,1
1551,801,-15.45031643,-3.248628139,1
1551,833,-13.76821804,-1.158548236,1
1551,865,-13.00235939,-1.021505713,1
1551,897,-12.68708038,-1.54608345,1
1551,929,-12.53938103,-2.270055294,1
1551,961,-11.15004158,-0.7261769772,1
1551,993,-11.24054241,-2.890555859,1
1551,1025,-10.64875507,-3.174564838,1
1551,1057,-9.1465168,-4.027787209,1
1551,1089,-8.43633461,-4.902649879,1
1551,1121,-8.0188694,-4.98717165,1
1551,1153,-6.961786747,-4.831021309,1
1551,1185,-4.836055756,-5.157640457,1
1551,1217,-4.583117485,-4.466673851,1
1551,1249,-5.655991554,-4.201104164,1
1551,1281,-6.192955971,-4.279964924,1
1551,1313,-6.272086143,-4.59537077,1
1551,1345,-4.619668961,-4.366593361,1
1551,1377,-2.256314278,-4.553040504,1
1551,1409,-1.337671995,-4.137183666,1
1551,1441,-0.8953807354,-3.917438507,1
1551,1473,-2.253172874,-3.571603298,1
1551,1505,-2.324326992,-4.170799732,1
1551,1537,-0.5700283051,-5.247547626,1
1551,1569,-0.8755034208,-5.71283865,1
1551,1601,-0.04905891418,-5.311466217,1
1551,1633,-0.3571757078,-4.448936939,1
1551,1665,-1.816244841,-4.111021996,1
1551,1697,-3.419301748,-3.530425549,1
1551,1729,-3.600152731,-3.605792999,1
1551,1761,-3.583130598,-3.217108727,1
1551,1793,-2.221755028,-2.464335918,1
1551,1825,-0.1725590229,-3.578395844,1
1551,1857,0.9865763187,-3.037280083,1
1551,1889,0.7804640532,-0.800853014,1
1551,1921,1.827982664,-0.7957290411,1
1551,1953,1.541043043,-1.708181858,1
1551,1985,1.286370158,-1.981012344,1
1551,2017,1.705923796,-1.775030613,1
1583,33,-1.200000763,7.312736988,1
1583,65,-3.710466385,-6.445724964,1
1583,97,-3.619584799,-5.950716972,1
1583,129,-3.485355616,-7.374387741,1
1583,161,-3.94618082,-8.260437965,1
1583,193,-4.430739403,-7.661086082,1
1583,225,-4.782768726,-7.065865993,1
1583,257,-5.635923862,-6.469765186,1
1583,289,-6.432461262,-5.882043839,1
1583,321,-8.14779377,-6.124596119,1
1583,353,-8.939052582,-5.73478508,1
1583,385,-8.582061768,-5.255690575,1
1583,417,-7.884729385,-6.411264896,1
1583,449,-8.573604584,-6.074697495,1
1583,481,-10.09478855,-6.417729378,1
1583,513,-11.03792477,-4.237095356,1
1583,545,-8.844187737,4.630515099,1
1583,577,-9.72014904,2.323352337,1
1583,609,-9.07953167,4.427018642,1
1583,641,-9.547537804,4.803627014,1
1583,673,-11.9678278,0.7238634825,1
1583,705,-13.06679058,0.2719219327,1
1583,737,-16.18753433,-1.547138572,1
1583,769,-18.91428375,-3.023619652,1
1583,801,-17.29991722,-1.798201561,1
1583,833,-15.7071085,-0.7643100023,1
1583,865,-13.25045967,-1.651160955,1
1583,897,-13.22507,-2.86391902,1
1583,929,-13.38953495,-3.182346821,1
1583,961,-13.39581108,-3.77436018,1
1583,993,-12.09633446,-4.191539764,1
1583,1025,-11.08842564,-4.763598442,1
1583,1057,-10.76953316,-5.475804329,1
1583,1089,-10.27847004,-6.75106144,1
1583,1121,-9.648235321,-5.249818802,1
1583,1153,-6.6455369,-5.005923748,1
1583,1185,-3.454289436,-5.078104973,1
1583,1217,-3.972780228,-3.330346107,1
1583,1249,-4.938280582,-3.908021927,1
1583,1281,-5.87449789,-3.892047882,1
1583,1313,-6.541680813,-4.055604458,1
1583,1345,-5.226919174,-3.872853279,1
1583,1377,-1.578921795,-4.594367027,1
1583,1409,-1.456160307,-4.040011883,1
1583,1441,-1.61144352,-4.587609768,1
1583,1473,-2.355131388,-5.105074883,1
1583,1505,-2.964560747,-5.774549007,1
1583,1537,-1.48456192,-6.443842888,1
1583,1569,-0.4040846825,-5.66364193,1
1583,1601,0.8168369532,-5.771057606,1
1583,1633,-0.3203374147,-4.346759319,1
1583,1665,-0.7245987058,-3.563169479,1
1583,1697,-0.3450213671,-2.888578653,1
1583,1729,-1.075731158,-1.726313829,1
1583,1761,-1.873052478,-3.173174858,1
1583,1793,-1.553286552,-1.905538082,1
1583,1825,0.283134222,-2.615910292,1
1583,1857,1.539024472,-2.326763391,1
1583,1889,-0.01570701599,-1.350380778,1
1583,1921,1.334862113,-1.458605051,1
1583,1953,1.856599212,-0.4264739752,1
1583,1985,1.010253072,-0.9495234489,1
1583,2017,1.783607602,-1.777988195,1
1615,33,-16.05553246,4.271632195,1
1615,65,-2.571133614,-8.877179146,1
1615,97,-3.306524277,-6.925071716,1
1615,129,-2.90558219,-7.531757832,1
1615,161,-3.55275774,-8.299538612,1
1615,193,-4.266059399,-7.773199558,1
1615,225,-5.24993372,-7.106060505,1
1615,257,-6.880819321,-6.65596199,1
1615,289,13.12770748,-6.865142822,1
1615,321,-8.119498253,-6.154280663,1
1615,353,-8.320121765,-5.518294334,1
1615,385,-6.952212811,-5.446488857,1
1615,417,-7.029812813,-5.650251389,1
1615,449,-7.674307346,-6.026169777,1
1615,481,-8.735761642,-5.664979935,1
1615,513,-9.437812805,-3.187331438,1
1615,545,-9.548119545,0.2928800583,1
1615,577,-8.406942368,0.9518182278,1
1615,609,-6.693287849,1.628181338,1
1615,641,-7.956537247,2.030513525,1
1615,673,-10.85086155,0.9321485162,1
1615,705,-13.41279125,-0.4603660107,1
1615,737,-15.38602543,-1.42066133,1
1615,769,-16.37916756,-1.562941074,1
1615,801,-16.8886795,-1.424954295,1
1615,833,-17.00879097,0.5926070213,1
1615,865,-13.01067924,-1.872838974,1
1615,897,-12.59423161,-3.806889057,1
1615,929,-13.5915184,-3.646982431,1
1615,961,-14.05144882,-3.691069603,1
1615,993,-13.15693378,-4.197196007,1
1615,1025,-11.94969559,-5.209404945,1
1615,1057,-11.87685013,-5.974152565,1
1615,1089,-11.45763969,-6.776506424,1
1615,1121,-9.787908554,-4.825841427,1
1615,1153,-7.806035042,-4.025125027,1
1615,1185,-5.02033186,-4.022181511,1
1615,1217,-3.46546936,-2.76508522,1
1615,1249,-3.958656788,-3.278202057,1
1615,1281,-5.021734715,-4.038767815,1
1615,1313,-5.363121033,-4.549724579,1
1615,1345,-4.519363403,-5.140013218,1
1615,1377,-2.770776749,-4.537257671,1
1615,1409,-0.8813405037,-2.541522026,1
1615,1441,-2.55126667,-4.937618732,1
1615,1473,-3.507946968,-5.265460968,1
1615,1505,-4.324169636,-6.190840244,1
1615,1537,-3.497182131,-6.734463692,1
1615,1569,-2.535726309,-6.572437286,1
1615,1601,-1.743535995,-5.529979229,1
1615,1633,-1.412894249,-3.849217653,1
1615,1665,1.145864725,-2.964378834,1
1615,1697,2.462548494,-2.961672544,1
1615,1729,0.09498918056,-3.640042782,1
1615,1761,-1.072436094,-5.632077694,1
1615,1793,-1.06870687,-2.912371874,1
1615,1825,-1.5583781,-2.358972549,1
1615,1857,-1.217873335,-2.805170536,1
1615,1889,-0.7760487795,-2.803304672,1
1615,1921,-0.04393225908,-1.796301842,1
1615,1953,0.6132884622,-0.9123475552,1
1615,1985,1.200416803,-0.4641252756,1
1615,2017,2.647411823,-1.427909374,1
1647,33,10.02604485,5.614002228,1
1647,65,-0.3127739429,-9.718419075,1
1647,97,-1.657670498,-6.160124779,1
1647,129,-3.423085213,-7.412914276,1
1647,161,-3.691858292,-7.877937317,1
1647,193,-4.284912109,-7.579534054,1
1647,225,-5.625472546,-6.897070885,1
1647,257,-7.550526619,-6.227043629,1
1647,289,-7.204533577,-7.919627666,1
1647,321,-7.035401344,-6.944668293,1
1647,353,-6.901891708,-6.229093552,1
1647,385,-6.44285202,-5.770229816,1
1647,417,-6.308470726,-5.718001366,1
1647,449,-6.609792233,-6.490446568,1
1647,481,-7.224396229,-4.691422462,1
1647,513,-7.969656944,-0.9431495667,1
1647,545,-9.046505928,-0.003080368042,1
1647,577,-9.178673744,1.536275148,1
1647,609,-8.783865929,2.574239254,1
1647,641,-9.569590569,1.08277142,1
1647,673,-11.33316612,-0.07824403048,1
1647,705,-14.50615692,-0.92562747,1
1647,737,-16.28022766,-1.627752066,1
1647,769,-16.19097519,-1.545157313,1
1647,801,-16.43784714,-0.4253299236,1
1647,833,-15.26198483,1.432060719,1
1647,865,-11.97313309,-0.8882474899,1
1647,897,-11.52195263,-4.518672943,1
1647,929,-13.05195808,-3.859560013,1
1647,961,-13.24416924,-3.117360115,1
1647,993,-12.93601608,-3.508998394,1
1647,1025,-12.29238319,-5.083237648,1
1647,1057,-11.99642372,-6.123961926,1
1647,1089,-11.29570961,-6.209311962,1
1647,1121,-9.256968498,-5.621738434,1
1647,1153,-8.090657234,-4.891610146,1
1647,1185,-6.428029537,-4.563289642,1
1647,1217,-4.474392891,-5.157534122,1
1647,1249,-5.005121231,-4.759471893,1
1647,1281,-5.074581146,-4.250602245,1
1647,1313,-4.835290432,-4.967708588,1
1647,1345,-3.977678299,-5.531888008,1
1647,1377,-3.217413902,-4.912412643,1
1647,1409,-3.153451204,-4.422436714,1
1647,1441,-3.321068525,-5.451528072,1
1647,1473,-3.94339323,-5.603061199,1
1647,1505,-4.25053072,-6.193817139,1
1647,1537,-4.004213333,-6.252978325,1
1647,1569,-3.438829184,-5.802875519,1
1647,1601,-2.118584156,-4.796096802,1
1647,1633,-0.5583041906,-3.251014233,1
1647,1665,1.576009989,-2.808506489,1
1647,1697,1.055340528,-3.614201546,1
1647,1729,-0.7525995374,-4.09149313,1
1647,1761,-1.549505711,-5.672143459,1
1647,1793,-1.685039043,-4.596715927,1
1647,1825,-1.310612917,-2.583745003,1
1647,1857,-1.024767518,-1.68541503,1
1647,1889,-0.7878184319,-1.403107762,1
1647,1921,0.3466242552,-0.9503620863,1
1647,1953,0.001397274435,-0.761380136,1
1647,1985,-0.4693735838,-0.21195364,1
1647,2017,0.8966832161,-1.246390104,1
1679,33,8.415784836,9.715705872,1
1679,65,-1.491334915,-4.867370129,1
1679,97,-1.942397594,-7.121644497,1
1679,129,-3.151032925,-8.564164162,1
1679,161,-4.015120506,-8.05700016,1
1679,193,-4.747119427,-7.040426731,1
1679,225,-5.34734726,-6.885808468,1
1679,257,-6.324115276,-6.491948605,1
1679,289,-7.280413628,-6.342582703,1
1679,321,-7.067293167,-6.385267735,1
1679,353,-6.520899296,-6.212324619,1
1679,385,-6.004247189,-5.833420753,1
1679,417,-5.817559719,-6.066324234,1
1679,449,-4.66439724,-7.677411556,1
1679,481,-4.577022552,-4.994745731,1
1679,513,-7.384869576,-2.710555792,1
1679,545,-8.627830505,-1.118842125,1
1679,577,-9.23138237,1.132618427,1
1679,609,-10.10005569,3.398039818,1
1679,641,-11.36137962,2.258230448,1
1679,673,-12.46006203,-0.9926521182,1
1679,705,-14.00227737,-2.375340462,1
1679,737,-14.8946991,-2.122195959,1
1679,769,-15.58109379,-2.478330612,1
1679,801,-16.04826164,-1.371156216,1
1679,833,-14.97322655,0.4154481888,1
1679,865,-13.57542896,-1.217504025,1
1679,897,-12.50634384,-5.068892956,1
1679,929,-12.36293411,-5.912631035,1
1679,961,-13.02977562,-3.166273832,1
1679,993,-12.64836788,-3.260208607,1
1679,1025,-12.36237717,-4.436629772,1
1679,1057,-12.23803043,-5.635935307,1
1679,1089,-10.73003292,-5.894539356,1
1679,1121,-8.725492477,-5.641221523,1
1679,1153,-8.082742691,-5.376871586,1
1679,1185,-6.418243885,-5.618126869,1
1679,1217,-5.19210434,-5.917962074,1
1679,1249,-5.734135628,-5.324789047,1
1679,1281,-5.037986755,-4.599747181,1
1679,1313,-4.524306774,-4.237234116,1
1679,1345,-3.930273056,-5.448827267,1
1679,1377,-3.438080072,-6.531574726,1
1679,1409,-3.900155067,-6.016265392,1
1679,1441,-4.264156342,-6.538312912,1
1679,1473,-4.070328712,-6.174007893,1
1679,1505,-4.301558018,-5.374753952,1
1679,1537,-4.389554024,-4.714165688,1
1679,1569,-4.340954304,-4.105607986,1
1679,1601,-1.653702021,-3.268517971,1
1679,1633,0.2893642187,-2.978154182,1
1679,1665,0.1428744644,-2.65369463,1
1679,1697,-0.5155106783,-3.043172121,1
1679,1729,-1.199066401,-3.346473694,1
1679,1761,-2.018844843,-4.124961853,1
1679,1793,-1.987089753,-3.6299963,1
1679,1825,-0.4511939287,-2.065119505,1
1679,1857,-0.3955301046,-0.8090671301,1
1679,1889,-0.0595484972,0.1343704462,1
1679,1921,0.7797105312,0.09940481186,1
1679,1953,-0.2524026334,-0.2106268406,1
1679,1985,-0.4300854206,-0.2532911301,1
1679,2017,1.129172564,-1.240579605,1
1711,33,-19.38707352,8.653408051,1
1711,65,3.472082615,8.00203228,1
1711,97,-3.007203579,-6.450673103,1
1711,129,-3.260596991,-8.20649147,1
1711,161,-3.872956514,-8.692440987,1
1711,193,-4.703424454,-7.713393211,1
1711,225,-5.043620586,-7.070866108,1
1711,257,-5.7946558,-7.063666821,1
1711,289,-7.292100906,-6.938029766,1
1711,321,-7.077155113,-6.587985516,1
1711,353,-6.311890602,-6.246022224,1
1711,385,-5.788269043,-6.178314209,1
1711,417,-5.823367119,-7.091536522,1
1711,449,-5.267680168,-9.056325912,1
1711,481,-4.82757473,-5.483495712,1
1711,513,-5.914396763,-3.382866383,1
1711,545,-7.655137539,-1.762905836,1
1711,577,-9.307979584,-0.2952383161,1
1711,609,-10.64768505,0.6152917147,1
1711,641,-11.75036812,0.1697661281,1
1711,673,-12.61198616,-1.301159739,1
1711,705,-13.73604393,-1.846756577,1
1711,737,-14.02099228,-0.7140046358,1
1711,769,-14.2984972,-2.016994715,1
1711,801,-14.10143566,-2.0358181,1
1711,833,-13.67976952,-0.8094217777,1
1711,865,-14.49363708,-2.735319853,1
1711,897,-13.14862728,-6.079849243,1
1711,929,-12.45456886,-6.55718708,1
1711,961,-13.31788445,-4.015265465,1
1711,993,-12.27192116,-3.519406557,1
1711,1025,-11.75957203,-3.696295023,1
1711,1057,-11.67345238,-4.630454063,1
1711,1089,-9.982282639,-5.079951763,1
1711,1121,-8.762475014,-5.32551384,1
1711,1153,-7.737027168,-5.776106358,1
1711,1185,-6.334249496,-6.154065132,1
1711,1217,-5.93857336,-5.902256966,1
1711,1249,-5.629807472,-5.271351814,1
1711,1281,-4.74162817,-4.529850006,1
1711,1313,-4.147807121,-3.984085083,1
